nu,[0]Isovaleraldehyde-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
559.781392,0.9721608545433877
560.022446,0.9694416420247651
560.2635,0.9551393814391553
560.504554,0.9762242056955929
560.745608,0.9583406305124613
560.986662,0.9695957955007236
561.227716,0.977510739971358
561.46877,0.9740340665765139
561.709824,0.9875007724295765
561.950878,0.9826158782049708
562.191932,0.978136547081854
562.432986,0.979556853394707
562.67404,0.9686295902259736
562.915094,0.9695036882753135
563.156148,0.9766958358764637
563.397202,0.9813324381629273
563.638256,0.9814315577446363
563.87931,0.9861014886609277
564.120364,0.9921864854501303
564.361418,0.9914111963356831
564.602472,0.9896044115514919
564.843526,0.9821914798222371
565.08458,0.9755020670076463
565.325634,0.980403556238997
565.566688,0.9737078198135947
565.807742,0.9874336246601013
566.048796,0.9916386521523072
566.28985,0.97886553032197
566.530904,0.9872499790854824
566.771958,0.9900548830161958
567.013012,0.9974750929535363
567.254066,0.9857820435315071
567.49512,0.9886736318007769
567.736174,0.9788625937297839
567.977228,0.9917813592218793
568.218282,0.9872884825854801
568.459336,0.9855809645053847
568.70039,0.9910848774848792
568.941444,0.9916597742805479
569.182498,0.9972890811948361
569.423552,0.9903058937433058
569.664606,0.9911734844335979
569.90566,0.9912346417242704
570.146714,0.9909020391923343
570.387768,0.9908606203527559
570.628822,0.9894272882148357
570.869876,0.9895618594766713
571.11093,0.9945195726369264
571.351984,0.9937552798212863
571.593038,0.9937189090436341
571.834092,0.9990561157392551
572.075146,0.9924802161198181
572.3162,1.0
572.557254,0.9983503621507599
572.798308,0.9950718832108825
573.039362,0.9979029019890969
573.280416,0.989903317216264
573.52147,0.9935691668873962
573.762524,0.9993510206782356
574.003578,0.9974769881580133
574.244632,0.9974916511775122
574.485686,0.9997054733814827
574.72674,0.9999439655699873
574.967794,0.9981457213029226
575.208848,0.9963654211299959
575.449902,0.9958997291595973
575.690956,0.9941837800790115
575.93201,0.9993236888015851
576.173064,0.9974971373966808
576.414118,0.9972450019916048
576.655172,0.9969795707025467
576.896226,0.999294858729039
577.13728,0.9992966774473369
