nu,[0]Furfural-HITRAN(x-sec)-X=0.01-T=298.1K-P=1.0atm-L=15cm
610.929219,0.9056711571759103
611.048221,0.9062935670341966
611.167223,0.9102773005605785
611.286226,0.9073472922548781
611.405228,0.9101535112655652
611.52423,0.9113110518395903
611.643233,0.9082441943763151
611.762235,0.9117294396250359
611.881238,0.9119765517853596
612.00024,0.9144723927145059
612.119242,0.9166000979910653
612.238245,0.9191426000020891
612.357247,0.9138352275346441
612.47625,0.9170025737710533
612.595252,0.9149800657587008
612.714254,0.9197393171632644
612.833257,0.9215594403922744
612.952259,0.9163324898351441
613.071261,0.9200493215459531
613.190264,0.9202103442663007
613.309266,0.9216340897302036
613.428269,0.9206171671396982
613.547271,0.9273947203498063
613.666273,0.9262167504187113
613.785276,0.9261222811281843
613.904278,0.9294455996492756
614.02328,0.9279169905826384
614.142283,0.9299504256577426
614.261285,0.9307477347706875
614.380288,0.9325197015684565
614.49929,0.9331008423490904
614.618292,0.9327295421074848
614.737295,0.9321337183160535
614.856297,0.9332725487005825
614.9753,0.9343567073619469
615.094302,0.9354121917934064
615.213304,0.9353308144726852
615.332307,0.9381644739355901
615.451309,0.9401056654334847
615.570311,0.9415611344128958
615.689314,0.9392148675675559
615.808316,0.9410791785033178
615.927319,0.9414585098423855
616.046321,0.9473818939307986
616.165323,0.9465078638696247
616.284326,0.94339802653377
616.403328,0.9464321462692595
616.52233,0.9474586349721772
616.641333,0.946672570567005
616.760335,0.9430990167549127
616.879338,0.9449653677911459
616.99834,0.9465296338008469
617.117342,0.9493402588576436
617.236345,0.9476623604784034
617.355347,0.9497656585760338
617.474349,0.9526411442687249
617.593352,0.9518641061696623
617.712354,0.9481211400765817
617.831357,0.9518993257931496
617.950359,0.9531585688781308
618.069361,0.9528173991834915
618.188364,0.9544204322032898
618.307366,0.9505058142772804
618.426369,0.9548165988815541
618.545371,0.9568458277852946
618.664373,0.95622886121948
618.783376,0.9557499105471706
618.902378,0.9554020808885698
619.02138,0.9560548434028397
619.140383,0.9564019543078127
619.259385,0.9582620498026124
619.378388,0.9576652384716183
