nu,[0]cis-1-3-Dichloropropene-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
615.019452,0.9908975801431908
615.138654,0.9935238611663644
615.257856,0.9937298400117538
615.377058,0.9922028566622024
615.49626,0.9939417257998667
615.615462,0.9917424821545933
615.734664,0.9933005421043771
615.853866,0.9939615054370169
615.973068,0.9926642390102816
616.09227,0.9926435918088418
616.211472,0.9916802026823098
616.330674,0.9953512390942637
616.449876,0.9915122262839781
616.569078,0.9901446850665467
616.68828,0.9905531049450588
616.807482,0.9902551913795378
616.926684,0.9937484229335118
617.045886,0.9900874563576756
617.165088,0.9910156030731119
617.28429,0.9928326091426013
617.403492,0.9938867623421836
617.522694,0.9913974158158289
617.641896,0.997442476051286
617.761098,0.9893323077543021
617.8803,0.9908829149675273
617.999502,0.9944869529299101
618.118704,0.993153643817596
618.237906,0.9899943925108473
618.357108,0.9931605959174351
618.47631,0.9926319779467588
618.595512,0.9927004719162519
618.714714,0.9903030218603782
618.833916,0.9940101113430375
618.953118,0.990623832961712
619.07232,0.9903443183574158
619.191522,0.9903257000592433
619.310724,0.9881922649644285
619.429926,0.99196197905233
619.549128,0.9921153482294234
619.66833,0.9927834651447727
619.787532,0.9907226030814669
619.906734,0.9927054354310203
620.025936,0.9897489043432955
620.145138,0.9945720846566668
620.26434,0.9917473417046617
620.383542,0.9906369092826106
620.502744,0.9912937210694642
620.621946,0.9903930444965322
620.741148,0.991637263859166
620.86035,0.9889257757238701
620.979552,0.988922808950993
621.098754,0.9861429057932052
621.217956,0.9914715751160551
621.337158,0.9925261690176258
621.45636,0.9905376524371514
621.575562,0.9902319206559724
621.694764,0.9916177287974889
621.813966,0.9925630916778705
621.933168,0.9885035945597291
622.05237,0.9901898366936351
622.171572,0.990424440453666
622.290774,0.9918762772397115
622.409976,0.9916736576145709
622.529178,0.9899854826014093
622.64838,0.9907616383210175
622.767582,0.9907323122105517
622.886784,0.9895282149454094
623.005986,0.9888456759801199
623.125188,0.9872410938756542
623.24439,0.9859249922913538
623.363592,0.9906581091393069
623.482794,0.990766195835036
623.601996,0.9875738501905801
623.721198,0.9884798707581465
623.8404,0.9868877248208816
623.959602,0.9881132127453622
624.078804,0.9905413174332457
624.198006,0.9883494000264642
624.317208,0.988642983393244
624.43641,0.987754592742604
624.555612,0.9906846591324001
624.674814,0.986344099467044
624.794016,0.9900171626437305
624.913218,0.9891799623098083
625.03242,0.9906150164488321
625.151622,0.9896588412909314
625.270824,0.9859910514787954
625.390026,0.986337195082513
625.509228,0.9899280651085418
625.62843,0.9891344610780785
625.747632,0.9886350742810133
625.866834,0.9872016050216814
625.986036,0.9875501487025945
626.105238,0.9900092425381098
626.22444,0.9883049253041517
626.343642,0.9851198205301032
626.462844,0.9884432976795345
626.582046,0.9876182920137722
626.701248,0.9867061541845253
626.82045,0.9892155734294478
626.939652,0.9871838355527167
627.058854,0.9870249117489023
627.178056,0.9869370704407529
627.297258,0.9886073928864747
627.41646,0.9839826639717196
627.535662,0.9889979699405548
627.654864,0.987562986937976
627.774066,0.9828242148540547
627.893268,0.9881912767726575
628.01247,0.9886736318007769
628.131672,0.99007537736439
628.250874,0.9856233453980411
628.370076,0.985800773568269
628.489278,0.9876331063992599
628.60848,0.9870910446334163
628.727682,0.9858214756018845
628.846884,0.9878642395876858
628.966086,0.9885342386461414
629.085288,0.9863736902338873
629.20449,0.9846982794631396
629.323692,0.9846746469880233
629.442894,0.9871315161959077
629.562096,0.9839718402219466
629.681298,0.986765358329883
629.8005,0.9864318879984283
629.919702,0.9844934835205276
630.038904,0.9837652278305604
630.158106,0.9854991646800704
