nu,[0]HFC-1243zf-HITRAN(x-sec)-X=0.01-T=298.0K-P=0.9211atm-L=15cm
1281.186608,0.10609716009773688
1281.30561,0.10480015794369547
1281.424612,0.10393391650766436
1281.543614,0.10259152007523863
1281.662616,0.10173336062228071
1281.781618,0.10058018589598183
1281.90062,0.09955948243696745
1282.019622,0.09802820848954474
1282.138624,0.09675241365934655
1282.257626,0.0950454576735734
1282.376628,0.09351812604802501
1282.49563,0.09174887992719112
1282.614632,0.09059103701692771
1282.733634,0.08953729827596157
1282.852636,0.08846927167255894
1282.971638,0.08714342103478973
1283.09064,0.08617286000653504
1283.209642,0.08442430034848353
1283.328644,0.08269468065505112
1283.447646,0.0802827901842213
1283.566648,0.07729701035576625
1283.68565,0.07420676206571793
1283.804652,0.07192725628987921
1283.923654,0.0699202480510692
1284.042656,0.06868667897073874
1284.161658,0.06778597254892821
1284.28066,0.06728620776236764
1284.399662,0.06694392167420914
1284.518664,0.06553964842547264
1284.637666,0.06309586768066201
1284.756668,0.0622186801730353
1284.87567,0.06241185735149562
1284.994672,0.06295720935185178
1285.113674,0.06397902395804479
1285.232676,0.06673671685043246
1285.351678,0.07075019402922544
1285.47068,0.07159715073580605
1285.589682,0.06651684866685924
1285.708684,0.06276862074814321
1285.827686,0.06268707455767886
1285.946688,0.06394064805759138
1286.06569,0.06506945767473417
1286.184692,0.06728620776236764
1286.303694,0.07327029533806331
1286.422696,0.08051594819146118
1286.541698,0.08401163313712182
1286.6607,0.08696930836342905
1286.779702,0.08875282678812906
1286.898704,0.09102691927513508
1287.017706,0.0942315714645254
1287.136708,0.09950971513861037
1287.25571,0.10679971724267964
1287.374712,0.11229791317518771
1287.493714,0.11518681389370032
1287.612716,0.11792576059651072
1287.731718,0.11994763577238712
1287.85072,0.12156575125312921
1287.969722,0.12166304276554779
1288.088724,0.11976784919237352
1288.207726,0.11585683860765267
1288.326728,0.11324518863280815
1288.44573,0.11173782499660807
1288.564732,0.11130289614166065
1288.683734,0.11197272098356303
1288.802736,0.11458939709131788
1288.921738,0.11927780628511289
1289.04074,0.1250802184389642
1289.159742,0.12941900985705507
1289.278744,0.1325626387475724
1289.397746,0.13545713981876228
1289.516748,0.13834565210817362
1289.63575,0.1404926647157598
1289.754752,0.14297292533067135
1289.873754,0.14488716672541418
1289.992756,0.146988636193161
1290.111758,0.14836200678445266
1290.23076,0.14855500281351103
1290.349762,0.14819889830310126
1290.468764,0.14774019307880565
1290.587766,0.14676831851843686
1290.706768,0.14586117000989623
1290.82577,0.1453806214900191
1290.944772,0.14514819848362373
1291.063774,0.14498862324776196
1291.182776,0.14554062816119323
1291.301778,0.14613856967914976
1291.42078,0.14700333579174799
1291.539782,0.14650437316718504
1291.658784,0.14600710413480741
1291.777786,0.1465923021671475
1291.896788,0.14713569834817647
1292.01579,0.1471651284307563
1292.134792,0.1473270991395879
1292.253794,0.14713569834817647
1292.372796,0.14695924140549912
1292.491798,0.14616780031605184
1292.6108,0.14488716672541418
1292.729802,0.14422221631694557
1292.848804,0.14422221631694557
1292.967806,0.14433764025341775
1293.086808,0.14530794934882335
1293.20581,0.1457736795576507
1293.324812,0.145003122835054
1293.443814,0.1426587306358334
1293.562816,0.1412533771803489
1293.681818,0.1410698670974127
1293.80082,0.14121100752296117
1293.919822,0.14163527663099032
1294.038824,0.14305873482614415
1294.157826,0.14662162355962244
1294.276828,0.15104159749583831
1294.39583,0.15375420854803318
1294.514832,0.1556570638832977
1294.633834,0.1578200214460426
1294.752836,0.16039752722043635
1294.871838,0.16244756600828314
1294.99084,0.16399817160009422
1295.109842,0.16536502100254957
1295.228844,0.16629366289060088
1295.347846,0.1672275197615489
1295.466848,0.16751204832589928
1295.58585,0.1669768665188361
1295.704852,0.16571265243190123
1295.823854,0.16181525431011712
1295.942856,0.15598428718166135
1296.061858,0.15116247912003766
1296.18086,0.14594871297216455
1296.299862,0.1424733947804143
1296.418864,0.14255890446762343
1296.537866,0.14485819218961926
1296.656868,0.15049882532096193
1296.77587,0.15741022235994825
1296.894872,0.16429363414549036
1297.013874,0.17254451807663074
1297.132876,0.17858332142121114
1297.251878,0.1818269260717955
1297.37088,0.18446417643833968
1297.489882,0.18642989661988946
1297.608884,0.18783337731834826
1297.727886,0.18936100621937416
1297.846888,0.19093924319405484
1297.96589,0.1927039896176615
1298.084892,0.19454340088868186
1298.203894,0.19667552291366158
1298.322896,0.19906975261910853
1298.441898,0.20149312848264125
1298.5609,0.20333508413905857
1298.679902,0.2049477931167973
1298.798904,0.20624303995695353
1298.917906,0.20748421800731442
1299.036908,0.20862852516643607
1299.15591,0.21024116550775238
1299.274912,0.21188745879583787
1299.393914,0.21384581805641711
1299.512916,0.21556344595177754
1299.631918,0.21794773339667745
1299.75092,0.22027026705244174
1299.869922,0.2227734373465347
1299.988924,0.2252149498839802
1300.107926,0.22747839776016673
1300.226928,0.2294431482988228
1300.34593,0.23156376514326
1300.464932,0.2333770250317241
1300.583934,0.23515744745742453
1300.702936,0.23652532365905152
1300.821938,0.23828210312137615
1300.94094,0.24029210296816703
1301.059942,0.2431443449152419
1301.178944,0.2456862410513523
1301.297946,0.24867710279068003
1301.416948,0.2515282423803802
1301.53595,0.2553040732762626
1301.654952,0.25898114996218
1301.773954,0.26161011349429236
1301.892956,0.2644243711367566
1302.011958,0.2673758319598812
1302.13096,0.270090011396081
1302.249962,0.27305009567236094
1302.368964,0.274830701995568
1302.487966,0.2778705281096285
1302.606968,0.28142198785153166
1302.72597,0.28553233467338807
1302.844972,0.2906603138502196
1302.963974,0.2955550987873915
1303.082976,0.3010737583197618
1303.201978,0.30706371874983834
1303.32098,0.3122659657433071
1303.439982,0.31723895113238276
1303.558984,0.32061956963867067
1303.677986,0.3243279771631299
1303.796988,0.3269984003476697
1303.91599,0.328473208979918
1304.034992,0.3300536704560795
1304.153994,0.33260489332146853
1304.272996,0.3354776304681491
1304.391998,0.33888312332532816
1304.511,0.342425898305655
1304.630002,0.34756624467048786
1304.749004,0.35271320594896943
1304.868006,0.35718550868274057
1304.987008,0.3597665248534908
1305.10601,0.3616060208579491
1305.225012,0.36178686907666513
1305.344014,0.36128072184569016
1305.463016,0.36084744499757737
1305.582018,0.3629464413839004
1305.70102,0.3665208022710539
1305.820022,0.3733496122763855
1305.939024,0.3805643486299683
1306.058026,0.3895706670347739
1306.177028,0.3989736118474554
1306.29603,0.4073673177231567
1306.415032,0.4104956282350825
1306.534034,0.40947067089500183
1306.653036,0.40306799870139637
1306.772038,0.39823221064628217
1306.89104,0.3956085763977688
1307.010042,0.39188376539930186
1307.129044,0.3868918818691272
1307.248046,0.38112037838191754
1307.367048,0.3762242138069584
1307.48605,0.37658932834627473
1307.605052,0.37749422817975414
1307.724054,0.3806709215670996
1307.843056,0.38658635798027646
1307.962058,0.3955096866154072
1308.08106,0.4070415541917648
1308.200062,0.41852443653192206
1308.319064,0.42425525007014914
1308.438066,0.4250110969194011
1308.557068,0.4178762261481222
1308.67607,0.4028906877932282
1308.795072,0.3798989434192422
1308.914074,0.3603426120401071
1309.033076,0.35462300908875194
1309.152078,0.35583077936563917
1309.27108,0.35969457874337096
1309.390082,0.3686933537785929
1309.509084,0.3849891988588412
1309.628086,0.4083992618959273
1309.747088,0.42303092240306744
1309.86609,0.42701335068545837
1309.985092,0.4269877306530259
1310.104094,0.4174877819123711
1310.223096,0.3916643719265841
1310.342098,0.34366085312447836
1310.4611,0.31587775231734566
1310.580102,0.3139253688957161
1310.699104,0.3148685590802876
1310.818106,0.3244577343036931
1310.937108,0.3446244519219923
1311.05611,0.3899955305704037
1311.175112,0.458396843276678
1311.294114,0.4978581907692813
1311.413116,0.5169133603733167
1311.532118,0.5318041481482952
1311.65112,0.5402139576645962
1311.770122,0.5487622452693984
1311.889124,0.5561540248410243
1312.008126,0.561973827757144
1312.127128,0.5677182625245979
1312.24613,0.5723240082408042
1312.365132,0.5748190404373266
1312.484134,0.5781164268834348
1312.603136,0.5808225444634109
1312.722138,0.583267129184533
1312.84114,0.5842536840368968
1312.960142,0.5840667527686031
1313.079144,0.5823695890888464
1313.198146,0.5790016220181651
1313.317148,0.5753941469831113
1313.43615,0.5712604749780273
1313.555152,0.5663573724158965
1313.674154,0.5616929110782876
1313.793156,0.5571838620927199
1313.912158,0.5550872335606769
1314.03116,0.5525894269250832
1314.150162,0.5487402952185916
1314.269164,0.5459979815712594
1314.388166,0.5451414373033843
1314.507168,0.5454740750243297
1314.62617,0.5479013645125517
1314.745172,0.5500973590316481
1314.864174,0.5524899697796483
1314.983176,0.5537787722810841
1315.102178,0.5541443869103454
1315.22118,0.55247892009075
1315.340182,0.54936072222743
1315.459184,0.5435628172406448
1315.578186,0.5385580439426972
1315.697188,0.5372509366744421
1315.81619,0.5413604260819769
1315.935192,0.5490916014135226
1316.054194,0.5562485790621283
1316.173196,0.5646664929968235
1316.292198,0.5751065218219021
1316.4112,0.5852067941155646
1316.530202,0.591543533377838
1316.649204,0.5924966855481847
1316.768206,0.5920880038465579
1316.887208,0.5928878624348193
1317.00621,0.5922834251305658
1317.125212,0.591123686532407
1317.244214,0.5899131242253293
1317.363216,0.5894590659545443
1317.482218,0.5919459197764052
1317.60122,0.5950380059084929
1317.720222,0.5979369292950889
1317.839224,0.6017398920803266
1317.958226,0.6057911435043957
1318.077228,0.6100282569614677
1318.19623,0.6140493373948106
1318.315232,0.6158449818250065
1318.434234,0.6173186116177105
1318.553236,0.6181092853638254
1318.672238,0.6202454451551676
1318.79124,0.6220778707171892
1318.910242,0.623379373063182
1319.029244,0.6232671748741706
1319.148246,0.6250085183366338
1319.267248,0.6266857877028252
1319.38625,0.6292604739324723
1319.505252,0.6319973992212481
1319.624254,0.6350001778568227
1319.743256,0.6386427868040636
1319.862258,0.642948918729834
1319.98126,0.6457776690470091
1320.100262,0.6490341138149947
1320.219264,0.6504050215942332
1320.338266,0.6527441718842607
1320.457268,0.6549672792095271
1320.57627,0.6569876882622332
1320.695272,0.6587112528892053
1320.814274,0.6629338947677009
1320.933276,0.6668300920997408
1321.052278,0.6719441849625132
1321.17128,0.6768944003459633
1321.290282,0.6821607125494697
1321.409284,0.6869869380281498
1321.528286,0.6914668972195261
1321.647288,0.6955168783335615
1321.76629,0.6996395535901351
1321.885292,0.7028793665329662
1322.004294,0.7063460540746617
1322.123296,0.7093047599680378
1322.242298,0.7127603714356714
1322.3613,0.7161397138368693
1322.480302,0.7195926434989873
1322.599304,0.7234166090670254
1322.718306,0.7267665261508834
1322.837308,0.7305993896723246
1322.95631,0.7346214106672522
1323.075312,0.7381782148481806
1323.194314,0.7412331950672829
1323.313316,0.7446656152137886
1323.432318,0.7479792814406725
1323.55132,0.7516608906668157
1323.670322,0.7541907189909788
1323.789324,0.7573195407597679
1323.908326,0.7608264517647593
1324.027328,0.7631276206651636
1324.14633,0.7662935179001441
1324.265332,0.7703656551766073
1324.384334,0.7735074325732437
1324.503336,0.7782013372846854
1324.622338,0.781351629993771
1324.74134,0.7839813869882257
1324.860342,0.7873991342325224
1324.979344,0.7901045503992539
1325.098346,0.7921931821931987
1325.217348,0.7963551693510674
1325.33635,0.7999308440406317
1325.455352,0.8043023687249892
1325.574354,0.8102114629637057
1325.693356,0.8141505330827232
1325.812358,0.8180433080127455
1325.93136,0.822069777548591
1326.050362,0.8246386405970368
1326.169364,0.827877568218762
1326.288366,0.831046108588414
1326.407368,0.8340099051627273
1326.52637,0.8384335076738069
1326.645372,0.8424592381027144
1326.764374,0.8435720185705431
1326.883376,0.8459796280373089
1327.002378,0.8498376055879937
1327.12138,0.8523057116682845
1327.240382,0.8544391416237382
1327.359384,0.8574349181701897
1327.478386,0.8607165835478576
1327.597388,0.8650828467906131
1327.71639,0.8684979966342095
1327.835392,0.8698365139428181
1327.954394,0.8728426324887193
1328.073396,0.8748174875838373
1328.192398,0.877665269557551
1328.3114,0.8809803125534666
1328.430402,0.8831501919797724
1328.549404,0.8863795802287601
1328.668406,0.8894428709185884
1328.787408,0.8933650419992403
1328.90641,0.8966048840273337
1329.025412,0.899019998037377
1329.144414,0.9011261680907016
1329.263416,0.9023344865485051
1329.382418,0.9053569438035433
1329.50142,0.9075187970998115
1329.620422,0.909070163695185
1329.739424,0.9099824184886722
1329.858426,0.9131985063041783
1329.977428,0.9152829742890631
1330.09643,0.9169622265454529
1330.215432,0.9186298614986345
1330.334434,0.9197880646388708
1330.453436,0.9224141220772747
1330.572438,0.9240048115951063
1330.69144,0.923996495589224
1330.810442,0.9261778501321054
1330.929444,0.9274457284621358
1331.048446,0.9297774709638553
1331.167448,0.9319920447583326
1331.28645,0.9316752213261503
1331.405452,0.9328097602974388
1331.524454,0.9663801424250726
1331.643456,1.0
1331.762458,1.0
1331.88146,1.0
1332.000462,1.0
1332.119464,1.0
1332.238466,1.0
1332.357468,1.0
1332.47647,1.0
1332.595472,1.0
1332.714474,1.0
1332.833476,1.0
1332.952478,1.0
1333.07148,1.0
1333.190482,1.0
1333.309484,1.0
1333.428486,1.0
1333.547488,1.0
1333.66649,1.0
1333.785492,1.0
1333.904494,1.0
1334.023496,1.0
1334.142498,1.0
1334.2615,1.0
1334.380502,1.0
1334.499504,1.0
1334.618506,1.0
1334.737508,1.0
1334.85651,1.0
1334.975512,1.0
1335.094514,1.0
1335.213516,1.0
1335.332518,1.0
1335.45152,1.0
1335.570522,1.0
1335.689524,1.0
1335.808526,1.0
1335.927528,1.0
1336.04653,1.0
1336.165532,1.0
1336.284534,1.0
1336.403536,1.0
1336.522538,1.0
1336.64154,1.0
1336.760542,1.0
1336.879544,1.0
1336.998546,1.0
1337.117548,1.0
1337.23655,1.0
1337.355552,1.0
1337.474554,1.0
1337.593556,1.0
1337.712558,1.0
1337.83156,1.0
1337.950562,1.0
1338.069564,1.0
1338.188566,1.0
1338.307568,1.0
1338.42657,1.0
1338.545572,1.0
1338.664574,1.0
1338.783576,1.0
1338.902578,1.0
1339.02158,1.0
1339.140582,1.0
1339.259584,1.0
1339.378586,1.0
1339.497588,1.0
1339.61659,1.0
1339.735592,1.0
1339.854594,1.0
1339.973596,1.0
1340.092598,1.0
1340.2116,1.0
1340.330602,1.0
1340.449604,1.0
1340.568606,1.0
1340.687608,1.0
1340.80661,1.0
1340.925612,1.0
1341.044614,1.0
1341.163616,1.0
1341.282618,1.0
1341.40162,1.0
1341.520622,1.0
1341.639624,1.0
1341.758626,1.0
1341.877628,1.0
1341.99663,1.0
1342.115632,1.0
1342.234634,1.0
1342.353636,1.0
1342.472638,1.0
1342.59164,1.0
1342.710642,1.0
1342.829644,1.0
1342.948646,1.0
1343.067648,1.0
1343.18665,1.0
1343.305652,1.0
1343.424654,1.0
1343.543656,1.0
1343.662658,1.0
1343.78166,1.0
1343.900662,1.0
1344.019664,1.0
1344.138666,1.0
1344.257668,1.0
1344.37667,1.0
1344.495672,1.0
1344.614674,1.0
1344.733676,1.0
1344.852678,1.0
1344.97168,1.0
1345.090682,1.0
1345.209684,1.0
1345.328686,1.0
1345.447688,1.0
1345.56669,1.0
1345.685692,1.0
1345.804694,1.0
1345.923696,1.0
1346.042698,1.0
1346.1617,1.0
1346.280702,1.0
1346.399704,1.0
1346.518706,1.0
1346.637708,1.0
1346.75671,1.0
1346.875712,1.0
1346.994714,1.0
1347.113716,1.0
1347.232718,1.0
1347.35172,1.0
1347.470722,1.0
1347.589724,1.0
1347.708726,1.0
1347.827728,1.0
1347.94673,1.0
1348.065732,1.0
1348.184734,1.0
1348.303736,1.0
1348.422738,1.0
1348.54174,1.0
1348.660742,1.0
1348.779744,1.0
1348.898746,1.0
1349.017748,1.0
1349.13675,1.0
1349.255752,1.0
1349.374754,1.0
1349.493756,1.0
1349.612758,1.0
1349.73176,1.0
1349.850762,1.0
1349.969764,1.0
1350.088766,1.0
1350.207768,1.0
1350.32677,1.0
1350.445772,1.0
1350.564774,1.0
1350.683776,1.0
1350.802778,1.0
1350.92178,1.0
1351.040782,1.0
1351.159784,1.0
1351.278786,1.0
1351.397788,1.0
1351.51679,1.0
1351.635792,1.0
1351.754794,1.0
1351.873796,1.0
1351.992798,1.0
1352.1118,1.0
1352.230802,1.0
1352.349804,1.0
1352.468806,1.0
1352.587808,1.0
1352.70681,1.0
1352.825812,1.0
1352.944814,1.0
1353.063816,1.0
1353.182818,1.0
1353.30182,1.0
1353.420822,1.0
1353.539824,1.0
1353.658826,1.0
1353.777828,1.0
1353.89683,1.0
1354.015832,1.0
1354.134834,1.0
1354.253836,1.0
1354.372838,1.0
1354.49184,1.0
1354.610842,1.0
1354.729844,1.0
1354.848846,1.0
1354.967848,1.0
1355.08685,1.0
1355.205852,1.0
1355.324854,1.0
1355.443856,1.0
1355.562858,1.0
1355.68186,1.0
1355.800862,1.0
1355.919864,1.0
1356.038866,1.0
1356.157868,1.0
1356.27687,1.0
1356.395872,1.0
1356.514874,1.0
1356.633876,1.0
1356.752878,1.0
1356.87188,1.0
1356.990882,1.0
1357.109884,1.0
1357.228886,1.0
1357.347888,1.0
1357.46689,1.0
1357.585892,1.0
1357.704894,1.0
1357.823896,1.0
1357.942898,1.0
1358.0619,1.0
1358.180902,1.0
1358.299904,1.0
1358.418906,1.0
1358.537908,1.0
1358.65691,1.0
1358.775912,1.0
1358.894914,1.0
1359.013916,1.0
1359.132918,1.0
1359.25192,1.0
1359.370922,1.0
1359.489924,1.0
1359.608926,1.0
1359.727928,1.0
1359.84693,1.0
1359.965932,1.0
1360.084934,1.0
1360.203936,1.0
1360.322938,1.0
1360.44194,1.0
1360.560942,1.0
1360.679944,1.0
1360.798946,1.0
1360.917948,1.0
1361.03695,1.0
1361.155952,1.0
1361.274954,1.0
1361.393956,1.0
1361.512958,1.0
1361.63196,1.0
1361.750962,1.0
1361.869964,1.0
1361.988966,1.0
1362.107968,1.0
1362.22697,1.0
1362.345972,1.0
1362.464974,1.0
1362.583976,1.0
1362.702978,1.0
1362.82198,1.0
1362.940982,1.0
1363.059984,1.0
1363.178986,1.0
1363.297988,1.0
1363.41699,1.0
1363.535992,1.0
1363.654994,1.0
1363.773996,1.0
1363.892998,1.0
1364.012,1.0
1364.131002,1.0
1364.250004,1.0
1364.369006,1.0
1364.488008,1.0
1364.60701,1.0
1364.726012,1.0
1364.845014,1.0
1364.964016,1.0
1365.083018,1.0
1365.20202,1.0
1365.321022,1.0
1365.440024,1.0
1365.559026,1.0
1365.678028,1.0
1365.79703,1.0
1365.916032,1.0
1366.035034,1.0
1366.154036,1.0
1366.273038,1.0
1366.39204,1.0
1366.511042,1.0
1366.630044,1.0
1366.749046,1.0
1366.868048,1.0
1366.98705,1.0
1367.106052,1.0
1367.225054,1.0
1367.344056,1.0
1367.463058,1.0
1367.58206,1.0
1367.701062,1.0
1367.820064,1.0
1367.939066,1.0
1368.058068,1.0
1368.17707,1.0
1368.296072,1.0
1368.415074,1.0
1368.534076,1.0
1368.653078,1.0
1368.77208,1.0
1368.891082,1.0
1369.010084,1.0
1369.129086,1.0
1369.248088,1.0
1369.36709,1.0
1369.486092,1.0
1369.605094,1.0
1369.724096,1.0
1369.843098,1.0
1369.9621,1.0
1370.081102,1.0
1370.200104,1.0
1370.319106,1.0
1370.438108,1.0
1370.55711,1.0
1370.676112,1.0
1370.795114,1.0
1370.914116,1.0
1371.033118,1.0
1371.15212,1.0
1371.271122,1.0
1371.390124,1.0
1371.509126,1.0
1371.628128,1.0
1371.74713,1.0
1371.866132,1.0
1371.985134,1.0
1372.104136,1.0
1372.223138,1.0
1372.34214,1.0
1372.461142,1.0
1372.580144,1.0
1372.699146,1.0
1372.818148,1.0
1372.93715,1.0
1373.056152,1.0
1373.175154,1.0
1373.294156,1.0
1373.413158,1.0
1373.53216,1.0
1373.651162,1.0
1373.770164,1.0
1373.889166,1.0
1374.008168,1.0
1374.12717,1.0
1374.246172,1.0
1374.365174,1.0
1374.484176,1.0
1374.603178,1.0
1374.72218,1.0
1374.841182,1.0
1374.960184,1.0
1375.079186,1.0
1375.198188,1.0
1375.31719,1.0
1375.436192,1.0
1375.555194,1.0
1375.674196,1.0
1375.793198,1.0
1375.9122,1.0
1376.031202,1.0
1376.150204,1.0
1376.269206,1.0
1376.388208,1.0
1376.50721,1.0
1376.626212,1.0
1376.745214,1.0
1376.864216,1.0
1376.983218,1.0
1377.10222,1.0
1377.221222,1.0
1377.340224,1.0
1377.459226,1.0
1377.578228,1.0
1377.69723,1.0
1377.816232,1.0
1377.935234,1.0
1378.054236,1.0
1378.173238,1.0
1378.29224,1.0
1378.411242,1.0
1378.530244,1.0
1378.649246,1.0
1378.768248,1.0
1378.88725,1.0
1379.006252,1.0
1379.125254,1.0
1379.244256,1.0
1379.363258,1.0
1379.48226,1.0
1379.601262,1.0
1379.720264,1.0
1379.839266,1.0
1379.958268,1.0
1380.07727,1.0
1380.196272,1.0
1380.315274,1.0
1380.434276,1.0
1380.553278,1.0
1380.67228,1.0
1380.791282,1.0
1380.910284,1.0
1381.029286,1.0
1381.148288,1.0
1381.26729,1.0
1381.386292,1.0
1381.505294,1.0
1381.624296,1.0
1381.743298,1.0
1381.8623,1.0
1381.981302,1.0
1382.100304,1.0
1382.219306,1.0
1382.338308,1.0
1382.45731,1.0
1382.576312,1.0
1382.695314,1.0
1382.814316,1.0
1382.933318,1.0
1383.05232,1.0
1383.171322,1.0
1383.290324,1.0
1383.409326,1.0
1383.528328,1.0
1383.64733,1.0
1383.766332,1.0
1383.885334,1.0
1384.004336,1.0
1384.123338,1.0
1384.24234,1.0
1384.361342,1.0
1384.480344,1.0
1384.599346,1.0
1384.718348,1.0
1384.83735,1.0
1384.956352,1.0
1385.075354,1.0
1385.194356,1.0
1385.313358,1.0
1385.43236,1.0
1385.551362,1.0
1385.670364,1.0
1385.789366,1.0
1385.908368,1.0
1386.02737,1.0
1386.146372,1.0
1386.265374,1.0
1386.384376,1.0
1386.503378,1.0
1386.62238,1.0
1386.741382,1.0
1386.860384,1.0
1386.979386,1.0
1387.098388,1.0
1387.21739,1.0
1387.336392,1.0
1387.455394,1.0
1387.574396,1.0
1387.693398,1.0
1387.8124,1.0
1387.931402,1.0
1388.050404,1.0
1388.169406,1.0
1388.288408,1.0
1388.40741,1.0
1388.526412,1.0
1388.645414,1.0
1388.764416,1.0
1388.883418,1.0
1389.00242,1.0
1389.121422,1.0
1389.240424,1.0
1389.359426,1.0
1389.478428,1.0
1389.59743,1.0
1389.716432,1.0
1389.835434,1.0
1389.954436,1.0
1390.073438,1.0
1390.19244,1.0
1390.311442,1.0
1390.430444,1.0
1390.549446,1.0
1390.668448,1.0
1390.78745,1.0
1390.906452,1.0
1391.025454,1.0
1391.144456,1.0
1391.263458,1.0
1391.38246,1.0
1391.501462,1.0
1391.620464,1.0
1391.739466,1.0
1391.858468,1.0
1391.97747,1.0
1392.096472,1.0
1392.215474,1.0
1392.334476,1.0
1392.453478,1.0
1392.57248,1.0
1392.691482,1.0
1392.810484,1.0
1392.929486,1.0
1393.048488,1.0
1393.16749,1.0
1393.286492,1.0
1393.405494,1.0
1393.524496,1.0
1393.643498,1.0
1393.7625,1.0
1393.881502,1.0
1394.000504,1.0
1394.119506,1.0
1394.238508,1.0
1394.35751,1.0
1394.476512,1.0
1394.595514,1.0
1394.714516,1.0
1394.833518,1.0
1394.95252,1.0
1395.071522,1.0
1395.190524,1.0
1395.309526,1.0
1395.428528,1.0
1395.54753,1.0
1395.666532,1.0
1395.785534,1.0
1395.904536,1.0
1396.023538,1.0
1396.14254,1.0
1396.261542,1.0
1396.380544,1.0
1396.499546,1.0
1396.618548,1.0
1396.73755,1.0
1396.856552,1.0
1396.975554,1.0
1397.094556,1.0
1397.213558,1.0
1397.33256,1.0
1397.451562,1.0
1397.570564,1.0
1397.689566,1.0
1397.808568,1.0
1397.92757,1.0
1398.046572,1.0
1398.165574,1.0
1398.284576,1.0
1398.403578,1.0
1398.52258,1.0
1398.641582,1.0
1398.760584,1.0
1398.879586,1.0
1398.998588,1.0
1399.11759,1.0
1399.236592,1.0
1399.355594,1.0
1399.474596,1.0
1399.593598,1.0
1399.7126,1.0
1399.831602,1.0
1399.950604,1.0
1400.069606,1.0
1400.188608,1.0
1400.30761,1.0
1400.426612,1.0
1400.545614,1.0
1400.664616,1.0
1400.783618,1.0
1400.90262,1.0
1401.021622,1.0
1401.140624,1.0
1401.259626,1.0
1401.378628,1.0
1401.49763,1.0
1401.616632,1.0
1401.735634,1.0
1401.854636,1.0
1401.973638,1.0
1402.09264,1.0
1402.211642,1.0
1402.330644,1.0
1402.449646,1.0
1402.568648,1.0
1402.68765,1.0
1402.806652,1.0
1402.925654,1.0
1403.044656,1.0
1403.163658,1.0
1403.28266,1.0
1403.401662,1.0
1403.520664,1.0
1403.639666,1.0
1403.758668,1.0
1403.87767,1.0
1403.996672,1.0
1404.115674,1.0
1404.234676,1.0
1404.353678,1.0
1404.47268,1.0
1404.591682,1.0
1404.710684,1.0
1404.829686,1.0
1404.948688,1.0
1405.06769,1.0
1405.186692,1.0
1405.305694,1.0
1405.424696,1.0
1405.543698,1.0
1405.6627,1.0
1405.781702,1.0
1405.900704,1.0
1406.019706,1.0
1406.138708,1.0
1406.25771,1.0
1406.376712,1.0
1406.495714,1.0
1406.614716,1.0
1406.733718,1.0
1406.85272,1.0
1406.971722,1.0
1407.090724,1.0
1407.209726,1.0
1407.328728,1.0
1407.44773,1.0
1407.566732,1.0
1407.685734,1.0
1407.804736,1.0
1407.923738,1.0
1408.04274,1.0
1408.161742,1.0
1408.280744,1.0
1408.399746,1.0
1408.518748,1.0
1408.63775,1.0
1408.756752,1.0
1408.875754,1.0
1408.994756,1.0
1409.113758,1.0
1409.23276,1.0
1409.351762,1.0
1409.470764,1.0
1409.589766,1.0
1409.708768,1.0
1409.82777,1.0
1409.946772,1.0
1410.065774,1.0
1410.184776,1.0
1410.303778,1.0
1410.42278,0.9534359783827996
1410.541782,0.9310428285725063
1410.660784,0.929167736957523
1410.779786,0.9269821215093014
1410.898788,0.924614856063289
1411.01779,0.9214663675890505
1411.136792,0.9179273783886368
1411.255794,0.9156317635424008
1411.374796,0.911024945090423
1411.493798,0.905802489015029
1411.6128,0.9015858596478111
1411.731802,0.8973762958871523
1411.850804,0.8953326086213378
1411.969806,0.8910987741711249
1412.088808,0.8877279016553952
1412.20781,0.8849625068613969
1412.326812,0.8810684149897704
1412.445814,0.8796774260647094
1412.564816,0.876367285703583
1412.683818,0.8723190839894823
1412.80282,0.8674737734087282
1412.921822,0.8622414009660607
1413.040824,0.8600626874563502
1413.159826,0.8541059753301551
1413.278828,0.8471140005987551
1413.39783,0.8422486496178462
1413.516832,0.8366411784436737
1413.635834,0.8327098640064238
1413.754836,0.827968639760109
1413.873838,0.8235261295461528
1413.99284,0.819115646974909
1414.111842,0.8147206379693122
1414.230844,0.8095635529918787
1414.349846,0.8049138708666003
1414.468848,0.7986599646154927
1414.58785,0.7924150273410842
1414.706852,0.7865806648107913
1414.825854,0.7798606726979638
1414.944856,0.7737240449786857
1415.063858,0.7673977754405337
1415.18286,0.7598532169096865
1415.301862,0.7518112378791691
1415.420864,0.7431108893324709
1415.539866,0.7354740659480781
1415.658868,0.7261127305295084
1415.77787,0.7162399804153031
1415.896872,0.7089856446323878
1416.015874,0.7032941877194374
1416.134876,0.6968326482445059
1416.253878,0.6902026699184092
1416.37288,0.6838067024879171
1416.491882,0.6793763730907268
1416.610884,0.6742191989153782
1416.729886,0.6672303102084267
1416.848888,0.6608357216826545
1416.96789,0.6545809624894323
1417.086892,0.648638323733815
1417.205894,0.6432190139917351
1417.324896,0.6359533928561296
1417.443898,0.6297892747958447
1417.5629,0.6227313955219221
1417.681902,0.6161776279215547
1417.800904,0.609485573342804
1417.919906,0.6017940511077335
1418.038908,0.5951748803898138
1418.15791,0.5889994671499352
