nu,[0]Peroxyacetalnitrate-HITRAN(x-sec)-X=0.01-T=250.0K-P=0.0011atm-L=15cm
1598.578471,0.9999647136225789
1598.699,0.9999711374165324
1598.819529,0.9999703404398534
1598.940059,0.9999381699115587
1599.060588,0.9999241258785868
1599.181117,0.9999436845857724
1599.301646,0.9999626836962706
1599.422175,0.9999680275111309
1599.542704,0.9999885420656426
1599.663234,0.9999680735096612
1599.783763,0.9999381229144658
1599.904292,0.9999245898434888
1600.024821,0.9999460024579198
1600.14535,0.9999848111153523
1600.265879,0.9999729773651179
1600.386409,0.9999625447014672
1600.506938,0.9999759852883578
1600.627467,0.9999600047998294
1600.747996,0.9999581548755316
1600.868525,0.999929085514551
1600.989054,0.9999457244729697
1601.109584,0.9999549060167642
1601.230113,0.9999711324166767
1601.350642,0.9999929824246233
1601.471171,0.9999892090582226
1601.5917,0.9999388648688283
1601.712229,0.9999436845857724
1601.832759,0.9999437775805394
1601.953288,0.9999664145640034
1602.073817,0.999981149177679
1602.194346,0.9999517031663296
1602.314875,0.9999531400979595
1602.435405,0.9999335342089486
1602.555934,0.9999502202390534
1602.676463,0.9999368719926566
1602.796992,0.9999137907162339
1602.917521,0.9999604167834362
1603.03805,0.9999567549350947
1603.15858,0.9999684724970022
1603.279109,0.9999499422529309
1603.399638,0.9999451215058797
1603.520167,0.9999367789985317
1603.640696,0.9999440555649483
1603.761225,0.9999640506461935
1603.881755,0.9999606257751852
1604.002284,0.9999774082551973
1604.122813,0.9999493392832974
1604.243342,0.999960115795396
1604.363871,0.9999553929949221
1604.4844,0.9999469754058535
1604.60493,0.9999327932584743
1604.725459,0.9999578348889733
1604.845988,0.9999757212947326
1604.966517,0.999972097389285
1605.087046,0.9999707524277186
1605.207575,0.9999523521351956
1605.328105,0.999930012449243
1605.448634,0.9999334422150676
1605.569163,0.9999342761599063
1605.689692,0.9999779972420643
1605.810221,0.9999381229144658
1605.93075,0.9999412287270989
1606.05128,0.9999611957529043
1606.171809,0.9999641476427111
1606.292338,0.9999310313784447
1606.412867,0.9999360840427118
1606.533396,0.9999523061373884
1606.653925,0.9999589338432378
1606.774455,0.9999796382073041
1606.894984,0.9999602497900605
1607.015513,0.9999541360517831
1607.136042,0.9999393748377794
1607.256571,0.9999226889886502
1607.3771,0.9999530011044827
1607.49763,0.9999530011044827
1607.618159,0.9999656265907791
