nu,[0]Diacetonealcohol-HITRAN(x-sec)-X=0.01-T=298.1K-P=1.0atm-L=15cm
639.49359,0.9670655488939335
639.623192,0.9669620784159711
639.752795,0.9688959999929498
639.882398,0.9697140934038001
640.012,0.9688659646824997
640.141603,0.9666072684448046
640.271205,0.9672009475484633
640.400808,0.9680582673245693
640.530411,0.9683109635077585
640.660013,0.9702281780937131
640.789616,0.9713076719150812
640.919218,0.9683526017744056
641.048821,0.9678414465575211
641.178424,0.9686479943630266
641.308026,0.9694261310825806
641.437629,0.9697150631183784
641.567231,0.9720996103387641
641.696834,0.9719353393859034
641.826437,0.9685162671934439
641.956039,0.9677998302700758
642.085642,0.9681308744173507
642.215244,0.9697810059847025
642.344847,0.970052582685342
642.474449,0.9709007792505149
642.604052,0.9711639290168745
642.733655,0.9693834772712038
642.863257,0.9691527914563141
642.99286,0.9704484448894758
643.122462,0.9707182670606992
643.252065,0.9714252072541275
643.381668,0.9731208509871337
643.51127,0.9716496323971092
643.640873,0.9692758816768926
643.770475,0.9698770190568636
643.900078,0.9724155940566971
644.029681,0.9726266311373025
644.159283,0.9724311528306719
644.288886,0.9734284057671417
644.418488,0.9718371788738147
644.548091,0.9700681036508323
644.677694,0.9712532802084359
644.807296,0.9728678724545115
644.936899,0.9735442506400612
645.066501,0.9732853223083858
645.196104,0.973249311417666
645.325707,0.9724865829861277
645.455309,0.9707347694115088
645.584912,0.9732668300629388
645.714514,0.9745406960033686
645.844117,0.9735452241847986
645.973719,0.9744529912874997
646.103322,0.9734439807462335
646.232925,0.9730031104876082
646.362527,0.9714184073014765
646.49213,0.9741363455230552
646.621732,0.9758786834878157
646.751335,0.9744568891072605
646.880938,0.9743974490499652
647.01054,0.974665445196235
647.140143,0.9733933629753081
647.269745,0.9733437211796729
647.399348,0.9755966952975439
