nu,[0]beta-Pinene(1S)(-)-PNNL(x-sec)-X=0.01-T=298.16K-P=1.0atm-L=15cm
696.434418,1.0019632246068833
696.55362,0.9985916925969013
696.672822,1.0061831371599566
696.792024,0.9971873628962756
696.911226,1.0033649487717802
697.030428,1.0023103647890954
697.14963,1.0066192107818155
697.268832,1.006846329693818
697.388034,1.0021652407555075
697.507236,1.0059457059575707
697.626438,1.001131940161227
697.74564,1.0053730835136794
697.864842,1.0023958655097658
697.984044,0.9979275504951838
698.103246,1.0018554191639524
698.222448,1.0035851111924752
698.34165,0.9980298433115269
698.460852,1.0007430359145173
698.580054,1.0010115112327709
698.699256,0.9993595251916081
698.818458,1.0035333275367675
698.93766,1.0052752654715784
699.056862,1.0024567127854984
699.176064,1.004467348984088
699.295266,1.000739002928209
699.414468,1.0033783939521763
699.53367,1.0008392319582373
699.652872,1.005282805064343
699.772074,0.9970848573042477
699.891276,1.0034541518807454
700.010478,1.0031435305619845
700.12968,1.0070477190980258
700.248882,1.0028220745765126
700.368084,1.0026008764259142
700.487286,1.004055903001674
700.606488,1.00112403125014
700.72569,1.0026923177955074
700.844892,1.0005534530986802
700.964094,0.9999793542131272
701.083296,0.9971615360780354
701.202498,0.9990133370722769
701.3217,1.0011179244121753
701.440902,1.0037365636125517
701.560104,1.0061641204783724
701.679306,1.0001403798523294
701.798508,0.9977702895057172
701.91771,1.0003619454864663
702.036912,1.002687304346452
702.156114,1.0075683966215403
702.275316,1.0011325408405713
702.394518,0.9982610137917461
702.51372,1.003755835539583
702.632922,1.0028869592637348
702.752124,0.9991375820962707
702.871326,1.0010996041217897
702.990528,1.0051808745558735
703.10973,1.0047519548965793
703.228932,0.9983474669389077
703.348134,1.001478992632406
703.467336,0.9991797865590905
703.586538,1.0037049464087715
703.70574,1.0054050548860773
703.824942,1.0004025910180199
703.944144,0.9981233630891783
704.063346,1.001574137656023
704.182548,0.9995872352108344
704.30175,1.0014331259448985
704.420952,0.9998282647481869
704.540154,1.000356373485948
704.659356,0.9998569102383166
704.778558,0.9979954118758783
704.89776,0.9994884408910019
705.016962,1.001656370268327
705.136164,1.0050039782892797
705.255366,0.9957774401815536
705.374568,0.9992587948283644
705.49377,0.9939625987952743
705.612972,1.000282699952102
705.732174,0.9999171884290674
705.851376,1.0003400578065513
705.970578,1.0025788194492604
706.08978,1.0025089421407973
706.208982,0.9990601419435143
706.328184,1.00329933084986
706.447386,1.0020166306700136
