nu,[0]Halon-2311-HITRAN(x-sec)-X=0.01-T=298.0K-P=0.0atm-L=15cm
630.90614,1.0
630.966405,1.0
631.026671,1.0
631.086936,1.0
631.147201,1.0
631.207467,1.0
631.267732,1.0
631.327998,1.0
631.388263,1.0
631.448528,1.0
631.508794,1.0
631.569059,1.0
631.629324,1.0
631.68959,1.0
631.749855,1.0
631.810121,1.0
631.870386,1.0
631.930651,1.0
631.990917,1.0
632.051182,1.0
632.111448,1.0
632.171713,1.0
632.231978,1.0
632.292244,1.0
632.352509,1.0
632.412774,1.0
632.47304,1.0
632.533305,1.0
632.593571,1.0
632.653836,1.0
632.714101,1.0
632.774367,1.0
632.834632,1.0
632.894897,1.0
632.955163,1.0
633.015428,1.0
633.075694,1.0
633.135959,1.0
633.196224,1.0
633.25649,1.0
633.316755,1.0
633.377021,1.0
633.437286,1.0
633.497551,1.0
633.557817,1.0
633.618082,1.0
633.678347,1.0
633.738613,1.0
633.798878,1.0
633.859144,1.0
633.919409,1.0
633.979674,1.0
634.03994,1.0
634.100205,1.0
634.16047,1.0
634.220736,1.0
634.281001,1.0
634.341267,1.0
634.401532,1.0
634.461797,1.0
634.522063,1.0
634.582328,1.0
634.642593,1.0
634.702859,1.0
634.763124,1.0
634.82339,1.0
634.883655,1.0
634.94392,1.0
635.004186,1.0
635.064451,1.0
635.124717,1.0
635.184982,1.0
635.245247,1.0
635.305513,1.0
635.365778,1.0
635.426043,1.0
635.486309,1.0
635.546574,1.0
635.60684,1.0
635.667105,1.0
635.72737,1.0
635.787636,1.0
635.847901,1.0
635.908166,1.0
635.968432,1.0
636.028697,1.0
636.088963,1.0
636.149228,1.0
636.209493,1.0
636.269759,1.0
636.330024,1.0
636.39029,1.0
636.450555,1.0
636.51082,1.0
636.571086,1.0
636.631351,1.0
636.691616,1.0
636.751882,1.0
636.812147,1.0
636.872413,1.0
636.932678,1.0
636.992943,1.0
637.053209,1.0
637.113474,1.0
637.173739,1.0
637.234005,1.0
637.29427,1.0
637.354536,1.0
637.414801,1.0
637.475066,1.0
637.535332,1.0
637.595597,1.0
637.655862,1.0
637.716128,1.0
637.776393,1.0
637.836659,1.0
637.896924,1.0
637.957189,1.0
638.017455,1.0
638.07772,1.0
638.137986,1.0
638.198251,1.0
638.258516,1.0
638.318782,1.0
638.379047,1.0
638.439312,1.0
638.499578,1.0
638.559843,1.0
638.620109,1.0
638.680374,1.0
638.740639,1.0
638.800905,1.0
638.86117,1.0
638.921435,1.0
638.981701,1.0
639.041966,1.0
639.102232,1.0
639.162497,1.0
639.222762,1.0
639.283028,1.0
639.343293,1.0
639.403559,1.0
639.463824,1.0
639.524089,1.0
639.584355,1.0
639.64462,1.0
639.704885,1.0
639.765151,1.0
639.825416,1.0
639.885682,1.0
639.945947,1.0
640.006212,1.0
640.066478,1.0
640.126743,1.0
640.187008,1.0
640.247274,1.0
640.307539,1.0
640.367805,1.0
640.42807,1.0
640.488335,1.0
640.548601,1.0
640.608866,1.0
640.669131,1.0
640.729397,1.0
640.789662,1.0
640.849928,1.0
640.910193,1.0
640.970458,1.0
641.030724,1.0
641.090989,1.0
641.151255,1.0
641.21152,1.0
641.271785,1.0
641.332051,1.0
641.392316,1.0
641.452581,1.0
641.512847,1.0
641.573112,1.0
641.633378,1.0
641.693643,1.0
641.753908,1.0
641.814174,1.0
641.874439,1.0
641.934704,1.0
641.99497,1.0
642.055235,1.0
642.115501,1.0
642.175766,1.0
642.236031,1.0
642.296297,1.0
642.356562,1.0
642.416828,1.0
642.477093,1.0
642.537358,1.0
642.597624,1.0
642.657889,1.0
642.718154,1.0
642.77842,1.0
642.838685,1.0
642.898951,1.0
642.959216,1.0
643.019481,1.0
643.079747,1.0
643.140012,1.0
643.200277,1.0
643.260543,1.0
643.320808,1.0
643.381074,1.0
643.441339,1.0
643.501604,1.0
643.56187,1.0
643.622135,1.0
643.6824,1.0
643.742666,1.0
643.802931,1.0
643.863197,1.0
643.923462,1.0
643.983727,1.0
644.043993,1.0
644.104258,1.0
644.164524,1.0
644.224789,1.0
644.285054,1.0
644.34532,1.0
644.405585,1.0
644.46585,1.0
644.526116,1.0
644.586381,1.0
644.646647,1.0
644.706912,1.0
644.767177,1.0
644.827443,1.0
644.887708,1.0
644.947973,1.0
645.008239,1.0
645.068504,1.0
645.12877,1.0
645.189035,1.0
645.2493,1.0
645.309566,1.0
645.369831,1.0
645.430097,1.0
645.490362,1.0
645.550627,1.0
645.610893,1.0
645.671158,1.0
645.731423,1.0
645.791689,1.0
645.851954,1.0
645.91222,1.0
645.972485,1.0
646.03275,1.0
646.093016,1.0
646.153281,1.0
646.213546,1.0
646.273812,1.0
646.334077,1.0
646.394343,1.0
646.454608,1.0
646.514873,1.0
646.575139,1.0
646.635404,1.0
646.695669,1.0
646.755935,1.0
646.8162,1.0
646.876466,1.0
646.936731,1.0
646.996996,1.0
647.057262,1.0
647.117527,1.0
647.177793,1.0
647.238058,1.0
647.298323,1.0
647.358589,1.0
647.418854,1.0
647.479119,1.0
647.539385,1.0
647.59965,1.0
647.659916,1.0
647.720181,1.0
647.780446,1.0
647.840712,1.0
647.900977,1.0
647.961242,1.0
648.021508,1.0
648.081773,1.0
648.142039,1.0
648.202304,1.0
648.262569,1.0
648.322835,1.0
648.3831,1.0
648.443366,1.0
648.503631,1.0
648.563896,1.0
648.624162,1.0
648.684427,1.0
648.744692,1.0
648.804958,1.0
648.865223,1.0
648.925489,1.0
648.985754,1.0
649.046019,1.0
649.106285,1.0
649.16655,1.0
649.226815,1.0
649.287081,1.0
649.347346,1.0
649.407612,1.0
649.467877,1.0
649.528142,1.0
649.588408,1.0
649.648673,1.0
649.708938,1.0
649.769204,1.0
649.829469,1.0
649.889735,1.0
649.95,1.0
650.010265,0.9999969621046144
650.070531,0.9999968649049145
650.130796,0.999996816305068
650.191062,0.9999967677052238
650.251327,0.9999966948054622
650.311592,0.9999966461056243
650.371858,0.9999966218057061
650.432123,0.9999965975057885
650.492388,0.999996548905955
650.552654,0.9999965246060392
650.612919,0.999996500306124
650.673185,0.9999964517062953
650.73345,0.9999964031064689
650.793715,0.9999963302067337
650.853981,0.9999962816069132
650.914246,0.999996208707187
650.974511,0.9999961115075602
651.034777,0.9999960629077503
651.095042,0.9999959900080401
651.155308,0.999995917108335
651.215573,0.9999957955088389
651.275838,0.9999956983092523
651.336104,0.9999956254095685
651.396369,0.9999955525098901
651.456634,0.9999954310104379
651.5169,0.9999953338108867
651.577165,0.9999952852111147
651.637431,0.999995212311461
651.697696,0.9999951636116954
651.757961,0.9999951150119316
651.818227,0.9999950664121702
651.878492,0.9999950178124112
651.938758,0.9999949206129002
651.999023,0.9999948477132731
652.059288,0.9999947748136513
652.119554,0.9999946776141639
652.179819,0.999994556114818
652.240084,0.9999944589153519
652.30035,0.999994337316033
652.360615,0.9999942158167284
652.420881,0.9999941186172954
652.481146,0.9999940214178717
652.541411,0.9999938999186055
652.601677,0.9999937784193541
652.661942,0.9999936082204275
652.722207,0.9999935110210535
652.782473,0.9999934138216889
652.842738,0.9999932923224966
652.903004,0.9999931465234851
652.963269,0.999993000724495
653.023534,0.9999928548255269
653.0838,0.9999926847267567
653.144065,0.9999925146280155
653.204331,0.9999923688291176
653.264596,0.999992271629864
653.324861,0.9999921257310023
653.385127,0.9999919799321609
653.445392,0.9999918584331428
653.505657,0.9999916883345421
653.565923,0.9999914939361768
653.626188,0.999991323737639
653.686454,0.9999911536391293
653.746719,0.9999910078404297
653.806984,0.9999908377419737
653.86725,0.9999906918433211
653.927515,0.999990546044689
653.98778,0.999990424545845
654.048046,0.9999902301477254
654.108311,0.9999900600494016
654.168577,0.9999898410516025
654.228842,0.9999896230538409
654.289107,0.9999893790564026
654.349373,0.9999892090582226
654.409638,0.9999890390600715
654.469903,0.999988820062496
654.530169,0.9999885530655167
654.590434,0.9999883100683278
654.6507,0.9999880910709119
654.710965,0.9999878480738352
654.77123,0.9999875810771155
654.831496,0.9999872890807844
654.891761,0.9999870710835792
654.952027,0.9999868280867504
655.012292,0.9999865600903164
655.072557,0.9999863170936119
655.132823,0.9999860740969663
655.193088,0.9999858311003798
655.253353,0.9999855641041986
655.313619,0.999985345107384
655.373884,0.9999851261106174
655.43415,0.9999848591146243
655.494415,0.9999844951202019
655.55468,0.9999841541255472
655.614946,0.9999838141309926
655.675211,0.9999834741365536
655.735476,0.9999830851430578
655.795742,0.9999827691484529
655.856007,0.9999824771535268
655.916273,0.9999821371595424
655.976538,0.999981724167005
656.036803,0.9999813351741901
656.097069,0.9999809711810502
656.157334,0.9999805821885281
656.2176,0.999980169196633
656.277865,0.9999798042039378
656.33813,0.9999794642108623
656.398396,0.9999790752189263
656.458661,0.9999786862271417
656.518926,0.9999783462344461
656.579192,0.9999779812424164
656.639457,0.999977544252134
656.699723,0.9999771062620656
656.759988,0.9999767422704652
656.820253,0.9999764262778645
656.880519,0.9999760132876858
656.940784,0.9999755512988744
657.001049,0.9999751863078647
657.061315,0.9999748703157558
657.12158,0.9999744823255814
657.181846,0.9999740203374773
657.242111,0.9999736073482922
657.302376,0.9999732423579921
657.362642,0.9999728053697806
657.422907,0.9999723673817879
657.483172,0.9999720273912407
657.543438,0.9999716874008092
657.603703,0.9999712494133061
657.663969,0.9999708124259655
657.724234,0.9999704474366856
657.784499,0.9999700834475089
657.844765,0.9999696214614372
657.90503,0.9999691354763192
657.965296,0.9999687464884012
658.025561,0.9999683575006344
658.085826,0.99996789551536
658.146092,0.9999674345302664
658.206357,0.9999670455430101
658.266622,0.9999666325567055
658.326888,0.9999661465730402
658.387153,0.9999656595896453
658.447419,0.9999652716030447
658.507684,0.9999649306149453
658.567949,0.9999644696312185
658.628215,0.9999640316468767
658.68848,0.9999637156582927
658.748745,0.9999633756706872
658.809011,0.9999629386867874
658.869276,0.9999625247022165
658.929542,0.9999622087141087
658.989807,0.9999618447279309
659.050072,0.9999614067447389
659.110338,0.9999609937607631
659.170603,0.9999607267712134
659.230869,0.9999604107836737
659.291134,0.9999599978001094
659.351399,0.9999596328147767
659.411665,0.9999594148236005
659.47193,0.9999591468345133
659.532195,0.9999587828494501
659.592461,0.9999584418635633
659.652726,0.9999582238726468
659.712992,0.9999579558838786
659.773257,0.9999576398972145
659.833522,0.9999573969075375
659.893788,0.9999572519137255
659.954053,0.9999570329231113
660.014318,0.9999566929377779
660.074584,0.99995642494942
660.134849,0.9999563039547
660.195115,0.9999561339621428
660.25538,0.9999558419749943
660.315645,0.9999556479835797
660.375911,0.9999555749868201
660.436176,0.9999554289933168
660.496441,0.9999551610052978
660.556707,0.9999549430150965
660.616972,0.9999548460194717
660.677238,0.9999546750272076
660.737503,0.9999544320382511
660.797768,0.9999543110437722
660.858034,0.999954287044869
660.918299,0.9999541410515538
660.978565,0.9999538980627269
661.03883,0.9999537760683589
661.099095,0.9999537760683589
661.159361,0.9999537030717358
661.219626,0.9999535570785059
661.279891,0.9999535330796208
661.340157,0.9999536300751182
661.400422,0.9999536300751182
661.460688,0.9999534600830156
661.520953,0.9999534120852506
661.581218,0.9999535330796208
661.641484,0.9999535330796208
661.701749,0.9999533870864156
661.762014,0.999953314089821
661.82228,0.9999533870864156
661.882545,0.9999534120852506
661.942811,0.9999533390886541
662.003076,0.9999533870864156
662.063341,0.9999535330796208
662.123607,0.9999535330796208
662.183872,0.9999534850818523
662.244138,0.9999535820773451
662.304403,0.9999538000672498
662.364668,0.9999539460605152
662.424934,0.999954019057156
662.485199,0.999954287044869
662.545464,0.9999546510282957
662.60573,0.9999549180162232
662.665995,0.9999550890085288
662.726261,0.9999553559965731
662.786526,0.9999557449792823
662.846791,0.9999560359664464
662.907057,0.9999562549568423
662.967322,0.999956619940942
663.027587,0.9999570569220804
663.087853,0.9999573489095837
663.148118,0.9999575429013281
663.208384,0.9999578108899856
663.268649,0.9999581508756991
663.328914,0.9999583688665997
663.38918,0.9999585148605322
663.449445,0.9999587338514709
663.50971,0.9999589768414728
663.569976,0.9999590988364754
663.630241,0.9999590738374983
663.690507,0.9999590988364754
663.750772,0.9999590738374983
663.811037,0.9999588308474728
663.871303,0.9999584418635633
663.931568,0.9999580538797631
663.991834,0.9999575189023474
664.052099,0.999956619940942
664.112364,0.999955331997645
664.17263,0.9999538490649872
664.232895,0.9999521241460853
664.29316,0.9999497902605512
664.353426,0.9999468504124894
664.413691,0.9999434965963775
664.473957,0.999939680819275
664.534222,0.9999351611021322
664.594487,0.9999299114563167
664.654753,0.999924346861843
664.715018,0.9999185143201383
664.775283,0.9999121478592253
664.835549,0.9999057804389416
664.895814,0.9999005559448879
664.95608,0.9998967453311303
665.016345,0.9998940656114437
665.07661,0.9998926357639522
665.136876,0.9998927357532207
665.197141,0.9998941156061482
665.257407,0.9998964953569752
665.317672,0.9999000699933358
665.377937,0.9999049785148273
665.438203,0.9999106889884659
665.498468,0.9999169344501339
665.558733,0.9999238848969014
665.618999,0.9999312483635021
665.679264,0.9999379799233244
665.73953,0.9999435205950217
665.799795,0.9999481143461071
665.86006,0.9999519781530858
665.920326,0.9999550400107307
665.980591,0.9999572519137255
666.040856,0.999958855846444
666.101122,0.9999600217991496
666.161387,0.999960677773139
666.221653,0.9999608727654902
666.281918,0.9999608477664687
666.342183,0.9999607507702711
666.402449,0.9999605317788908
666.462714,0.9999600947962338
666.522979,0.9999596328147767
666.583245,0.9999592928285594
666.64351,0.9999589038444702
666.703776,0.9999583448675992
666.764041,0.999957761892054
666.824306,0.9999573239106502
666.884572,0.9999568629304302
666.944837,0.9999562789557928
667.005103,0.999955719980389
667.065368,0.9999553559965731
667.125633,0.9999549910129348
667.185899,0.9999544570371123
667.246164,0.9999539460605152
667.306429,0.9999536060762314
667.366695,0.999953242093185
667.42696,0.9999527551160747
667.487226,0.9999523181368162
667.547491,0.9999520991472824
667.607756,0.9999518561589519
667.668022,0.9999514921765426
667.728287,0.9999512001907495
667.788552,0.9999510301990598
667.848818,0.9999507872109891
667.909083,0.9999503982302085
667.969349,0.9999500822459325
668.029614,0.9999499362532313
668.089879,0.9999497182641689
668.150145,0.9999493532825883
668.21041,0.999949110294925
668.270676,0.9999490372986426
668.330941,0.9999488913060938
668.391206,0.9999485513235286
668.451472,0.999948284337301
668.511737,0.9999482113410789
668.572002,0.9999480413498975
668.632268,0.9999477253663662
668.692533,0.9999474823790986
668.752799,0.9999473603855131
668.813064,0.9999471903944763
668.873329,0.9999468504124894
668.933595,0.9999466074254343
668.99386,0.9999465344293346
669.054125,0.9999463644384382
669.114391,0.9999460964528484
669.174656,0.9999459024633245
669.234922,0.9999458294672763
669.295187,0.9999456354778042
669.355452,0.9999453434937212
669.415718,0.9999452215003968
669.475983,0.9999452704977139
669.536248,0.9999452464990276
669.596514,0.9999450765083502
669.656779,0.9999450765083502
669.717045,0.9999452215003968
669.77731,0.9999452464990276
669.837575,0.9999451005070323
669.897841,0.9999451005070323
669.958106,0.9999452944964007
670.018372,0.9999453924910443
670.078637,0.9999453674924098
670.138902,0.9999454894857521
670.199168,0.9999457564712334
670.259433,0.9999459024633245
670.319698,0.9999459264620265
670.379964,0.9999460964528484
670.440229,0.9999464124358648
670.500495,0.9999466314241531
670.56076,0.999946777416372
670.621025,0.9999470444021972
670.681291,0.9999474333816731
670.741556,0.999947749365112
670.801821,0.9999479433549942
670.862087,0.999948284337301
670.922352,0.9999487213147967
670.982618,0.9999490612974198
671.042883,0.9999493532825883
671.103148,0.9999497902605512
671.163414,0.9999503012350245
671.223679,0.9999506652170005
671.283945,0.9999509332038147
671.34421,0.9999513941813011
671.404475,0.9999519291554401
671.464741,0.999952367134481
671.525006,0.9999527071183436
671.585271,0.9999531930954774
671.645537,0.9999537760683589
671.705802,0.9999542620460121
671.766068,0.9999546750272076
671.826333,0.9999551860041771
671.886598,0.9999557929771592
671.946864,0.9999563519526038
672.007129,0.9999568629304302
672.067394,0.9999574699044301
672.12766,0.9999580778787567
672.187925,0.9999586128564715
672.248191,0.999959122835494
672.308456,0.9999597548098594
672.368721,0.9999604347827239
672.428987,0.9999609937607631
672.489252,0.9999615047409615
672.549517,0.999962111717779
672.609783,0.999962792692209
672.670048,0.9999633266724829
672.730314,0.9999638126547777
672.790579,0.9999643966338149
672.850844,0.9999650036123878
672.91111,0.9999655875921205
672.971375,0.9999661215738869
673.031641,0.9999667295534735
673.091906,0.9999673365334626
673.152171,0.9999678475169022
673.212437,0.9999683814998753
673.272702,0.9999690134800922
673.332967,0.9999696214614372
673.393233,0.9999701564453277
673.453498,0.9999707154288014
673.513764,0.999971346410522
673.574029,0.9999719543932853
673.634294,0.9999724893784241
673.69456,0.9999729993645238
673.754825,0.9999735583495866
673.81509,0.999974166333695
673.875356,0.9999747003200423
673.935621,0.999975259306056
673.995887,0.9999758182923822
674.056152,0.9999764022784307
674.116417,0.9999769602654187
674.176683,0.999977447254317
674.236948,0.9999779332434745
674.297214,0.9999784432323504
674.357479,0.9999790022204564
674.417744,0.9999796102078746
674.47801,0.9999801441971291
674.538275,0.9999805091899483
674.59854,0.9999807281857038
674.658806,0.9999810431796828
674.719071,0.9999814811714757
674.779337,0.9999818941639126
674.839602,0.9999822101582411
674.899867,0.9999825261526695
674.960133,0.999982939145538
675.020398,0.9999833521385771
675.080663,0.9999836681333664
675.140929,0.9999839111294273
675.201194,0.9999841301259278
675.26146,0.9999844461209628
675.321725,0.9999848591146243
675.38199,0.999985345107384
675.442256,0.9999858071007202
675.502521,0.9999861960952747
675.562786,0.9999865120909627
675.623052,0.9999868520864346
675.683317,0.9999871680823298
675.743583,0.9999874350789393
675.803848,0.9999877270753129
675.864113,0.9999880430714846
675.924379,0.9999883830674771
675.984644,0.9999886750641276
676.04491,0.9999889180614051
676.105175,0.9999892090582226
676.16544,0.9999895010551143
676.225706,0.9999897440525926
676.285971,0.9999899140508636
676.346236,0.9999901329486797
676.406502,0.9999904002460779
676.466767,0.9999906675435476
676.527033,0.9999908863415297
676.587298,0.9999911050395603
676.647563,0.999991323737639
676.707829,0.9999915182359703
676.768094,0.9999917126343404
676.828359,0.9999919556323561
676.888625,0.9999921743306207
676.94889,0.9999923688291176
677.009156,0.9999925146280155
677.069421,0.9999926847267567
677.129686,0.9999928791253535
677.189952,0.9999930250243253
677.250217,0.9999931465234851
677.310483,0.9999932680226599
677.370748,0.9999934138216889
677.431013,0.9999935353208961
677.491279,0.9999936568201181
677.551544,0.9999937784193541
677.611809,0.9999938999186055
677.672075,0.9999939971180174
677.73234,0.9999941186172954
677.792606,0.9999942644164486
