nu,[0]Isopropylamine-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
779.103122,0.35405606594966904
779.344176,0.35430399195981366
779.58523,0.3529601916280361
779.826284,0.35063832495169295
780.067338,0.331210882241981
780.308392,0.32267811520366874
780.549446,0.3063889211181519
780.7905,0.3041604258979104
781.031554,0.2901375958726029
781.272608,0.2587999265927858
781.513662,0.21182390209218135
781.754716,0.16821707845574674
781.99577,0.2143167967427348
782.236824,0.2778149595610466
782.477878,0.3011640939969318
782.718932,0.2999018573545809
782.959986,0.27828764666249783
783.20104,0.23426554484530523
783.442094,0.21692578251552433
783.683148,0.24443643094671944
783.924202,0.25476849727400896
784.165256,0.24079724659957288
784.40631,0.22228387450095946
784.647364,0.19278108663188345
784.888418,0.11501416319325711
785.129472,0.1255564274931972
785.370526,0.12239521534335812
785.61158,0.042817858874571166
785.852634,0.019045965206994826
786.093688,0.1087395179853951
786.334742,0.149733235225983
786.575796,0.17344408642129894
786.81685,0.2523848938867936
787.057904,0.2663350969676039
787.298958,0.2090461997521298
787.540012,0.17372181908645554
787.781066,0.20946471052290125
788.02212,0.32821053549613677
788.263174,0.357793240473161
788.504228,0.3690991396090394
788.745282,0.3711384891166099
788.986336,0.37630699223928965
789.22739,0.3756753272394951
789.468444,0.3743852243629521
789.709498,0.3743440442532197
789.950552,0.3683616790362143
790.191606,0.36338223853955887
790.43266,0.34348906564836407
790.673714,0.31701696157200077
790.914768,0.2849903382971166
791.155822,0.29235104204263684
791.396876,0.30053231300176264
791.63793,0.3303508524713371
791.878984,0.3473577674730991
792.120038,0.3366538593746406
792.361092,0.3209082571412352
792.602146,0.31332947697140645
792.8432,0.32494478610267563
793.084254,0.3366201956719163
793.325308,0.34507275504338375
793.566362,0.3507084596299173
793.807416,0.3523606690408526
794.04847,0.3516918193780669
794.289524,0.35451663814246503
794.530578,0.3568998745446834
794.771632,0.358581252097157
795.012686,0.3595507296836036
795.25374,0.3572926804103008
795.494794,0.3607031348835253
795.735848,0.36012647132158276
795.976902,0.36001844958425705
796.217956,0.3601624857694073
796.45901,0.3589759084956886
796.700064,0.3606670663734925
796.941118,0.3582586741521189
797.182172,0.36323691471084646
797.423226,0.3572926804103008
797.66428,0.3604507310407583
797.905334,0.3564362061575269
798.146388,0.35958668655438547
798.387442,0.3553329648260148
798.628496,0.35800798083311075
798.86955,0.354906821005653
799.110604,0.3561511712217771
799.351658,0.35444574190469663
799.592712,0.3536668184025244
799.833766,0.3538083134270038
800.07482,0.35433942413058866
800.315874,0.35462300908875194
800.556928,0.3532426727587252
800.797982,0.3552974333061378
801.039036,0.35604434189561074
801.28009,0.3590118078814776
801.521144,0.3615698620638331
801.762198,0.36185923368670025
802.003252,0.36644750544052707
802.244306,0.3661910819454126
802.48536,0.3703932499697315
802.726414,0.3675117456086936
802.967468,0.3757166537984105
803.208522,0.3724769955434113
803.449576,0.38201324431305594
803.69063,0.37783034759378664
803.931684,0.3855285612027885
804.172738,0.38612273258157437
804.413792,0.3899877307377909
804.654846,0.3935095271928928
804.8959,0.39528035750903995
805.136954,0.4026651321695331
805.378008,0.4031647466303718
805.619062,0.4097574007083548
805.860116,0.4108857843767301
806.10117,0.41813120840775514
806.342224,0.4167661524391375
806.583278,0.423632053014604
806.824332,0.4252619274543151
807.065386,0.4326050897693128
807.30644,0.4341175191868131
807.547494,0.43791081852967434
807.788548,0.4353216917239666
808.029602,0.4381123038442675
808.270656,0.4442223738166401
808.51171,0.4463285227603245
808.752764,0.4486061265253932
808.993818,0.4498729812277807
809.234872,0.4521822375431892
809.475926,0.44810844998652805
809.71698,0.4547215615445382
809.958034,0.46825137556035046
810.199088,0.48100866234753614
810.440142,0.48459586667024773
810.681196,0.4764130733104474
