nu,[0]2-Methylfuran-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
641.155823,0.9745397214631598
641.274825,0.9749452143239559
641.393828,0.9743380126184027
641.51283,0.9741227077096827
641.631833,0.9741129665313116
641.750835,0.9743740637918121
641.869837,0.9736532937024304
641.98884,0.9738840768797642
642.107842,0.9736776353390422
642.226845,0.9736046122547917
642.345847,0.9733982299542905
642.464849,0.9735481448248522
642.583852,0.9732532044226977
642.702854,0.9730780346116575
642.821856,0.9733446945238807
642.940859,0.9730099215332203
643.059861,0.9730118675550093
643.178864,0.9727608628741763
643.297866,0.9728620352647883
643.416868,0.9726421932878976
643.535871,0.9730089485237853
643.654873,0.9727190350563772
643.773875,0.9727462715706683
643.892878,0.9725546594295844
644.01188,0.972654837718599
644.130883,0.9727900461378093
644.249885,0.9729641911415808
644.368887,0.972690826613385
644.48789,0.9729505697382549
644.606892,0.9728999776240349
644.725895,0.9727550263265087
644.844897,0.9735043361440378
644.963899,0.9730673308121478
645.082902,0.9736065594659633
645.201904,0.973434246355098
645.320906,0.973835383893255
645.439909,0.9739795221960424
645.558911,0.9741178371083207
645.677914,0.9741986922442424
645.796916,0.9746498506738684
645.915918,0.97457285637698
646.034921,0.9753547773161797
646.153923,0.9755693789725058
646.272925,0.9754464649744998
646.391928,0.9760143400527334
646.51093,0.9762368966927583
646.629933,0.9769253863690212
