nu,[0]Dimethylsulfate-PNNL(x-sec)-X=0.01-T=298.15K-P=1.0atm-L=15cm
616.49553,0.9381522778767034
616.615132,0.9396874114807734
616.734734,0.9421940761398226
616.854336,0.9426709469804975
616.973938,0.9437820676776407
617.09354,0.9454445867043453
617.213142,0.9460820311504311
617.332744,0.9466394376068654
617.452346,0.9478557033202403
617.571948,0.94844545296083
617.69155,0.9512113513133443
617.811152,0.9506493514920233
617.930754,0.9527335549415642
618.050356,0.9533816340808591
618.169958,0.9534188166896445
618.28956,0.9550839849615452
618.409162,0.9561485413686186
618.528764,0.9562680674065114
618.648366,0.9582409682694144
618.767968,0.9573684082587522
618.88757,0.9573617067033499
619.007172,0.9598147326188299
619.126774,0.9597187559444817
619.246376,0.9608240281947317
619.365978,0.9610008360817464
619.48558,0.9613103281765177
619.605182,0.9634670403153144
619.724784,0.9631279595988306
619.844386,0.964155201426381
619.963988,0.9644502780624403
620.08359,0.9649027113301597
620.203192,0.9646480106363394
620.322794,0.9653939718254165
620.442396,0.9663347236257288
620.561998,0.9657241930283879
620.6816,0.9664816176673843
620.801202,0.9671380815300404
620.920804,0.9672831631231174
621.040406,0.9662902732508085
621.160008,0.9684097362633611
621.27961,0.9687351766056614
621.399212,0.9688339926332069
621.518814,0.969122748185452
621.638416,0.968384557937538
621.758018,0.9699497625611402
621.87762,0.9705930524807623
621.997222,0.9696704572514178
622.116824,0.971509724923624
622.236426,0.9707095306356096
622.356028,0.9719538063327872
622.47563,0.9734517683292297
622.595232,0.9716496323971092
622.714834,0.9728892757831412
622.834436,0.9715816193033275
622.954038,0.9733515079605894
623.07364,0.9736708196194498
623.193242,0.9753781861117397
623.312844,0.9727900461378093
623.432446,0.97406036585135
623.552048,0.9742113569095617
623.67165,0.9740262743351502
623.791252,0.9725741107172853
623.910854,0.9759879880213059
624.030456,0.9740389367590222
624.150058,0.9743029370813119
624.26966,0.9745270525291291
624.389262,0.9746829893321454
624.508864,0.9757889067787268
624.628466,0.9759587088208556
624.748068,0.975759633550624
624.86767,0.9755108465657573
624.987272,0.9766235630587361
625.106874,0.9764682922565656
625.226476,0.9759801801486333
625.346078,0.9775029199167184
625.46568,0.9763540521495482
625.585282,0.9765639908383607
625.704884,0.9773025523565121
625.824486,0.9773494640048958
625.944088,0.977369011189647
626.06369,0.977210690234178
626.183292,0.9778607514645867
626.302894,0.9773699885591469
626.422496,0.9777189719348887
626.542098,0.9783224106822825
626.6617,0.9766206331924416
626.781302,0.9786130155909479
626.900904,0.9788332282924558
627.020506,0.9776270706709539
627.140108,0.9780397163568929
627.25971,0.9776818193198593
627.379312,0.9792679267417321
627.498914,0.9782226268854531
627.618516,0.9777189719348887
627.738118,0.9782695826984741
627.85772,0.9797459261123425
627.977322,0.9783048010373775
628.096924,0.9789428637534958
628.216526,0.979774339156187
628.336128,0.9794432313899168
628.45573,0.9799438547795396
628.575332,0.9792316944987434
628.694934,0.978807778959363
628.814536,0.9784867826541361
628.934138,0.9801633867896774
629.05374,0.9789516742789168
629.173342,0.9807222391779472
629.292944,0.980215336825841
629.412546,0.9798958387070588
629.532148,0.9788684669229659
629.65175,0.9796900821861211
629.771352,0.9797635616977323
629.890954,0.9796900821861211
630.010556,0.979775318931016
630.130158,0.9814060408558559
630.24976,0.9801957327151463
630.369362,0.9800487143818897
630.488964,0.9793051396299888
630.608566,0.9793795696489055
630.728168,0.9796969400406988
630.84777,0.9793198293172556
630.967372,0.9810429877896983
631.086974,0.980076156130075
631.206576,0.979411889707982
631.326178,0.9801457440075007
631.44578,0.9805565111239412
631.565382,0.9802731712368121
631.684984,0.9789389479898722
631.804586,0.9808752437813077
631.924188,0.9809174223236226
632.04379,0.9809007468691848
632.163392,0.9794148279480585
632.282994,0.9806535910239181
632.402596,0.9802261192538494
632.522198,0.9796861634336299
632.6418,0.9806987021266527
632.761402,0.9809870699330684
632.881004,0.9809546978939021
633.000606,0.9797155544593961
633.120208,0.9810684952389762
633.23981,0.9809988418485389
633.359412,0.9805653361722539
633.479014,0.981111663202455
633.598616,0.9813834687764962
633.718218,0.9809851079608904
633.83782,0.9805829865071576
633.957422,0.9801682876188634
634.077024,0.980877205533757
634.196626,0.9802888557330275
634.316228,0.9809998228478712
634.43583,0.9804966990010509
634.555432,0.9809262506201507
634.675034,0.9811734751842938
634.794636,0.9802065149275082
634.914238,0.981209779274497
635.03384,0.9806888951886662
635.153442,0.9811872117091017
635.273044,0.9801947525199036
635.392646,0.9815778019416623
635.512248,0.9813559904240692
635.63185,0.9806712429474235
635.751452,0.9819469445896613
635.871054,0.9810684952389762
635.990656,0.9807928537212611
636.110258,0.9807300849872438
636.22986,0.9808928996945986
636.349462,0.9811675881611037
636.469064,0.981225478756561
636.588666,0.980816393032221
636.708268,0.9816003784907363
636.82787,0.9827337991854727
636.947472,0.9804829721433531
637.067074,0.9802447437270472
637.186676,0.9809144795757697
637.306278,0.9810940033514565
637.42588,0.9804329687868703
637.545482,0.9810871357174697
637.665084,0.9823073852551422
637.784686,0.980374144573487
637.904288,0.9806830110729474
638.02389,0.9817181776039606
638.143492,0.9802457239722809
638.263094,0.9808507222067342
638.382696,0.9800643952867667
638.502298,0.981327531513003
638.6219,0.9806133850509143
638.741502,0.9809184032415353
638.861104,0.9804015954338454
638.980706,0.9799605139666735
639.100308,0.9811715128393057
639.21991,0.9802966980752427
639.339512,0.9814639455204373
639.459114,0.981136191300635
639.578716,0.981179362242806
639.698318,0.9811273611146492
639.81792,0.98232703159931
639.937522,0.9807291042576493
640.057124,0.980816393032221
640.176726,0.9817643194426328
640.296328,0.9811764187091346
640.41593,0.9811234366130538
640.535532,0.9810312153444797
640.655134,0.9819567641082046
640.774736,0.9812598222493251
640.894338,0.9811214743681428
641.01394,0.9806408426100998
641.133542,0.9809988418485389
641.253144,0.9808585690438991
641.372746,0.9809066322913222
641.492348,0.9810272912274666
641.61195,0.9822720228258005
641.731552,0.9813402888538353
641.851154,0.9815532628033543
641.970756,0.9808046233061231
642.090358,0.9815552259118431
642.20996,0.9813736549908774
642.329562,0.9808369903927462
642.449164,0.9814806305493334
642.568766,0.981029253284011
