nu,[0]Ethylacetate-PNNL(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
642.382494,0.8913215767138252
642.502096,0.8924096526287665
642.621698,0.8932578446261714
642.7413,0.8951893668636046
642.860902,0.8958968458808438
642.980504,0.8983639529244098
643.100106,0.8998024857684772
643.219708,0.8990020178172191
643.33931,0.90176619485266
643.458912,0.9021359947963578
643.578514,0.9039149544059918
643.698116,0.9049496248324737
643.817718,0.9071467906595321
643.93732,0.9079944615626974
644.056922,0.9100934431160924
644.176524,0.9107762692262132
644.296126,0.9132962237721441
644.415728,0.9139138207436716
644.53533,0.9154431628256519
644.654932,0.9175281668138503
644.774534,0.9175648686745552
644.894136,0.9201974614116611
645.013738,0.9209523327849838
645.13334,0.9236750007521052
645.252942,0.9248784088517554
645.372544,0.925583434780065
645.492146,0.927500449374366
645.611748,0.9299783245889941
645.73135,0.9307207434777548
645.850952,0.9323565248990571
645.970554,0.9328797236530542
646.090156,0.9351568591195426
646.209758,0.9371742951575243
646.32936,0.938564217140744
646.448962,0.9401066055396202
646.568564,0.9408731047291274
646.688166,0.9433885926006744
646.807768,0.9446299646231648
646.92737,0.9457216425549497
647.046972,0.9479410141724699
647.166574,0.9485194345914071
647.286176,0.9506189311995028
647.405778,0.951635686195675
647.52538,0.9530308541869765
647.644982,0.954454791957321
647.764584,0.9555836245300384
647.884186,0.956142804494581
648.003788,0.9575043642253701
648.12339,0.9585409446363352
648.242992,0.9605156531785193
648.362594,0.9618738211161354
648.482196,0.9621229787003188
648.601798,0.9636086803805305
648.7214,0.9643249076755439
648.841002,0.9657570282091457
648.960604,0.96709746258362
649.080206,0.9673973092708561
649.199808,0.9682102644039978
649.31941,0.9696927599284143
649.439012,0.9704630017253252
649.558614,0.971172669531568
649.678216,0.9719975452381902
649.797818,0.9733067348210134
649.91742,0.9737078198135947
650.037022,0.9742707856148903
650.156624,0.9748623475026281
650.276226,0.975215311555063
650.395828,0.9771725797604179
650.51543,0.9777639480420403
650.635032,0.9785308155500884
650.754634,0.9777688368740025
650.874236,0.9801084991768847
650.993838,0.9795499965207323
651.11344,0.9812686536274665
651.233042,0.9812882791967941
651.352644,0.981016499986615
651.472246,0.9823741844284857
651.591848,0.9817967181997509
651.71145,0.9826718889063182
651.831052,0.9834986635749065
651.950654,0.9835793137719324
652.070256,0.9852764670346346
652.189858,0.9849395600972788
652.30946,0.9850666254960734
652.429062,0.9848824352594294
652.548664,0.9865522400300887
652.668266,0.9869627311381719
652.787868,0.9866854335728547
652.90747,0.9870091194766528
653.027072,0.9876410074957155
653.146674,0.988235746380671
653.266276,0.9879254890692546
653.385878,0.9883899231825842
653.50548,0.9887586613893318
653.625082,0.9894441086217085
653.744684,0.9885619179923325
653.864286,0.9890493991721401
653.983888,0.9891591897487125
654.10349,0.988645949326643
654.223092,0.9899013374116095
654.342694,0.9913465584329004
654.462296,0.9898003726244852
654.581898,0.9903821502329613
654.7015,0.9913174132725185
654.821102,0.9910148102609465
654.940704,0.99152273636928
655.060306,0.9911155024807472
655.179908,0.9919339069255453
655.29951,0.9918718138065067
655.419112,0.9918290650525738
655.538714,0.992262985977216
655.658316,0.993068136969986
655.777918,0.9923296682903743
655.89752,0.9922534602982739
656.017122,0.9921804331310287
656.136724,0.9927105975127059
656.256326,0.9930437077942965
656.375928,0.9933501090381128
656.49553,0.9930604903747707
656.615132,0.9936790617143257
656.734734,0.993465543027368
656.854336,0.9933909365665943
656.973938,0.9938618160975256
657.09354,0.993803478121157
657.213142,0.9930755850089433
657.332744,0.9937898631067698
657.452346,0.9943870120132557
657.571948,0.9939287052485436
657.69155,0.9941531596901415
657.811152,0.994035458924057
657.930754,0.9941877568220853
658.050356,0.9942279228188086
658.169958,0.9944215178412452
658.28956,0.9948022552667688
658.409162,0.9953806023889235
658.528764,0.995337503341941
658.648366,0.9954479919368157
658.767968,0.995902517682743
658.88757,0.9951173590350598
659.007172,0.9948414512477821
659.126774,0.994891990477191
659.246376,0.9952464341268654
659.365978,0.9960601815300564
659.48558,0.9952696236389373
659.605182,0.9964820027041572
659.724784,0.9954620278524549
659.844386,0.9959979297141003
659.963988,0.9963203864307527
660.08359,0.9959587877646069
660.203192,0.9955467452757004
660.322794,0.9953945378149046
660.442396,0.9957097296178065
660.561998,0.9959493262010656
660.6816,0.9970356025288998
660.801202,0.9969716945950489
660.920804,0.995885288718218
661.040406,0.9959477326834185
661.160008,0.9964280944860414
661.27961,0.9964473257338459
661.399212,0.996121142278546
661.518814,0.9964298880582256
661.638416,0.9959548039374235
661.758018,0.9967839824986051
661.87762,0.9968555541579404
661.997222,0.9966149422701899
662.116824,0.9970464702761964
662.236426,0.9968162788228356
662.356028,0.9965326252756971
662.47563,0.9969797700984808
662.595232,0.9970315146913095
662.714834,0.9974327011629177
662.834436,0.997153359386964
662.954038,0.9970744876756538
663.07364,0.9973977916292974
663.193242,0.997182676126684
663.312844,0.9969689030782121
663.432446,0.9969652143000949
663.552048,0.9966951730022863
663.67165,0.997645476249732
663.791252,0.9976753062954289
663.910854,0.9974925489204023
664.030456,0.9978770566386341
664.150058,0.9975924029221586
664.26966,0.9975236711734332
664.389262,0.9976033764989453
664.508864,0.9976117564025034
664.628466,0.9983408778673699
664.748068,0.9976534574454667
664.86767,0.9974905539372994
664.987272,0.9972091018177401
665.106874,0.9979364320899062
665.226476,0.9980561916471868
665.346078,0.9983842068017004
665.46568,0.9976712158350585
665.585282,0.9980900263255782
665.704884,0.9978128952067044
665.824486,0.9980720608667939
665.944088,0.9972160823058845
666.06369,0.9979954118758783
666.183292,0.998175865758885
666.302894,0.9979072927715253
666.422496,0.9982671032025029
666.542098,0.9981374367278167
666.6617,0.9981563017036444
666.781302,0.9982627108369121
666.900904,0.99870803530592
667.020506,0.9978016199846936
667.140108,0.99847406542389
667.25971,0.9981378359828713
667.379312,0.9977972296672245
667.498914,0.9983515601719133
667.618516,0.9983620429183294
667.738118,0.9984437122736712
667.85772,0.9981850490190928
667.977322,0.9980580879557525
668.096924,0.9979407232257902
668.216526,0.9982680016433001
668.336128,0.9991209465940197
668.45573,0.9981204685356224
