nu,[0]HFE-356mff2-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
679.103122,0.39499190814488583
679.344176,0.4139831526777265
679.58523,0.4189808768825416
679.826284,0.4014027466370247
680.067338,0.4237294995927243
680.308392,0.43084796522794205
680.549446,0.41921137974730416
680.7905,0.4195342968168266
681.031554,0.42249401414052723
681.272608,0.42563206631825967
681.513662,0.4164370371963482
681.754716,0.41084880632017373
681.99577,0.4216414376241493
682.236824,0.40219026753880527
682.477878,0.4204582882877651
682.718932,0.4246797175185712
682.959986,0.4326959463777743
683.20104,0.4198322719362165
683.442094,0.4375256265187108
683.683148,0.4332458193250881
683.924202,0.4208452879055176
684.165256,0.4273508245171119
684.40631,0.4310246491114066
684.647364,0.4376787872895638
684.888418,0.43719323336795307
685.129472,0.4504987394729154
685.370526,0.43621937870906063
685.61158,0.4416489249329018
685.852634,0.44735178626698613
686.093688,0.4538629494372478
686.334742,0.4554451439229442
686.575796,0.4566993418004079
686.81685,0.46208334672712853
687.057904,0.4657529200289831
687.298958,0.4735157992331479
687.540012,0.4784182160705886
687.781066,0.49546924289722294
688.02212,0.4963867093914209
688.263174,0.4952611895094759
688.504228,0.5122973811480389
688.745282,0.5183420118801185
688.986336,0.5191772146770863
689.22739,0.538865109533124
689.468444,0.5476822477930121
689.709498,0.5555481472172394
689.950552,0.5541499283819219
690.191606,0.5571337178016584
690.43266,0.5626992417864027
690.673714,0.5841660525568166
690.914768,0.5845108122219255
691.155822,0.6047984602518091
691.396876,0.6273127869378956
691.63793,0.6248772803282563
691.878984,0.6243026575973406
692.120038,0.639761390173442
692.361092,0.6735722590652324
692.602146,0.6913908400440534
692.8432,0.6879287551306554
693.084254,0.6676708275679021
693.325308,0.6882521576392031
693.566362,0.6951274979183867
693.807416,0.7018960239202616
694.04847,0.7168060335613844
694.289524,0.740558979674302
694.530578,0.7422864938694387
694.771632,0.7484880803240668
695.012686,0.763097096170831
695.25374,0.780320926256304
695.494794,0.7727574941425879
695.735848,0.776320366940549
695.976902,0.7825245368990205
696.217956,0.776320366940549
696.45901,0.7932871634580833
696.700064,0.7996429207660761
696.941118,0.8129302227446609
697.182172,0.8187225658113875
697.423226,0.841676115219863
697.66428,0.8354122194175505
697.905334,0.8447876373127201
698.146388,0.8434539267545632
698.387442,0.8481141851122698
698.628496,0.8550545593294954
698.86955,0.8562439115752786
699.110604,0.8664680872423215
699.351658,0.8718394404073642
699.592712,0.8745463361933232
699.833766,0.883706751898686
700.07482,0.8904307006493832
700.315874,0.8796422396713994
700.556928,0.8910987741711249
700.797982,0.8902437298348694
701.039036,0.8953505154525779
701.28009,0.8833798408827509
701.521144,0.8924721234909051
701.762198,0.8950013968341072
702.003252,0.9102272366858168
702.244306,0.9009549703830616
702.48536,0.9078737063297105
702.726414,0.92491262998597
702.967468,0.9138388828828649
703.208522,0.936571885781108
703.449576,0.9179310501054938
703.69063,0.9363546263066802
703.931684,0.9199619210119973
704.172738,0.9423693405370683
704.413792,0.929559928489112
704.654846,0.9293173450062979
704.8959,0.9559860099321494
705.136954,0.9229086685733289
705.378008,0.9426059049291323
705.619062,0.9576891804018529
705.860116,0.9656826677808868
706.10117,0.9297886283604512
706.342224,0.961859393117029
706.583278,0.9659260504780994
706.824332,0.9649316588457102
707.065386,0.9393538816547446
707.30644,0.9603735073808973
707.547494,0.9719907412791874
707.788548,0.935027816377138
708.029602,0.9700225115213842
708.270656,0.9778558621730526
708.51171,0.9416308125149003
708.752764,0.9859042880839106
708.993818,0.9629613528737173
709.234872,0.967144851520306
709.475926,0.9519297870589527
709.71698,0.9435810635049298
709.958034,0.9789017490166336
710.199088,0.9670220319233724
710.440142,0.9782304526977714
710.681196,0.9639353990988733
710.92225,0.9488894293151792
711.163304,0.9771461964569406
711.404358,0.9890632459606558
711.645412,0.9774442715009934
711.886466,0.9678985508874293
712.12752,0.9933266662521656
712.368574,0.9687652078616182
712.609628,0.9684707479985952
712.850682,0.9423552051029763
713.091736,0.9845151426154143
713.33279,0.983718008232904
713.573844,0.9598790423602677
713.814898,0.9916546176631288
714.055952,0.9812735599830005
714.297006,0.9895509743560854
714.53806,0.9590097857805796
714.779114,0.9885698265193106
715.020168,0.9737224255404345
715.261222,0.9748389510870461
715.502276,0.9717992779629112
715.74333,0.986782133483563
715.984384,0.9771716025883268
716.225438,0.9835409549266977
716.466492,1.0
716.707546,0.9712455102132743
716.9486,0.9838793512160172
717.189654,0.9885708150896313
717.430708,0.966062255653456
717.671762,0.993853169537338
717.912816,0.9807349886499279
718.15387,0.9858145748757079
718.394924,0.9987177228208469
718.635978,0.986164601175781
718.877032,0.9876084158802327
719.118086,0.9939762161761566
719.35914,0.9807487190358815
719.600194,0.995253500401633
719.841248,0.977192123407449
720.082302,0.9749452143239559
720.323356,0.9897231712063148
720.56441,0.9828517343173413
720.805464,0.9935623112837965
721.046518,0.9994311818384245
721.287572,0.9830807654525283
721.528626,0.9794549847792138
721.76968,0.9718779968924999
722.010734,0.9739668605445548
722.251788,0.9966558043204893
722.492842,0.9708959247587549
722.733896,0.9883701555817973
722.97495,0.994907212441093
723.216004,0.9713649807583185
723.457058,0.9758533109718891
723.698112,0.9876321187666474
723.939166,0.9753898907202005
724.18022,0.9883859696307986
724.421274,0.9940488784933343
724.662328,0.970443592659382
724.903382,0.9853267174158271
725.144436,0.9952854485517609
725.38549,0.9966710532709495
725.626544,0.979441272505413
725.867598,0.9766860689669395
726.108652,0.9776573775798993
726.349706,1.0
726.59076,0.9862444837436766
726.831814,0.9996362761635585
727.072868,0.9799193564894
727.313922,0.9790505533913302
727.554976,0.9817702100462212
727.79603,0.9881122246326435
728.037084,0.9821855866910375
728.278138,0.9745299761146721
728.519192,0.9700748941513246
728.760246,0.9812912230660474
729.0013,0.966503847000227
729.242354,0.9921984909792376
729.483408,0.9890088489780587
729.724462,0.9867357558131731
729.965516,0.986291824615068
730.20657,0.994045001710268
730.447624,0.9890286293528413
730.688678,0.9727686449922077
730.929732,0.9598406479664663
731.170786,0.9831151738814632
731.41184,0.9642853711648333
731.652894,0.9867515437115689
731.893948,0.9890296183819652
732.135002,0.999108957214597
732.376056,0.987215425940898
732.61711,0.9826787676336161
732.858164,0.9732171947203176
733.099218,0.9908617103000378
733.340272,0.987114735102772
733.581326,0.982231750498453
733.82238,0.994068362042291
734.063434,0.9950473052389063
734.304488,0.9926991814064773
734.545542,0.9913177106677871
734.786596,0.9835812809325272
735.02765,0.9674147225791423
735.268704,0.9917800699069503
735.509758,0.988584655177923
735.750812,0.9913402138352292
735.991866,0.9968812733630139
736.23292,0.9876716248415143
736.473974,0.9987261120849534
736.715028,0.9813334194958561
736.956082,1.0
737.197136,0.9994803750518296
737.43819,0.9959578914021012
737.679244,0.9917835411432696
737.920298,0.9890098379874022
738.161352,1.0
738.402406,0.998727110811565
738.64346,0.9745523905618878
738.884514,1.0
