nu,[0]HFE-329me3-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
868.77521,0.7973671829087294
869.016264,0.7930095615340435
869.257318,0.7901203526482838
869.498372,0.788920281997007
869.739426,0.7682807905186446
869.98048,0.7847186759635241
870.221534,0.7735770513749743
870.462588,0.7760797449251368
870.703642,0.7940808473973706
870.944696,0.7887704013825368
871.18575,0.7709359367395924
871.426804,0.7721318140069964
871.667858,0.7724252798512982
871.908912,0.7581227250854611
872.149966,0.7550887401632015
872.39102,0.7193839918883185
872.632074,0.7378756238154933
872.873128,0.7239159387762204
873.114182,0.7277992676909761
873.355236,0.7143373137359575
873.59629,0.7037092537226225
873.837344,0.6985140401902621
874.078398,0.6987725382043161
874.319452,0.6730605386267403
874.560506,0.6588759512888698
874.80156,0.647342343498576
875.042614,0.6674839059064369
875.283668,0.6494041687154966
875.524722,0.633997669765756
875.765776,0.6212324198499157
876.00683,0.6203819141641422
876.247884,0.6029928136425585
876.488938,0.5833196255884623
876.729992,0.5958835600782623
876.971046,0.5763155145157519
877.2121,0.5801955947291862
877.453154,0.5449724696491597
877.694208,0.5603464644739192
877.935262,0.5577022841133404
878.176316,0.539393456188042
878.41737,0.5478356202935422
878.658424,0.5448852810292915
878.899478,0.5334126242521245
879.140532,0.5169236987439075
879.381586,0.5253345401474854
879.62264,0.5219674757672232
879.863694,0.526038960287372
880.104748,0.5182798145706061
880.345802,0.5111971249777814
880.586856,0.49649096154648625
880.82791,0.5104921594833812
881.068964,0.4956922542303133
881.310018,0.47849476910923966
881.551072,0.5081848599799506
881.792126,0.5042313946012879
882.03318,0.5022486315148069
882.274234,0.49420246380447497
882.515288,0.49834134750746195
882.756342,0.5008493107929918
882.997396,0.5102726950430396
883.23845,0.4924757786428496
883.479504,0.4884051461736568
883.720558,0.5019523922213982
883.961612,0.4949047297939258
884.202666,0.5083170052216824
884.44372,0.5077937082505081
884.684774,0.504735878195646
884.925828,0.5159992329668665
885.166882,0.5136310874058377
885.407936,0.5081391254006393
885.64899,0.532006272125715
885.890044,0.524972184341913
886.131098,0.5494541214889209
886.372152,0.5408517863795729
886.613206,0.5461399595027994
886.85426,0.5669693687966653
887.095314,0.5807935040622038
887.336368,0.570427043237775
887.577422,0.5780933026888464
887.818476,0.5737049724941918
888.05953,0.5731028984172788
888.300584,0.58675378117646
888.541638,0.5824686003347089
888.782692,0.6048710404217623
889.023746,0.6135951089703834
889.2648,0.6059547291962165
889.505854,0.6026733121267086
889.746908,0.6062699075946801
889.987962,0.640279806829884
890.229016,0.6544304261803989
890.47007,0.6369398849489246
890.711124,0.6508604644957674
890.952178,0.6344796911396987
891.193232,0.6518244511573911
891.434286,0.6630267120100237
891.67534,0.6716821778250905
891.916394,0.66580396407928
892.157448,0.6949606873369567
892.398502,0.6738889124347058
892.639556,0.7045683029256271
892.88061,0.7002485048571501
893.121664,0.7347903930239318
893.362718,0.7284837206450955
893.603772,0.7289500994516074
893.844826,0.7286367182906215
894.08588,0.7664621210197452
894.326934,0.7466863959521841
894.567988,0.7560936763220283
894.809042,0.7999788413311785
895.050096,0.7620828516550349
895.29115,0.774335528478399
895.532204,0.8039565930535346
895.773258,0.8014601719960184
896.014312,0.8094340331852609
896.255366,0.8074371982296709
896.49642,0.8329097383577481
896.737474,0.8236084862768753
896.978528,0.8206160010141077
897.219582,0.8052036920247907
897.460636,0.8407928191104924
897.70169,0.8426024683474178
897.942744,0.8291120252375022
898.183798,0.8559613977018116
898.424852,0.8292944499490369
898.665906,0.919404592975315
898.90696,0.8597445231260222
899.148014,0.8680551755848918
899.389068,0.8774809792021085
899.630122,0.9202094240564165
899.871176,0.8596843431157283
900.11223,0.8874172512568068
900.353284,0.8761394598279474
900.594338,0.870793860552258
900.835392,0.9009729896626615
901.076446,0.8715604964198521
901.3175,0.8952878431100538
901.558554,0.902172080957868
901.799608,0.8848474692131141
902.040662,0.9085276107756197
902.281716,0.8856619034671023
902.52277,0.895914763996942
902.763824,0.9146982952933262
903.004878,0.9148995510556129
903.245932,0.9018022662218768
903.486986,0.9204800054005977
903.72804,0.917177737990294
903.969094,0.9161556547297426
904.210148,0.9360129192334128
904.451202,0.8977622506687148
904.692256,0.9099842384553292
904.93331,0.9349595618378636
905.174364,0.9481401026890087
905.415418,0.9539214008253278
905.656472,0.9938091428171266
905.897526,0.9118598262573243
906.13858,0.9042856355217344
906.379634,0.9174382534593288
906.620688,0.9293173450062979
906.861742,0.9232695964195368
907.102796,0.923062807191197
907.34385,0.9310055876041877
907.584904,0.9251633152750186
907.825958,0.9289289715317963
908.067012,0.9278743073827929
908.308066,0.9299848344600508
908.54912,0.9443456737917298
908.790174,0.9726577556874891
909.031228,0.9405147003565941
909.272282,0.9460640557626059
909.513336,0.9479656609592453
909.75439,0.962585871169788
909.995444,0.9454143329616332
910.236498,0.9279142068358424
910.477552,0.9572401294869152
910.718606,0.9452271594544955
910.95966,0.9516204601465045
911.200714,0.9319221479761378
911.441768,0.9483961350795521
911.682822,0.9224989880802821
911.923876,0.9369971859530865
912.16493,0.9117950865079483
912.405984,0.9445987923486776
912.647038,0.9402166044472791
912.888092,0.9317376456571709
913.129146,0.9166798456685642
913.3702,0.9196749376643718
913.611254,0.9365971735634075
913.852308,0.9179907175629219
914.093362,0.9279921549029896
914.334416,0.9209035236048009
914.57547,0.935606777765539
914.816524,0.9252003225477702
915.057578,0.8927756156036275
915.298632,0.9173446795298276
915.539686,0.9046564686478944
915.78074,0.8865834709787501
916.021794,0.9032824353454066
916.262848,0.9042585073595931
916.503902,0.8919457202422739
916.744956,0.9069254738443606
916.98601,0.8669274370455051
917.227064,0.8962015025971503
917.468118,0.8701236073602278
917.709172,0.8969277198925526
917.950226,0.8957803868608797
918.19128,0.8545673171079028
918.432334,0.8630695501589989
918.673388,0.8667454013981376
918.914442,0.8402548838639021
919.155496,0.8553795418048002
919.39655,0.8434286235163111
919.637604,0.830921461020927
919.878658,0.8303317161677992
920.119712,0.837185171988411
920.360766,0.820492917845424
920.60182,0.8280845634841468
920.842874,0.8370093815609344
921.083928,0.8064446610113717
921.324982,0.812848933786902
921.566036,0.8076067778465356
921.80709,0.7960764938128586
922.048144,0.8173237465551714
922.289198,0.8068560526844472
922.530252,0.7806955702082624
922.771306,0.7737317822578219
923.01236,0.8018850584721465
923.253414,0.7626851349784314
923.494468,0.7647777578323677
923.735522,0.7837932540322063
923.976576,0.7668531163968116
924.21763,0.7861560259146141
924.458684,0.7822428787672424
924.699738,0.7776101289559708
924.940792,0.774552372783159
925.181846,0.7786061072111335
925.4229,0.7914251273732809
925.663954,0.7684267777371897
925.905008,0.7934061654575288
926.146062,0.7824775868353225
926.387116,0.7680503408506675
926.62817,0.7730202763610421
926.869224,0.7372708138099564
927.110278,0.775149007785199
927.351332,0.7879268684236705
927.592386,0.7782324659607461
927.83344,0.7546735555423486
928.074494,0.7962038762421912
928.315548,0.7891175367233196
928.556602,0.7690340747423345
928.797656,0.7747692778128253
929.03871,0.7948276343287936
929.279764,0.7881554003510413
929.520818,0.7813594435491386
929.761872,0.8005630390915895
930.002926,0.813792385646381
930.24398,0.8286478524838705
930.485034,0.8063559569774718
930.726088,0.8131904020424067
930.967142,0.8404481647136365
931.208196,0.7992192223080795
931.44925,0.7894095642336652
931.690304,0.8727378976570362
931.931358,0.8699322012220557
932.172412,0.8346857268567447
932.413466,0.8539693293060757
932.65452,0.8482923077933703
932.895574,0.8432852528371663
933.136628,0.8693756227373866
933.377682,0.8562695992779394
933.618736,0.8889538118431572
933.85979,0.8717784137824924
934.100844,0.885865629132453
934.341898,0.8939012218623134
934.582952,0.8791409864655217
934.824006,0.8806015724540258
935.06506,0.8735237153298376
935.306114,0.8925435241167713
935.547168,0.8930256277760673
935.788222,0.922909591482459
936.029276,0.9030205214185114
936.27033,0.9101662535039183
936.511384,0.9211089079900726
936.752438,0.9108664405402731
936.993492,0.9032553372788193
937.234546,0.9346024754930756
937.4756,0.9019555856389156
937.716654,0.9163407368646642
937.957708,0.8961298093447108
938.198762,0.89574455636202
938.439816,0.9069508681131464
938.68087,0.911126985598435
938.921924,0.9329105091918933
939.162978,0.907319164924794
939.404032,0.9089674445704273
939.645086,0.9130204499565071
939.88614,0.9291640202940085
940.127194,0.9150697381990229
940.368248,0.9270887305831792
940.609302,0.9223799933861425
940.850356,0.9150724834123554
941.09141,0.9113930735251763
941.332464,0.9010991347111615
941.573518,0.9460716243053262
941.814572,0.926872744072359
942.055626,0.9410321257207219
942.29668,0.9356339107555206
942.537734,0.9194284978054938
942.778788,0.9171612289395922
943.019842,0.9271443575758073
943.260896,0.9154779503267976
943.50195,0.9200355209096349
943.743004,0.9210039075597
943.984058,0.9333528135911117
944.225112,0.9379993715176164
944.466166,0.9613218639696706
944.70722,0.9041138375723072
944.948274,0.9133839044182299
945.189328,0.9225774038268909
945.430382,0.92047632348794
945.671436,0.9271007828150162
945.91249,0.9251346356567814
946.153544,0.924396672703907
946.394598,0.9202397914684699
946.635652,0.9353635516240885
946.876706,0.9259018902528303
947.11776,0.9077193809176661
947.358814,0.9346174292523133
947.599868,0.9138160371963651
947.840922,0.9226364506702146
948.081976,0.9284729793620128
948.32303,0.930517868469856
948.564084,0.9102408901967682
948.805138,0.9597408297297161
949.046192,0.9292978295469658
949.287246,0.9077538749095226
949.5283,0.9336730085164638
949.769354,0.9400943842331869
950.010408,0.9303001527623652
950.251462,0.928795215390569
950.492516,0.9275097244252349
950.73357,0.9541809027370124
950.974624,0.9270062233577833
951.215678,0.9524020613476752
951.456732,0.9500012296689688
951.697786,0.9456062715523322
951.93884,0.947684156963353
952.179894,0.9419453697344118
952.420948,0.9508442545859638
952.662002,0.9479666089253802
952.903056,0.9685385433237639
953.14411,0.9723203019978667
953.385164,0.9715252692035766
953.626218,0.9500857835410009
953.867272,0.9432989749412836
954.108326,0.9458918877722196
954.34938,0.9375970560900647
954.590434,0.9648390298527239
954.831488,0.9301382946178516
955.072542,0.9191894774700545
955.313596,0.9273437150428459
955.55465,0.9495804723288575
955.795704,0.9324749416970268
956.036758,0.9519402583442023
956.277812,0.9616920441424096
956.518866,0.9569443879813195
956.75992,0.9704794997365872
957.000974,0.936340581092625
957.242028,0.9230314235892768
957.483082,0.950392710815171
957.724136,0.9511856689535723
957.96519,0.9715719035357134
958.206244,0.9530070287134415
958.447298,0.9449294597894262
958.688352,0.9472596895488337
958.929406,0.9509222270116655
959.17046,0.95011428654205
959.411514,0.9315093978954774
959.652568,0.9431169358064615
959.893622,0.9538365055985479
960.134676,0.9305001887983124
960.37573,0.9377076990704908
960.616784,0.9415818489857124
960.857838,0.9189799261589485
961.098892,0.9387331739054819
961.339946,0.9315205760753211
961.581,0.9294567530633917
961.822054,0.9235770963910482
962.063108,0.9002254923355447
962.304162,0.9077411664442334
962.545216,0.9007657897039477
962.78627,0.9220092711489635
963.027324,0.9167320979089421
963.268378,0.8869736535398492
963.509432,0.9002524995054203
963.750486,0.9040415113583886
963.99154,0.9172740467089022
964.232594,0.8848386207826642
964.473648,0.9109976147520275
964.714702,0.9109110740893726
964.955756,0.8746250489055996
965.19681,0.8724673908394857
965.437864,0.8612331684579618
965.678918,0.8704804311831307
965.919972,0.8622155341120366
966.161026,0.859778913594752
966.40208,0.8565693460903189
966.643134,0.8700714015099773
966.884188,0.8487929479292857
967.125242,0.8726506282308146
967.366296,0.8583957832625495
967.60735,0.8310045573217749
967.848404,0.8487929479292857
968.089458,0.8710290066379002
968.330512,0.8738207638884432
968.571566,0.838735398073581
968.81262,0.8466990164178891
969.053674,0.8323934943721388
969.294728,0.8269425949260741
969.535782,0.8418023761064758
969.776836,0.8418023761064758
970.01789,0.8377797845229938
970.258944,0.8354456365746659
970.499998,0.8183214900257323
970.741052,0.8268516362434516
970.982106,0.8374112425029939
971.22316,0.8251665782490473
971.464214,0.8135645556760843
971.705268,0.8497356311939092
971.946322,0.8066140321735337
972.187376,0.8522204853585041
972.42843,0.8219218183053636
972.669484,0.8422149603456514
972.910538,0.8330430145776986
973.151592,0.8143052363803569
973.392646,0.8491240417380743
973.6337,0.8704456126622584
973.874754,0.839524180017203
974.115808,0.8552426920263857
974.356862,0.8369926415407039
974.597916,0.8406667096460722
974.83897,0.8846793641644489
975.080024,0.8507559260057935
975.321078,0.8481565918816858
975.562132,0.8608887440800466
975.803186,0.8864239003157645
976.04424,0.8795190983779371
976.285294,0.8528854766499724
976.526348,0.8728426324887193
976.767402,0.8857593316349346
977.008456,0.9221512715104676
977.24951,0.8839188669719322
977.490564,0.9032372723527236
977.731618,0.8950282472787668
977.972672,0.8935437328761322
978.213726,0.8767792751377967
978.45478,0.903707077873196
978.695834,0.903707077873196
978.936888,0.9288899573342958
979.177942,0.9222877599985502
979.418996,0.894366171374078
979.66005,0.949294691618841
979.901104,0.9109183614071145
980.142158,0.9089447206683631
980.383212,0.884944807788251
980.624266,0.9079853816634813
980.86532,0.9265391299386401
981.106374,0.9256463765936275
981.347428,0.9287766396720191
981.588482,0.9285779027367397
981.829536,0.9401648939560859
982.07059,0.9424899715328762
982.311644,0.9471337123877905
982.552698,0.9316780163560068
982.793752,0.9084867279530052
983.034806,0.9707425353207276
983.27586,0.9430546921427618
983.516914,0.9712872746681428
983.757968,0.9448803247350397
983.999022,0.931475864160764
984.240076,0.9407724366927575
984.48113,0.9519345467197871
984.722184,0.943415007851079
984.963238,0.9674011788678324
985.204292,1.0
985.445346,1.0
985.6864,1.0
985.927454,1.0
986.168508,1.0
986.409562,1.0
986.650616,1.0
986.89167,1.0
987.132724,1.0
987.373778,1.0
987.614832,1.0
987.855886,1.0
988.09694,1.0
988.337994,1.0
988.579048,1.0
988.820102,1.0
989.061156,1.0
989.30221,1.0
989.543264,1.0
989.784318,1.0
990.025372,1.0
990.266426,1.0
990.50748,1.0
990.748534,1.0
990.989588,1.0
991.230642,1.0
991.471696,1.0
991.71275,1.0
991.953804,1.0
992.194858,1.0
992.435912,1.0
992.676966,1.0
992.91802,1.0
993.159074,1.0
993.400128,1.0
993.641182,1.0
993.882236,1.0
994.12329,1.0
994.364344,1.0
994.605398,1.0
994.846452,1.0
995.087506,1.0
995.32856,1.0
995.569614,1.0
995.810668,1.0
996.051722,1.0
996.292776,1.0
996.53383,1.0
996.774884,1.0
997.015938,1.0
997.256992,1.0
997.498046,1.0
997.7391,1.0
997.980154,1.0
998.221208,1.0
998.462262,1.0
998.703316,1.0
998.94437,1.0
999.185424,1.0
999.426478,1.0
999.667532,1.0
999.908586,1.0
1000.14964,1.0
1000.390694,1.0
1000.631748,1.0
1000.872802,1.0
1001.113856,1.0
1001.35491,1.0
1001.595964,1.0
1001.837018,1.0
1002.078072,1.0
1002.319126,1.0
1002.56018,1.0
1002.801234,1.0
1003.042288,1.0
1003.283342,1.0
1003.524396,1.0
1003.76545,1.0
1004.006504,1.0
1004.247558,1.0
1004.488612,1.0
1004.729666,1.0
1004.97072,1.0
1005.211774,1.0
1005.452828,1.0
1005.693882,1.0
1005.934936,1.0
1006.17599,1.0
1006.417044,1.0
1006.658098,1.0
1006.899152,1.0
1007.140206,1.0
1007.38126,1.0
1007.622314,1.0
1007.863368,1.0
1008.104422,1.0
1008.345476,1.0
1008.58653,1.0
1008.827584,1.0
1009.068638,1.0
1009.309692,1.0
1009.550746,1.0
1009.7918,1.0
1010.032854,1.0
1010.273908,1.0
1010.514962,1.0
1010.756016,1.0
1010.99707,1.0
1011.238124,1.0
1011.479178,1.0
1011.720232,1.0
1011.961286,1.0
1012.20234,1.0
1012.443394,1.0
1012.684448,1.0
1012.925502,1.0
1013.166556,1.0
1013.40761,1.0
1013.648664,1.0
1013.889718,1.0
1014.130772,1.0
1014.371826,1.0
1014.61288,1.0
1014.853934,1.0
1015.094988,1.0
1015.336042,1.0
1015.577096,1.0
1015.81815,1.0
1016.059204,1.0
1016.300258,1.0
1016.541312,1.0
1016.782366,1.0
1017.02342,1.0
1017.264474,1.0
1017.505528,1.0
1017.746582,1.0
1017.987636,1.0
1018.22869,1.0
1018.469744,1.0
1018.710798,1.0
1018.951852,1.0
1019.192906,1.0
1019.43396,1.0
1019.675014,1.0
1019.916068,1.0
1020.157122,1.0
1020.398176,1.0
1020.63923,1.0
1020.880284,1.0
1021.121338,1.0
1021.362392,1.0
1021.603446,1.0
1021.8445,1.0
1022.085554,1.0
1022.326608,1.0
1022.567662,1.0
1022.808716,1.0
1023.04977,1.0
1023.290824,1.0
1023.531878,1.0
1023.772932,1.0
1024.013986,1.0
1024.25504,1.0
1024.496094,1.0
1024.737148,1.0
1024.978202,1.0
1025.219256,1.0
1025.46031,1.0
1025.701364,1.0
1025.942418,1.0
1026.183472,1.0
1026.424526,1.0
1026.66558,1.0
1026.906634,1.0
1027.147688,1.0
1027.388742,1.0
1027.629796,1.0
1027.87085,1.0
1028.111904,1.0
1028.352958,1.0
1028.594012,1.0
1028.835066,1.0
1029.07612,1.0
1029.317174,1.0
1029.558228,1.0
1029.799282,1.0
1030.040336,1.0
1030.28139,1.0
1030.522444,1.0
1030.763498,1.0
1031.004552,1.0
1031.245606,1.0
1031.48666,1.0
1031.727714,1.0
1031.968768,1.0
1032.209822,1.0
1032.450876,1.0
1032.69193,1.0
1032.932984,1.0
1033.174038,1.0
1033.415092,1.0
1033.656146,1.0
1033.8972,1.0
1034.138254,1.0
1034.379308,1.0
1034.620362,1.0
1034.861416,1.0
1035.10247,1.0
1035.343524,1.0
1035.584578,1.0
1035.825632,1.0
1036.066686,1.0
1036.30774,1.0
1036.548794,1.0
1036.789848,1.0
1037.030902,1.0
1037.271956,1.0
1037.51301,1.0
1037.754064,1.0
1037.995118,1.0
1038.236172,1.0
1038.477226,1.0
1038.71828,1.0
1038.959334,1.0
1039.200388,1.0
1039.441442,1.0
1039.682496,1.0
1039.92355,1.0
1040.164604,1.0
1040.405658,1.0
1040.646712,1.0
1040.887766,1.0
1041.12882,1.0
1041.369874,1.0
1041.610928,1.0
1041.851982,1.0
1042.093036,1.0
1042.33409,1.0
1042.575144,1.0
1042.816198,1.0
1043.057252,1.0
1043.298306,1.0
1043.53936,1.0
1043.780414,1.0
1044.021468,1.0
1044.262522,1.0
1044.503576,1.0
1044.74463,1.0
1044.985684,1.0
1045.226738,1.0
1045.467792,1.0
1045.708846,1.0
1045.9499,1.0
1046.190954,1.0
1046.432008,1.0
1046.673062,1.0
1046.914116,1.0
1047.15517,1.0
1047.396224,1.0
1047.637278,1.0
1047.878332,1.0
1048.119386,1.0
1048.36044,1.0
1048.601494,1.0
1048.842548,1.0
1049.083602,1.0
1049.324656,1.0
1049.56571,1.0
1049.806764,1.0
1050.047818,1.0
1050.288872,1.0
1050.529926,1.0
1050.77098,1.0
1051.012034,1.0
1051.253088,1.0
1051.494142,1.0
1051.735196,1.0
1051.97625,1.0
1052.217304,1.0
1052.458358,1.0
1052.699412,1.0
1052.940466,1.0
1053.18152,1.0
1053.422574,1.0
1053.663628,1.0
1053.904682,1.0
1054.145736,1.0
1054.38679,1.0
1054.627844,1.0
1054.868898,1.0
1055.109952,1.0
1055.351006,1.0
1055.59206,1.0
1055.833114,1.0
1056.074168,1.0
1056.315222,1.0
1056.556276,1.0
1056.79733,1.0
1057.038384,1.0
1057.279438,1.0
1057.520492,1.0
1057.761546,1.0
1058.0026,1.0
1058.243654,1.0
1058.484708,1.0
1058.725762,1.0
1058.966816,1.0
1059.20787,1.0
1059.448924,1.0
1059.689978,1.0
1059.931032,1.0
1060.172086,1.0
1060.41314,1.0
1060.654194,1.0
1060.895248,1.0
1061.136302,1.0
1061.377356,1.0
1061.61841,1.0
1061.859464,1.0
1062.100518,1.0
1062.341572,1.0
1062.582626,1.0
1062.82368,1.0
1063.064734,1.0
1063.305788,1.0
1063.546842,1.0
1063.787896,1.0
1064.02895,1.0
1064.270004,1.0
1064.511058,1.0
1064.752112,1.0
1064.993166,1.0
1065.23422,1.0
1065.475274,1.0
1065.716328,1.0
1065.957382,1.0
1066.198436,1.0
1066.43949,1.0
1066.680544,1.0
1066.921598,1.0
1067.162652,1.0
1067.403706,1.0
1067.64476,1.0
1067.885814,1.0
1068.126868,1.0
1068.367922,1.0
1068.608976,1.0
1068.85003,1.0
1069.091084,1.0
1069.332138,1.0
1069.573192,1.0
1069.814246,1.0
1070.0553,1.0
1070.296354,1.0
1070.537408,1.0
1070.778462,1.0
1071.019516,1.0
1071.26057,1.0
1071.501624,1.0
1071.742678,1.0
1071.983732,1.0
1072.224786,1.0
1072.46584,1.0
1072.706894,1.0
1072.947948,1.0
1073.189002,1.0
1073.430056,1.0
1073.67111,1.0
1073.912164,1.0
1074.153218,1.0
1074.394272,1.0
1074.635326,1.0
1074.87638,1.0
1075.117434,0.8907869441735979
1075.358488,0.9077484284026128
1075.599542,0.8853519760413521
1075.840596,0.877911050240717
1076.08165,0.8889449223494864
1076.322704,0.8761745061072614
1076.563758,0.8791409864655217
1076.804812,0.8923382627121909
1077.045866,0.8797653982058496
1077.28692,0.8733228279782428
1077.527974,0.8896118811195236
1077.769028,0.8922668785065802
1078.010082,0.8864327645990889
1078.251136,0.8836095495022069
1078.49219,0.8541913901983603
1078.733244,0.8868760918039538
1078.974298,0.8504497089948007
1079.215352,0.8424676627372186
1079.456406,0.8746862748019043
1079.69746,0.8866012028254876
1079.938514,0.830705449523773
1080.179568,0.860751012899782
1080.420622,0.8715692120683945
1080.661676,0.8320689242046302
1080.90273,0.8751324785743438
1081.143784,0.8282750448382642
1081.384838,0.8473766466469748
1081.625892,0.8755613985656611
1081.866946,0.8401540593274317
1082.108,0.861551883688973
1082.349054,0.8460388486839698
1082.590108,0.8519648575589838
1082.831162,0.7962038762421912
1083.072216,0.8372688946916752
1083.31327,0.8329180674967772
1083.554324,0.8294271476765639
1083.795378,0.8687498975771047
1084.036432,0.8161966176827226
1084.277486,0.8356712373512754
1084.51854,0.8219218183053636
1084.759594,0.824341824116594
1085.000648,0.8287804467475262
1085.241702,0.8274306350147494
1085.482756,0.8088595389912717
1085.72381,0.821617763486201
1085.964864,0.7712829359800987
1086.205918,0.8206160010141077
1086.446972,0.8078410177752592
1086.688026,0.790310004290206
1086.92908,0.7929461233066837
1087.170134,0.7854566583162954
1087.411188,0.8021577457462368
1087.652242,0.7959172944345645
1087.893296,0.8045356502361036
1088.13435,0.7722476424660147
1088.375404,0.8015162761716813
1088.616458,0.7764523526213939
1088.857512,0.7536705068886898
1089.098566,0.7400481702278521
1089.33962,0.7620980934644855
1089.580674,0.7465221430135603
1089.821728,0.7675052186499445
1090.062782,0.7646630497720124
1090.303836,0.7481139298293232
1090.54489,0.7742348714025485
1090.785944,0.7521421076098387
1091.026998,0.7166125220575514
1091.268052,0.7398039946228676
1091.509106,0.7337183818087288
1091.75016,0.7264686129515406
1091.991214,0.7133807427812259
1092.232268,0.7134164127101057
1092.473322,0.7166555200988032
1092.714376,0.709794349141256
1092.95543,0.7006057226774287
1093.196484,0.7095033931081708
1093.437538,0.7014960571879748
1093.678592,0.710682146835643
1093.919646,0.6842992205989515
1094.1607,0.6729932359380681
1094.401754,0.7084470202456599
1094.642808,0.6805254898914475
1094.883862,0.6789552902885679
1095.124916,0.6921517884129758
1095.36597,0.6402157820504932
1095.607024,0.6719710632674742
1095.848078,0.643637242260292
1096.089132,0.6415424012965549
1096.330186,0.637921528042923
1096.57124,0.6235227668086352
1096.812294,0.6112862104180143
1097.053348,0.5939025680055876
1097.294402,0.607028218824954
1097.535456,0.6141905849852616
1097.77651,0.5679397158275696
1098.017564,0.5762463608033157
1098.258618,0.5701361996171511
1098.499672,0.6109562049738776
1098.740726,0.5399061234498131
1098.98178,0.5524402479198853
1099.222834,0.5057615327155026
1099.463888,0.5209766791181468
1099.704942,0.5042162678863518
1099.945996,0.4894612414616932
1100.18705,0.4884393357305095
1100.428104,0.46847150543333177
1100.669158,0.4554906907146381
1100.910212,0.44687337585089737
1101.151266,0.4289606882645077
1101.39232,0.41473728807064103
1101.633374,0.4219788857354959
1101.874428,0.40770149591802446
1102.115482,0.3962856457927568
1102.356536,0.36400051373008685
1102.59759,0.3594069381519536
1102.838644,0.328473208979918
1103.079698,0.3149630338185138
1103.320752,0.3179694404606908
1103.561806,0.3004121241159416
1103.80286,0.2820700033557532
1104.043914,0.27152528858127783
1104.284968,0.24694244146896588
1104.526022,0.24338761087286376
1104.767076,0.2231078482480286
1105.00813,0.218231249695759
1105.249184,0.20099002480306727
1105.490238,0.18200884394164243
1105.731292,0.17282081028037402
1105.972346,0.16398177260289773
1106.2134,0.14982310212449212
1106.454454,0.13986186808143505
1106.695508,0.12969107534653476
1106.936562,0.12351409498415701
1107.177616,0.11354000922393964
1107.41867,0.10568418699435056
1107.659724,0.09611595036841498
1107.900778,0.08980631349185193
1108.141832,0.0819455726718758
1108.382886,0.07594089033933307
1108.62394,0.068385121496224
1108.864994,0.06454452391935028
1109.106048,0.05863637741501564
1109.347102,0.05485839775330936
1109.588156,0.05163270445490579
1109.82921,0.04691114492953734
1110.070264,0.04372216925107248
1110.311318,0.03857310527080634
1110.552372,0.03630136264449647
1110.793426,0.03361442461902452
1111.03448,0.030927794531014366
1111.275534,0.028713152096042548
1111.516588,0.025049535363163327
1111.757642,0.024204904525755848
1111.998696,0.021947544798490638
1112.23975,0.0205683868675318
1112.480804,0.019434605758764635
1112.721858,0.017159557018984847
1112.962912,0.015788080853421125
1113.203966,0.014642895645700083
1113.44502,0.0138122417045789
1113.686074,0.012320385879244736
1113.927128,0.01138908315925013
1114.168182,0.010157936071875286
1114.409236,0.00938446140039184
1114.65029,0.009195877437275487
1114.891344,0.008199353248144527
1115.132398,0.007496642689958748
1115.373452,0.006811792347394748
1115.614506,0.006196318212595943
1115.85556,0.0063658978272980865
1116.096614,0.006315173811271604
1116.337668,0.00568684310157343
1116.578722,0.005854176153680922
1116.819776,0.005440414642343144
1117.06083,0.005576466203889687
1117.301884,0.0055016897866171505
1117.542938,0.005145668428803312
1117.783992,0.005217692628505706
1118.025046,0.005351919485953658
1118.2661,0.005226570249814253
1118.507154,0.005550873368003014
1118.748208,0.00581741077645241
1118.989262,0.005701648131836697
1119.230316,0.005617885114760567
1119.47137,0.006392690824080287
1119.712424,0.005923664607878296
1119.953478,0.006527704035808487
1120.194532,0.006462106052499105
1120.435586,0.006592649254154599
1120.67664,0.007084117305363248
1120.917694,0.007048080279631732
1121.158748,0.007564417001092498
1121.399802,0.008070014499384279
1121.640856,0.008102359203664119
1121.88191,0.008095070360852085
1122.122964,0.008633545706835116
1122.364018,0.00919955652401869
1122.605072,0.009063499275475624
1122.846126,0.010471479034881182
1123.08718,0.010530283817190568
1123.328234,0.010784989205741271
1123.569288,0.012768169027409976
1123.810342,0.013586209609319125
1124.051396,0.014772321767087523
1124.29245,0.015838683633419046
1124.533504,0.016917613176049486
1124.774558,0.018773668549220066
1125.015612,0.020217635720417747
1125.256666,0.021258467338261276
1125.49772,0.022752050631476783
1125.738774,0.023706642401592346
1125.979828,0.028237624165869578
1126.220882,0.02927562559874871
1126.461936,0.03088761452078939
1126.70299,0.03350367984715617
1126.944044,0.03469360163339055
1127.185098,0.03744058509340732
1127.426152,0.03965651625563217
1127.667206,0.04230288465929054
1127.90826,0.04408216500434575
1128.149314,0.044538557691344
1128.390368,0.046481541601625175
1128.631422,0.04795462632661145
1128.872476,0.049203033543322956
1129.11353,0.050403230940359485
1129.354584,0.052052627754425464
1129.595638,0.055592887976446195
1129.836692,0.05284987139844877
1130.077746,0.05603381114480962
1130.3188,0.05549846035310739
1130.559854,0.05674430386960656
1130.800908,0.056050623809926745
1131.041962,0.055782225486938855
1131.283016,0.05939174709861697
1131.52407,0.057481047167033554
1131.765124,0.058215711711434685
1132.006178,0.05762492956300736
1132.247232,0.058706783302997737
1132.488286,0.05904827200608795
