nu,[0]1-1-Dihydroperfluoropropanol-HITRAN(x-sec)-X=0.01-T=297.8K-P=0.0atm-L=15cm
571.42886,0.9999984315012301
571.548462,0.9999995657200943
571.668064,0.9999986392009259
571.787666,0.999999267970268
571.907268,0.9999986957008506
572.02687,0.9999992567702762
572.146472,0.9999994686101412
572.266074,0.9999981431017241
572.385676,0.9999986944008523
572.505278,0.9999983914012938
572.62488,0.9999996747300529
572.744482,0.9999996331800672
572.864084,0.9999993288602252
572.983686,0.9999990385504622
573.103288,0.9999986403009244
573.22289,0.9999998787900073
573.342492,0.999999262450272
573.462094,0.9999996822600504
573.581696,0.9999990495404517
573.701298,0.9999989276005751
573.8209,0.9999998639800093
573.940502,0.9999991983803213
574.060104,0.9999997484800316
574.179706,0.9999983239014046
574.299308,0.9999978393023343
574.41891,0.9999999030770047
574.538512,0.9999980407019194
574.658114,0.9999997564400297
574.777716,0.9999993441102151
574.897318,0.999999393400184
575.01692,0.9999982938014556
575.136522,0.9999986670008885
575.256124,0.9999992354902922
575.375726,0.9999987779007468
575.495328,0.9999996008800797
575.61493,0.9999989616005391
575.734532,0.9999989409005609
575.854134,0.9999986703008841
575.973736,0.9999990763504266
576.093338,0.999997460703224
576.21294,0.999998052701896
576.332542,0.9999997115000416
576.452144,0.9999990321304684
576.571746,0.9999994051401769
576.691348,0.999998982200518
576.81095,0.9999990792404239
576.930552,0.9999989799005203
577.050154,0.9999977391025558
577.169756,0.9999980224019555
577.289358,0.9999989771005232
577.40896,0.9999982901014619
577.528562,0.999998203901613
577.648164,0.9999983720013252
577.767766,0.9999984979011282
577.887368,0.9999983521013578
578.00697,0.9999994316501615
578.126572,0.9999991613803516
578.246174,0.9999997418400334
578.365776,0.9999986159009578
578.485378,0.9999992696802666
578.60498,0.9999997586000291
578.724582,0.9999989595005413
578.844184,0.9999981456017194
578.963786,0.999998067601867
579.083388,0.9999984380012199
579.20299,0.9999987056008377
579.322592,0.9999970922042276
579.442194,0.9999973137036081
579.561796,0.9999978060024068
579.681398,0.9999991182503888
579.801,0.999997367503465
579.920602,0.9999980577018862
580.040204,0.9999990340204665
580.159806,0.9999986730008804
580.279408,0.999998936000566
580.39901,0.9999986453009176
580.518612,0.9999988062007126
580.638214,0.999998427101237
580.757816,0.9999981251017577
580.877418,0.9999971646040198
580.99702,0.9999972021039141
581.116622,0.9999971122041696
581.236224,0.999997445803262
581.355826,0.9999970790042662
581.475428,0.9999977394025552
581.59503,0.9999970244044271
581.714632,0.9999969225047355
581.834234,0.9999977681024906
581.953836,0.9999980304019397
582.073438,0.9999984526011972
582.19304,0.9999983922012925
582.312642,0.9999977189026017
582.432244,0.9999979492021029
582.551846,0.9999977119026177
582.671448,0.9999973562034948
582.79105,0.9999970036044892
582.910652,0.9999961700073344
583.030254,0.9999983814013099
583.149856,0.9999962489070353
583.269458,0.9999967027054361
583.38906,0.9999964010064764
583.508662,0.9999966198057129
583.628264,0.9999959977080092
583.747866,0.9999968957048183
583.867468,0.9999968423049855
583.98707,0.999997375503444
584.106672,0.9999973742034474
584.226274,0.9999975194030767
584.345876,0.9999970975042123
584.465478,0.9999971099041763
584.58508,0.9999968840048548
584.704682,0.9999968121050814
584.824284,0.9999958410086486
584.943886,0.9999954917101623
585.063488,0.9999959681081281
585.18309,0.9999961829072851
585.302692,0.9999959260082987
585.422294,0.999996666205557
585.541896,0.9999962205071423
585.661498,0.9999956653093948
585.7811,0.9999960023079908
585.900702,0.9999955043101056
586.020304,0.9999956238095755
586.139906,0.9999957997088212
586.259508,0.999995678209339
586.37911,0.9999961263075028
586.498712,0.999995626909562
586.618314,0.999994494915153
586.737916,0.9999943076162017
586.857518,0.9999937211197123
586.97712,0.9999938965186264
587.096722,0.999993733919632
587.216324,0.9999936953198746
587.335926,0.999994567514756
587.455528,0.9999950922120432
587.57513,0.9999946973140593
587.694732,0.9999950366123177
587.814334,0.9999956010096755
587.933936,0.9999955931097104
588.053538,0.9999964199064085
588.17314,0.9999963320067271
588.292742,0.9999967321053396
588.412344,0.9999962746069393
