nu,[0]Methylisothiocyanate-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
695.463909,0.903408903738936
695.581912,0.9009189329050006
695.699914,0.9081116004035317
695.817916,0.9096985482601622
695.935919,0.9068375063398907
696.053921,0.907499739405179
696.171923,0.9094265890541597
696.289926,0.9048401325522855
696.407928,0.9109429565349052
696.525931,0.9110914523388997
696.643933,0.9150944454155002
696.761935,0.9168448628918892
696.879938,0.9155182322428076
696.99794,0.9117987336955887
697.115942,0.9126525768465851
697.233945,0.9157388987260213
697.351947,0.9145656736558099
697.469949,0.915100851099038
697.587952,0.9170401716473292
697.705954,0.9177153616531047
697.823956,0.9168897893908611
697.941959,0.9202968481042784
698.059961,0.9217290229304217
698.177964,0.9252539857226949
698.295966,0.9212968333750401
698.413968,0.9220544507101399
698.531971,0.925497359523192
698.649973,0.9266280819647431
698.767975,0.9266169624944764
698.885978,0.9250930055348617
699.00398,0.9285732598588332
699.121982,0.92466108796188
699.239985,0.9253067267029849
699.357987,0.9272222409729005
699.47599,0.925947260557016
699.593992,0.9283587842086972
699.711994,0.9295441261046483
699.829997,0.9307253970931062
699.947999,0.9308156818353635
700.066001,0.9280580446850473
700.184004,0.9332912143382123
700.302006,0.9360054311600112
700.420008,0.9330579206975479
700.538011,0.9316873331827544
700.656013,0.9350745689367612
700.774015,0.9371883528773842
700.892018,0.9392223813165514
701.01002,0.9372089712479488
701.128023,0.9401987405015025
701.246025,0.9422204579432981
701.364027,0.939111559614165
701.48203,0.9432536976771495
701.600032,0.9415046424396072
701.718034,0.9412617655743206
701.836037,0.9407940747076375
701.954039,0.9460233758828318
702.072041,0.9432923718715698
702.190044,0.9473222107515208
702.308046,0.9432263437165511
702.426049,0.9455079336137523
702.544051,0.9476339310340328
702.662053,0.9478651819246665
702.780056,0.9477751390094898
702.898058,0.9494408942586646
703.01606,0.9481457915466914
703.134063,0.9505248245836685
703.252065,0.9482813860896614
703.370067,0.9507520271663711
703.48807,0.9522020779137877
703.606072,0.9496032625336747
703.724074,0.9535790045062481
703.842077,0.9492851987193893
703.960079,0.9543937088053175
704.078082,0.9519288351296415
704.196084,0.9552864842305211
704.314086,0.9551775877785346
704.432089,0.9555196025719545
704.550091,0.9570439153730042
704.668093,0.9567520614887952
704.786096,0.9543478990067388
704.904098,0.9555272467593517
705.0221,0.9541589568286283
705.140103,0.9574373412657053
705.258105,0.9584201760858895
705.376108,0.9598723232304881
705.49411,0.9565980368062152
705.612112,0.9564134312001257
705.730115,0.9597590649787152
705.848117,0.9553514459201212
705.966119,0.9603936754363162
706.084122,0.9607711843264007
706.202124,0.9642757283593357
706.320126,0.9594433561832818
706.438129,0.9609402949361393
706.556131,0.9611075130950161
706.674133,0.9663666131977835
706.792136,0.9659588925221273
706.910138,0.9632570273927659
707.028141,0.9651198388661408
707.146143,0.9652124948180865
707.264145,0.9653186740322662
707.382148,0.9661047633278668
707.50015,0.964204374595559
707.618152,0.9660641877798996
707.736155,0.9662980036039158
707.854157,0.9650291218650533
707.972159,0.966576337507112
708.090162,0.9693951099427268
708.208164,0.965667216981809
708.326167,0.9686644615189013
708.444169,0.9692458345902928
708.562171,0.9680873095082196
708.680174,0.9701389212072082
708.798176,0.9690142125157662
708.916178,0.9694513364896576
709.034181,0.9685695370530473
709.152183,0.968834961467684
709.270185,0.9708444686383418
709.388188,0.9721657153598124
709.50619,0.9694193451234139
709.624192,0.9709201974602814
709.742195,0.9720286496573058
709.860197,0.9736143483495946
709.9782,0.9708454394832959
710.096202,0.9709095173968497
710.214204,0.9717604067692218
710.332207,0.9730712230892556
710.450209,0.9712357978067343
710.568211,0.9711571308931649
710.686214,0.9723300252495028
710.804216,0.9714388073022292
710.922218,0.9725031153985635
711.040221,0.9713970363315975
711.158223,0.9728192302769534
711.276226,0.9754796307181234
711.394228,0.9770865923569003
711.51223,0.9763862723648997
711.630233,0.9752796778896914
711.748235,0.9740340665765139
711.866237,0.9736055858598907
711.98424,0.9772546657046792
712.102242,0.9744588380229876
712.220244,0.9738509653840489
712.338247,0.978149262939619
712.456249,0.9800418540649001
712.574251,0.9756405981366387
712.692254,0.9789409058697262
712.810256,0.9779575644711465
712.928259,0.9785924649334032
713.046261,0.9751343720432402
713.164263,0.9716554623123934
713.282266,0.9721676596931875
713.400268,0.9798311677158703
713.51827,0.9798439056038467
713.636273,0.9771012487657084
713.754275,0.9764585276224663
713.872277,0.9757645123609888
713.99028,0.9787940757463802
714.108282,0.9782079536560992
714.226285,0.9797625819346605
714.344287,0.9786130155909479
714.462289,0.976814023222795
714.580292,0.9755303569777921
714.698294,0.9779781017956415
714.816296,0.9792228814531516
