nu,[0]2-3-Dimethylfuran-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
616.863737,0.8160252343888849
616.98354,0.8173891350704015
617.103342,0.8184769858804756
617.223144,0.8203206324232789
617.342947,0.8217245807384251
617.462749,0.8231638577547912
617.582552,0.8245726721445623
617.702354,0.8256535701787067
617.822156,0.8274389093624713
617.941959,0.82752165739074
618.061761,0.8287472961926718
618.181564,0.8280597213198766
618.301366,0.8265540232279609
618.421168,0.8245231992684348
618.540971,0.8198941765825469
618.660773,0.8145495645986712
618.780576,0.8100575374091333
618.900378,0.8091426893783459
619.02018,0.8097983604676847
619.139983,0.8129464815117029
619.259785,0.8141261089330949
619.379588,0.8176016838756671
619.49939,0.8211659979631907
619.619192,0.8239215169737261
619.738995,0.8268102946951867
619.858797,0.8292115246503761
619.9786,0.8324517639561565
620.098402,0.835487409900819
620.218204,0.8379976355863809
620.338007,0.8392387903149958
620.457809,0.842720440950876
620.577612,0.8436310706786427
620.697414,0.8460303883377849
620.817216,0.8477834850707757
620.937019,0.8498631010985921
621.056821,0.8504837276635292
621.176624,0.8517433754899351
621.296426,0.8529195927513559
621.416228,0.8537729389460924
621.536031,0.8552683496920095
621.655833,0.8551571720332539
621.775636,0.8570663004138739
621.895438,0.8564237416782092
622.01524,0.8575721187328492
622.135043,0.8568349237500174
622.254845,0.8580010120065987
622.374647,0.8577522277885721
622.49445,0.8577007641988279
622.614252,0.8578122725460592
622.734055,0.8577179183856531
622.853857,0.857863742826505
622.973659,0.85709201278857
623.093462,0.8573577525000615
623.213264,0.8565864776485558
623.333067,0.8569377501103256
623.452869,0.8566807073436353
623.572671,0.8570577297937229
623.692474,0.8556960907932195
623.812276,0.8549263107644788
623.932079,0.854541680472941
624.051881,0.855790222540358
624.171683,0.8547724378775164
624.291486,0.8543707892265406
624.411288,0.8542597282430615
624.531091,0.8543793329771516
624.650893,0.8540974343131069
624.770695,0.8540376495851949
624.890498,0.8550203578311567
625.0103,0.8548835655175806
625.130103,0.8561668530909206
625.249905,0.8555591903710185
625.369707,0.8559442786450487
625.48951,0.8571177259346489
625.609312,0.8573234588758386
625.729115,0.8586275814153729
625.848917,0.8595554001352262
625.968719,0.8601314952236208
626.088522,0.8603379515562433
626.208324,0.8618190061747626
626.328127,0.8622758913119016
626.447929,0.8644169893865838
626.567731,0.8649876929110255
626.687534,0.8673957042822847
626.807336,0.8679162978673118
626.927139,0.8696538674534428
627.046941,0.8710899808024357
627.166743,0.8728513609586865
627.286546,0.8740042855179564
627.406348,0.8752462531917483
627.526151,0.8768581888236218
627.645953,0.879413562418416
