nu,[0]Dimethylamine-PNNL(x-sec)-X=0.01-T=278.27K-P=1.0atm-L=15cm
648.893978,0.9729427861648313
649.01698,0.9730546810190711
649.139983,0.9728474424437058
649.262985,0.9725235381784253
649.385988,0.9725225656553734
649.50899,0.9728046380979408
649.631993,0.9729243004275092
649.754995,0.9730751153819326
649.877998,0.9725157580212406
650.001,0.9721316901552194
650.124002,0.9715825908854326
650.247005,0.9715340129703464
650.370007,0.9724078147630619
650.49301,0.9716525473503789
650.616012,0.9717390282754371
650.739015,0.9712804756810166
650.862017,0.9710007871810977
650.98502,0.9705979054581572
651.108022,0.9706260532055558
651.231025,0.9696103395467363
651.354027,0.9693311319767668
651.47703,0.9690539429129469
651.600032,0.9694183757045535
651.723034,0.9693631204319286
651.846037,0.9694193451234139
651.969039,0.9684368521155967
652.092042,0.9689686699180374
652.215044,0.9692526193348816
652.338047,0.9682751366649094
652.461049,0.9684988340575331
652.584052,0.9681357150838243
652.707054,0.9678569321445505
652.830057,0.9675056638372369
652.953059,0.9676537035285516
653.076062,0.967044273685886
653.199064,0.9674398756889184
653.322066,0.9678066048925988
653.445069,0.967448582686981
653.568071,0.9665096460407061
653.691074,0.9661965476400688
653.814076,0.9661202211277421
653.937079,0.9661936490547737
654.060081,0.9660477648283028
654.183084,0.9659105957849297
654.306086,0.9667658050364747
654.429089,0.966041002517617
654.552091,0.9660902718651031
654.675094,0.9654615517687147
654.798096,0.9651516883463369
654.921098,0.965234694960768
655.044101,0.9649934164480986
655.167103,0.9642024461887382
655.290106,0.9647155383605268
655.413108,0.9641744847232419
655.536111,0.9642091956294845
655.659113,0.9641233848297107
655.782116,0.9640375816667582
655.905118,0.9637975661920899
656.028121,0.963043208067508
656.151123,0.9636905905994978
656.274125,0.963273402901423
656.397128,0.9628949108326458
656.52013,0.9635113608185326
656.643133,0.9621681995429993
656.766135,0.9621056606425652
656.889138,0.961580494335303
657.01214,0.9613756995014336
657.135143,0.960964318743809
657.258145,0.9610738749207293
657.381148,0.9606645446435523
657.50415,0.9601920139396728
657.627153,0.959720675383913
657.750155,0.9597187559444817
657.873157,0.9596678921983178
657.99616,0.9598963203385315
658.119162,0.9597849788233049
658.242165,0.9590328022916353
658.365167,0.9588237559276174
658.48817,0.9582390517893944
658.611172,0.9583808816642111
658.734175,0.9583243388602221
658.857177,0.9580196401701239
658.98018,0.9578251819213494
659.103182,0.9569252492849475
659.226185,0.9563455282570934
659.349187,0.9557441760649108
659.472189,0.9558512254072813
659.595192,0.9560969107414241
659.718194,0.9550677486718097
659.841197,0.9553476245219803
659.964199,0.9542343383637492
660.087202,0.9553638655696457
660.210204,0.9552119747906571
660.333207,0.9541389197009255
660.456209,0.953658154848316
660.579212,0.9534207235291846
660.702214,0.9529374617395708
660.825217,0.9525516002098003
660.948219,0.9530146528001675
661.071221,0.9526487654283636
661.194224,0.9515823960893849
661.317226,0.951657574068167
661.440229,0.9509469513109824
661.563231,0.9510610717922316
661.686234,0.9507092442877706
661.809236,0.9505533407561464
661.932239,0.9497419147313687
662.055241,0.9500553812823663
662.178244,0.9495358430954531
662.301246,0.9493658913906704
662.424248,0.9493554484233016
662.547251,0.9482282838189178
662.670253,0.9477144833415952
662.793256,0.9467350530185608
662.916258,0.9477855645933595
663.039261,0.9473439994129368
663.162263,0.9473155795192549
663.285266,0.9465637094810223
663.408268,0.9456147820470734
663.531271,0.9457358284859823
663.654273,0.9451827348219882
663.777276,0.9450551437653774
663.900278,0.9451241353090329
664.02328,0.9438084939455017
664.146283,0.9440869585227214
664.269285,0.9431669223286904
664.392288,0.9432763360375529
664.51529,0.943662214965854
664.638293,0.9431631496685464
664.761295,0.9418643659158288
664.884298,0.9412862386983748
665.0073,0.940962491919901
665.130303,0.9408298255617384
665.253305,0.9405316297735649
665.376308,0.9396817733732189
665.49931,0.9402166044472791
665.622312,0.9389096723325085
665.745315,0.9382395300957113
665.868317,0.9368032476089053
665.99132,0.9371293118709642
666.114322,0.9378830668065893
666.237325,0.9368041844126214
