nu,[0](Perfluorohexyl)ethylene-HITRAN(x-sec)-X=0.01-T=298.0K-P=0.9211atm-L=15cm
707.390255,0.11393809550082835
707.45052,0.11416619972001445
707.510785,0.11510621133816043
707.57105,0.1163211940538352
707.631315,0.11707974443319051
707.69158,0.11747849305278886
707.751845,0.11807916377574842
707.81211,0.1186829057444147
707.872375,0.11892050908003803
707.93264,0.11912284588302718
707.992905,0.11977982657615194
708.05317,0.12068155252092963
708.113435,0.12141995984396593
708.1737,0.12216288521771773
708.233965,0.12311948159836171
708.29423,0.12388519363876746
708.354495,0.12422013562980279
708.41476,0.12473048368448474
708.475025,0.12595885159633863
708.53529,0.12742848164975124
708.595555,0.12838778816481075
708.65582,0.12922502686588472
708.716085,0.13058903817552123
708.77635,0.13220520237919386
708.836614,0.13350718264565023
708.896879,0.13483546791718404
708.957144,0.13644959499350295
709.017409,0.1380830449249931
709.077674,0.13945685621505094
709.137939,0.1410698670974127
709.198204,0.14330214151241144
709.258469,0.14565710724914513
709.318734,0.14781408164594753
