nu,[0]o-Toluidine-PNNL(x-sec)-X=0.01-T=298.15K-P=1.0atm-L=15cm
671.097422,0.5947465087082442
671.232425,0.5965274619675797
671.367427,0.5990201751789027
671.50243,0.5997754163016171
671.637433,0.6022997704830654
671.772435,0.6016315886473536
671.907438,0.6048105563419746
672.042441,0.6063426643489094
672.177444,0.6068582747169684
672.312446,0.6085781160620845
672.447449,0.6111150742392804
672.582452,0.6113901379073716
672.717454,0.614288863340918
672.852457,0.6142765776865081
672.98746,0.617047051176277
673.122462,0.6172013322233985
673.257465,0.6190000038981779
673.392468,0.6209467186530979
673.527471,0.6215990551243977
673.662473,0.6234417141174892
673.797476,0.6254274143584164
673.932479,0.626660720772659
674.067481,0.629512228469596
674.202484,0.6316814795081473
674.337487,0.6336427304629677
674.472489,0.634993827886794
674.607492,0.6358834418302924
674.742495,0.6389174622533786
674.877498,0.6404527057180276
675.0125,0.6426275246256908
675.147503,0.6430453683011805
675.282506,0.6448677641673414
675.417508,0.647232304653748
675.552511,0.6485929206402804
675.687514,0.649975895907035
675.822516,0.6514790757308503
675.957519,0.6523656900349143
676.092522,0.655334163603927
676.227525,0.6554783529801697
676.362527,0.6571388128091902
676.49753,0.6586453850573628
676.632533,0.6591461458149911
676.767535,0.6629670422911205
676.902538,0.6629537830828672
677.037541,0.6667167406192327
677.172543,0.6688737173335332
677.307546,0.6680247868974498
677.442549,0.6682051779416072
677.577552,0.6642743746640192
677.712554,0.6571322414539189
677.847557,0.6492937793901734
677.98256,0.6567446477828376
678.117562,0.6690008154137618
678.252565,0.6744821956839916
678.387568,0.6758054771797716
678.52257,0.6788873981542024
678.657573,0.6787652094198506
678.792576,0.6783445054217263
678.927579,0.6826793517489393
679.062581,0.688651459677031
679.197584,0.6896162469140629
679.332587,0.6918542271242202
679.467589,0.6932878486607472
679.602592,0.693717820404384
679.737595,0.6949398388290658
679.872597,0.695349974312045
680.0076,0.6922279292973731
680.142603,0.6903752421565197
680.277606,0.6930591014160604
680.412608,0.6975716824705867
680.547611,0.6991709520882624
680.682614,0.7003255364293431
680.817616,0.7018188196039457
680.952619,0.6998634740726504
681.087622,0.7001084691602151
681.222624,0.6983743513515736
681.357627,0.6922486964467577
681.49263,0.6962475545937173
681.627633,0.6998914691715116
681.762635,0.7065155974720335
681.897638,0.7111655750424535
682.032641,0.7145159203892929
682.167643,0.715538409060609
682.302646,0.7146016674444601
