nu,[0]2-Butanone-PNNL(x-sec)-X=0.01-T=278.15K-P=1.0atm-L=15cm
598.992022,0.9143644913384719
599.111224,0.9151795531563724
599.230426,0.9170575955761172
599.349628,0.9181027192624294
599.46883,0.9182762570751767
599.588032,0.9191839623497351
599.707234,0.9198929264552496
599.826436,0.9213604050497405
599.945638,0.9215926171293062
600.06484,0.92075987386009
600.184042,0.9241295606650444
600.303244,0.9237461264654678
600.422446,0.9266123294212467
600.541648,0.9254723714318256
600.66085,0.9281183704185169
600.780052,0.9288351544435143
600.899254,0.9297105293958713
601.018456,0.9292866780399205
601.137658,0.9327911042887935
601.25686,0.9331213707934342
601.376062,0.9344277211701969
601.495264,0.9350091160078149
601.614466,0.9368753842361958
601.733668,0.9379384035399485
601.85287,0.9381832374127029
601.972072,0.9395718370371353
602.091274,0.9400125995794426
602.210476,0.9410895304312168
602.329678,0.9415733747872055
602.44888,0.9430707242088003
602.568082,0.9441917579913802
602.687284,0.9451940770828595
602.806486,0.9456979998094214
602.925688,0.9471308709909154
603.04489,0.9482463003274666
603.164092,0.9490014048742664
603.283294,0.9509536079629398
603.402496,0.9501313887531272
603.521698,0.9518593468610298
603.6409,0.9525306443051116
603.760102,0.9539643282542248
603.879304,0.9549063558603609
603.998506,0.9560949985495149
604.117708,0.9565970802086567
604.23691,0.9580934105225392
604.356112,0.9583243388602221
604.475314,0.95912487386002
604.594516,0.9604320919516588
604.713718,0.9608845620153034
604.83292,0.9626099361173779
604.952122,0.9619113349266735
605.071324,0.9640240852350901
605.190526,0.9644811409651421
605.309728,0.9655870699289483
605.42893,0.9657048787376709
605.548132,0.967581132222245
605.667334,0.9672502760546545
605.786536,0.9682848194646899
605.905738,0.9690471595590883
606.02494,0.9694154674537888
606.144142,0.9702922152666708
