nu,[0]Hexachloro-1-3-butadiene-PNNL(x-sec)-X=0.01-T=298.15K-P=1.0atm-L=15cm
629.700994,0.9906813898784192
629.820396,0.9912576386347216
629.939799,0.9891305045481472
630.059201,0.9929230603132825
630.178604,0.9903683840167484
630.298006,0.9929490752382567
630.417408,0.9919655501218825
630.536811,0.9924899424735951
630.656213,0.9929502667778619
630.775616,0.9926008097919938
630.895018,0.9940817820557635
631.01442,0.9930568160577538
631.133823,0.993415473625759
631.253225,0.9932554472834259
631.372627,0.9973497182143195
631.49203,0.9957774401815536
631.611432,0.9948579657529428
631.730835,0.9933220969600102
631.850237,0.995070291097143
631.969639,0.9950576537846931
632.089042,0.9950771571058392
632.208444,0.9943037853034367
632.327847,0.9956521792586559
632.447249,0.9957191889051693
632.566651,0.9936491524247052
632.686054,0.9949179574970106
632.805456,0.994097289852524
632.924858,0.9972222650647614
633.044261,0.9947478410716476
633.163663,0.9975865171443444
633.283066,0.996491768275635
633.402468,0.9964276959148833
633.52187,0.9955522207978571
633.641273,0.9968897468898499
633.760675,0.995476362608866
633.880078,0.996520069043723
633.99948,0.9958864837812815
634.118882,0.9969068935409572
634.238285,0.9970149641055358
634.357687,0.994357479157564
634.47709,0.9970732911869865
634.596492,0.9954423178994326
634.715894,0.9965814565706925
634.835297,0.9944302687891063
634.954699,0.9985181989529255
635.074101,0.9957824190812017
635.193504,0.9970026011966311
635.312906,0.9952086154809274
635.432309,0.9963980028119744
635.551711,0.9949881016855677
635.671113,0.9947948937573174
635.790516,0.9965287388060371
635.909918,0.9935602248051335
636.029321,0.9959136718534043
636.148723,0.9953641787444795
636.268125,0.9954184275704882
636.387528,0.9925283525775995
636.50693,0.994937259092611
636.626333,0.9920356845654995
636.745735,0.994893184348296
636.865137,0.9945467233918656
636.98454,0.9925104872280418
637.103942,0.9934436870258383
637.223344,0.9932233656505998
637.342747,0.9928212909153711
637.462149,0.9912438602493046
637.581552,0.992647066067493
637.700954,0.9914896200629307
637.820356,0.9920119751959665
637.939759,0.9906206629705184
638.059161,0.9938752333226089
638.178564,0.9909657562419356
638.297966,0.9897390069037394
638.417368,0.9886854959555433
638.536771,0.9917409945419857
638.656173,0.9909498018216936
638.775576,0.9869972754382834
638.894978,0.9878968396454901
639.01438,0.9878800455419665
639.133783,0.987336860906386
639.253185,0.9852951874653517
639.372587,0.9872687370132848
639.49199,0.9845486166993194
639.611392,0.9848400862252241
639.730795,0.9851089842716768
639.850197,0.9858431639129183
639.969599,0.9824832340150973
640.089002,0.9834101526782347
640.208404,0.9827632816416828
640.327807,0.983195792631045
640.447209,0.9832872340917217
640.566611,0.9806320168822321
640.686014,0.9823673078332628
640.805416,0.9792473623311977
640.924818,0.9807202777354304
641.044221,0.9772703019044198
641.163623,0.9791553174053178
641.283026,0.9782862134227407
641.402428,0.9784858041678428
641.52183,0.9748126307906924
641.641233,0.9777747035046236
641.760635,0.974278579812352
641.880038,0.9738392792425813
641.99944,0.9753050354909639
642.118842,0.9723465550004347
642.238245,0.9736873721640796
642.357647,0.9698207678210599
642.47705,0.9734585825154577
642.596452,0.9696481550873768
642.715854,0.9691702363635639
642.835257,0.9684891491176173
642.954659,0.9685966573797675
643.074061,0.9662448586752166
643.193464,0.9658246335672802
643.312866,0.9643750538745329
643.432269,0.9656170035920855
643.551671,0.9637002275535885
643.671073,0.9614564584520202
643.790476,0.9609748894094537
643.909878,0.95988000223979
644.029281,0.9606578200152761
644.148683,0.957593416272099
644.268085,0.9580311364747837
644.387488,0.9566573477231166
644.50689,0.9551183686039056
644.626293,0.9537592479705707
644.745695,0.9525144514217982
644.865097,0.9501313887531272
644.9845,0.948124932568727
645.103902,0.9475382248402425
645.223304,0.945472004994923
645.342707,0.9454020426551919
645.462109,0.9407790221228632
645.581512,0.9403313178703981
645.700914,0.9384225046435185
645.820316,0.9358210562515975
645.939719,0.9325989691119128
646.059121,0.9324115355568245
646.178524,0.9285351891356342
646.297926,0.9265808251376222
646.417328,0.9233970164156202
646.536731,0.9216248734353878
646.656133,0.9189312215135467
646.775536,0.9136259832269262
646.894938,0.9119646961672482
647.01434,0.9072030355041252
647.133743,0.9051052895547271
647.253145,0.9005766487486053
647.372547,0.8969187506602
647.49195,0.8907958520875792
647.611352,0.88912272911404
647.730755,0.8824969025845955
