nu,[0]2-(Perfluorononyl)ethanol-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
829.426748,0.862594992421752
829.487013,0.8674564241067536
829.547278,0.8699582995795658
829.607543,0.872135916215134
829.667808,0.8751849880983282
829.728073,0.8718394404073642
829.788338,0.8652904915902221
829.848603,0.8634580188554718
829.908868,0.8691235403605041
829.969133,0.8743452136659761
830.029398,0.8744938649873035
830.089663,0.8743452136659761
830.149928,0.8781920267306348
830.210193,0.8832915073154146
830.270458,0.8817735517388545
830.330723,0.8789124395214309
830.390988,0.8777091539181288
830.451253,0.8780427467752463
830.511518,0.8786751651962355
830.571783,0.8836183856418826
830.632048,0.8920170787541957
830.692313,0.8952878431100538
830.752578,0.8880830638437596
830.812843,0.8802405998137676
830.873108,0.8827705190327548
830.933373,0.8928738263228345
830.993638,0.8968559685450535
831.053903,0.8921955000114775
831.114168,0.8896029850451929
831.174433,0.8923471861394351
831.234698,0.8980585610999676
831.294963,0.8975647646978211
831.355228,0.8943125110136224
831.415493,0.8920438396679701
831.475758,0.8909740290751015
831.536022,0.8916781766597451
831.596287,0.8970353576770776
831.656552,0.9034540753134029
831.716817,0.9024066761949764
831.777082,0.8939101609192273
831.837347,0.8934186455098495
831.897612,0.9030837350674626
831.957877,0.9098823259278302
832.018142,0.9032372723527236
832.078407,0.8928738263228345
832.138672,0.8949566478829986
832.198937,0.9050021134328686
832.259202,0.9050021134328686
832.319467,0.8963359429053108
832.379732,0.8961835787463374
832.439997,0.908512165937518
832.500262,0.9189036539904162
832.560527,0.9160438905576187
832.620792,0.910225416233164
832.681057,0.9120048234966742
832.741322,0.9180228478003125
832.801587,0.917299730741785
832.861852,0.9123487141344446
832.922117,0.910599595767863
832.982382,0.9150084305803918
833.042647,0.9201634147354563
833.102912,0.9228145366899421
833.163177,0.9200999256502381
833.223442,0.91513379532267
833.283707,0.9107562323686965
833.343972,0.9121607896562188
833.404237,0.9177713439976097
833.464502,0.9193760918747022
833.524767,0.9162005474566871
833.585032,0.9144760506113925
833.645297,0.9172676258130484
833.705561,0.921708745114974
833.765826,0.9245547580508514
833.826091,0.9274410912450864
833.886356,0.9279494682456647
833.946621,0.9252835943239732
834.006886,0.9231311163663375
834.067151,0.9256324920021133
834.127416,0.9331456322644726
834.187681,0.9376317478229331
834.247946,0.9396573419647208
834.308211,0.9420094241973808
834.368476,0.9427520201680348
834.428741,0.9374704890309613
834.489006,0.93260269951525
834.549271,0.9376636278443164
834.609536,0.9489406707278678
834.669801,0.9491029534573402
834.730066,0.9370852678283493
834.790331,0.9315168500004689
834.850596,0.9407517399268155
834.910861,0.9476737324949611
834.971126,0.9429462470888755
835.031391,0.9384027979778418
835.091656,0.943624469232175
835.151921,0.9538613056700931
835.212186,0.9518707692417262
835.272451,0.944756553519691
835.332716,0.9438179320776318
835.392981,0.9507624854961906
835.453246,0.953893737505824
835.513511,0.9494931149439045
835.573776,0.9463763084198623
835.634041,0.9458247318322518
835.694306,0.9458247318322518
835.754571,0.946732212817662
835.814836,0.9507624854961906
835.8751,0.9523925373746818
835.935365,0.9513159903170285
835.99563,0.949851141331972
836.055895,0.9511209905271748
836.11616,0.9492975395071876
836.176425,0.9429132445477753
836.23669,0.939077752206556
836.296955,0.9441417171543006
836.35722,0.9527507042998968
836.417485,0.9583157139799843
836.47775,0.961274760352384
836.538015,0.9619988728410666
836.59828,0.9551365160253091
836.658545,0.9463431858287163
836.71881,0.9476405644947672
836.779075,0.957363621428678
836.83934,0.9597609844987647
836.899605,0.9480310728465355
836.95987,0.941106470195222
837.020135,0.9483875995527463
837.0804,0.9556925672728532
837.140665,0.9487129522941983
837.20093,0.9400107195561235
837.261195,0.9460195917968964
837.32146,0.9575608586494285
837.381725,0.9555291578157563
837.44199,0.946732212817662
837.502255,0.9487452090829386
837.56252,0.9593992228039728
837.622785,0.9599577556689428
837.68305,0.9507624854961906
837.743315,0.9505666485960717
837.80358,0.9599577556689428
837.863845,0.9636809537417762
837.92411,0.9564784695247253
837.984375,0.9527840511581139
838.044639,0.9575608586494285
838.104904,0.9603523793961436
838.165169,0.9515119815974425
838.225434,0.9458247318322518
838.285699,0.9492975395071876
838.345964,0.9559219610151467
838.406229,0.9570037203726595
838.466494,0.9547764974265375
838.526759,0.9558569605318391
838.587024,0.9599251176600994
838.647289,0.9605175742117467
838.707554,0.9611094353119645
838.767819,0.9618343850979135
838.828084,0.9594318429320873
838.888349,0.9579544970494835
838.948614,0.9599913547783722
839.008879,0.965168096064504
839.069144,0.965895141339033
839.129409,0.9605175742117467
839.189674,0.9566429979705242
839.249939,0.958118321275051
839.310204,0.9579544970494835
839.370469,0.9540578213394801
839.430734,0.9516423476687934
839.490999,0.9566095160515322
839.551264,0.9653659758061778
839.611529,0.9685588828467379
839.671794,0.9625926092944697
839.732059,0.9533063199067158
839.792324,0.9487129522941983
839.852589,0.9512836461232121
839.912854,0.9564459498095996
839.973119,0.959596879401801
840.033384,0.9575608586494285
840.093649,0.9551365160253091
840.153913,0.9558894602209888
840.214178,0.9599577556689428
840.274443,0.9640443299534489
840.334708,0.9642419792994551
840.394973,0.9607145004987148
840.455238,0.9579544970494835
840.515503,0.9593992228039728
840.575768,0.9649692919142453
840.636033,0.9653331539209756
840.696298,0.9593992228039728
840.756563,0.956249898485836
840.816828,0.9597609844987647
840.877093,0.9638457572751665
840.937358,0.9621633887140286
840.997623,0.9542534232413646
841.057888,0.9513159903170285
841.118153,0.9548089603793171
841.178418,0.9557260170980763
841.238683,0.952228739945236
841.298948,0.9494931149439045
841.359213,0.9523925373746818
841.419478,0.9564459498095996
841.479743,0.9584795999789284
841.540008,0.9590711643709635
841.600273,0.957593416272099
841.660538,0.9517070615486819
841.720803,0.9456630096307508
841.781068,0.9491029534573402
841.841333,0.9582821735169565
841.901598,0.9590049907436383
841.961863,0.95001357976523
842.022128,0.9469272597426459
842.082393,0.9561189012232608
842.142658,0.9627572267050464
842.202923,0.9570037203726595
842.263188,0.9503718024055263
842.323452,0.9535017677350146
842.383717,0.9614718418784225
842.443982,0.9588736160592778
842.504247,0.9494931149439045
842.564512,0.948550736249223
842.624777,0.9579544970494835
842.685042,0.9644078431837797
842.745307,0.9627244935158058
842.805572,0.9571673820015136
842.865837,0.9527507042998968
842.926102,0.9546132446039917
842.986367,0.9577571787475742
843.046632,0.9599913547783722
843.106897,0.9555291578157563
843.167162,0.9489406707278678
843.227427,0.9496554921494152
843.287692,0.9570037203726595
843.347957,0.9584795999789284
843.408222,0.9483875995527463
843.468487,0.9387237866206795
843.528752,0.9417833690632745
843.589017,0.9531423653201905
843.649282,0.9566429979705242
843.709547,0.9492975395071876
843.769812,0.9420094241973808
843.830077,0.9414293250809466
843.890342,0.9450797155185466
843.950607,0.9478357985594713
844.010872,0.9491029534573402
844.071137,0.9468950647631325
844.131402,0.9437858428134617
844.191667,0.9450797155185466
844.251932,0.9521963647184599
844.312197,0.9556925672728532
844.372462,0.949070684505498
844.432727,0.9405259866007157
844.492991,0.9432687898570494
844.553256,0.9536657841440719
844.613521,0.9568065979105733
844.673786,0.9489074583856117
844.734051,0.9438179320776318
844.794316,0.9469272597426459
844.854581,0.9529793919103444
844.914846,0.9500458807760561
844.975111,0.9409135631424804
845.035376,0.9370852678283493
845.095641,0.9398180371092401
845.155906,0.9427199671442537
845.216171,0.9420094241973808
845.276436,0.9394637924885566
845.336701,0.9420094241973808
845.396966,0.9480310728465355
845.457231,0.9505999190110014
845.517496,0.9463763084198623
845.577761,0.9438179320776318
845.638026,0.9480310728465355
845.698291,0.9557260170980763
845.758556,0.957593416272099
845.818821,0.9492975395071876
845.879086,0.9454682231144669
845.939351,0.9512836461232121
845.999616,0.9577246155570742
846.059881,0.9557260170980763
846.120146,0.9461813749791615
846.180411,0.9425257868322807
846.240676,0.9463431858287163
846.300941,0.9509250797826257
846.361206,0.9491352235063455
846.421471,0.9447244323429345
846.481736,0.9405259866007157
846.542001,0.9354496090294179
846.602266,0.9301141113365755
846.66253,0.9301141113365755
846.722795,0.9371499289426123
846.78306,0.9420094241973808
846.843325,0.9401724153053229
846.90359,0.9338812408144013
846.963855,0.9331456322644726
847.02412,0.936218864728818
847.084385,0.9382095069111217
847.14465,0.9347772624980685
847.204915,0.9303048042747578
847.26518,0.9283318621943262
847.325445,0.9279494682456647
847.38571,0.92887230859277
847.445975,0.9308473301065634
847.50624,0.9349689114802301
847.566505,0.9403971433665145
847.62677,0.9416543535794754
847.687035,0.9380171936749852
847.7473,0.9315168500004689
847.807565,0.9276006248322759
847.86783,0.9284906205162111
847.928095,0.9317087622378508
847.98836,0.9293814701153942
848.048625,0.9229732744413081
848.10889,0.9213622477723934
848.169155,0.9243652437513303
848.22942,0.9290311593388911
848.289685,0.9301141113365755
848.34995,0.9304648304629508
848.410215,0.9311973945106673
848.47048,0.92887230859277
848.530745,0.924396672703907
848.59101,0.9238902421019238
848.651275,0.92887230859277
848.71154,0.9340409481611696
848.771804,0.9307831038566172
848.832069,0.9248719347255528
848.892334,0.9218986366746268
848.952599,0.9201321297112037
849.012864,0.9176456179359139
849.073129,0.917456602407887
849.133394,0.9238588303676949
849.193659,0.9281406455267072
849.253924,0.9254742223784194
849.314189,0.918557292606085
849.374454,0.9181798431300046
849.434719,0.9236685350497299
849.494984,0.9236371308534125
849.555249,0.9172676258130484
849.615514,0.9146324393869062
849.675779,0.9190607999508452
849.736044,0.9210149596729033
849.796309,0.9180228478003125
849.856574,0.9204781644424278
849.916839,0.9324423056452016
849.977104,0.9405908851327648
850.037369,0.9357059573404067
850.097634,0.9251253843566815
850.157899,0.9190607999508452
850.218164,0.9200999256502381
850.278429,0.923288985284644
850.338694,0.9267114822450763
850.398959,0.9286809806046593
850.459224,0.9249348281554666
850.519489,0.919595849020593
850.579754,0.9185260621890565
850.640019,0.9213622477723934
850.700284,0.9199426020145062
850.760549,0.9148208730774237
850.820814,0.9139430664538643
850.881079,0.9211724666974741
850.941343,0.9288407274711601
851.001608,0.9295720128467305
851.061873,0.9306872381340894
851.122138,0.9348090454653007
851.182403,0.9358669126068254
851.242668,0.9303048042747578
851.302933,0.9251253843566815
851.363198,0.9263621778642828
851.423463,0.9267114822450763
851.483728,0.9216774075503817
851.543993,0.9170796052225257
851.604258,0.9178025487537835
851.664523,0.9204781644424278
851.724788,0.9178025487537835
851.785053,0.9169227980174308
851.845318,0.9213622477723934
851.905583,0.9260130051464209
851.965848,0.9229732744413081
852.026113,0.9185260621890565
852.086378,0.9227831615290754
852.146643,0.9308147510201471
852.206908,0.9315485221117918
852.267173,0.9270924389455183
852.327438,0.9290311593388911
852.387703,0.9340409481611696
852.447968,0.9335292339440785
852.508233,0.9276006248322759
852.568498,0.9274410912450864
852.628763,0.9310065186102409
852.689028,0.9304648304629508
852.749293,0.9258546704605424
852.809558,0.9206991057137861
852.869823,0.9217410054856062
852.930088,0.9249348281554666
852.990353,0.9270599912779927
853.050618,0.9286809806046593
853.110882,0.9310065186102409
853.171147,0.9317087622378508
853.231412,0.9301141113365755
853.291677,0.9252835943239732
853.351942,0.9178025487537835
853.412207,0.9112864467733606
853.472472,0.9148208730774237
853.532737,0.9283318621943262
853.593002,0.9384027979778418
853.653267,0.9340727060932889
853.713532,0.9220562948208855
853.773797,0.9146324393869062
853.834062,0.9183368653081934
853.894327,0.9277908024529066
853.954592,0.9344566888785503
854.014857,0.9324423056452016
854.075122,0.9247452359495598
854.135387,0.9181798431300046
854.195652,0.9213622477723934
854.255917,0.9282993711477461
854.316182,0.9282993711477461
854.376447,0.9247452359495598
854.436712,0.9252835943239732
854.496977,0.9299550754214952
854.557242,0.9308147510201471
854.617507,0.9257907886922269
854.677772,0.9252835943239732
854.738037,0.9301141113365755
854.798302,0.9302731744491226
854.858567,0.9241748441229526
854.918832,0.9179595064091175
854.979097,0.9200999256502381
855.039362,0.9242062666018319
855.099627,0.9252835943239732
855.159892,0.9267114822450763
855.220157,0.9304964668050013
855.280421,0.9294130696225666
855.340686,0.9238588303676949
855.400951,0.919595849020593
855.461216,0.9222462579831525
855.521481,0.9247452359495598
855.581746,0.919595849020593
855.642011,0.9148208730774237
855.702276,0.9160438905576187
855.762541,0.9204781644424278
855.822806,0.9224667011807233
855.883071,0.9224667011807233
855.943336,0.921551146394634
856.003601,0.9229732744413081
856.063866,0.9258222661141556
856.124131,0.9279494682456647
856.184396,0.9272509853079056
856.244661,0.9206678024763498
856.304926,0.9155099926157958
856.365191,0.9192179727855312
856.425456,0.9268699634582976
856.485721,0.9279494682456647
856.545986,0.9229732744413081
856.606251,0.9234792024073035
856.666516,0.9259815212394754
856.726781,0.9226253790992361
856.787046,0.9151969417330734
856.847311,0.9183680892924185
856.907576,0.9292225594712518
856.967841,0.932282871642932
857.028106,0.9226253790992361
857.088371,0.9160438905576187
857.148636,0.9190607999508452
857.208901,0.9199426020145062
857.269166,0.9114732796446641
857.329431,0.908512165937518
857.389695,0.9176456179359139
857.44996,0.9234792024073035
857.510225,0.9194073511932312
857.57049,0.9144760506113925
857.630755,0.9174877964626648
857.69102,0.921551146394634
857.751285,0.9155411204847155
857.81155,0.9081388441601981
857.871815,0.9121918036503021
857.93208,0.9203207761333921
857.992345,0.919595849020593
858.05261,0.9141313581189293
858.112875,0.9141313581189293
858.17314,0.9171107864591813
858.233405,0.9158863445577872
858.29367,0.9134113063463893
858.353935,0.9167651008585163
858.4142,0.9201321297112037
858.474465,0.9144760506113925
858.53473,0.9074552730073838
858.594995,0.9093838470089202
858.65526,0.9204781644424278
858.715525,0.9256324920021133
858.77579,0.9190607999508452
858.836055,0.911661062481239
858.89632,0.9072992041227353
858.956585,0.905871332620218
859.01685,0.9084812770489903
859.077115,0.9169539739225508
859.13738,0.9253150545010002
859.197645,0.9253150545010002
859.25791,0.9162316988048707
859.318175,0.9093529284837397
859.37844,0.9088547395951535
859.438705,0.908512165937518
859.49897,0.9053433635512383
859.559234,0.9062437222587536
859.619499,0.9111306301136664
859.679764,0.9148208730774237
859.740029,0.9111306301136664
859.800294,0.9032372723527236
859.860559,0.8999644647935904
859.920824,0.9048473713023009
859.981089,0.9090101670442924
860.041354,0.9088547395951535
860.101619,0.9063987031857516
860.161884,0.9064295212655642
860.222149,0.9099141723665471
860.282414,0.9097267493522728
860.342679,0.9048193214685651
860.402944,0.9004865955864636
860.463209,0.9017211076701064
860.523474,0.9081697214058098
860.583739,0.9120358321878179
860.644004,0.9134113063463893
860.704269,0.9107871986070202
860.764534,0.906926380770288
860.824799,0.9017211076701064
860.885064,0.8991009134783406
860.945329,0.9009819994376069
861.005594,0.9011622138583357
861.065859,0.8967035159892351
861.126124,0.8941247251045201
861.186389,0.898759320038083
861.246654,0.9056847423451565
861.306919,0.9041319200298826
861.367184,0.8928738263228345
861.427449,0.8860162390908893
861.487714,0.8937582091081409
861.547979,0.9067713096181377
861.608244,0.9116920594843094
861.668509,0.9039782306674435
861.728773,0.8976814557019827
861.789038,0.8983909042472654
861.849303,0.9018744132890186
861.909568,0.8996225432661735
861.969833,0.8914909439027742
862.030098,0.8842901908686204
862.090363,0.8836183856418826
862.150628,0.8892650001320762
862.210893,0.8911611532685598
862.271158,0.8899677970504121
862.331423,0.8884205995357399
862.391688,0.8904574139711006
862.451953,0.8961477321201249
862.512218,0.8984268406021576
862.572483,0.895502737978753
862.632748,0.8908225763640039
862.693013,0.886166874655195
862.753278,0.8878965859812132
862.813543,0.8906444296639949
862.873808,0.8911611532685598
862.934073,0.8868672230873793
862.994338,0.8838039649880167
863.054603,0.885166071647028
863.114868,0.8879321025549792
863.175133,0.8874083771286649
863.235398,0.8884472525535193
863.295663,0.8929006129394214
863.355928,0.8951088034459951
863.416193,0.8897542304081422
863.476458,0.8805663490955995
863.536723,0.8787278872877942
863.596988,0.8816236629759647
863.657253,0.8795454843466759
863.717518,0.8742840116431152
863.777783,0.8747999914090479
863.838047,0.8811124695118737
863.898312,0.8819587436291876
863.958577,0.8772002302109981
864.018842,0.8756664722377833
864.079107,0.8819587436291876
864.139372,0.8856796168823051
864.199637,0.885865629132453
864.259902,0.884865166339469
864.320167,0.8845289814554335
864.380432,0.8806279908974741
864.440697,0.8755176215901663
864.500962,0.8788772837269707
864.561227,0.8868938295031662
864.621492,0.8867164684739597
864.681757,0.8753337821934447
864.742022,0.8701062050621041
864.802287,0.8768406518352158
864.862552,0.881923465985
864.922817,0.8744938649873035
864.983082,0.8644342778992561
865.043347,0.8677861201862019
865.103612,0.8734800402359576
865.163877,0.8712990674872269
865.224142,0.862594992421752
865.284407,0.8627416460356677
865.344672,0.8716302240486337
865.404937,0.8760255691012274
865.465202,0.8718394404073642
865.525467,0.8683156312039567
865.585732,0.8687933361579391
865.645997,0.8681072604579574
865.706262,0.8662688224985797
865.766527,0.8669534452587377
865.826792,0.8703411654556966
865.887057,0.8743801881740082
865.947322,0.8746775279828904
866.007586,0.8719527869019796
866.067851,0.8699582995795658
866.128116,0.8662948109530796
866.188381,0.8631299671420798
866.248646,0.8630954426338888
866.308911,0.8646071820446741
866.369176,0.865619364458914
866.429441,0.8669794542522284
866.489706,0.865974341163594
866.549971,0.8634580188554718
866.610236,0.8621206956194969
866.670501,0.862629496911534
866.730766,0.862594992421752
866.791031,0.8611212154231672
866.851296,0.8601486980255526
866.911561,0.859649956429742
866.971826,0.859117138647336
867.032091,0.8577951164721697
867.092356,0.8595038283583869
867.152621,0.8633371431943258
867.212886,0.8613279093171439
867.273151,0.8500160902253981
867.333416,0.8360055727088296
867.393681,0.8334596402327215
867.453946,0.8404313559184308
867.514211,0.8467582874234993
867.574476,0.8434876655864055
867.634741,0.8393059321038567
867.695006,0.840145657828846
867.755271,0.846470438542858
867.815536,0.8508580228426019
867.875801,0.8466143507496013
867.936066,0.8385005850374796
867.996331,0.8346606866605438
868.056596,0.8406330836502107
868.116861,0.8504241958862293
868.177125,0.8510622532747557
868.23739,0.8403137037644451
868.297655,0.8352952698934897
868.35792,0.8432599546590557
868.418185,0.8501010960846428
868.47845,0.8446693753220289
868.538715,0.8362396870436654
868.59898,0.8370428626058132
868.659245,0.8446693753220289
868.71951,0.8430828886611578
868.779775,0.8320938866467912
868.84004,0.8300162500580124
868.900305,0.8375871173301301
868.96057,0.8411207922605527
869.020835,0.8333762984358575
869.0811,0.8252243419312301
869.141365,0.8257031108791235
869.20163,0.8311541516051745
869.261895,0.8301905717736641
869.32216,0.8255379867699091
869.382425,0.8233038075060013
869.44269,0.8233038075060013
869.502955,0.8239544744935511
869.56322,0.8279438010734984
869.623485,0.8329180674967772
869.68375,0.8361477057371551
869.744015,0.8343769502649998
869.80428,0.8301905717736641
869.864545,0.8271493564189154
869.92481,0.8257031108791235
869.985075,0.8255379867699091
870.04534,0.8253646419945259
870.105605,0.8247458505888129
870.16587,0.8223739996439009
870.226135,0.8197056226064714
870.2864,0.8181005730485593
870.346664,0.8191975626353213
870.406929,0.8188863267000928
870.467194,0.8174627034030831
870.527459,0.8168416677719291
870.587724,0.8182478444057325
870.647989,0.8193368380590449
870.708254,0.8191975626353213
870.768519,0.8166783157741191
870.828784,0.8158946807959486
870.889049,0.8181005730485593
870.949314,0.8217245807384251
871.009579,0.8217245807384251
871.069844,0.8176589179967093
871.130109,0.8140528408804028
871.190374,0.8135482845476826
871.250639,0.8141586746287618
871.310904,0.8143296659038893
871.371169,0.8149732405184549
871.431434,0.8181332977259704
871.491699,0.819222138930843
871.551964,0.8163925283793096
871.612229,0.8159191580035288
871.672494,0.8207965563946944
871.732759,0.8218971610206756
871.793024,0.8152748364092458
871.853289,0.8082450392811061
871.913554,0.8100980412985926
871.973819,0.8149406422408041
872.034084,0.8126051156813104
872.094349,0.8062269503451611
872.154614,0.8054533438633541
872.214879,0.811987770414309
872.275144,0.8141912416270826
872.335409,0.80918314752426
872.395674,0.8051473297390519
872.455938,0.8087139573769916
872.516203,0.8115169540574108
872.576468,0.8122963844000101
872.636733,0.8112086361989721
872.696998,0.8113790079009765
872.757263,0.8083824526175866
872.817528,0.8011076070903074
872.877793,0.800170859294332
872.938058,0.8052842164201458
872.998323,0.8088838051414319
873.058588,0.8073322382164496
873.118853,0.8034422254491708
873.179118,0.8026391848109607
873.239383,0.8040450331428862
873.299648,0.8065253095098306
873.359913,0.8062269503451611
873.420178,0.8024786730257122
873.480443,0.7930809356063666
873.540708,0.791124442958536
873.600973,0.800971430372451
873.661238,0.8115169540574108
873.721503,0.8090213270773392
873.781768,0.8003068999035361
873.842033,0.8009393921560047
873.902298,0.8107139498255741
873.962563,0.8145006930909552
874.022828,0.8070012998457827
874.083093,0.7998748508413338
874.143358,0.8017086631634781
874.203623,0.8042139003302803
874.263888,0.7992671769000415
874.324153,0.7945177119901896
874.384418,0.7968092211900782
874.444683,0.8014040717475103
874.504948,0.800971430372451
874.565213,0.7986360051759476
874.625477,0.8006110743149774
874.685742,0.8054211263739536
874.746007,0.8063640205773595
874.806272,0.8059206423062433
874.866537,0.8049863163749772
874.926802,0.8021737890615843
874.987067,0.797112066231044
875.047332,0.7938902908616943
875.107597,0.7938902908616943
875.167862,0.7974070522646004
875.228127,0.8017327147841455
875.288392,0.8043506283148858
875.348657,0.8029442456590792
875.408922,0.7984443555335824
875.469187,0.7941682010949497
875.529452,0.7968092211900782
875.589717,0.8020374311081983
875.649982,0.8047931428407986
875.710247,0.8020133703461783
875.770512,0.7986360051759476
875.830777,0.7954160244556936
875.891042,0.792803405849445
875.951307,0.7935410559710253
876.011572,0.7998428564871914
876.071837,0.8068318473659483
876.132102,0.8060899034129217
876.192367,0.7997308863253775
876.252632,0.7991073394489393
876.312897,0.8029442456590792
876.373162,0.8055902825712712
876.433427,0.8036029299641764
876.493692,0.7995949436301587
876.553957,0.7961799904841922
876.614222,0.7929699120472122
876.674487,0.7923437131978079
876.734752,0.7969446902722263
876.795016,0.8003389128197863
876.855281,0.7977101245245434
876.915546,0.7918842870906035
876.975811,0.7901993686342821
877.036076,0.791124442958536
877.096341,0.7897727761655523
877.156606,0.788226337529198
877.216871,0.7905313220744512
877.277136,0.7963472058391916
877.337401,0.797112066231044
877.397666,0.7941920264983617
877.457931,0.7920426797867633
877.518196,0.7931285218900772
877.578461,0.7949786659268635
877.638726,0.7980611942090009
877.698991,0.8033056518799268
877.759256,0.8066946976099556
877.819521,0.8006350930074854
877.879786,0.791124442958536
877.940051,0.7894727195249818
878.000316,0.7937553409833125
878.060581,0.7940252636835055
878.120846,0.7888492823666585
878.181111,0.7838402830383043
878.241376,0.7847579128782369
878.301641,0.7868796222617376
878.361906,0.7861009969188374
878.422171,0.7851817965894928
878.482436,0.7867222620738286
878.542701,0.7893069476605366
878.602966,0.7902309772411954
878.663231,0.7920426797867633
878.723496,0.7941682010949497
878.783761,0.7938664745102154
878.844026,0.7923437131978079
878.904291,0.7945177119901896
878.964555,0.7977340561872522
879.02482,0.7962038762421912
879.085085,0.7896385262051742
879.14535,0.7826575773784137
879.205615,0.7826575773784137
879.26588,0.7867458640957193
879.326145,0.7900650461593481
879.38641,0.7900650461593481
879.446675,0.7885574621222573
879.50694,0.7867222620738286
879.567205,0.7856451905372529
879.62747,0.7886915282861191
879.687735,0.7940252636835055
879.748,0.7961799904841922
879.808265,0.7943270506195916
879.86853,0.7915834282283133
879.928795,0.7926686407258107
879.98906,0.7963472058391916
880.049325,0.7966419088220419
880.10959,0.7937315286802693
880.169855,0.7916150921987176
880.23012,0.7959093353014159
880.290385,0.8028318413331733
880.35065,0.8043747591956967
880.410915,0.7980372527322985
880.47118,0.789930746517294
880.531445,0.7868796222617376
880.59171,0.7917496782038778
880.651975,0.7986360051759476
880.71224,0.8039083571050443
880.772505,0.8045115145286339
880.83277,0.8023422632464575
880.893035,0.7993790821379912
880.9533,0.7980372527322985
881.013565,0.7975745253296324
881.073829,0.7960207704086336
881.134094,0.7959889302146254
881.194359,0.800170859294332
881.254624,0.8040450331428862
881.314889,0.8034422254491708
881.375154,0.7994030638701797
881.435419,0.8006350930074854
881.495684,0.807162716246854
881.555949,0.811987770414309
881.616214,0.8108761088308992
881.676479,0.8130765633550148
881.736744,0.8184442474558132
881.797009,0.8218971610206756
881.857274,0.8171521265891218
881.917539,0.8127432702937857
881.977804,0.8130765633550148
882.038069,0.8122963844000101
882.098334,0.8061947019121203
882.158599,0.8016846122643485
882.218864,0.806033479094557
882.279129,0.8138574916414377
882.339394,0.8172910542591594
882.399659,0.8172910542591594
882.459924,0.8218971610206756
882.520189,0.826496166471345
882.580454,0.8285649918417233
882.640719,0.8285649918417233
882.700984,0.8292198168070832
882.761249,0.8311292173546418
882.821514,0.8324101424085061
882.881779,0.8354623456544876
882.942044,0.8416087838239372
883.002309,0.841440478898226
883.062574,0.8369256848076857
883.122839,0.83660771346584
883.183104,0.8460303883377849
883.243368,0.8551828271332396
883.303633,0.8515304662608252
883.363898,0.8419033984528281
883.424163,0.8405994589993622
883.484428,0.8448721203005304
883.544693,0.8478004409100349
883.604958,0.8484450141519331
883.665223,0.8558244548339009
883.725488,0.8634839229845974
883.785753,0.861500192126714
883.846018,0.853192570695178
883.906283,0.851206946156359
883.966548,0.8589711011473051
884.026813,0.8719876657110273
884.087078,0.8782183728866271
884.147343,0.8781920267306348
884.207608,0.8738120257244952
884.267873,0.8723103608422582
884.328138,0.8748524809832039
884.388403,0.878402818111004
884.448668,0.8765338113072981
884.508933,0.8739868056070458
884.569198,0.8746425415815039
884.629463,0.8817735517388545
884.689728,0.8843432498718267
884.749993,0.8819587436291876
884.810258,0.8799061719311603
884.870523,0.8853519760413521
884.930788,0.8870800967647398
884.991053,0.883865833430936
885.051318,0.8814473558746674
885.111583,0.8885716438760662
885.171848,0.8966407489399882
885.232113,0.8997754920988111
885.292378,0.9018744132890186
885.352643,0.9072992041227353
885.412907,0.9109739291219584
885.473172,0.9077965403442733
885.533437,0.9046655152578138
885.593702,0.9127237665239405
885.653967,0.9226253790992361
885.714232,0.9201634147354563
885.774497,0.9099141723665471
885.834762,0.9095402744829828
885.895027,0.917299730741785
885.955292,0.9184002327380508
886.015557,0.9111616090817297
886.075822,0.907113226849212
886.136087,0.9112864467733606
886.196352,0.9157297413828208
886.256617,0.9151969417330734
886.316882,0.9155411204847155
886.377147,0.9197540331100663
886.437412,0.921551146394634
886.497677,0.9192492267279199
886.557942,0.9181798431300046
886.618207,0.9236685350497299
886.678472,0.9290311593388911
886.738737,0.9294130696225666
886.799002,0.9308473301065634
886.859267,0.9299550754214952
886.919532,0.9252835943239732
886.979797,0.9212037870937856
887.040062,0.9256324920021133
887.100327,0.9353214612113068
887.160592,0.9375033010722847
887.220857,0.9270924389455183
887.281122,0.9190607999508452
887.341387,0.9231311163663375
887.401652,0.9331456322644726
887.461917,0.9353214612113068
887.522182,0.9317087622378508
887.582446,0.9277592581018802
887.642711,0.9265205993413479
887.702976,0.9267114822450763
887.763241,0.9270924389455183
887.823506,0.9304648304629508
887.883771,0.9333369467281493
887.944036,0.9295720128467305
888.004301,0.9290311593388911
888.064566,0.9346174292523133
888.124831,0.9425587758121237
888.185096,0.9434631232434115
888.245361,0.9416543535794754
888.305626,0.9431075046842592
888.365891,0.9470891981494011
888.426156,0.9470891981494011
888.486421,0.9431075046842592
888.546686,0.9393031579146885
888.606951,0.9384027979778418
888.667216,0.9364435842216134
888.727481,0.9351615349155277
888.787746,0.9384027979778418
888.848011,0.9414613342221516
888.908276,0.937855868592028
888.968541,0.932282871642932
889.028806,0.9324423056452016
889.089071,0.9392712221502305
889.149336,0.9418163320580408
889.209601,0.9389171836399324
889.269866,0.9400107195561235
889.330131,0.9460195917968964
889.390396,0.9496887306733113
889.450661,0.9475107466301581
889.510926,0.9464084857613604
889.571191,0.9524249192714416
889.631456,0.958118321275051
889.69172,0.9526201863940885
889.751985,0.9445619537141341
