nu,[0]Vinylchloride-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
652.407848,0.9517651174501234
652.527051,0.9573731951127606
652.646253,0.9545273332780451
652.765455,0.9500667820153459
652.884658,0.9545760154134261
653.00386,0.9561514098185454
653.123062,0.9526563866489719
653.242265,0.9545130154754297
653.361467,0.9560204260479934
653.48067,0.952738318621248
653.599872,0.9515253028584335
653.719074,0.95360951952263
653.838277,0.9517346614536635
653.957479,0.9477969380883755
654.076682,0.9436678769561297
654.195884,0.9279355491080348
654.315086,0.9270303258329214
654.434289,0.9413624859716823
654.553491,0.9375708037400288
654.672693,0.9144550179041054
654.791896,0.8823115976927473
654.911098,0.9154733729484894
655.030301,0.9446649165784631
655.149503,0.9537153760542258
655.268705,0.9593570101668543
655.387908,0.9591210373681975
655.50711,0.9576614078183258
655.626313,0.9625627693861024
655.745515,0.9620941154439089
655.864717,0.9583013393520846
655.98392,0.9609633577799708
656.103122,0.9577600520234204
656.222324,0.9541207912336721
656.341527,0.9592083213539592
656.460729,0.9571453674048964
656.579932,0.9534636284270964
656.699134,0.9580119760436591
656.818336,0.9572104555028502
656.937539,0.9458852665521794
657.056741,0.9377348929880738
657.175944,0.9418907384872887
