nu,[0]Limoneneoxide-HITRAN(x-sec)-X=0.01-T=298.1K-P=1.0atm-L=15cm
583.039362,0.9797155544593961
583.280416,0.9799761934603326
583.52147,0.9763745557999309
583.762524,0.9794216838758498
584.003578,0.9810106139052733
584.244632,0.9767515091257811
584.485686,0.9766372358843284
584.72674,0.9764204464824761
584.967794,0.9836796439786907
585.208848,0.9756396224965285
585.449902,0.9795901588939127
585.690956,0.9834780103198313
585.93201,0.9796107305032505
586.173064,0.9785728932798217
586.414118,0.979973253536162
586.655172,0.9845604313536075
586.896226,0.9775547289444011
587.13728,0.9835960347623945
587.378334,0.9821934442071611
587.619388,0.9859328797228418
587.860442,0.9825834524160184
588.101496,0.9853434681124037
588.34255,0.9852449386921456
588.583604,0.9844757627973112
588.824658,0.9826070347018627
589.065712,0.9833550832516431
589.306766,0.9859861215358628
589.54782,0.983602919958736
589.788874,0.983672758245283
590.029928,0.9873891911467532
590.270982,0.98734772167159
590.512036,0.981755483603519
590.75309,0.9850794314454433
590.994144,0.9838468837331434
591.235198,0.9828605800227558
591.476252,0.9840968125812317
591.717306,0.9863736902338873
591.95836,0.9836324284889606
592.199414,0.9832115238895768
592.440468,0.9870930188174798
592.681522,0.9858273905484829
592.922576,0.9885797122670044
593.16363,0.9834209702494108
593.404684,0.9908453612166981
593.645738,0.9844255558136975
593.886792,0.9854321530152946
594.127846,0.9865986090750342
594.3689,0.9888189775072994
594.609954,0.9858756972741249
594.851008,0.9862306764175557
595.092062,0.9891344610780785
595.333116,0.986007813469147
595.57417,0.9887814031000723
595.815224,0.9858096458151562
596.056278,0.9902545972266013
596.297332,0.9860541569254427
596.538386,0.9873506837191981
596.77944,0.9890335745083509
597.020494,0.9864782513866953
597.261548,0.986190241788738
597.502602,0.9883760858205215
597.743656,0.994334609198549
597.98471,0.9869380573783167
598.225764,0.9860590872085531
598.466818,0.987799042699394
598.707872,0.9915368160921023
598.948926,0.984986838330832
599.18998,0.9867150345798748
599.431034,0.9881586669985883
599.672088,0.987796079306711
599.913142,0.9864348472985313
600.154196,0.990803251183691
600.39525,0.9903326323634066
600.636304,0.9868492369501319
600.877358,0.9899686529912571
601.118412,0.9916954746750252
601.359466,0.9890098379874022
601.60052,0.9866597800850785
601.841574,0.9928344955263507
602.082628,0.9893036175333875
602.323682,0.9882881242632308
602.564736,0.9868729216160336
602.80579,0.993207076920971
603.046844,0.9885431354943249
603.287898,0.987614341548505
603.528952,0.9883602719296598
603.770006,0.9895084245790149
604.01106,0.992202955882493
604.252114,0.9869025282477792
604.493168,0.9906969436983375
604.734222,0.987816823242187
604.975276,0.9870209636571514
605.21633,0.9883335865625718
605.457384,0.9910903284666955
605.698438,0.9892699817822024
605.939492,0.987179886825272
606.180546,0.9902637076108034
606.4216,0.9879531513702189
606.662654,0.9883760858205215
606.903708,0.9863233864584425
607.144762,0.991949877190007
607.385816,0.9857071269430651
607.62687,0.987675575535915
607.867924,0.9897578121235197
608.108978,0.9909560448251105
608.350032,0.9873289622430934
608.591086,0.989818189191541
608.83214,0.9908626020759783
609.073194,0.987041691315028
609.314248,0.9904329581404799
609.555302,0.9890404977676039
609.796356,0.9910638667081915
610.03741,0.9859180908405628
610.278464,0.9894272882148357
610.519518,0.9914390553817178
610.760572,0.9903539247438947
611.001626,0.9879995862595446
611.24268,0.9895717551447444
611.483734,0.9936962525107934
611.724788,0.988402772335105
611.965842,0.9920318156338741
612.206896,0.9895757134396815
612.44795,0.9920049319359462
612.689004,0.9895984739428354
612.930058,0.9907696635227898
613.171112,0.9924466708554314
613.412166,0.9878543609946829
613.65322,0.9909444507072117
613.894274,0.994388702472613
614.135328,0.99197358507538
614.376382,0.990731420551872
614.617436,0.9941107102565245
614.85849,0.9930656543027468
615.099544,0.9931252400295589
615.340598,0.9891344610780785
615.581652,0.9953199855560393
615.822706,0.993756869831006
616.06376,0.9927582487650074
616.304814,0.991704300804026
616.545868,0.9967790982690572
616.786922,0.9938926262913801
617.027976,0.9933993804254415
617.26903,0.9977948349567469
617.510084,0.9948364770529614
617.751138,0.9940672685676941
617.992192,0.9924789258963758
618.233246,0.9972506863043165
618.4743,0.9915768749886567
618.715354,0.9936139778673028
618.956408,0.9946338495009025
619.197462,0.9983007453707482
619.438516,0.9936120900025383
619.67957,0.9967609570545543
619.920624,0.9993568768923754
620.161678,0.9961257244463394
620.402732,0.9960248220212471
620.643786,0.9949574565239737
620.88484,1.0
621.125894,0.9924838883034113
621.366948,0.9987742518437148
621.608002,0.9970337081630546
621.849056,0.9975541958647964
622.09011,0.9942864845680892
622.331164,0.9968207645061832
622.572218,0.9981572000447202
622.813272,0.9949081078579872
623.054326,0.9985097115843057
623.29538,0.9986513103005201
623.536434,0.9984300336885116
623.777488,0.9939101189555378
624.018542,0.9967733169670531
624.259596,0.9973880171788343
624.50065,0.9969432813066441
624.741704,0.9973190003160566
624.982758,0.999303732506784
625.223812,0.9987545761847594
625.464866,0.9967899632204422
625.70592,0.9991709138819805
625.946974,0.9989870134176607
626.188028,0.9987530780540187
626.429082,0.9953326262001237
626.670136,1.0
626.91119,0.9973749514813898
627.152244,0.9987941276490901
627.393298,0.9952625572496953
627.634352,1.0
627.875406,0.9981286531570214
628.11646,0.9982444427964569
628.357514,0.9994503511123248
628.598568,0.9989309718181896
628.839622,0.9983825095499915
629.080676,0.9954649146965215
629.32173,1.0
629.562784,0.995051882467038
629.803838,0.9976984526310314
630.044892,0.9979601832596278
630.285946,1.0
630.527,0.9965643155170529
630.768054,0.9985833044619137
631.009108,1.0
631.250162,0.9997797642554529
631.491216,0.9990209595731186
631.73227,0.9976571487700883
631.973324,1.0
632.214378,0.9960905618288903
632.455432,0.9989011042286549
632.696486,0.9983931922999963
632.93754,0.9995348682073474
633.178594,0.9970880479808961
633.419648,0.998722416805175
633.660702,1.0
633.901756,0.9983480659475676
634.14281,0.9999371689739516
634.383864,0.999580468028159
634.624918,1.0
634.865972,0.9987158252589762
635.107026,1.0
635.34808,0.9993979113281718
635.589134,1.0
635.830188,0.9987609682345014
636.071242,1.0
636.312296,1.0
636.55335,0.999631657854631
636.794404,0.9998876663099016
637.035458,1.0
637.276512,1.0
637.517566,0.9986926553206026
637.75862,1.0
637.999674,0.9996140644922749
638.240728,1.0
638.481782,0.9993037824719718
638.722836,1.0
638.96389,0.9996312180167983
639.204944,1.0
639.445998,1.0
639.687052,1.0
