nu,[0]Ethyl2-2-2-trifluoroacetate-PNNL(x-sec)-X=0.01-T=278.13K-P=1.0atm-L=15cm
609.802196,0.9997439227933664
609.922198,1.0002977043051335
610.042201,0.9990042560823161
610.162203,0.99900097935373
610.282206,0.9993818111575075
610.402208,0.9977665977624758
610.52221,0.999354448458115
610.642213,0.997234730420983
610.762215,1.000794795682831
610.882218,0.9993208906991737
611.00222,0.9989765241090889
611.122222,0.9983422755455773
611.242225,1.0001288182963644
611.362227,1.0001033053356287
611.48223,0.9983963871633235
611.602232,0.99971886952458
611.722234,0.999940309781532
611.842237,0.9996104658881202
611.962239,0.9980628786460722
612.082242,0.9993483823950234
612.202244,0.9991803161245176
612.322246,0.9991226950572062
612.442249,1.0006895776494218
612.562251,1.000718407931452
612.682254,0.9993761746599875
612.802256,1.0002044308931477
612.922258,1.0004744225027744
613.042261,1.0013304843099629
613.162263,0.9998721281762987
613.282266,1.0007349799655034
613.402268,1.0006993644413484
613.52227,1.0000553495317288
613.642273,0.9985125074154123
613.762275,0.998488643251663
613.882278,0.999823335606992
614.00228,0.9998569502325938
614.122282,0.9997493114276327
614.242285,1.0005028663949342
614.362287,0.9996638964954421
614.48229,1.0016640830520724
614.602292,0.9999544310382967
614.722294,0.9999742853306278
614.842297,0.9990206898374959
614.962299,0.9997986802675376
615.082302,0.999760458694601
615.202304,0.999979457211006
615.322306,1.0000352216202668
615.442309,1.000392967191385
615.562311,0.9992138591707468
615.682314,0.999490749711967
615.802316,1.0005450184686226
615.922318,0.999877127549438
616.042321,1.0004014005396449
616.162323,1.000593255906717
616.282326,1.0011508617337044
616.402328,0.9996425638955105
616.52233,0.9995935426261885
616.642333,0.998851959503297
616.762335,1.0004408971665966
616.882338,0.9996392650804927
617.00234,0.9986188546603423
617.122342,1.0005694520763067
