nu,[0]2-(Perfluoroheptyl)ethanol-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
1011.000067,0.5888581242396469
1011.241126,0.5822356594858507
1011.482185,0.5910763985290297
1011.723243,0.579847581786672
1011.964302,0.5806425173802667
1012.205361,0.5768748117801519
1012.446419,0.605010176761125
1012.687478,0.6100038563192053
1012.928537,0.5870413609805346
1013.169595,0.6087485417930707
1013.410654,0.6037651386265627
1013.651713,0.590875466713874
1013.892771,0.6167262701199683
1014.13383,0.6167262701199683
1014.374889,0.6323450933979535
1014.615947,0.6237348005930509
1014.857006,0.6141967269218211
1015.098065,0.634080094820338
1015.339123,0.6163008757715132
1015.580182,0.6327752342927936
1015.821241,0.6369080387508388
1016.062299,0.6434827878574192
1016.303358,0.6441459165815792
1016.544417,0.6611397760417695
1016.785475,0.6349493798745406
1017.026534,0.6441459165815792
1017.267593,0.6546006002128715
1017.508651,0.6456937234066178
1017.74971,0.6470252234510184
1017.990769,0.6467988042484824
1018.231827,0.6727913682489541
1018.472886,0.6454742248575274
1018.713945,0.6654511814739664
1018.955003,0.6523656900349143
1019.196062,0.6672770179648937
1019.437121,0.6795054668651344
1019.678179,0.6716351617182258
1019.919238,0.6659105012362779
1020.160297,0.6474653502291101
1020.401355,0.6575266391062551
1020.642414,0.6643142323222168
1020.883473,0.6898231628239717
1021.124531,0.6785751817663261
1021.36559,0.6629537830828672
1021.606649,0.6727913682489541
1021.847707,0.6681918139716885
1022.088766,0.6476855258759269
1022.329825,0.6737137240929442
1022.570883,0.6668234238321612
1022.811942,0.6746373444304208
1023.053001,0.6804370273279527
1023.294059,0.6661369493006878
1023.535118,0.6788059365542176
1023.776177,0.6534821897000246
1024.017235,0.6661369493006878
1024.258294,0.6566264443848616
1024.499353,0.6488005035863853
1024.740411,0.6634047449650264
1024.98147,0.6494626177208468
1025.222529,0.6492418379655069
1025.463587,0.6541556231140867
1025.704646,0.6519157129687309
1025.945705,0.654378073840426
1026.186763,0.6492418379655069
1026.427822,0.6415039099072304
1026.668881,0.6481325831057886
1026.909939,0.6388727395963322
1027.150998,0.6220281064781279
1027.392057,0.6347271864776971
1027.633115,0.6423833725581638
1027.874174,0.6267359245712895
1028.115233,0.6177817742406967
1028.356291,0.6316941132640747
1028.59735,0.6329904144510072
1028.838409,0.63603607217124
1029.079467,0.632123811341883
1029.320526,0.5939203853498866
1029.561585,0.5955499587017219
1029.802643,0.6002614311982817
1030.043702,0.596778056122695
1030.284761,0.596778056122695
1030.525819,0.6029385467313784
1030.766878,0.5918867281440585
1031.007937,0.5780643987463165
1031.248995,0.5828356711680914
1031.490054,0.5802478146825746
1031.731113,0.5852360551867911
1031.972171,0.5659157859065391
1032.21323,0.5574513745443765
1032.454289,0.5396038606621609
1032.695347,0.5386765397464252
1032.936406,0.5403436245738423
1033.177465,0.5368374126803721
1033.418523,0.5255552269953413
1033.659582,0.48474126723924366
1033.900641,0.5071644342827684
1034.141699,0.5136310874058377
1034.382758,0.5127535287728441
1034.623817,0.5203622891981299
1034.864875,0.5138057516667975
1035.105934,0.49701752099292856
1035.346993,0.48890846263769727
1035.588051,0.48941229778477163
1035.82911,0.45016999539928604
1036.070169,0.4655387229548738
1036.311227,0.4623606799268047
1036.552286,0.4568500774532169
1036.793345,0.44282970319998843
1037.034403,0.42732945751006574
1037.275462,0.4255767377460734
1037.516521,0.4026047369294639
1037.757579,0.4169203844467019
1037.998638,0.39131985888725856
1038.239697,0.3836210740180423
1038.480755,0.37032288193741203
1038.721814,0.3636730606437217
1038.962873,0.35811539933933095
1039.203931,0.3355447327042427
1039.44499,0.33621649370673334
1039.686048,0.31386259010002576
1039.927107,0.30464747211241544
1040.168166,0.3139567630022848
1040.409224,0.30080291383557384
1040.650283,0.28021447132488353
1040.891342,0.28359730136717276
1041.1324,0.27800949811328896
1041.373459,0.2726408275566769
1041.614518,0.2684743232392366
1041.855576,0.25799888907000584
1042.096635,0.24949909276739507
1042.337694,0.2530166454819673
1042.578752,0.2531938191373495
1042.819811,0.23993193500721696
1043.06087,0.24593205017648212
1043.301928,0.24200424782103958
1043.542987,0.23354044613996122
1043.784046,0.2385443576483555
1044.025104,0.23790115659487174
1044.266163,0.2362652888483926
1044.507222,0.24034016619492313
1044.74828,0.24307141255216874
1044.989339,0.23813917674170498
1045.230398,0.24465652276103175
1045.471456,0.24949909276739507
1045.712515,0.24847824066390417
1045.953574,0.24358239886637073
1046.194632,0.24974871665130244
1046.435691,0.25668644431459786
1046.67675,0.24982365250611405
1046.917808,0.2682864569738332
1047.158867,0.26874293184439435
1047.399926,0.27403484750655127
1047.640984,0.2735693840218512
1047.882043,0.28771064752079023
1048.123102,0.29721485030737516
1048.36416,0.29466976215997287
1048.605219,0.30089316824720935
1048.846278,0.3035830697507321
1049.087336,0.33393797728523716
1049.328395,0.3156882825125808
1049.569454,0.3275875275236895
1049.810512,0.33888312332532816
1050.051571,0.3353099335806306
1050.29263,0.348401405449755
1050.533688,0.3474619904360038
1050.774747,0.34878485785590835
1051.015806,0.3591913586693746
1051.256864,0.3704488131243594
1051.497923,0.38931363522435863
1051.738982,0.38692283445776376
1051.98004,0.3838858639011189
1052.221099,0.4050964873013714
1052.462158,0.40219026753880527
1052.703216,0.4258704870269656
1052.944275,0.44010585564211174
1053.185334,0.4546624515837681
1053.426392,0.43396994431943864
1053.667451,0.42850194579905154
1053.90851,0.45311016192768
1054.149568,0.4582593448494903
1054.390627,0.470349144229139
1054.631686,0.46986493402164803
1054.872744,0.45951669724051214
1055.113803,0.48474126723924366
1055.354862,0.4837485655083298
1055.59592,0.48907961054875776
1055.836979,0.5168099880388201
1056.078038,0.48474126723924366
1056.319096,0.4992341773638288
1056.560155,0.5095995794396174
1056.801214,0.5192914462293253
1057.042272,0.5054278402345421
1057.283331,0.5223277576084436
1057.52439,0.5180466411220102
1057.765448,0.5116983437173278
1058.006507,0.5440576845348026
1058.247566,0.5187568514033072
1058.488624,0.533353952090485
1058.729683,0.5414524651775123
1058.970742,0.5219674757672232
1059.2118,0.5073368995078514
1059.452859,0.5255552269953413
1059.693918,0.5221449748821237
1059.934976,0.5257339461530548
1060.176035,0.49633707320233256
1060.417094,0.5012902521722411
1060.658152,0.5139856151541551
1060.899211,0.464107069566161
1061.14027,0.4887422620161072
1061.381328,0.4892459258883499
1061.622387,0.483579283136545
1061.863446,0.48507585413284227
1062.104504,0.4789639238312325
1062.345563,0.4690621515590945
1062.586622,0.4524898260329527
1062.82768,0.44648476508410223
1063.068739,0.4380027894581751
1063.309798,0.4248496233844864
1063.550856,0.43278249422154574
1063.791915,0.4341175191868131
1064.032974,0.4030196334435257
1064.274032,0.42528744393544915
1064.515091,0.40634610791013054
1064.75615,0.39889781406222197
1064.997208,0.4228194598119192
1065.238267,0.38692283445776376
1065.479326,0.39198958830140856
1065.720384,0.38811639392592623
1065.961443,0.37376426043316535
1066.202502,0.3784013023810315
1066.44356,0.35883234684653437
1066.684619,0.345556195229613
1066.925678,0.33726038202814196
1067.166736,0.344969248743592
1067.407795,0.34986776855962154
1067.648854,0.3395955256449391
1067.889912,0.32300095471172313
1068.130971,0.32982271373104477
1068.37203,0.3381722154808403
1068.613088,0.3174293516174957
1068.854147,0.3212614504447939
1069.095205,0.3175245947087303
1069.336264,0.3166684346392278
1069.577323,0.296502389961034
1069.818381,0.2979290226120758
1070.05944,0.3001718905228985
1070.300499,0.2856465704528902
1070.541557,0.28857507545693595
1070.782616,0.2860181524704592
1071.023675,0.28447781709564385
1071.264733,0.27095568376963913
1071.505792,0.27820417289019095
1071.746851,0.26708188024780705
1071.987909,0.2666282267661001
1072.228968,0.2614009090964137
1072.470027,0.2520570066975912
1072.711085,0.23993193500721696
1072.952144,0.23553400053548756
1073.193203,0.2451708413042883
1073.434261,0.23489891648332564
1073.67532,0.22093207006176083
1073.916379,0.22319710923833572
1074.157437,0.2276832204745468
1074.398496,0.2065732929528274
1074.639555,0.2179259397130401
1074.880613,0.21123162474156862
1075.121672,0.20544025854240497
1075.362731,0.20474294776342764
1075.603789,0.20313185068858083
1075.844848,0.19630219419471834
1076.085907,0.18589003310014968
1076.326965,0.19948823835583873
1076.568024,0.1961059901189119
1076.809083,0.1981165074252322
1077.050141,0.18852964812108242
1077.2912,0.19503036784597155
1077.532259,0.19536220144995653
1077.773317,0.1909965335601383
1078.014376,0.21642742654479688
1078.255435,0.20921350362455757
1078.496493,0.20361995261826019
1078.737552,0.20439518043821023
1078.978611,0.20992604016258565
1079.219669,0.2313785882117941
1079.460728,0.22884737095940832
1079.701787,0.2336806124533342
1079.942845,0.23887855363166619
1080.183904,0.24231905792543904
1080.424963,0.2597852372183701
1080.666021,0.2642657641009435
1080.90708,0.2748032202994762
1081.148139,0.27943096822140734
1081.389197,0.2900795741557935
1081.630256,0.2957916374692788
1081.871315,0.304525637492119
1082.112373,0.3185104482357901
1082.353432,0.3202670820158032
1082.594491,0.3273582964946434
1082.835549,0.32158287257952084
1083.076608,0.35384369602744703
1083.317667,0.358581252097157
1083.558725,0.3649116534645282
1083.799784,0.3821775453302977
1084.040843,0.36740150862138576
1084.281901,0.3755588859373852
1084.52296,0.3754312176210101
1084.764019,0.3861265938282064
1085.005077,0.3978063300676328
1085.246136,0.41464190946334506
1085.487195,0.4074610229819247
1085.728253,0.4167786556112573
1085.969312,0.4289435301801411
1086.210371,0.4299742309988195
1086.451429,0.42151496416482953
1086.692488,0.4271841901913559
1086.933547,0.45669477482982485
1087.174605,0.46157071877340977
1087.415664,0.46220350401704835
1087.656723,0.4512517009156453
1087.897781,0.4623606799268047
1088.13884,0.459204332102572
1088.379899,0.4524898260329527
1088.620957,0.4470968684073058
1088.862016,0.4520240014529802
1089.103075,0.4534183816206097
1089.344133,0.472120985986479
1089.585192,0.47472005812454254
1089.826251,0.46954083904279925
1090.067309,0.4811000626761384
1090.308368,0.4668160481922082
1090.549427,0.47472005812454254
1090.790485,0.46283715677057935
1091.031544,0.4773286650980498
1091.272603,0.491934353124971
1091.513661,0.46986493402164803
1091.75472,0.4811000626761384
1091.995779,0.4645807002877227
1092.236837,0.47390424142805326
1092.477896,0.49176712387549193
1092.718955,0.48975010880164127
1092.960013,0.4959947187476927
1093.201072,0.47488149038623423
1093.442131,0.4982068135065424
1093.683189,0.4859060434529818
1093.924248,0.48407762640089913
1094.165307,0.49159503549935807
1094.406365,0.48774136664724915
1094.647424,0.4943013141819442
1094.888483,0.48757068703959633
1095.129541,0.495147292534543
1095.3706,0.4934518466730309
1095.611659,0.49109386420396095
1095.852717,0.48857611789312316
1096.093776,0.475204519617188
1096.334835,0.46970520709919616
1096.575893,0.5045642971674872
1096.816952,0.5132819369909968
1097.058011,0.4936245850468185
1097.299069,0.4864067845151157
1097.540128,0.49024990876726876
1097.781187,0.4837485655083298
1098.022245,0.4990644665959905
1098.263304,0.47618444990926423
1098.504362,0.4809365164592609
1098.745421,0.49684359529935296
1098.98648,0.49008325213152143
1099.227538,0.48341489412799366
1099.468597,0.4934518466730309
1099.709656,0.5076820059223995
1099.950714,0.48723925167320525
1100.191773,0.49752473750078474
1100.432832,0.4784708449688927
1100.67389,0.4825889610330902
1100.914949,0.49311641347750507
1101.156008,0.4944694052026203
1101.397066,0.47618444990926423
1101.638125,0.4976989016358557
1101.879184,0.4966746971912566
1102.120242,0.475204519617188
1102.361301,0.4713143489716471
1102.60236,0.4882391166505761
1102.843418,0.4789639238312325
1103.084477,0.470349144229139
1103.325536,0.4680968780998986
1103.566594,0.43830073264420916
1103.807653,0.47472005812454254
1104.048712,0.44863304370049195
1104.28977,0.4565395250003493
1104.530829,0.45560002159959107
1104.771888,0.4577921586232243
1105.012946,0.4577921586232243
1105.254005,0.4500169636177273
1105.495064,0.46157071877340977
1105.736122,0.43233695774317304
1105.977181,0.4390508680800392
1106.21824,0.45857565291116825
1106.459298,0.4466365957139753
1106.700357,0.4241237513259858
1106.941416,0.4187798143205132
1107.182474,0.43770067177603583
1107.423533,0.42079478950093385
1107.664592,0.42645432943492423
1107.90565,0.4395033234486756
1108.146709,0.4106844996611682
1108.387768,0.43680430448927915
1108.628826,0.40412542147694896
1108.869885,0.42296324286999004
1109.110944,0.4073225097826891
1109.352002,0.404262847481348
1109.593061,0.41237588637354744
1109.83412,0.38918129108816046
1110.075178,0.41378862631324453
1110.316237,0.38349066502366147
1110.557296,0.38692283445776376
1110.798354,0.38375152735901974
1111.039413,0.3853358451052264
1111.280472,0.36867860633939253
1111.52153,0.3611723538851433
1111.762589,0.35883234684653437
1112.003648,0.35299548941205877
1112.244706,0.348401405449755
1112.485765,0.3430771259828181
1112.726824,0.34662908154941746
1112.967882,0.3380707790324241
1113.208941,0.3236799694325368
1113.45,0.3170803713050771
1113.691058,0.3192757913559355
1113.932117,0.3040083836986788
1114.173176,0.308849863130135
1114.414234,0.3035830697507321
1114.655293,0.2912713418641669
1114.896352,0.28359730136717276
1115.13741,0.28271951101095033
1115.378469,0.27469332099268307
1115.619528,0.26355320892024214
1115.860586,0.2640808427960805
1116.101645,0.2517295454847901
1116.342704,0.2451708413042883
1116.583762,0.22636648003433135
1116.824821,0.2313785882117941
1117.06588,0.22884737095940832
1117.306938,0.2114429620173366
1117.547997,0.22668361504909104
1117.789056,0.20827415797111257
1118.030114,0.20370141689107585
1118.271173,0.1924343927940075
1118.512232,0.18148178290210093
1118.75329,0.1864112545623459
1118.994349,0.17340940107266517
1119.235408,0.16596140793053138
1119.476466,0.15604669337694102
1119.717525,0.15615596430266698
1119.958584,0.15016809184547467
1120.199642,0.1479175877260012
1120.440701,0.14456876532857668
1120.68176,0.1363404789697372
1120.922818,0.13732567286029135
1121.163877,0.13342710236255015
1121.404936,0.12127434327956577
1121.645994,0.1228120673223224
1121.887053,0.12151713467659149
1122.128112,0.11032772768988083
1122.36917,0.10752843013579495
1122.610229,0.10599111596854072
1122.851288,0.10473729670918545
1123.092346,0.09743205652980245
1123.333405,0.10242750489025616
1123.574464,0.09830307210279644
1123.815522,0.09743205652980245
1124.056581,0.0963372714759703
1124.29764,0.08842504809353872
1124.538698,0.09603908835702411
1124.779757,0.09063634386120335
1125.020816,0.09054575282041182
1125.261874,0.08411250760946481
1125.502933,0.08559743168195844
1125.743992,0.08788729710814873
1125.98505,0.08630221628950277
1126.226109,0.09048239297197166
1126.467168,0.08243048062245775
1126.708226,0.08696061186742476
1126.949285,0.0866307886034174
1127.190343,0.09131867197216847
1127.431402,0.09479866045903014
1127.672461,0.09344334146500832
1127.913519,0.09548367390347962
1128.154578,0.09623135874003103
1128.395637,0.09948981518564427
1128.636695,0.10147934487271182
1128.877754,0.1040483067189046
1129.118813,0.1096896789991448
1129.359871,0.11112495389958868
1129.60093,0.11082532121021724
1129.841989,0.11715001335841992
1130.083047,0.11743151105259422
1130.324106,0.12056093128907636
1130.565165,0.12369950514949285
1130.806223,0.1314800697088893
1131.047282,0.1333470701132084
1131.288341,0.142359461643921
1131.529399,0.1494041841973346
1131.770458,0.14955366310853097
1132.011517,0.14858471678537188
1132.252575,0.1567348115776775
1132.493634,0.15878566579783607
1132.734693,0.16042960993404484
1132.975751,0.16756230947919307
1133.21681,0.15884919276870235
1133.457869,0.17209648502499056
1133.698927,0.16884063451336623
1133.939986,0.16884063451336623
1134.181045,0.1731148555254931
1134.422103,0.1765237236546755
1134.663162,0.16994167313665803
1134.904221,0.17158096923024452
1135.145279,0.17956823572054742
1135.386338,0.17093019879409185
1135.627397,0.17346143169719042
1135.868455,0.17597734743204727
1136.109514,0.17471486093585978
1136.350573,0.17976586945846781
1136.591631,0.17707179627164651
1136.83269,0.1694156696765386
1137.073749,0.17370444777312702
1137.314807,0.16860442301167988
1137.555866,0.16784740767010883
1137.796925,0.16337616111641862
1138.037983,0.16337616111641862
1138.279042,0.16353961899285177
1138.520101,0.15851595948130306
1138.761159,0.1531863691271441
1139.002218,0.15884919276870235
1139.243277,0.15208738834782706
1139.484335,0.15006301096378222
1139.725394,0.14772541979817413
1139.966453,0.14280146071961697
1140.207511,0.14701803686036835
1140.44857,0.13771072356371855
1140.689629,0.13802782275219397
1140.930687,0.12938018997737108
1141.171746,0.1283621131747624
1141.412805,0.12528050697656842
1141.653863,0.1198277480904463
1141.894922,0.11626304799453452
1142.135981,0.11453211671405986
1142.377039,0.11082532121021724
1142.618098,0.10701353041907036
1142.859157,0.10610777034425012
1143.100215,0.09646259136917044
1143.341274,0.09489350653462311
1143.582333,0.08995911406847874
1143.823391,0.08274431235146412
1144.06445,0.08362606710644281
1144.305509,0.0780348310534418
1144.546567,0.07362283818162857
1144.787626,0.06665668082143364
1145.028685,0.06369176516726191
1145.269743,0.06432544518292226
1145.510802,0.05676700613130407
1145.751861,0.055570655268093724
1145.992919,0.04982193151639987
1146.233978,0.04661653371622912
1146.475037,0.042557464944361106
1146.716095,0.039427174196243614
1146.957154,0.03933266243764858
1147.198213,0.034686663606889656
1147.439271,0.03312059449161878
1147.68033,0.03111703066106086
1147.921389,0.027601090394287858
1148.162447,0.02722553389192558
1148.403506,0.025162512279711315
1148.644565,0.02373985494430976
1148.885623,0.02357897155415185
1149.126682,0.021568960751830152
1149.367741,0.021129185398296276
1149.608799,0.018871545886201994
1149.849858,0.018237050727151254
1150.090917,0.01798710799852262
1150.331975,0.016739233558580632
1150.573034,0.01651146980295789
1150.814093,0.017145834862963918
1151.055151,0.016399572689659532
1151.29621,0.01685513366567099
1151.537269,0.016342274515542307
1151.778327,0.01668241680769143
1152.019386,0.017500951991814725
1152.260445,0.0170876380151341
1152.501503,0.018678166576649533
1152.742562,0.01792605567908441
1152.983621,0.019131865180410334
1153.224679,0.019066927295757662
1153.465738,0.021495750812696016
1153.706797,0.023019812979106692
1153.947855,0.024067329032599977
1154.188914,0.02612924745245541
1154.429973,0.027133124262085022
1154.671031,0.03198142543077761
1154.91209,0.033634599325602664
1155.153149,0.03785470501329341
1155.394207,0.04032837352780432
1155.635266,0.0440425089037639
1155.876325,0.049548663070150704
1156.117383,0.052897457693327994
1156.358442,0.058706783302997737
1156.5995,0.06530412987888476
1156.840559,0.0698852966656182
1157.081618,0.07584981592650249
1157.322676,0.08356754934307495
1157.563735,0.0923933751884089
1157.804794,0.09840142434282323
1158.045852,0.10621393118616858
1158.286911,0.11591478151147531
1158.52797,0.11949269968246252
1158.769028,0.12366240086386915
1159.010087,0.13416297321538262
1159.251146,0.14075985452866238
1159.492204,0.14575910291853902
1159.733263,0.15851595948130306
1159.974322,0.1634905644657009
1160.21538,0.16756230947919307
1160.456439,0.1671105014589
1160.697498,0.17287266430117235
1160.938556,0.17815523535855668
1161.179615,0.18361758986864737
1161.420674,0.17994572524082947
1161.661732,0.18455643158842439
1161.902791,0.1874205981118626
1162.14385,0.18117352596380343
1162.384908,0.1833607051041243
1162.625967,0.1871022537644357
1162.867026,0.1890960862978823
1163.108084,0.18124600987000375
1163.349143,0.1860760161092558
1163.590202,0.18393000524925757
1163.83126,0.18418768759215845
1164.072319,0.1779771691711307
1164.313378,0.17370444777312702
1164.554436,0.17375656692494085
1164.795495,0.1752047480684062
1165.036554,0.16855384927121678
1165.277612,0.16421150786169955
1165.518671,0.1668767104487505
1165.75973,0.15993304821158225
1166.000788,0.16175054115188753
1166.241847,0.15615596430266698
1166.482906,0.15466403974121934
1166.723964,0.15012304817480943
1166.965023,0.14571538174616724
1167.206082,0.14466999889192014
1167.44714,0.14201820860342562
1167.688199,0.13851176653942845
1167.929258,0.1380830449249931
1168.170316,0.13676379024802296
1168.411375,0.1371884158273856
1168.652434,0.12850338918681595
1168.893492,0.12399674050160123
1169.134551,0.12897973241835742
1169.37561,0.1261479316483196
1169.616668,0.12670420545248662
1169.857727,0.12056093128907636
1170.098786,0.12069362127960957
1170.339844,0.11456648150353478
1170.580903,0.11994763577238712
1170.821962,0.11754900129897919
1171.06302,0.11355136379258103
1171.304079,0.1168224521207557
1171.545138,0.10864169644550414
1171.786196,0.11063707821604016
1172.027255,0.1057053259455741
1172.268314,0.10827294191552385
1172.509372,0.10992026936018012
1172.750431,0.10567361910405447
1172.99149,0.10327086347493948
1173.232548,0.1002387939591024
1173.473607,0.0990827420136273
1173.714666,0.10292033876879719
1173.955724,0.10235583072571725
1174.196783,0.09982865626068621
1174.437842,0.09571310993395526
1174.6789,0.09692672483692916
1174.919959,0.10065061667400542
1175.161018,0.09710135005718508
1175.402076,0.09729574708953276
1175.643135,0.09392111980566444
1175.884194,0.09223643988339311
1176.125252,0.0942127270347383
1176.366311,0.09541685871978979
1176.60737,0.08983325942758773
1176.848428,0.09261538559478372
1177.089487,0.0901752752318818
1177.330546,0.08698670396460385
1177.571604,0.08888605592518359
1177.812663,0.0874664489256957
1178.053722,0.08833666724323541
1178.29478,0.08665678173877375
1178.535839,0.08669145138493627
1178.776898,0.08749269279675725
1179.017956,0.08451721817430186
1179.259015,0.08290996657517266
1179.500074,0.08428932947341981
1179.741132,0.08031490972377467
1179.982191,0.08251295233206236
1180.22325,0.07993032190627085
1180.464308,0.0784338252622272
1180.705367,0.07766116138902537
1180.946426,0.07608531519113922
1181.187484,0.07456381075495436
1181.428543,0.07271555178914298
1181.669602,0.07299239655786584
1181.91066,0.07048890199966261
1182.151719,0.06983639407585553
1182.392778,0.06820755112185178
1182.633836,0.0689826676098179
1182.874895,0.06579575213194822
1183.115954,0.06598023839815936
1183.357012,0.0655068867923507
1183.598071,0.062436827088050595
1183.83913,0.06249929514396092
1184.080188,0.0619455193747295
1184.321247,0.05800651193480716
1184.562306,0.057844320874838456
1184.803364,0.056727283131684035
1185.044423,0.052897457693327994
1185.285482,0.05393908093876347
1185.52654,0.05260732028527452
1185.767599,0.05230308097450489
1186.008657,0.04850928771955965
1186.249716,0.047715451630000336
1186.490775,0.04797860963510223
1186.731833,0.045247855600651324
1186.972892,0.04378342315575247
1187.213951,0.041081392385903276
1187.455009,0.041407220713067155
1187.696068,0.040758127961772604
1187.937127,0.0396168795610269
1188.178185,0.03853455144566091
1188.419244,0.036069775791982325
1188.660303,0.03478044414538357
1188.901361,0.03415658109881166
1189.14242,0.03294881441553777
1189.383479,0.030485625547105547
1189.624537,0.030275998774888232
1189.865596,0.029357712218062333
1190.106655,0.027981827426333282
1190.347713,0.027320990211661893
1190.588772,0.025686235865122364
1190.829831,0.025686235865122364
1191.070889,0.02373985494430976
1191.311948,0.024067329032599977
1191.553007,0.02309821354867806
1191.794065,0.021203267114568717
1192.035124,0.021716129491567933
1192.276183,0.020558105244717934
1192.517241,0.020002460259872474
1192.7583,0.018807491584207928
1192.999359,0.019395775390558773
1193.240417,0.018871545886201994
1193.481476,0.017742364936888515
1193.722535,0.017323349593539535
1193.963593,0.01702793582186533
1194.204652,0.017622126130578966
1194.445711,0.016176430557534236
1194.686769,0.01668241680769143
1194.927828,0.015684222628934437
1195.168887,0.01536596930700949
1195.409945,0.015684222628934437
1195.651004,0.01536596930700949
1195.892063,0.01557793171374334
1196.133121,0.015313813726096408
1196.37418,0.015470813966137082
1196.615239,0.014847853049154954
1196.856297,0.01536596930700949
1197.097356,0.015052668417730094
1197.338415,0.01469570506995409
1197.579473,0.01469570506995409
1197.820532,0.014645824517706655
1198.061591,0.014950657502682445
1198.302649,0.014797456072197731
1198.543708,0.01429850918425903
1198.784767,0.01469570506995409
1199.025825,0.014348641647036918
1199.266884,0.014397510057858682
1199.507943,0.014103955345206842
1199.749001,0.013676175152458314
1199.99006,0.013864828073879043
1200.231119,0.0140560833255832
1200.472177,0.014495746752475381
1200.713236,0.013770867072444333
1200.954295,0.013351854365491248
1201.195353,0.012902941117454218
1201.436412,0.012727376189872212
1201.677471,0.012467874286750396
1201.918529,0.013444300733803137
1202.159588,0.012467874286750396
1202.400647,0.012089717270863132
1202.641705,0.011884740650379961
1202.882764,0.011884740650379961
1203.123823,0.011803018206557067
1203.364881,0.01090864156196508
1203.60594,0.011523118007074092
1203.846999,0.010687291004980556
1204.088057,0.010469384948489821
1204.329116,0.010256947480774907
1204.570175,0.010082036530395536
1204.811233,0.009709990257757041
1205.052292,0.009743060412038118
1205.293351,0.009479724730536718
1205.534409,0.009067125400362443
1205.775468,0.00903544593286874
1206.016527,0.009192199821872693
1206.257585,0.008791235673281187
1206.498644,0.008153565196159852
1206.739703,0.007960209184590308
1206.980761,0.0077714384735991775
1207.22182,0.0075871443260376965
1207.462879,0.007407961342477088
1207.703937,0.007182555787490189
1207.944996,0.0071096660878784065
1208.186055,0.007036812367917515
1208.427113,0.006241716838926444
1208.668172,0.006393330125127213
1208.909231,0.006010784539116475
1209.150289,0.0059491912085513935
1209.391348,0.005928998305829438
1209.632407,0.005690256231270891
1209.873465,0.005013103974211209
1210.114524,0.005169909993470991
1210.355583,0.004995588779771829
1210.596641,0.004570192282572454
1210.8377,0.004492257138899398
1211.078759,0.004109721558880349
1211.319817,0.004356004677960669
1211.560876,0.003746624416436907
1211.801935,0.00397114822762035
1212.042993,0.0035224447471726866
1212.284052,0.0033806069993644193
1212.525111,0.0033232900760330926
1212.766169,0.003113835602485685
1213.007228,0.0030927333493633506
1213.248287,0.002809917936936822
1213.489345,0.002988451257065854
1213.730404,0.002752625762856867
1213.971463,0.0028387257700791236
1214.212521,0.0027905962396862455
1214.45358,0.0026417861992055107
1214.694638,0.0025094291047889116
1214.935697,0.0025879221084371164
1215.176756,0.002743282727423845
1215.417814,0.0025527093338131184
1215.658873,0.0024837146418307
1215.899932,0.0026507835591272214
1216.14099,0.0025879221084371164
1216.382049,0.0024837146418307
1216.623108,0.002544044860030359
1216.864166,0.0026417861992055107
1217.105225,0.0027811243238528393
1217.346284,0.0027151719344376546
1217.587342,0.002743282727423845
1217.828401,0.002848678717772565
1218.06946,0.003029674775621597
1218.310518,0.0030927333493633506
1218.551577,0.003278071456787943
1218.792636,0.0034156071930248923
1219.033694,0.0033346084926965274
1219.274753,0.003439256378518648
1219.515812,0.003785414071718637
1219.75687,0.003811242604893247
1219.997929,0.003917114473249693
1220.238988,0.004180602098981929
1220.480046,0.004180602098981929
1220.721105,0.004633234771861343
1220.962164,0.004538766499456151
1221.203222,0.0048276281412270566
1221.444281,0.0053135240550740755
1221.68534,0.0053316207838670976
1221.926398,0.005423575471152593
1222.167457,0.005461127547579474
1222.408516,0.005848324903639864
1222.649574,0.005555315843450668
1222.890633,0.006241716838926444
1223.131692,0.006547971316373657
1223.37275,0.006458875807101504
1223.613809,0.007060778248878942
1223.854868,0.0067995421496549555
1224.095926,0.0071096660878784065
1224.336985,0.007407961342477088
1224.578044,0.00753572676246565
1224.819102,0.007933190431271404
1225.060161,0.00818133449889035
1225.30122,0.008350782766684512
1225.542278,0.008671617003375912
1225.783337,0.008761396227794684
1226.024396,0.00882205890733188
1226.265454,0.008912504396017939
1226.506513,0.009512010649580823
1226.747572,0.009447548397216066
1226.98863,0.009877458867002288
1227.229689,0.01043384948418676
1227.470748,0.010326932402703702
1227.711806,0.010834714436436152
1227.952865,0.010613802523871334
1228.193924,0.01090864156196508
1228.434982,0.011327747864530618
1228.676041,0.011803018206557067
1228.9171,0.011884740650379961
1229.158158,0.011803018206557067
1229.399217,0.012172207497212498
1229.640276,0.012383380346580136
1229.881334,0.012425555496885309
1230.122393,0.01277072291659587
1230.363452,0.012727376189872212
1230.60451,0.012596957026818302
1230.845569,0.013261369752158346
1231.086628,0.013261369752158346
1231.327686,0.01251158830165539
1231.568745,0.01281421727301866
1231.809804,0.012639859573709755
1232.050862,0.011602902461144876
1232.291921,0.01164241947036039
1232.53298,0.01196583228589042
1232.774038,0.011843216767287999
1233.015097,0.011289298922032601
1233.256156,0.011097893094351293
1233.497214,0.010541873502547799
1233.738273,0.01043384948418676
1233.979332,0.009979722446674055
1234.22039,0.009223506492448286
1234.461449,0.009098006094154728
1234.702508,0.00870202083856206
