nu,[0]Diiodomethane-PNNL(x-sec)-X=0.01-T=298.15K-P=1.0atm-L=15cm
651.416028,1.000896151303845
651.547431,0.9998795672526056
651.678834,0.99889561028769
651.810236,1.0002059011947417
651.941639,1.000023752282081
652.073041,0.9998135273881791
652.204444,0.9995032834045545
652.335847,0.9999332392285994
652.467249,0.9996059376629661
652.598652,0.999604718144466
652.730055,1.0004575946645105
652.861457,0.9997877025382961
652.99286,0.9995214145585646
653.124262,0.9997612685009004
653.255665,0.9995028536182351
653.387068,0.99982929457183
653.51847,0.9998662889401208
653.649873,1.0004015305918355
653.781276,0.9998531707804651
653.912678,0.9996787616081049
654.044081,1.00002940743239
654.175484,0.9995117992088064
654.306886,0.9995586774114745
654.438289,0.9998979152110067
654.569691,0.9999087941595056
654.701094,1.0000601978118155
654.832497,0.998702442556582
654.963899,1.0000034533059627
655.095302,0.9991880298263329
655.226705,0.9994492717065285
655.358107,0.9998783873954123
655.48951,0.9994546687471678
655.620912,1.0002320169117611
655.752315,0.9989944059489124
655.883718,0.9997589690526273
656.01512,0.9992187453384649
656.146523,0.9984435125849488
656.277926,0.9998140772857704
656.409328,0.998377717325447
656.540731,0.9987241146347268
656.672133,0.9992639809949677
656.803536,0.9989098945970497
656.934939,0.9982779843732301
657.066341,0.9978652817588377
657.197744,0.9995231037511825
657.329147,0.9992452149936178
657.460549,0.998530780361495
657.591952,0.9996631567444324
657.723354,0.9990884157456037
657.854757,0.9993579961727043
657.98616,0.999552879987958
658.117562,0.999934360154389
658.248965,0.9996296286044253
658.380368,0.9990207597689467
658.51177,1.0010227226244803
