nu,[0]Methylvinylether-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
611.643233,0.9884650436712885
611.762235,0.9890721475699267
611.881238,0.9886854959555433
612.00024,0.9890246732462361
612.119242,0.9892650354446594
612.238245,0.9891522656586186
612.357247,0.9895252463652174
612.47625,0.9899260852543914
612.595252,0.989977562749228
612.714254,0.9898280874229239
612.833257,0.9906946650979874
612.952259,0.9902532108711355
613.071261,0.9906657372361154
613.190264,0.9910980590014066
613.309266,0.9910071794762861
613.428269,0.99083822715578
613.547271,0.9915311643483581
613.666273,0.991518175375183
613.785276,0.9911153042576666
613.904278,0.9920459025856733
614.02328,0.9916085067954934
614.142283,0.9916745501212644
614.261285,0.99222200636213
614.380288,0.9922774731225671
