nu,[0]1-Ethoxy-1-1-2-3-3-3-hexafluoropropane-HITRAN(x-sec)-X=0.01-T=298.0K-P=0.0atm-L=15cm
958.447956,0.9999865240908009
958.930072,0.9999871390827023
959.412189,0.9999878290740664
959.894306,0.9999884240670016
960.376423,0.999988794062787
960.858539,0.9999892630576414
961.340656,0.9999900988490167
961.822773,0.9999910272402555
962.304889,0.9999917782337989
962.787006,0.9999924052288405
963.269123,0.9999929156250943
963.751239,0.9999933725219619
964.233356,0.9999938731187694
964.715473,0.9999942280166579
965.19759,0.9999943471159776
965.679706,0.9999945658147652
966.161823,0.99999499601252
966.64394,0.9999954140105157
967.126056,0.9999956594094204
967.608173,0.9999958320086861
968.09029,0.9999960143079429
968.572406,0.9999960823076742
969.054523,0.999995948608207
969.53664,0.9999958441086357
970.018757,0.9999959316082759
970.500873,0.9999962427070587
970.98299,0.9999967239053664
971.465107,0.9999971395040912
971.947223,0.9999972391038113
972.42934,0.9999972902036715
972.911457,0.9999972756037112
973.393573,0.9999969840045482
973.87569,0.9999965611059131
974.357807,0.9999966048057637
974.839924,0.9999973242035799
975.32204,0.9999979099021843
975.804157,0.9999977495025324
976.286274,0.9999972562037642
976.76839,0.9999970228044318
977.250507,0.9999971978039262
977.732624,0.9999973121036124
978.21474,0.9999971395040912
978.696857,0.9999969864045409
979.178974,0.9999968357050064
979.661091,0.9999965830058379
980.143207,0.9999964323063643
980.625324,0.9999963667066004
981.107441,0.9999961771073073
981.589557,0.9999959997080012
982.071674,0.9999959098083648
982.553791,0.999995722609148
983.035907,0.9999954820102062
983.518024,0.9999954067105492
984.000141,0.9999955671098253
984.482258,0.9999957445090546
984.964374,0.999995647309473
985.446491,0.9999952706111835
985.928608,0.9999949376128139
986.410724,0.9999947651137021
986.892841,0.9999945463148714
987.374958,0.9999943106161846
987.857074,0.9999942839163368
988.339191,0.9999944418154467
988.821308,0.9999945196150174
989.303425,0.999994388415745
989.785541,0.9999943009162399
990.267658,0.999994412715609
990.749775,0.9999944297155141
991.231891,0.9999943155161567
991.714008,0.99999424501656
992.196125,0.9999942255166724
992.678241,0.9999942547165042
993.160358,0.9999943641158816
993.642475,0.9999944856152043
994.124592,0.9999946144145023
994.606708,0.999994821013411
995.088825,0.9999948453132854
995.570942,0.9999945755147126
996.053058,0.9999943398160189
996.535175,0.9999942790163648
997.017292,0.9999942498165324
997.499408,0.9999943519159505
997.981525,0.9999945245149905
998.463642,0.9999944637153253
998.945759,0.9999941259172525
999.427875,0.9999936204203496
999.909992,0.9999932048230873
1000.392109,0.9999930444241901
1000.874225,0.9999929934245462
1001.356342,0.999992949624854
1001.838459,0.9999929836246149
1002.320575,0.9999929788246485
1002.802692,0.9999927819260505
1003.284809,0.9999926410270774
1003.766926,0.9999925924274362
1004.249042,0.9999922254302221
1004.731159,0.9999917296341997
1005.213276,0.9999915352358263
1005.695392,0.9999914404366332
1006.177509,0.999991233838423
1006.659626,0.9999910151403641
1007.141742,0.9999907477428024
1007.623859,0.999990310346945
1008.105976,0.9999897510525209
1008.588093,0.9999892000583198
1009.070209,0.9999887090637432
1009.552326,0.9999882130694664
1010.034443,0.9999877560749575
1010.516559,0.9999874450788137
1010.998676,0.9999871290828309
1011.480793,0.9999866110896323
1011.962909,0.9999859330989398
1012.445026,0.9999851851097415
1012.927143,0.9999844581207763
1013.40926,0.999983756131933
1013.891376,0.9999829371455722
1014.373493,0.9999819431630267
1014.85561,0.999981017180176
1015.337726,0.9999800451990997
1015.819843,0.9999788102245064
1016.30196,0.9999774082551973
1016.784076,0.9999759982880457
1017.266193,0.9999746273218918
1017.74831,0.999973364354735
1018.230427,0.9999720033919124
1018.712543,0.9999703744388456
1019.19466,0.9999685524944831
1019.676777,0.999966559559144
1020.158893,0.9999644936303661
1020.64101,0.9999624767040165
1021.123127,0.9999605077798382
1021.605243,0.999958417864561
1022.08736,0.9999561819600383
1022.569477,0.9999538730638798
1023.051594,0.9999515401742153
1023.53371,0.9999492312887747
1024.015827,0.9999469964047402
1024.497944,0.9999447355271373
1024.98006,0.9999423786601732
1025.462177,0.9999399238046469
1025.944294,0.9999374699550848
1026.42641,0.9999351121053105
1026.908527,0.9999328282561226
1027.390644,0.9999306164071529
1027.872761,0.9999285755508475
1028.354877,0.9999266796880655
1028.836994,0.9999246868361787
1029.319111,0.9999225969957671
1029.801227,0.9999204581636196
1030.283344,0.9999183933300054
1030.765461,0.9999164484906218
1031.247577,0.9999146266445124
1031.729694,0.9999128038018095
1032.211811,0.9999109079689308
1032.693928,0.9999089881418305
1033.176044,0.9999070443206469
1033.658161,0.9999052214917666
1034.140278,0.9999034966567473
1034.622394,0.9999018198199894
1035.104511,0.9999002159787567
1035.586628,0.9998986651347244
1036.068744,0.9998972052837389
1036.550861,0.9998955254578451
1037.032978,0.9998939256262842
1037.515095,0.999892775748931
1037.997211,0.999891955837191
1038.479328,0.9998910559348357
1038.961445,0.9998901060387838
1039.443561,0.9998896960839243
1039.925678,0.999889786074001
1040.407795,0.9998898860629847
1040.889911,0.9998896460894408
1041.372028,0.9998894261137429
1041.854145,0.9998894761082154
1042.336262,0.999889666087234
1042.818378,0.9998900860409818
1043.300495,0.9998908359588277
1043.782612,0.9998919258404327
1044.264728,0.9998929757275061
1044.746845,0.9998940156167416
1045.228962,0.9998952554860897
1045.711078,0.9998965953466298
1046.193195,0.9998976152416772
1046.675312,0.9998984451570422
1047.157429,0.9998991750831736
1047.639545,0.9998999950008334
1048.121662,0.9999007749231336
1048.603779,0.9999012608750283
1049.085895,0.9999013578654553
1049.568012,0.9999020627961611
1050.050129,0.9999035936473911
1050.532245,0.9999041765913561
1051.014362,0.9999034966567473
1051.496479,0.9999022817747368
1051.978596,0.9999006529352465
1052.460712,0.9998985851428344
1052.942829,0.9998961353943017
1053.424946,0.9998921258188379
1053.907062,0.9998874863301378
1054.389179,0.9998822369346142
1054.871296,0.9998765976147008
1055.353412,0.999870768351129
1055.835529,0.9998648091391081
1056.317646,0.9998585600035795
1056.799763,0.9998523209056311
1057.281879,0.999846171832766
1057.763996,0.9998401727737322
1058.246113,0.9998344337076116
1058.728229,0.9998291345991556
1059.210346,0.9998244454115105
1059.692463,0.9998202661540634
1060.174579,0.9998166468112508
1060.656696,0.9998135873769926
1061.138813,0.9998110378555954
1061.62093,0.9998089482527099
1062.103046,0.9998074885327111
1062.585163,0.9998068586541917
1063.06728,0.999806878650329
1063.549396,0.9998075585192377
1064.031513,0.99980884827182
1064.51363,0.9998105979388355
1064.995746,0.9998126675489153
1065.477863,0.9998151470874055
1065.95998,0.9998182065264365
1066.442097,0.999821775883805
1066.924213,0.9998260751266848
1067.40633,0.9998310142796956
1067.888447,0.9998362534079369
1068.370563,0.999841842508215
1068.85268,0.999847971557495
1069.334797,0.9998542606210152
1069.816913,0.999860269763179
1070.29903,0.999865759011128
1070.781147,0.9998706683640572
1071.263264,0.9998752377834528
1071.74538,0.9998794172706817
1072.227497,0.9998828868582794
1072.709614,0.9998855365514404
1073.19173,0.9998873863413942
1073.673847,0.9998883862292804
1074.155964,0.9998885562103206
1074.638081,0.9998881862516232
1075.120197,0.9998874563335136
1075.602314,0.9998863664567802
1076.084431,0.9998849266214492
1076.566547,0.999882936852425
1077.048664,0.9998804371482075
1077.530781,0.9998777174771173
1078.012897,0.9998749178234279
1078.495014,0.9998718582108606
1078.977131,0.9998687486142169
1079.459248,0.9998658589977089
1079.941364,0.9998631093703774
1080.423481,0.9998603597506074
1080.905598,0.9998576401341275
1081.387714,0.99985519048591
1081.869831,0.9998531207878079
1082.351948,0.9998514910285492
1082.834064,0.9998503012059828
1083.316181,0.9998495513185381
1083.798298,0.9998492313667329
1084.280415,0.9998492813591957
1084.762531,0.9998496513034982
1085.244648,0.9998503511984992
1085.726765,0.9998516110107353
1086.208881,0.9998532707657872
1086.690998,0.999855090500396
1087.173115,0.9998571602025754
1087.655231,0.9998591699174872
1088.137348,0.9998610196586626
1088.619465,0.9998630093840715
1089.101582,0.9998652990729846
1089.583698,0.9998679887142568
1090.065815,0.9998714482634827
1090.547932,0.9998755477448245
1091.030048,0.9998796072477891
1091.512165,0.9998831768243587
1091.994282,0.9998863164624632
1092.476398,0.9998890661536143
1092.958515,0.9998915158848273
1093.440632,0.9998937756422066
1093.922749,0.9998957654328
1094.404865,0.9998973452693575
1094.886982,0.9998986351377649
1095.369099,0.9998998950108389
1095.851215,0.9999011878822389
1096.333332,0.9999023057723919
1096.815449,0.9999032046849688
1097.297565,0.9999040796006557
1097.779682,0.999904759535661
1098.261799,0.9999052464893975
1098.743916,0.9999056834480857
1099.226032,0.9999062663932691
1099.708149,0.9999068253410281
1100.190266,0.9999071663093138
1100.672382,0.9999075062778081
1101.154499,0.9999080652262603
1101.636616,0.9999086721706402
1102.118732,0.9999092071219229
1102.600849,0.9999097420734918
1103.082966,0.9999102520275902
1103.565083,0.9999106649906097
1104.047199,0.9999110049602935
1104.529316,0.9999115159149476
1105.011433,0.9999122928464973
1105.493549,0.9999131197743054
1105.975666,0.9999138487112355
1106.457783,0.9999147236362358
1106.939899,0.999915816543626
1107.422016,0.9999170074440727
1107.904133,0.9999181983459378
1108.38625,0.9999194132472868
1108.868366,0.9999205071597232
1109.350483,0.9999214060886633
1109.8326,0.9999221840278198
1110.314716,0.999922888973208
1110.796833,0.9999234479302592
1111.27895,0.9999236659135946
1111.761066,0.9999234959265859
1112.243183,0.9999231799508111
1112.7253,0.9999228639751362
1113.207417,0.9999223050184114
1113.689533,0.9999214550848133
1114.17165,0.9999204831616314
1114.653767,0.9999195592355318
1115.135883,0.9999186603082522
1115.618,0.9999176393918211
1116.100117,0.9999165464824386
1116.582233,0.9999153065866896
1117.06435,0.9999139457028835
1117.546467,0.9999125368251265
1118.028584,0.9999110539559339
1118.5107,0.999909547091111
1118.992817,0.9999080402285591
1119.474934,0.9999064363773488
1119.95705,0.9999046145494814
1120.439167,0.9999026947344645
1120.921284,0.9999007259279968
1121.4034,0.9998987851225714
1121.885517,0.9998968653187469
1122.367634,0.9998949455186086
1122.849751,0.9998929757275061
1123.331867,0.9998909559457351
1123.813984,0.9998889161702655
1124.296101,0.9998868064068782
1124.778217,0.9998844666744887
1125.260334,0.999881866978255
1125.742451,0.9998790273177851
1126.224567,0.9998760576814839
1126.706684,0.9998729780679688
1127.188801,0.9998696684938888
1127.670918,0.9998661489588501
1128.153034,0.9998625494471929
1128.635151,0.999859079930166
1129.117268,0.9998556504194034
1129.599384,0.9998521209351869
1130.081501,0.9998484514846366
1130.563618,0.9998448620351388
1131.045734,0.9998414325731436
1131.527851,0.9998381031067167
1132.009968,0.9998350636035033
1132.492085,0.9998325840156203
1132.974201,0.9998305943507577
1133.456318,0.999828774660732
1133.938435,0.9998270749532597
1134.420551,0.9998255952102839
1134.902668,0.9998243754238018
1135.384785,0.999823405594628
1135.866901,0.9998227957025366
1136.349018,0.9998225757415458
1136.831135,0.9998226257326758
1137.313252,0.9998229656724263
1137.795368,0.9998240354835719
1138.277485,0.9998257151893625
1138.759602,0.9998277048445154
1139.241718,0.9998299644576817
1139.723835,0.9998324640357173
1140.205952,0.9998350236101016
1140.688068,0.9998377431650644
1141.170185,0.9998407026891643
1141.652302,0.9998438121985849
1142.134419,0.9998470916916672
1142.616535,0.9998505011760631
1143.098652,0.9998538306837756
1143.580769,0.999857030221153
1144.062885,0.9998602197701668
1144.545002,0.9998632793471204
1145.027119,0.9998658789950263
1145.509235,0.9998682586786501
1145.991352,0.9998705683769954
1146.473469,0.9998727580959379
1146.955586,0.999874817835941
1147.437702,0.9998767175998997
1147.919819,0.9998782974063616
1148.401936,0.9998797072357548
1148.884052,0.9998810870707029
1149.366169,0.9998823569204899
1149.848286,0.9998835167846966
1150.330402,0.99988461665717
1150.812519,0.9998856065434305
1151.294636,0.9998865064408813
1151.776753,0.9998873863413942
1152.258869,0.9998883062382127
1152.740986,0.9998893561214854
1153.223103,0.9998904460014776
1153.705219,0.9998915858772358
1154.187336,0.9998928057457147
1154.669453,0.999894095608266
1155.151569,0.9998954054703892
1155.633686,0.9998967853270009
1156.115803,0.9998982251794085
1156.59792,0.9998995850419194
1157.080036,0.9999008959111347
1157.562153,0.9999022567771801
1158.04427,0.9999035696497052
1158.526386,0.9999047115402337
1159.008503,0.9999056594503496
1159.49062,0.9999065823636991
1159.972736,0.9999075542733695
1160.454853,0.9999085991773098
1160.93697,0.9999097170757485
1161.419087,0.9999107139862334
1161.901203,0.9999115159149476
1162.38332,0.9999121718571172
1162.865437,0.9999128517976252
1163.347553,0.9999135087405847
1163.82967,0.9999141646840616
1164.311787,0.9999147476341895
1164.793903,0.9999152825887225
1165.27602,0.9999156955538195
1165.758137,0.9999159875292453
1166.240254,0.9999160845211008
1166.72237,0.999916060523115
1167.204487,0.9999159385333631
1167.686604,0.9999155985620017
1168.16872,0.9999150396093385
1168.650837,0.9999143836652876
1169.132954,0.9999136057321997
1169.61507,0.9999126578145507
1170.097187,0.999911588908491
1170.579304,0.9999103490188894
1171.061421,0.9999090611351893
1171.543537,0.9999076272666236
1172.025654,0.9999059264251963
1172.507771,0.999904030605357
1172.989887,0.9999019168104706
1173.472004,0.9998995350469414
1173.954121,0.9998970552991694
1174.436237,0.9998945055649293
1174.918354,0.9998918058534089
1175.400471,0.9998890661536143
1175.882588,0.9998862164738365
1176.364704,0.9998831568266954
1176.846821,0.9998799772033122
1177.328938,0.9998766976023655
1177.811054,0.9998733180248391
1178.293171,0.9998700384457345
1178.775288,0.999866758877387
1179.257404,0.9998634293266235
1179.739521,0.9998599698051431
1180.221638,0.999856670272687
1180.703755,0.999853510730601
1181.185871,0.9998505711656006
1181.667988,0.9998477515909655
1182.150105,0.9998450320087798
1182.632221,0.9998424524119249
1183.114338,0.99984007278972
1183.596455,0.9998379131374951
1184.078571,0.9998359634554654
1184.560688,0.9998342937308007
1185.042805,0.999833023942054
1185.524922,0.9998320341078503
1186.007038,0.9998311342594245
1186.489155,0.9998302344118086
1186.971272,0.9998294045530584
1187.453388,0.9998287046727202
1187.935505,0.9998281147739584
1188.417622,0.9998275548703709
1188.899738,0.9998269749705573
1189.381855,0.9998263450797614
1189.863972,0.9998253952451848
1190.346089,0.9998241554624634
1190.828205,0.9998226957202621
1191.310322,0.9998209760267043
1191.792439,0.9998188864030481
1192.274555,0.9998163768607927
1192.756672,0.999813567380721
1193.238789,0.999810238007085
1193.720905,0.9998062287760692
1194.203022,0.9998015796879145
1194.685139,0.9997964607169311
1195.167256,0.9997906019268376
1195.649372,0.9997838733587282
1196.131489,0.9997763150212162
1196.613606,0.9997679569261595
1197.095722,0.9997589190646801
1197.577839,0.9997484916335334
1198.059956,0.9997370745709505
1198.542072,0.9997244379741913
1199.024189,0.9997125313270393
1199.506306,0.9997054833785375
1199.988423,0.9996989253320769
1200.470539,0.9996887284550428
1200.952656,0.9996753627060935
1201.434773,0.9996595679601415
1201.916889,0.9996411044184327
1202.399006,0.999622881127205
1202.881123,0.9996056377812298
1203.363239,0.9995888745352444
1203.845356,0.9995721115703763
1204.327473,0.9995558386688617
1204.80959,0.9995400458113747
1205.291706,0.9995244930892623
1205.773823,0.9995091904864148
1206.25594,0.9994948576273901
1206.738056,0.9994812645897593
1207.220173,0.9994688710989181
1207.70229,0.9994579369692781
1208.184406,0.9994489518828128
1208.666523,0.9994416659265108
1209.14864,0.9994360790632136
1209.630757,0.9994319514007307
1210.112873,0.9994297626471539
1210.59499,0.9994295227840396
1211.077107,0.9994312218156726
1211.559223,0.9994355993340108
1212.04134,0.999442635385397
1212.523457,0.9994525998781447
1213.005574,0.9994652230441964
1213.48769,0.9994805349687024
1213.969807,0.999497296397818
1214.451924,0.9995152675207671
1214.93404,0.99953323896684
1215.416157,0.9995509808392903
1215.898274,0.9995679833460803
1216.38039,0.9995840165451191
1216.862507,0.9995990803897542
1217.344624,0.9996131648400216
1217.826741,0.9996260399405003
1218.308857,0.9996379455575337
1218.790974,0.9996486317442893
1219.273091,0.9996578685403206
1219.755207,0.9996656459087917
1220.237324,0.9996717138976787
1220.719441,0.9996760924693746
1221.201557,0.9996790015310364
1221.683674,0.999679981216938
1222.165791,0.9996797312969739
1222.647908,0.9996777919201764
1223.130024,0.9996748728652858
1223.612141,0.9996705042956368
1224.094258,0.9996656459087917
1224.576374,0.9996600577934499
1225.058491,0.9996539798787754
1225.540608,0.9996479119975336
1226.022724,0.9996415942426938
1226.504841,0.9996355164402774
1226.986958,0.9996296885822048
1227.469075,0.9996241006678639
1227.951191,0.9996192425065399
1228.433308,0.9996151140875936
1228.915425,0.9996117054058663
1229.397541,0.9996090364461759
1229.879658,0.9996070972065263
1230.361775,0.9996063674936118
1230.843891,0.9996066073991687
1231.326008,0.9996075770180481
1231.808125,0.9996097661610389
1232.290242,0.9996131648400216
1232.772358,0.9996172932509175
1233.254475,0.9996226412177422
1233.736592,0.9996289588527985
1234.218708,0.9996360062618005
1234.700825,0.9996437734637447
1235.182942,0.9996525203850302
1235.665058,0.9996619971358431
1236.147175,0.9996719638156384
1236.629292,0.9996824104422438
1237.111409,0.9996930971043315
1237.593525,0.9997040338066375
1238.075642,0.9997152105602134
1238.557759,0.9997263874387461
1239.039875,0.9997375544448615
1239.521992,0.9997489815104142
1240.004109,0.9997598388433087
1240.486225,0.999770456349176
1240.968342,0.9997805140905573
1241.450459,0.9997900220484566
1241.932576,0.9997990301971369
1242.414692,0.999807508528861
1242.896809,0.9998153170559949
1243.378926,0.9998225557450944
1243.861042,0.9998293545615894
1244.343159,0.9998357734866504
1244.825276,0.999841802514542
1245.307392,0.9998474316397362
1245.789509,0.9998527308451668
1246.271626,0.9998577601170515
1246.753743,0.9998625794430699
1247.235859,0.999867268809564
1247.717976,0.9998718082172688
1248.200093,0.999876087677766
1248.682209,0.9998800171985122
1249.164326,0.9998837667556071
1249.646443,0.9998872863526606
1250.128559,0.9998904759981915
1250.610676,0.9998933156911757
1251.092793,0.9998959354150946
1251.57491,0.999898325169236
1252.057026,0.9999004339570275
1252.539143,0.9999022567771801
1253.02126,0.9999038126263021
1253.503376,0.9999050035124522
1253.985493,0.9999059024274544
1254.46761,0.9999063633841816
1254.949726,0.9999063633841816
1255.431843,0.9999058534320663
1255.91396,0.9999048815240491
1256.396077,0.9999034476614771
1256.878193,0.9999013818630882
1257.36031,0.9998985851428344
1257.842427,0.9998951654955207
1258.324543,0.9998911059293898
1258.80666,0.9998865064408813
1259.288777,0.999881387035074
1259.770893,0.999875747719954
1260.25301,0.9998695985030144
1260.735127,0.9998632593498551
1261.217244,0.9998570102240126
1261.69936,0.9998509811044188
1262.181477,0.9998453919530561
1262.663594,0.9998404127354025
1263.14571,0.9998361134308712
1263.627827,0.9998325140273417
1264.109944,0.9998298144831983
1264.59206,0.9998280647825539
1265.074177,0.9998270949498015
1265.556294,0.9998265650415816
1266.038411,0.999826415067608
1266.520527,0.99982646505893
1267.002644,0.999826755008647
1267.484761,0.9998276348565786
1267.966877,0.9998294745411191
1268.448994,0.9998323940474473
1268.931111,0.9998361134308712
1269.413227,0.9998400927865216
1269.895344,0.9998440621595691
1270.377461,0.9998480715422973
1270.859578,0.9998521709277943
1271.341694,0.999856670272687
1271.823811,0.9998618195477983
1272.305928,0.9998676287618455
1272.788044,0.9998737479704584
1273.270161,0.9998798972129173
1273.752278,0.9998860464931941
1274.234394,0.9998922158091333
1274.716511,0.9998981751844984
1275.198628,0.9999035446521162
1275.680745,0.9999080892240542
1276.162861,0.9999117098978005
1276.644978,0.9999145776486968
1277.127095,0.9999167894621889
1277.609211,0.999918368332046
1278.091328,0.9999193162551084
1278.573445,0.9999195592355318
1279.055561,0.99991912227078
1279.537678,0.9999181253519119
1280.019795,0.9999166184764325
1280.501912,0.9999145286528838
1280.984028,0.9999117348955936
1281.466145,0.9999082592084438
1281.948262,0.9999041285959568
1282.430378,0.9998994150590044
1282.912495,0.9998941855987387
1283.394612,0.999888506215894
1283.876728,0.9998822069381476
1284.358845,0.9998752877772159
1284.840962,0.999867948719538
1285.323079,0.9998603097575907
1285.805195,0.9998522509159712
1286.287312,0.9998437622063955
1286.769429,0.99983519358207
1287.251545,0.999826615032911
1287.733662,0.9998179565719161
1288.215779,0.9998093581744627
1288.697895,0.9998008798270537
1289.180012,0.9997924715370112
1289.662129,0.9997840433220011
1290.144246,0.9997758551242171
1290.626362,0.9997680768983215
1291.108479,0.9997608086108227
1291.590596,0.9997540802432218
1292.072712,0.9997475218779668
1292.554829,0.9997414434315123
1293.036946,0.9997353750193684
1293.519062,0.9997295365818265
1294.001179,0.9997237081756181
1294.483296,0.9997178798033891
1294.965413,0.9997122913960605
1295.447529,0.9997074328061308
1295.929646,0.999703543951781
1296.411763,0.999701354603417
1296.893879,0.9997008747468821
1297.375996,0.9997030540971644
1297.858113,0.9997076727359434
1298.340229,0.9997152105602134
1298.822346,0.9997246779080853
1299.304463,0.9997351250855558
1299.78658,0.9997450924944403
1300.268696,0.9997533504230096
1300.750813,0.9997596888793442
1301.23293,0.9997648676479455
1301.715046,0.9997693865953601
1302.197163,0.9997734956559832
1302.67928,0.9997774047779935
1303.161396,0.9997812239349743
1303.643513,0.9997850131129935
1304.12563,0.9997887523159349
1304.607747,0.9997922515826917
1305.089863,0.999795530906655
1305.57198,0.9997987402554601
1306.054097,0.9998017796482505
1306.536213,0.9998046190893366
1307.01833,0.9998071985885815
1307.500447,0.9998093381782758
1307.982563,0.9998112278197107
1308.46468,0.9998129075039843
1308.946797,0.9998141472727583
1309.428914,0.9998149271280973
1309.91103,0.9998154070393774
1310.393147,0.9998158469582533
1310.875264,0.9998162068920231
1311.35738,0.999816456846106
1311.839497,0.9998166768057507
1312.321614,0.9998169367581204
1312.80373,0.9998172566995914
1313.285847,0.9998176666247507
1313.767964,0.9998182965100791
1314.250081,0.9998190563722732
1314.732197,0.9998198562278382
1315.214314,0.9998208760446117
1315.696431,0.9998221858108173
1316.178547,0.9998238155223083
1316.660664,0.9998257151893625
1317.142781,0.9998278548186824
1317.624897,0.9998301844202981
1318.107014,0.9998326640022301
1318.589131,0.999835263570536
1319.071248,0.9998380331180519
1319.553364,0.9998410926271143
1320.035481,0.9998443021221729
1320.517598,0.9998475816168622
1320.999714,0.999850931111871
1321.481831,0.9998544105991656
1321.963948,0.9998580100815228
1322.446064,0.9998617195616213
1322.928181,0.9998655190433746
1323.410298,0.9998692785447941
1323.892415,0.9998730480590797
1324.374531,0.9998766976023655
1324.856648,0.9998803171625623
1325.338765,0.9998840567219415
1325.820881,0.9998878662874547
1326.302998,0.9998915658794043
1326.785115,0.9998951654955207
1327.267231,0.9998988351175119
1327.749348,0.9999024757557983
1328.231465,0.9999060724114722
1328.713582,0.9999096200845107
1329.195698,0.9999130707785637
1329.677815,0.9999163275007389
1330.159932,0.9999195592355318
1330.642048,0.999922888973208
1331.124165,0.9999261447274349
1331.606282,0.9999292315042081
1332.088398,0.9999320743070543
1332.570515,0.9999348211242353
1333.052632,0.999937590947526
1333.534749,0.9999403617784295
1334.016865,0.9999432296114995
1334.498982,0.9999459994580817
1334.981099,0.9999486243197755
1335.463215,0.9999511271943144
1335.945332,0.9999535330796208
1336.427449,0.9999557689782205
1336.909565,0.9999578348889733
1337.391682,0.9999598518059604
1337.873799,0.9999618687270154
1338.355916,0.9999638376538734
1338.838032,0.999965708587964
1339.320149,0.9999675795255549
1339.802266,0.9999693054710866
1340.284382,0.9999708124259655
1340.766499,0.9999721973864998
1341.248616,0.9999735343502215
1341.730732,0.9999747733181981
1342.212849,0.9999758982904509
1342.694966,0.9999769652653036
1343.177083,0.9999779842423504
1343.659199,0.9999789562214234
1344.141316,0.9999797892042409
1344.623433,0.9999804361913738
1345.105549,0.9999809581812977
1345.587666,0.9999814351723285
1346.069783,0.9999818431648373
1346.5519,0.9999822001584191
1347.034016,0.9999825161528443
1347.516133,0.9999829681450437
1347.99825,0.9999833721382444
1348.480366,0.9999834321372486
1348.962483,0.9999828661467861
1349.4446,0.9999823391559546
1349.926716,0.9999824191545449
1350.408833,0.9999827351490392
1350.89095,0.9999829371455722
1351.373067,0.9999829511453334
1351.855183,0.9999828251474895
1352.3373,0.9999826791500076
1352.819417,0.9999824801534744
1353.301533,0.9999821811587575
1353.78365,0.9999817631662931
1354.265767,0.9999811991767377
1354.747883,0.9999804871903774
1355.23,0.9999797072059016
1355.712117,0.9999787202264175
1356.194234,0.9999774642539337
1356.67635,0.9999761372847191
1357.158467,0.9999747733181981
1357.640584,0.9999732423579921
1358.1227,0.9999714444077187
1358.604817,0.999969572462927
1359.086934,0.9999676285239676
1359.56905,0.9999655145946352
1360.051167,0.9999631326796163
1360.533284,0.9999604347827239
1361.015401,0.9999575669003095
1361.497517,0.9999546270293844
1361.979634,0.9999517351647846
1362.461751,0.9999488433085482
1362.943867,0.9999460234567861
1363.425984,0.9999432776087757
1363.908101,0.9999405317683054
1364.390217,0.9999378589308362
1364.872334,0.9999352340974016
1365.354451,0.9999325852724749
1365.836568,0.9999297664664901
1366.318684,0.9999268496756155
1366.800801,0.999923908895075
1367.282918,0.999921066115443
1367.765034,0.999918538318183
1368.247151,0.9999165464824386
1368.729268,0.9999149176197111
1369.211384,0.9999130227827375
1369.693501,0.9999105919971337
1370.175618,0.9999079192396935
1370.657735,0.9999053184825778
1371.139851,0.9999027917250306
1371.621968,0.9999005069497618
1372.104085,0.9998986851326979
1372.586201,0.9998973952642259
1373.068318,0.9998963553714757
1373.550435,0.9998951854934243
1374.032551,0.9998937056496449
1374.514668,0.9998916858663994
1374.996785,0.9998889161702655
1375.478902,0.9998852965789405
1375.961018,0.9998810470754602
1376.443135,0.9998763776418735
1376.925252,0.999871248289213
1377.407368,0.9998654390541363
1377.889485,0.9998587599753116
1378.371602,0.9998513510493503
1378.853718,0.9998434022627058
1379.335835,0.9998348436398135
1379.817952,0.9998254252399471
1380.300069,0.9998153170559949
1380.782185,0.9998055489080647
1381.264302,0.9997968906295016
1381.746419,0.9997892922020069
1382.228535,0.9997820437559141
1382.710652,0.9997748053601203
1383.192769,0.9997677169818786
1383.674885,0.9997612285104506
1384.157002,0.9997557798266028
1384.639119,0.9997518907841835
1385.121236,0.9997492214501986
1385.603352,0.9997482516939242
1386.085469,0.9997489815104142
1386.567586,0.9997518907841835
1387.049702,0.9997567495901796
1387.531819,0.9997630980656959
1388.013936,0.9997704863422903
1388.496052,0.9997784045558982
1388.978169,0.9997863028364923
1389.460286,0.9997938312556971
1389.942403,0.9998011197792936
1390.424519,0.9998086083177253
1390.906636,0.9998165768240881
1391.388753,0.9998251252923646
1391.870869,0.9998342437390872
1392.352986,0.9998437922017088
1392.835103,0.9998534607379267
1393.317219,0.9998629893868115
1393.799336,0.9998723381494676
1394.281453,0.9998816470042684
1394.76357,0.9998908359588277
1395.245686,0.9998995850419194
1395.727803,0.9999077492553616
1396.20992,0.9999152095949096
1396.692036,0.999921989043013
1397.174153,0.9999281135839523
1397.65627,0.9999336302025724
1398.138386,0.9999385148902868
1398.620503,0.9999427676378342
1399.10262,0.9999463644384382
1399.584737,0.9999493772813731
1400.066853,0.9999518811577486
1400.54897,0.9999541160527005
1401.031087,0.9999562309578924
1401.513203,0.9999580048818196
1401.99532,0.9999594388226268
1402.477437,0.999960580776958
1402.959553,0.9999616747344318
1403.44167,0.9999626946958602
1403.923787,0.9999634726671393
1404.405904,0.9999639836486044
1404.88802,0.9999642986373088
1405.370137,0.9999645666277768
1405.852254,0.999964857617508
1406.33437,0.9999650036123878
1406.816487,0.999964979613228
1407.298604,0.9999650036123878
1407.78072,0.9999651986055825
1408.262837,0.9999654165980196
1408.744954,0.9999655385938079
1409.227071,0.9999654895954977
1409.709187,0.9999653446005122
1410.191304,0.9999653196013789
1410.673421,0.99996539259885
1411.155537,0.9999656355904698
