nu,[0]HCFC-121-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
608.233765,0.5727534122533613
608.352567,0.5697030607190717
608.471369,0.5691393337798373
608.590172,0.5667879676243858
608.708974,0.5661591820208932
608.827777,0.56635170887049
608.946579,0.5634932073314907
609.065381,0.5647399044125517
609.184184,0.5657912981277975
609.302986,0.5643277947206693
609.421788,0.5658478800866611
609.540591,0.5702616433793748
609.659393,0.5708436070066154
609.778196,0.5709006942216293
609.896998,0.5750432635837687
610.0158,0.5726159679283992
610.134603,0.5818166006902906
610.253405,0.5817177002749467
610.372207,0.5839265935677155
610.49101,0.5891408439865929
610.609812,0.5964141325164447
610.728615,0.5988285193894073
610.847417,0.606379046000209
610.966219,0.6106385903342544
611.085022,0.6173988682537891
611.203824,0.6223578687538452
611.322626,0.6325791043718713
611.441429,0.6363859882290293
611.560231,0.6396014698167761
611.679034,0.647303504123159
611.797836,0.6586980787958888
611.916638,0.6659904152911738
612.035441,0.6695429255992321
612.154243,0.6777478248349191
612.273045,0.6881970996689402
612.391848,0.6974740292709243
612.51065,0.7043147039871217
612.629453,0.7118130302631877
612.748255,0.7163402610320406
612.867057,0.7305117230056691
612.98586,0.7353049263647077
613.104662,0.7469403124901732
613.223464,0.7516834408317865
613.342267,0.761168900713288
613.461069,0.7703579515585736
613.579872,0.7761263111068037
613.698674,0.7849148801570172
613.817476,0.793374429845627
613.936279,0.8046402466692552
614.055081,0.8102762824734886
614.173883,0.8154705258517778
614.292686,0.8256700834152421
614.411488,0.8321604568204943
614.530291,0.8398516583015244
614.649093,0.8429985845875656
614.767895,0.8511133185418949
614.886698,0.8599422871083273
615.0055,0.863449384318456
615.124302,0.8708635268477168
615.243105,0.8740829494434766
615.361907,0.8775775074187753
615.48071,0.8828323151319254
615.599512,0.8904930329800348
615.718314,0.8958520521584022
615.837117,0.8992447811336026
615.955919,0.9058840149076506
616.074721,0.9081352116120865
616.193524,0.9147586673730723
616.312326,0.9158854286719005
616.431129,0.9209781198113185
616.549931,0.9248996812997912
616.668733,0.9267096288239651
616.787536,0.9329235700304477
616.906338,0.9331549637674527
617.025141,0.9405175219049275
617.143943,0.9443806152280727
617.262745,0.9468439338101834
617.381548,0.9465996795854102
617.50035,0.9511809130371173
617.619152,0.950257764631641
617.737955,0.9535656544936354
617.856757,0.9558818131358954
617.97556,0.9578912741390573
618.094362,0.9596621342082386
618.213164,0.963808168023628
618.331967,0.9627553011925185
618.450769,0.9676614447891448
618.569571,0.9639392548481812
618.688374,0.9637079371862474
618.807176,0.9681192569165628
618.925979,0.9706658496895596
619.044781,0.9712309416398857
619.163583,0.9731539376585375
619.282386,0.9693621510692928
619.401188,0.9764233757482094
619.51999,0.9760689983861953
619.638793,0.9720276776291422
619.757595,0.9758777076096201
619.876398,0.9724146216415893
619.9952,0.9757820762802861
