nu,[0]HFC-1345zfc-HITRAN(x-sec)-X=0.01-T=298.0K-P=0.9211atm-L=15cm
1224.422654,0.0014089648403451099
1224.541656,0.0016861625709499411
1224.660658,0.0020176940077297244
1224.77966,0.0024026091171082567
1224.898662,0.002834754334654477
1225.017664,0.0033600480651673863
1225.136666,0.003931634642548829
1225.255668,0.00458621598067562
1225.37467,0.005256446767422747
1225.493672,0.006082740161953538
1225.612674,0.006960527620263005
1225.731676,0.007921299566002992
1225.850678,0.008912504396017939
1225.96968,0.010053846312832626
1226.088682,0.011314162719810233
1226.207684,0.012721014092434183
1226.326686,0.014070146439293718
1226.445688,0.015616925264657208
1226.56469,0.017157841149077875
1226.683692,0.018977523002135954
1226.802694,0.020717013667390302
1226.921696,0.02260690247696846
1227.040698,0.024504463361584496
1227.1597,0.02666509159255433
1227.278702,0.02878502477970354
1227.397704,0.031226131082739195
1227.516706,0.03360098153797235
1227.635708,0.036395868992385845
1227.75471,0.039109104008561
1227.873712,0.04214665319249876
1227.992714,0.045329375086259296
1228.111716,0.048767069462668726
1228.230718,0.05207866057596569
1228.34972,0.05586037529472154
1228.468722,0.059629789855134216
1228.587724,0.06368539630919338
1228.706726,0.06767760171263805
1228.825728,0.07209287937287921
1228.94473,0.07648198928894888
1229.063732,0.08135768348937436
1229.182734,0.08576022140341698
1229.301736,0.09079963619916878
1229.420738,0.09588554868014952
1229.53974,0.10122596336937874
1229.658742,0.10633083079347001
1229.777744,0.11198391881554362
1229.896746,0.11740802709885736
1230.015748,0.12350174419220851
1230.13475,0.12967810688743392
1230.253752,0.13586412140536233
1230.372754,0.1418762613802627
1230.491756,0.1486144367006214
1230.610758,0.15440133423660643
1230.72976,0.1613305359882083
1230.848762,0.16761258571309484
1230.967764,0.17427861931275815
1231.086766,0.18113729488183966
1231.205768,0.18828471881706685
1231.32477,0.19542081890256977
1231.443772,0.20333508413905857
1231.562774,0.21032527879549157
1231.681776,0.21820942766190932
1231.800778,0.2262080789451566
1231.91978,0.23435926980698601
1232.038782,0.2421494939392103
1232.157784,0.250098609722615
1232.276786,0.2573546974224068
1232.395788,0.2650332471293498
1232.51479,0.2713352873874472
1232.633792,0.278844778902352
1232.752794,0.2862470585426562
1232.871796,0.29349343732942673
1232.990798,0.30053231300176264
1233.1098,0.308232780692007
1233.228802,0.31559359023237926
1233.347804,0.3238418498839934
1233.466806,0.3317080713639625
1233.585808,0.33993529102496034
1233.70481,0.3470105833266312
1233.823812,0.35458754856089897
1233.942814,0.3620040063327738
1234.061816,0.3699675425609429
1234.180818,0.3751760111730541
1234.29982,0.3808422620305177
1234.418822,0.3867835673069502
1234.537824,0.39410023440333236
1234.656826,0.4003044085216142
1234.775828,0.4068950456053836
1234.89483,0.4130031743389151
1235.013832,0.4197776972882937
1235.132834,0.4248793638990292
1235.251836,0.4310763751728015
1235.370838,0.43674752362053193
1235.48984,0.44277656682385075
1235.608842,0.44680188183043534
1235.727844,0.45117499464670724
1235.846846,0.4559008168653656
1235.965848,0.4620325203544903
1236.08485,0.4667973759237284
1236.203852,0.4716396680946279
1236.322854,0.4770185022795724
1236.441856,0.4840582636831
1236.560858,0.4885858895131969
1236.67986,0.49336796698907165
1236.798862,0.4978084074394123
1236.917864,0.5027209671914192
1237.036866,0.5067791357447037
1237.155868,0.5107934387261134
1237.27487,0.5156226909813469
1237.393872,0.5214092692618902
1237.512874,0.5276722112953636
1237.631876,0.532229761689531
1237.750878,0.5362793919922386
1237.86988,0.5407922959551044
1237.988882,0.5442535805604041
1238.107884,0.549124547897992
1238.226886,0.5522137938444959
1238.345888,0.5551482965147695
1238.46489,0.5585450506909849
1238.583892,0.5617490831779536
1238.702894,0.5647737898233687
1238.821896,0.567945395253125
1238.940898,0.5696119155211671
1239.0599,0.5713118907344498
1239.178902,0.5731315542785903
1239.297904,0.5762060249698302
1239.416906,0.5803174485982879
1239.535908,0.582975568516182
1239.65491,0.5858215839575692
1239.773912,0.5893235059593718
1239.892914,0.5921412941649324
1240.011916,0.5963544940851643
1240.130918,0.5992838020496398
1240.24992,0.6013488882404889
1240.368922,0.605191707042334
1240.487924,0.6084564126096229
1240.606926,0.6119467561557591
1240.725928,0.6156417865100752
1240.84493,0.6183874971351928
1240.963932,0.6212572696437023
1241.082934,0.6240342651630826
1241.201936,0.6267296572433804
1241.320938,0.629940442361178
1241.43994,0.6319405220148309
1241.558942,0.633959631046743
1241.677944,0.6365196433198508
1241.796946,0.639460772970637
1241.915948,0.6428396267037354
1242.03495,0.6452225389917668
1242.153952,0.6480224099316457
1242.272954,0.6515116504989993
1242.391956,0.6547708184963448
1242.510958,0.6569482701834917
1242.62996,0.6590604623855787
1242.748962,0.6606044696515316
1242.867964,0.6631394361323444
1242.986966,0.6656375338929004
1243.105968,0.6677509528746325
1243.22497,0.6697639112253028
1243.343972,0.6725626580666837
1243.462974,0.6741248148345698
1243.581976,0.6768402509599399
1243.700978,0.6797841212267897
1243.81998,0.6811109935432378
1243.938982,0.6836357721794739
1244.057984,0.6859846689331044
1244.176986,0.6884380108108148
1244.295988,0.6900163403531545
1244.41499,0.6903407242573666
1244.533992,0.6912594882632593
1244.652994,0.6944535511624255
1244.771996,0.6950718899429018
1244.890998,0.6951205466781637
1245.01,0.6972229838112807
1245.129002,0.6991010384887918
1245.248004,0.7021347091425829
1245.367006,0.7043358337451862
1245.486008,0.7052591183067427
1245.60501,0.7078309393720855
1245.724012,0.7082132712996763
1245.843014,0.7092976669559032
1245.962016,0.710923819847651
1246.081018,0.7119767660890464
1246.20002,0.7125038238832847
1246.319022,0.7141801768126309
1246.438024,0.7165838581299515
1246.557026,0.7175949540250075
1246.676028,0.7180759037443687
1246.79503,0.7187152757770519
1246.914032,0.7199741286846861
1247.033034,0.7216319749730586
1247.152036,0.7219712217180361
1247.271038,0.7238435508018018
1247.39004,0.7268900869627005
1247.509042,0.7276391694635348
1247.628044,0.727959401143902
1247.747046,0.729847259714385
1247.866048,0.7293948946610194
1247.98505,0.7295845619893154
1248.104052,0.7288917857762294
1248.223054,0.7286512911707156
1248.342056,0.7306578399614788
1248.461058,0.7289719682826218
1248.58006,0.7289938377697109
1248.699062,0.7298764541886592
1248.818064,0.7294386596676361
1248.937066,0.7313157280226642
1249.056068,0.7314766351819677
1249.17507,0.7323476105053693
1249.294072,0.7345185708687128
1249.413074,0.7349520646936286
1249.532076,0.7349961631404505
1249.651078,0.7357315269242024
1249.77008,0.7364749911526306
1249.889082,0.7377059319373298
1250.008084,0.7384661604977233
1250.127086,0.7377501956211433
1250.246088,0.7388798173607135
1250.36509,0.7402406077679075
1250.484092,0.7395672952185128
1250.603094,0.7388280975837115
1250.722096,0.7377797062191762
1250.841098,0.7381708331029408
1250.9601,0.7384144696756884
1251.079102,0.7386581866617723
1251.198104,0.7403590557407355
1251.317106,0.7418412555579676
1251.436108,0.7423310323952133
1251.55511,0.7430217213759355
1251.674112,0.7419154433928533
1251.793114,0.7403516521871959
1251.912116,0.7397226206591092
1252.031118,0.7378387309566317
1252.15012,0.7364749911526306
1252.269122,0.7363571645804233
1252.388124,0.7360847628269606
1252.507126,0.7369317472268968
1252.626128,0.7374772785415368
1252.74513,0.7374772785415368
1252.864132,0.7383184820339624
1252.983134,0.7403220387133819
1253.102136,0.7402406077679075
1253.221138,0.7408108125365518
1253.34014,0.7403738630699231
1253.459142,0.7394341850856448
1253.578144,0.7394415794644675
1253.697146,0.7382815670327435
1253.816148,0.7361878219077237
1253.93515,0.7359743583930761
1254.054152,0.7362614443709763
1254.173154,0.7369759644582341
1254.292156,0.7367180680051857
1254.411158,0.7367254352227018
1254.53016,0.7367254352227018
1254.649162,0.7369612250863392
1254.768164,0.7372118345040554
1254.887166,0.7379346562266635
1255.006168,0.7372855593736878
1255.12517,0.7374035345009461
1255.244172,0.7384366224420685
1255.363174,0.7382815670327435
1255.482176,0.7381782148481806
1255.601178,0.7376616709092577
1255.72018,0.7359302012562998
1255.839182,0.735900764636986
1255.958184,0.734966763881914
1256.077186,0.7344745010765675
1256.196188,0.7348785731617972
1256.31519,0.7355255509346479
1256.434192,0.736909639606096
1256.553194,0.7379789336343461
1256.672196,0.7381117817983763
1256.791198,0.7392345648056222
1256.9102,0.7394859472902569
1257.029202,0.7395155273197451
1257.148204,0.737949415067376
1257.267206,0.7370717775613305
1257.386208,0.7374772785415368
1257.50521,0.7367180680051857
1257.624212,0.7350623157719568
1257.743214,0.73440105729871
1257.862216,0.7342248221940167
1257.981218,0.7342835625293743
1258.10022,0.7342248221940167
1258.219222,0.7342248221940167
1258.338224,0.7345993723555085
1258.457226,0.7360479595089099
1258.576228,0.7370054440864011
1258.69523,0.737455154555042
1258.814232,0.7367254352227018
1258.933234,0.7372708138099564
1259.052236,0.7387320561738525
1259.171238,0.7384809299686276
1259.29024,0.7377428181560745
1259.409242,0.7365044507414645
1259.528244,0.7359964379550197
1259.647246,0.7357535992010926
1259.766248,0.7343202776253707
1259.88525,0.7321352604905631
1260.004252,0.7314327479004884
1260.123254,0.7319229720483328
1260.242256,0.7323549340180919
1260.361258,0.7340266082521107
1260.48026,0.7346507961113838
1260.599262,0.7357388842762584
1260.718264,0.7373076782722507
1260.837266,0.7364970857337823
1260.956268,0.7357241696457196
1261.07527,0.7351358256789682
1261.194272,0.7328018068101877
1261.313274,0.7318278282464477
1261.432276,0.7297304934943774
1261.551278,0.7291177772566897
1261.67028,0.7293803069090041
1261.789282,0.7286367182906215
1261.908284,0.7289500994516074
1262.027286,0.7290521596095749
1262.146288,0.7279157248901341
1262.26529,0.7275882365043468
1262.384292,0.7258005691748819
1262.503294,0.7252854336655135
1262.622296,0.7248503929305858
1262.741298,0.7235613068581356
1262.8603,0.7240100539656161
1262.979302,0.7255320726392094
1263.098304,0.7258949293821552
1263.217306,0.7275736848851334
1263.336308,0.7281050075842895
1263.45531,0.731388863252167
1263.574312,0.7345112257197298
1263.693314,0.7362614443709763
1263.812316,0.738739443531351
1263.931318,0.74172257045214
1264.05032,0.7454553792669152
1264.169322,0.7489972253083628
1264.288324,0.751285154163436
1264.407326,0.755443715283697
1264.526328,0.7593594728029138
1264.64533,0.7636314511405704
1264.764332,0.7669067979937934
1264.883334,0.7694879387231411
1265.002336,0.772734311765501
1265.121338,0.7759167852900631
1265.24034,0.7786061072111335
1265.359342,0.7822037676010913
1265.478344,0.7867773345596882
1265.597346,0.790310004290206
1265.716348,0.7941999684583365
1265.83535,0.7980532136369617
1265.954352,0.8015403220206524
1266.073354,0.8054533438633541
1266.192356,0.8076067778465356
1266.311358,0.8089566079599723
1266.43036,0.810365417766912
1266.549362,0.8104788768673511
1266.668364,0.8118984566719093
1266.787366,0.8131253494123831
1266.906368,0.8131253494123831
1267.02537,0.8140284196614964
1267.144372,0.816939694653557
1267.263374,0.8198859776817756
1267.382376,0.8222259856456245
1267.501378,0.8232708760123354
1267.62038,0.8247128614145772
1267.739382,0.826281305401212
1267.858384,0.8271576279538372
1267.977386,0.8276706246957256
1268.096388,0.8285649918417233
1268.21539,0.8298751592885577
1268.334392,0.8293442091087937
1268.453394,0.830472884558521
1268.572396,0.8315864641555307
1268.691398,0.8321354923812582
1268.8104,0.8340682878994606
1268.929402,0.8342184337039996
1269.048404,0.8338264431651512
1269.167406,0.8357715239168311
1269.286408,0.8345688790345231
1269.40541,0.8354038653371267
1269.524412,0.8361309829502689
1269.643414,0.8378551880967109
1269.762416,0.8393982608343752
1269.881418,0.8397508821492182
1270.00042,0.8411880846155919
1270.119422,0.8445089033860343
1270.238424,0.845286209082944
1270.357426,0.8457512443709211
1270.476428,0.8454045574364072
1270.59543,0.8466651491345826
1270.714432,0.8487589968903939
1270.833434,0.8499055953159935
1270.952436,0.8504752228687766
1271.071438,0.851189922187676
1271.19044,0.8518881841721576
1271.309442,0.8538497819684817
1271.428444,0.855302561110221
1271.547446,0.8554308661170225
1271.666448,0.856766379697916
1271.78545,0.858009592059619
1271.904452,0.8593663187469118
1272.023454,0.8608887440800466
1272.142456,0.8626208706596963
1272.261458,0.8650741960053991
1272.38046,0.8668927606415561
1272.499462,0.8679944138492863
1272.618464,0.8710115862319721
1272.737466,0.8712990674872269
1272.856468,0.8722056898793406
1272.97547,0.8733839627158921
1273.094472,0.8742577835161898
1273.213474,0.8757277710362728
1273.332476,0.8774985289971899
1273.451478,0.8798357822530305
1273.57048,0.8839542244337557
1273.689482,0.8861314286891329
1273.808484,0.8868228808347906
1273.927486,0.8870800967647398
1274.046488,0.8887760388586796
1274.16549,0.8887582635156566
1274.284492,0.8881008256826542
1274.403494,0.8884827911543888
1274.522496,0.8907245912698828
1274.641498,0.8930256277760673
1274.7605,0.8954221463590122
1274.879502,0.8951177545787851
1274.998504,0.8962552763005011
1275.117506,0.8981214273995395
1275.236508,0.8981932799877966
1275.35551,0.8979238624184563
1275.474512,0.8995955549947017
1275.593514,0.9006577042944375
1275.712516,0.9033727681055039
1275.831518,0.9051161508833697
1275.95052,0.9052437812583742
1276.069522,0.9057318391762654
1276.188524,0.9059564885277493
1276.307526,0.9067622419503799
1276.426528,0.9073708835911628
1276.54553,0.906698770814959
1276.664532,0.9055860280882656
1276.783534,0.9068039539728787
1276.902536,0.9076485815671651
1277.021538,0.9079499709241103
1277.14054,0.909278364600765
1277.259542,0.9110285891974916
1277.378544,0.9113311009032696
1277.497546,0.911916363319183
1277.616548,0.911916363319183
1277.73555,0.9122164331614975
1277.854552,0.9112910032169855
1277.973554,0.9097622293873538
1278.092556,0.9097222007298976
1278.211558,0.9106560546930091
1278.33056,0.9103665121073279
1278.449562,0.9127018614164062
1278.568564,0.9131583264538641
1278.687566,0.9139869367739333
1278.806568,0.9144019810511507
1278.92557,0.9143343178081237
1279.044572,0.914167009937102
1279.163574,0.9124782768505869
1279.282576,0.9122273798243753
1279.401578,0.9117057349677675
1279.52058,0.9118096753460428
1279.639582,0.9122273798243753
1279.758584,0.9116063644584472
1279.877586,0.9132560396223559
1279.996588,0.9144019810511507
1280.11559,0.9145665882219408
1280.234592,0.9150249008803745
1280.353594,0.9145647590905934
1280.472596,0.9142319180990199
1280.591598,0.9152902965821466
1280.7106,0.9149617663403804
1280.829602,0.9143242601859448
1280.948604,0.9154449937138084
1281.067606,0.9159596183962663
1281.186608,0.9167696846954801
1281.30561,0.9178310010738036
1281.424612,0.917129128858334
1281.543614,0.9172070881475097
1281.662616,0.9171447201860504
1281.781618,0.9165826827546488
1281.90062,0.9164910290691339
1282.019622,0.9152600925007295
1282.138624,0.91477330362884
1282.257626,0.9156473294146906
1282.376628,0.9159733578935881
1282.49563,0.9169072104623591
1282.614632,0.917829165413637
1282.733634,0.9184369694820903
1282.852636,0.9196712589719785
1282.971638,0.919994120242716
1283.09064,0.9206125640653702
1283.209642,0.9203741562864174
1283.328644,0.9203327403812493
1283.447646,0.9195655028582899
1283.566648,0.9193282855608995
1283.68565,0.9197797865835403
1283.804652,0.9178420151119006
1283.923654,0.9174299965522039
1284.042656,0.9168723686503603
1284.161658,0.9157517191603463
1284.28066,0.9159596183962663
1284.399662,0.913949464077721
1284.518664,0.9124819267709942
1284.637666,0.9117422039265406
1284.756668,0.9104857779321549
1284.87567,0.9099059831758473
1284.994672,0.9109784840029912
1285.113674,0.9116063644584472
1285.232676,0.912188154890385
1285.351678,0.9141642674401859
1285.47068,0.9157682028396439
1285.589682,0.9158469622916959
1285.708684,0.9160640437448951
1285.827686,0.9161739780260695
1285.946688,0.9149361477695845
1286.06569,0.9150249008803745
1286.184692,0.9141843792752989
1286.303694,0.9124728019973504
1286.422696,0.9118032927006547
1286.541698,0.9103173536429645
1286.6607,0.9107170706926868
1286.779702,0.9105768310625287
1286.898704,0.909462966845273
1287.017706,0.910401106692081
1287.136708,0.9116255083931114
1287.25571,0.9119118037487653
1287.374712,0.9100752414292476
1287.493714,0.9100570401064327
1287.612716,0.9094593290006812
1287.731718,0.9099978883212797
1287.85072,0.9086602654903515
1287.969722,0.9081560989621573
1288.088724,0.9082541851174022
1288.207726,0.907891863985413
1288.326728,0.9087502273096716
1288.44573,0.9085866669896263
1288.564732,0.9082005997012657
1288.683734,0.9092529051629901
1288.802736,0.9093292856149578
1288.921738,0.9074906644531597
1289.04074,0.9066570636307741
1289.159742,0.9073364041526998
1289.278744,0.9072284375447462
1289.397746,0.9066570636307741
1289.516748,0.9058640856785449
1289.63575,0.9057300277143985
1289.754752,0.9083468317691831
1289.873754,0.9070306833013572
1289.992756,0.9053424582083275
1290.111758,0.9032101756410057
1290.23076,0.9026593854419546
1290.349762,0.9025510728145891
1290.468764,0.9016489728669234
1290.587766,0.8998924705162165
1290.706768,0.9002885103256122
1290.82577,0.9005046054984738
1290.944772,0.9008108291194089
1291.063774,0.8996585288876118
1291.182776,0.8983190358496999
1291.301778,0.8979687597340008
1291.42078,0.8961208480914237
1291.539782,0.8950371976059912
1291.658784,0.895269937532248
1291.777786,0.893463317558917
1291.896788,0.8925703008241435
1292.01579,0.8916692599225623
1292.134792,0.8919635593350691
1292.253794,0.8919903186432367
1292.372796,0.8916692599225623
1292.491798,0.8919724790152608
1292.6108,0.8925345987261573
1292.729802,0.8926238566488516
1292.848804,0.8912324490126131
1292.967806,0.889914400584499
1293.086808,0.8890871649161642
1293.20581,0.8873640078190506
1293.324812,0.8860073789727991
1293.443814,0.8849005616540242
1293.562816,0.8855113537406022
1293.681818,0.8870180033312618
1293.80082,0.8863441257546452
1293.919822,0.8855644860157789
1294.038824,0.8845466722119695
1294.157826,0.8837951269925569
1294.276828,0.8829029445422747
1294.39583,0.882020482902091
1294.514832,0.8815443204167657
1294.633834,0.8825675051608676
1294.752836,0.8829117736158655
1294.871838,0.882726381610248
1294.99084,0.8837244262104664
1295.109842,0.8836183856418826
1295.228844,0.8821263317108408
1295.347846,0.8816236629759647
1295.466848,0.8802846129440773
1295.58585,0.8792464897139659
1295.704852,0.8782974160970779
1295.823854,0.8772265466126485
1295.942856,0.877173914598828
1296.061858,0.8769283402847486
1296.18086,0.8769283402847486
1296.299862,0.8769721877979416
1296.418864,0.8778232635251019
1296.537866,0.8775160791432707
1296.656868,0.8769283402847486
1296.77587,0.8772177743910435
1296.894872,0.8775248543479381
1297.013874,0.8769458790269412
1297.132876,0.8766565346313134
1297.251878,0.8749487200491637
1297.37088,0.8748349841085535
1297.489882,0.8735062450302347
1297.608884,0.8727553525895382
1297.727886,0.8725284656944393
1297.846888,0.8712032298609693
1297.96589,0.8704630217486019
1298.084892,0.8708896531454148
1298.203894,0.8709767464653227
1298.322896,0.8702976494853322
1298.441898,0.8683503645238666
1298.5609,0.8683677317048283
1298.679902,0.8698365139428181
1298.798904,0.870550072403237
1298.917906,0.870384683601914
1299.036908,0.8711161138938541
1299.15591,0.8730346789922077
1299.274912,0.873087062644441
1299.393914,0.8714907743690578
1299.512916,0.8699756989195502
1299.631918,0.8693843165370829
1299.75092,0.8692017649991924
1299.869922,0.8683243144036846
1299.988924,0.8671355245999038
1300.107926,0.8675084730536528
1300.226928,0.8680898984863685
1300.34593,0.8688454653219678
1300.464932,0.8678468673407406
1300.583934,0.8668840917572941
1300.702936,0.8671355245999038
1300.821938,0.8668060756998112
1300.94094,0.8662255101402728
1301.059942,0.865619364458914
1301.178944,0.8647887686188265
1301.297946,0.8653683712389969
1301.416948,0.8659570218499645
1301.53595,0.8647974165497522
1301.654952,0.8639157728995716
1301.773954,0.8647195882845872
1301.892956,0.8653683712389969
1302.011958,0.8645639527663128
1302.13096,0.8631558614295064
1302.249962,0.8621896680340062
1302.368964,0.8628192962780195
1302.487966,0.8635961831913408
1302.606968,0.8625777406944214
1302.72597,0.86283655283651
1302.844972,0.8645898900739535
1302.963974,0.8655587732241199
1303.082976,0.8664334292119971
1303.201978,0.8663641173101732
1303.32098,0.8665460728794744
1303.439982,0.8665460728794744
1303.558984,0.8657751899683918
1303.677986,0.8644775006937119
1303.796988,0.8649011984665287
1303.91599,0.8656886167781266
1304.034992,0.8642268385662759
1304.153994,0.8640108088614726
1304.272996,0.8641836283046131
1304.391998,0.8638898558151428
1304.511,0.863501192835755
1304.630002,0.8618620982023631
1304.749004,0.8610437180012154
1304.868006,0.8614743475086214
1304.987008,0.8602433195864259
1305.10601,0.8592632009758522
1305.225012,0.860234717196242
1305.344014,0.8615863464535712
1305.463016,0.8624656128765972
1305.582018,0.862629496911534
1305.70102,0.8615432682132136
1305.820022,0.8621638027319467
1305.939024,0.8630177675394834
1306.058026,0.8635961831913408
1306.177028,0.8635961831913408
1306.29603,0.8635875472726885
1306.415032,0.8650049928378823
1306.534034,0.8664507580538691
1306.653036,0.8670921689075751
1306.772038,0.8666327318196371
1306.89104,0.865472221674447
1307.010042,0.8658357963528882
1307.129044,0.8662514972953823
1307.248046,0.8652212711197507
1307.367048,0.8647801207743796
1307.48605,0.8654808764399375
1307.605052,0.8667367339874607
1307.724054,0.8666500646476012
1307.843056,0.8667280666634576
1307.962058,0.8677774423683892
1308.08106,0.868941043579861
1308.200062,0.8696538674534428
1308.319064,0.8697930232043986
1308.438066,0.8700801022674962
1308.557068,0.8712555036229581
1308.67607,0.8707154926314177
1308.795072,0.8701410100064009
1308.914074,0.8689671122021958
1309.033076,0.8692278414432871
1309.152078,0.8705848951025825
1309.27108,0.8726244491046565
1309.390082,0.8754826015857076
1309.509084,0.877911050240717
1309.628086,0.8810772257179739
1309.747088,0.8856973306517799
1309.86609,0.8874261254736904
1309.985092,0.8884827911543888
1310.104094,0.8899321990504947
1310.223096,0.891196800427629
1310.342098,0.8932131828504938
1310.4611,0.8934901218605062
1310.580102,0.8938386509667899
1310.699104,0.8971609514185093
1310.818106,0.8998834716365057
1310.937108,0.8995865590841313
1311.05611,0.900468586034648
1311.175112,0.9022352352139082
1311.294114,0.9029663418126308
1311.413116,0.9017752125596971
1311.532118,0.9017391422726052
1311.65112,0.9016760227418554
1311.770122,0.903679967067524
1311.889124,0.9044212885407846
1312.008126,0.9055661054147979
1312.127128,0.9080534831208787
1312.24613,0.9106879282127067
1312.365132,0.910986682846242
1312.484134,0.910986682846242
1312.603136,0.9104894198825505
1312.722138,0.9104976143242044
1312.84114,0.9097149229814029
1312.960142,0.9092910945869792
1313.079144,0.9097476733081326
1313.198146,0.9102044812893434
1313.317148,0.9112654874261181
1313.43615,0.9121808574143357
1313.555152,0.9139668292825075
1313.674154,0.9155310495877802
1313.793156,0.9147138452965209
1313.912158,0.9153360622411076
1314.03116,0.9143096311148148
1314.150162,0.9146571347961562
1314.269164,0.9151822986991502
1314.388166,0.9145409807159773
1314.507168,0.9163938861687173
1314.62617,0.9168411955197723
1314.745172,0.9170319183229243
1314.864174,0.9187685850810876
1314.983176,0.9187685850810876
1315.102178,0.9190810195108584
1315.22118,0.9190672333989619
1315.340182,0.9190874531005125
1315.459184,0.9200162003665622
1315.578186,0.9215668128972876
1315.697188,0.9218995585737244
1315.81619,0.9216119707774786
1315.935192,0.9215520679462411
1316.054194,0.9233859357179075
1316.173196,0.9214709749324068
1316.292198,0.9214709749324068
1316.4112,0.9221475829127588
1316.530202,0.922453786737308
1316.649204,0.923701787715536
1316.768206,0.9238736122272353
1316.887208,0.9234690441919474
1317.00621,0.9247248917781556
1317.125212,0.9251559139981016
1317.244214,0.9240269879767
1317.363216,0.9222877599985502
1317.482218,0.9217631275352014
1317.60122,0.922381838147974
1317.720222,0.9225192832812662
1317.839224,0.9212811714619994
1317.958226,0.9203566693435744
1318.077228,0.9201560534575836
1318.19623,0.9215299509620153
1318.315232,0.9207893386474876
1318.434234,0.9195066525493368
1318.553236,0.9204376642942022
1318.672238,0.9206457067142406
1318.79124,0.9209597004331166
1318.910242,0.9204836873279831
1319.029244,0.9205518056411919
1319.148246,0.9218350278632255
1319.267248,0.9210168017046646
1319.38625,0.9198230172494225
1319.505252,0.9173951348747109
1319.624254,0.9155154856922307
1319.743256,0.9126717427519402
1319.862258,0.9080807251340005
1319.98126,0.904755986332818
1320.100262,0.9005046054984738
1320.219264,0.9001984859758722
1320.338266,0.9001984859758722
1320.457268,0.9007747974068832
1320.57627,0.9008108291194089
1320.695272,0.9002434970254378
1320.814274,0.8999374662646266
1320.933276,0.8996405358969646
1321.052278,0.8982381907745564
1321.17128,0.8963628333869532
1321.290282,0.8950819505846866
1321.409284,0.8944824465340783
1321.528286,0.8947060951006177
1321.647288,0.8947060951006177
1321.76629,0.8940084964452831
1321.885292,0.8933025086349936
1322.004294,0.8929988374090915
1322.123296,0.891927881506257
1322.242298,0.8902615348875161
1322.3613,0.8886249597741597
1322.480302,0.8869825233207335
1322.599304,0.8859187826647911
1322.718306,0.8853519760413521
1322.837308,0.8838569948167949
1322.95631,0.8830972045578922
1323.075312,0.8826116346393534
1323.194314,0.8825057275977463
1323.313316,0.8818176415186768
1323.432318,0.8806367972214146
1323.55132,0.8798357822530305
1323.670322,0.8790970305151065
1323.789324,0.877393235491447
1323.908326,0.876095653950112
1324.027328,0.8737945496587419
1324.14633,0.8727117159128347
1324.265332,0.8714297721499545
1324.384334,0.8691235403605041
1324.503336,0.8676993459129693
1324.622338,0.866502746658995
1324.74134,0.8650655453066927
1324.860342,0.8641922701841055
1324.979344,0.8624569882635916
1325.098346,0.8612676184736958
1325.217348,0.8601314952236208
1325.33635,0.8594952333630784
1325.455352,0.8578980580625182
1325.574354,0.8555506348218925
1325.693356,0.8545929545119751
1325.812358,0.8532693614820741
1325.93136,0.8517774459063585
1326.050362,0.8501265995000746
1326.169364,0.847427490771082
1326.288366,0.8464365804024836
1326.407368,0.8449143649626532
1326.52637,0.8427288681974217
1326.645372,0.84086008522663
1326.764374,0.8384838151934778
1326.883376,0.8367917874101939
1327.002378,0.8351115251467764
1327.12138,0.833001363468256
1327.240382,0.8307636009405156
1327.359384,0.8281259687474439
1327.478386,0.8261491109681844
1327.597388,0.8240945586610319
1327.71639,0.8221602101978259
1327.835392,0.8198531828985685
1327.954394,0.8171929852169085
1328.073396,0.8150058401000629
1328.192398,0.8128895772496695
1328.3114,0.8108436744352382
1328.430402,0.8084552103123693
1328.549404,0.8062350126549761
1328.668406,0.8038520854895764
1328.787408,0.801652545521197
1328.90641,0.7989954722523029
1329.025412,0.796825157533865
1329.144414,0.7941523178897604
1329.263416,0.7914805290712338
1329.382418,0.7885732334292123
1329.50142,0.7859202144803235
1329.620422,0.7830176826818777
1329.739424,0.7803989622506644
1329.858426,0.7775168213390651
1329.977428,0.7751722626042531
1330.09643,0.7720777666716947
1330.215432,0.7687495847685706
1330.334434,0.7653592098521006
1330.453436,0.7622810189570981
1330.572438,0.7589495293822855
1330.69144,0.755965151321988
1330.810442,0.7519766545466688
1330.929444,0.7490646380921703
1331.048446,0.746051982179675
1331.167448,0.7424720886912921
1331.28645,0.738739443531351
1331.405452,0.7348859219842728
1331.524454,0.7305920837149578
1331.643456,0.7265412634452999
1331.762458,0.7219206855013041
1331.88146,0.7178102648062172
1332.000462,0.7139516757181759
1332.119464,0.710362411815342
1332.238466,0.706685181564704
1332.357468,0.7027106957263047
1332.47647,0.6984162550697537
1332.595472,0.694592455762655
1332.714474,0.6904028577185135
1332.833476,0.6861081572871308
1332.952478,0.6814107483216121
1333.07148,0.6775309802279595
1333.190482,0.673498170191698
1333.309484,0.6698442877171429
1333.428486,0.6658439135155959
1333.547488,0.6620196769483032
1333.66649,0.6580265492937848
1333.785492,0.6537959364442752
1333.904494,0.6492353455795892
1334.023496,0.6453128764707017
1334.142498,0.640990912005825
1334.2615,0.6362714490599826
1334.380502,0.6311637130082278
1334.499504,0.6265040751739815
1334.618506,0.6214685330281213
1334.737508,0.6167077686093887
1334.85651,0.611157853791744
1334.975512,0.6060153276990108
1335.094514,0.6007838858782562
1335.213516,0.5956035606100548
1335.332518,0.5905328583092219
1335.45152,0.5859856369674269
1335.570522,0.5810839734255242
