nu,[0]Valeraldehyde-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
662.187244,0.952173512279937
662.305246,0.9524077757771866
662.423248,0.9508870435401644
662.541251,0.9512408393222969
662.659253,0.9499090840188272
662.777256,0.9500439806861947
662.895258,0.9498406930268831
663.01326,0.9497305178967731
663.131263,0.9488789915888642
663.249265,0.9478471726572985
663.367267,0.9479467018356179
663.48527,0.9468410932826428
663.603272,0.9471479195000294
663.721274,0.9468903302996448
663.839277,0.946540045684084
663.957279,0.9455807405276707
664.075282,0.9454606593989369
664.193284,0.9442493554453222
664.311286,0.9437226112802732
664.429289,0.944162488500562
664.547291,0.943931197025242
664.665293,0.9443239540910101
664.783296,0.94368486313079
664.901298,0.9422798197020243
665.0193,0.9421139930469304
665.137303,0.9416713035103886
665.255305,0.9416176297758045
665.373307,0.9421629842483291
665.49131,0.9419368922642328
665.609312,0.9417560577415878
665.727315,0.9412052915626234
665.845317,0.9402607956661735
665.963319,0.9401526718919081
666.081322,0.9403491843351686
666.199324,0.9399242425479277
666.317326,0.9397071451236171
666.435329,0.9394271541151025
666.553331,0.9389359621713899
666.671333,0.9385154130703696
666.789336,0.9376655031734474
666.907338,0.9384881965180324
667.025341,0.9376533136011386
667.143343,0.9386393052816009
667.261345,0.9373729971697667
667.379348,0.9363518172470149
667.49735,0.9360410000421998
667.615352,0.9352475737344649
667.733355,0.9356610445323704
667.851357,0.9347978278240612
667.969359,0.9355253835165745
668.087362,0.9346763120051435
668.205364,0.9340904536433058
668.323366,0.9331885579508399
668.441369,0.9336169898165306
668.559371,0.9325159714971104
668.677374,0.9326539940743108
668.795376,0.9323378779550292
668.913378,0.932362119054989
669.031381,0.9312989005586481
669.149383,0.9309311101363178
669.267385,0.9308454684137649
669.385388,0.930676069954241
669.50339,0.9310744845668266
669.621392,0.9313715447059765
669.739395,0.9306174392087218
669.857397,0.9303848139282912
669.9754,0.9299076489220347
670.093402,0.9295571398135095
670.211404,0.929400057930674
670.329407,0.9288908862247176
670.447409,0.9298518561368997
670.565411,0.9290218690737492
670.683414,0.9290441658661673
670.801416,0.9281063049581271
670.919418,0.9276581378539007
671.037421,0.9270266177190343
671.155423,0.9273214590607577
671.273425,0.9269051851861176
671.391428,0.9268440114626505
671.50943,0.9263501352342478
671.627433,0.9253983366035436
671.745435,0.9262176766359248
671.863437,0.9261269117511665
671.98144,0.9262982610791646
672.099442,0.926103758867785
672.217444,0.9261787763104187
672.335447,0.9257583865816629
672.453449,0.9253937096234282
672.571451,0.9255806580339259
672.689454,0.9254270243966368
672.807456,0.9257482032954187
