nu,[0]Hexafluorobenzene-PNNL(x-sec)-X=0.01-T=298.15K-P=1.0atm-L=15cm
612.011538,0.9995064118547276
612.13054,0.9995620759167552
612.249542,0.9996192225141552
612.368544,1.0002034006831144
612.487546,0.9993489120498065
612.606548,0.9988991064284443
612.72555,1.0002959537856828
612.844552,0.9993754051406293
612.963554,0.9996481619095428
613.082556,1.0001969493919853
613.201558,1.0002029905998042
613.32056,0.9995679633547209
613.439562,1.0007894714686802
613.558564,0.9989606405086304
613.677566,0.9990801133553654
613.796568,0.9992006896188705
613.91557,1.0004644178085729
614.034572,0.9993925945454262
614.153574,0.9990303104530622
614.272576,0.9993095684576228
614.391578,0.9996950964925252
614.51058,0.9995744605675986
614.629582,0.9990495819336237
614.748584,0.9993664607707794
614.867586,0.9989478538942664
614.986588,1.0003059667982952
615.10559,0.9993207507942589
615.224592,0.9997695065676937
615.343594,0.9985874985205999
615.462596,1.0003941676636658
615.581598,0.999743332944626
615.7006,0.999516836760969
615.819602,0.9998274348910715
615.938604,0.9994779363226898
616.057606,1.0001989297839058
616.176608,0.9997455223849225
616.29561,1.000602971714402
616.414612,0.9996924273101809
616.533614,1.0004393764975885
616.652616,0.9995456832331305
616.771618,0.999870578375701
616.89062,0.9999516201703417
617.009622,0.9997207489978214
617.128624,0.9994786659418495
617.247626,0.9996961661668506
617.366628,0.9993361504456826
617.48563,0.9998632593498551
617.604632,1.0000425849067114
617.723634,0.9984555938245424
617.842636,0.9994937481887138
617.961638,0.9999434675980164
618.08064,1.0006072643103583
618.199642,0.9994423155638049
618.318644,0.9998078384653933
618.437646,0.9998216958980662
618.556648,0.9996778219105106
618.67565,1.00033330553395
618.794652,0.9990230974802596
618.913654,0.9992001500506438
619.032656,0.9996719238287607
619.151658,0.9998621694994964
619.27066,0.9987107318212557
619.389662,1.0008746923204022
619.508664,0.9994931784774398
619.627666,1.0000117990696085
619.746668,0.999841462568387
619.86567,1.0008379809099792
619.984672,0.9995787987301712
620.103674,0.9997414434315123
620.222676,0.9993026232802565
620.341678,0.9995051724675453
620.46068,0.9991493020488461
620.579682,0.9992810485695197
620.698684,0.9995750203294532
620.817686,0.9992863347802486
620.936688,0.999809388168744
621.05569,0.999509610280363
621.174692,1.000189177891881
621.293694,1.000010209052112
621.412696,1.000303686103291
621.531698,0.9985696239643542
621.6507,1.0007310170628294
621.769702,0.9993525896605696
621.888704,0.9996621770750188
622.007706,0.999887356344773
622.126708,1.0003306146409774
622.24571,0.9993672602642678
622.364712,0.9993687293352201
622.483714,0.9999034016659195
622.602716,0.9995129786334254
622.721718,0.9997489315229665
622.84072,0.9989646363591842
622.959722,0.9997008047678232
623.078724,0.9987889339331301
623.197726,1.0005128814787523
623.316728,0.9994411362225684
623.43573,1.0007348898993593
623.554732,0.9997048335701845
623.673734,0.9998193663162287
623.792736,1.0001390796706808
623.911738,0.9996682250494853
624.03074,0.9998296245155516
624.149742,0.9988988067587573
624.268744,1.0006795207697023
624.387746,0.9998579000971477
624.506748,0.9999181073533858
624.62575,0.9994888906609015
624.744752,0.9999142226790848
624.863754,0.9999701374458949
624.982756,0.9997731957239794
625.101758,0.9989213821268907
625.22076,0.9998228756883635
625.339762,1.0000152991170304
625.458764,0.9996301384156658
625.577766,0.9997022443380186
625.696768,0.9993337920151505
625.81577,0.9999701454456561
625.934772,0.9994998950941669
626.053774,1.0002615241914903
626.172776,0.9994644634509154
626.291778,1.0001449705072085
626.41078,0.999743083008824
626.529782,1.0005144422800647
626.648784,0.9998650191107401
626.767786,1.0004059423723133
626.886788,0.9999406987583881
627.00579,1.0005189345999959
627.124792,0.9996945266664826
627.243794,1.0000730996716507
627.362796,0.9999261627261057
627.481798,0.999649441460009
627.6008,1.0002035007034593
627.719802,0.9994929785788241
627.838804,1.0003219017992684
627.957806,1.0000607958479926
628.076808,0.9999984118012611
628.19581,0.999590293952454
628.314812,1.0006795708036795
628.433814,0.9989880124051737
628.552816,0.9997466221056021
628.671818,0.9987183220516603
628.79082,0.9999044955608394
628.909822,0.9994069459261266
629.028824,0.9997277070784485
629.147826,1.0004989244214062
629.266828,0.9998595698612351
629.38583,0.999796770653882
629.504832,0.9991256124997352
629.623834,0.9999349641149249
629.742836,0.9998756377336279
629.861838,0.9997397438725031
629.98084,0.9997305763010852
630.099842,1.0000620969279344
630.218844,0.9996196723429066
630.337846,1.0000970177059132
630.456848,0.9991477333856733
630.57585,1.0002408990115077
630.694852,1.000032703534749
630.813854,0.9993192917870278
630.932856,1.000022924262757
631.051858,0.9996924672978788
631.17086,0.999366041036954
631.289862,0.9993441851406316
631.408864,1.0011267342886734
631.527866,0.9996231810141143
631.646868,0.9999346481355261
631.76587,0.9998640392435015
631.884872,1.0012528842044717
632.003874,1.0001468907873954
632.122876,0.998921482019034
632.241878,1.0000129990844873
632.36088,0.9994139417992335
632.479882,0.9998749178234279
632.598884,1.0002055811289046
632.717886,1.000685484837419
632.836888,0.998918285475406
632.95589,0.9997494713875352
633.074892,0.9997533804156106
633.193894,0.9997142908226428
633.312896,0.999561646105155
633.431898,0.9996758225568662
633.5509,1.0002350976311174
633.669902,0.999377024130097
633.788904,1.0001731249844006
633.907906,0.9989195840700211
634.026908,1.0005494608983667
