nu,[0]Methylbutylether-PNNL(x-sec)-X=0.01-T=278.12K-P=1.0atm-L=15cm
679.415588,1.0000469231008542
679.533591,0.9999409617428265
679.651593,0.9997594489370476
679.769595,1.0000383467352172
679.887598,0.9995664640039004
680.0056,0.9999160225263055
680.123602,0.999681110855955
680.241605,1.000013509091247
680.359607,0.9997795243083383
680.47761,0.9998507011461834
680.595612,1.0001732850121134
680.713614,0.9998142972448916
680.831617,0.9996924273101809
680.949619,0.999809298185903
681.067621,1.0002883515653225
681.185624,0.9995524501803121
681.303626,1.0000538774513377
681.421628,0.999756069755821
681.539631,1.0002359478313119
681.657633,0.9992268790121559
681.775636,1.0002396087015804
681.893638,0.9999659215806825
682.01164,1.000123147582041
682.129643,0.9999130797777814
682.247645,0.9998012797474856
682.365647,0.9997121514363496
682.48365,0.9998361834194016
682.601652,0.9998217058962832
682.719654,0.9998289746265069
682.837657,1.0001227275304072
682.955659,1.000099619961739
683.073661,1.000513061571087
683.191664,1.0000544144804142
683.309666,1.0000663742026699
683.427669,0.9996173032470905
683.545671,0.999821285971255
683.663673,1.0000464650794683
683.781676,0.9998879462784873
683.899678,1.000031286489412
684.01768,1.0000257873324876
684.135683,1.0002719569735945
684.253685,1.0000395167807674
684.371687,0.9997479617669732
684.48969,1.000237528205358
684.607692,0.9997279070240099
684.725695,0.9998258051736809
684.843697,0.999530140418602
684.961699,0.9996510209073742
685.079702,1.000261994314517
685.197704,0.9997785845160272
685.315706,0.9995121490379973
685.433709,0.9998124675864017
685.551711,0.9999050815050454
685.669713,1.0000779680393497
685.787716,0.9998378831423582
685.905718,1.0003520719627903
686.02372,0.9999444245443728
686.141723,0.9998763976394013
686.259725,0.9995814776049415
686.377728,0.9999206551479692
686.49573,0.9998751677921885
686.613732,0.9995121190526333
686.731735,0.9997329056760417
686.849737,1.000230176486543
686.967739,0.9999620737192195
687.085742,1.0000796651731014
687.203744,0.999935752063987
687.321746,1.0001831667729852
687.439749,1.0000554865393212
687.557751,0.9999766582724223
687.675754,0.9997252977375777
687.793756,1.0000398837953375
687.911758,0.999757389434704
688.029761,0.9997809240006521
688.147763,0.9999278816006568
688.265765,0.9997414634263414
688.383768,1.0003558432972106
688.50177,0.9997780746290791
688.619772,0.9996649261497857
688.737775,0.9998683986602162
688.855777,1.0004681295384483
688.973779,0.9996603676881158
689.091782,0.9998691385631049
689.209784,0.9999015078506702
689.327787,0.9997106318750343
689.445789,1.0002712867916077
689.563791,0.9999865170908953
689.681794,1.000282499895582
689.799796,0.9996215416334417
689.917798,0.9994347698028077
690.035801,0.9995616960832385
690.153803,0.9996226512139688
690.271805,1.000073870728308
690.389808,0.9996228011573777
690.50781,0.9999137437202869
690.625813,0.9998129075039843
690.743815,1.0000823803930783
690.861817,0.9998597698331692
690.97982,1.0000184151695573
691.097822,0.9999633716708336
691.215824,0.9999860980966323
691.333827,0.9999524001329096
691.451829,0.9996431136990719
691.569831,0.9998794772634486
691.687834,0.9998844466767997
691.805836,0.9996121252428708
691.923838,0.9997136010200202
692.041841,0.9998580100815228
692.159843,1.0002567729605345
692.277846,0.9996661957250482
692.395848,1.000038481740403
692.51385,0.9999746173221457
692.631853,0.999820956030285
692.749855,0.9996008396856839
692.867857,0.9998614296017646
692.98586,0.9999476763689289
693.103862,1.0002663154556661
693.221864,0.9997846032012222
693.339867,1.0001691343015935
693.457869,0.9998611596392151
693.575872,1.000661318574769
693.693874,0.9999212131038505
693.811876,1.0000178141586702
693.929879,1.0000535234323278
694.047881,1.0002232349132056
694.165883,0.999962477703979
694.283886,1.000284830556522
694.401888,1.0004159664900767
694.51989,0.99995888584521
694.637893,1.0002412691007088
694.755895,0.9996400747886254
694.873897,1.0002202542524068
694.9919,1.0001199471930893
695.109902,1.0003438190922398
695.227905,0.9994153010031186
695.345907,1.0001204372519836
695.463909,0.9995133784386967
695.581912,1.0000703814766598
695.699914,1.000394527805631
695.817916,1.000523186814504
695.935919,1.0002726871723895
696.053921,0.9999769512656261
696.171923,0.9998153470504548
696.289926,1.0000691403900865
696.407928,1.0001505713347256
696.525931,0.9999772582585973
696.643933,1.0004275013526687
696.761935,0.9999963167067834
696.879938,0.9999227969803065
696.99794,1.00010801583329
697.115942,1.0000627559690733
697.233945,1.0000748518012563
697.351947,1.0001070957343388
697.469949,1.0000210452214475
697.587952,0.9999485853217799
697.705954,0.9999295814795004
697.823956,1.0001979595914143
697.941959,0.9997974805098411
698.059961,1.000265885341243
698.177964,0.9998023795294981
698.295966,1.0001797161470123
698.413968,0.999797250556447
698.531971,0.9998526708540048
698.649973,1.0000251623165657
698.767975,0.9996943767123148
698.885978,1.0001513814570164
699.00398,0.9999659765788097
699.121982,0.9999676625228675
699.239985,0.9999728653681508
699.357987,0.9995173165291659
699.47599,0.9995475623807815
699.593992,0.9997612385080629
699.711994,1.0000033383055722
699.829997,0.999618272876345
699.947999,0.9997337354546977
700.066001,0.999747861792182
