nu,[0]Propene-HITRAN(x-sec)-X=0.01-T=150.0K-P=0.5189atm-L=15cm
817.399755,0.9919320222529125
817.429888,0.9971191576133008
817.46002,0.9953909544010187
817.490152,0.9897281198345425
817.520285,0.9952430502947419
817.550417,0.9967987350107144
817.580549,0.9889445654921111
817.610682,0.9930054763475066
817.640814,1.0
817.670946,0.9970436785499881
817.701079,0.9920755652016144
817.731211,0.9926764488555118
817.761343,0.9947353073278128
817.791476,0.9950611364925761
817.821608,0.9918791536850863
817.85174,0.9933043166536089
817.881873,0.9987055385389527
817.912005,0.9981249600878369
817.942137,0.9973196984396011
817.97227,0.9968199670498905
818.002402,0.991807344233893
818.032534,0.9933572611846456
818.062667,0.9984073695839855
818.092799,0.9963679120466624
818.122931,0.9966480304355337
818.153064,0.9973767467579182
818.183196,0.9928503810053626
818.213328,0.9956373441517068
818.243461,1.0
818.273593,0.9965892299363699
818.303725,0.9951710968233549
818.333858,0.9974211310106912
818.36399,0.9943451492012684
818.394122,0.9925403622433241
818.424255,0.9951407445677761
818.454387,0.9961152651811439
818.484519,0.9951445261097903
818.514652,0.9948262302900186
818.544784,0.9953264551569715
818.574916,0.9944965995001392
818.605049,0.9938075527237702
818.635181,0.9957169983253634
818.665313,0.9955463470570819
818.695446,0.994973972954838
818.725578,0.9989372651031359
818.75571,0.9988942118348145
818.785843,0.9950877049796082
818.815975,0.9973713609380275
818.846107,0.9976828886565696
818.87624,0.9921927362446786
818.906372,0.9927861456637473
818.936504,0.9965147875013531
818.966637,0.9942353795561925
818.996769,0.9910332433078441
819.026901,0.9933156403873639
819.057034,0.9981549042858002
819.087166,0.9971609377812932
819.117298,0.9914674109441843
819.147431,0.9917166971852632
819.177563,0.9948982583164747
819.207695,0.9932853447223432
819.237828,0.9929941561496014
819.26796,0.9960469340177383
819.298092,0.9969984137944996
819.328225,0.9956866294200426
819.358357,0.9927899182582688
819.388489,0.9910634702827241
819.418622,0.9925744069616126
819.448754,0.9933382882421492
819.478886,0.9946670708262689
819.509019,0.9970189521733683
819.539151,0.9944398153655103
819.569283,0.99124465324471
819.599416,0.9921473940727088
819.629548,0.9931756920732235
819.65968,0.9960204395216717
819.689813,0.998720019874251
819.719945,0.9952354864763022
819.750077,0.9917695570939273
819.78021,0.9915694381899823
