nu,[0]Methylbromide-PNNL(x-sec)-X=0.01-T=278.18K-P=1.0atm-L=15cm
652.461049,1.0001138964857124
652.580052,1.000137989519678
652.699054,1.000156662270252
652.818056,1.000009899549
652.937059,0.9999776212504079
653.056061,0.9999032946762613
653.175064,1.0001729049463375
653.294066,0.9999893950562329
653.413068,1.000016024128385
653.532071,1.0000855406583935
653.651073,1.0002391285866834
653.770075,1.0001978395676665
653.889078,1.0000380247229215
654.00808,0.9999293444962177
654.127083,1.0001173368834337
654.246085,1.0000420878856702
654.365087,0.9999498372581924
654.48409,1.0001461206745859
654.603092,1.000095855593854
654.722094,1.0000905791020391
654.841097,0.99997306736269
654.960099,0.9997588590791467
655.079102,0.9999251148040362
655.198104,0.9999419186867848
655.317106,1.000172044798009
655.436109,0.9999975133030918
655.555111,0.999979907201863
655.674113,0.9999972997036458
655.793116,0.9999247668301569
655.912118,1.000127928182112
656.031121,0.999909058135462
656.150123,1.000193328685582
656.269125,1.0001966393309791
656.388128,0.9999436435880823
656.50713,1.0000832534653774
656.626133,1.0000872958100575
656.745135,1.0000269753638287
656.864137,0.9999395538269436
656.98314,1.000082045365537
657.102142,0.9998311942492943
657.221144,1.0000234482749064
657.340147,0.9998360534407063
657.459149,0.9999503582321934
657.578152,0.999954597030746
657.697154,1.0000050708128565
657.816156,0.9998860464931941
657.935159,0.999897595243725
658.054161,1.0001302684842022
658.173163,1.0000448810071223
658.292166,0.9998138973192527
658.411168,1.0000544484822649
658.530171,1.0000330555463226
658.649173,0.9999904194458938
658.768175,0.9998889461669335
658.887178,0.9998606597087603
659.00618,1.0000853666435245
659.125183,0.9998242954378549
659.244185,1.0002124625669748
659.363187,1.0002075115275388
659.48219,1.0000340385792994
659.601192,1.000047895146936
659.720194,1.0001031753222074
659.839197,1.0000055906156273
659.958199,1.0000989558958118
660.077202,1.0000363046589982
660.196204,0.9998879762751262
660.315206,1.0000191961842444
660.434209,1.000000797430318
660.553211,0.9999585288599515
660.672213,1.0000230702661146
660.791216,0.9999978717022648
660.910218,0.9998850666053487
661.029221,0.9999038476229362
661.148223,1.0000143651031772
661.267225,1.0000243002952474
661.386228,0.9999840901265634
661.50523,1.0000322815210372
661.624232,1.0000065815216581
661.743235,1.000083281467709
661.862237,0.999913526739028
661.98124,0.9999929355249535
662.100242,1.0001051055231984
662.219244,1.0001337189395805
662.338247,1.0001141665165008
662.457249,1.0000926162886237
662.576252,1.0000143061023312
662.695254,1.0001270880750053
662.814256,0.9999945312149539
662.933259,1.000133468906182
663.052261,1.0000763169119873
663.171263,0.9999312683621273
663.290266,1.0001432502593386
663.409268,0.9999380469191714
663.528271,1.0000724326231158
663.647273,0.9999453654925191
663.766275,1.0000990169018498
663.885278,1.0000011115006178
664.00428,1.0001344290347731
664.123282,1.0001066556873135
664.242285,0.9999578018903653
664.361287,0.9999261147296511
664.48029,0.9999373349635354
664.599292,1.0001862573437454
664.718294,0.9999149396178395
664.837297,1.0000435619487942
664.956299,1.0000387777518376
665.075302,1.0001249378040775
665.194304,1.0000101400514099
665.313306,0.9998513510493503
665.432309,1.0001216573996614
665.551311,1.0001229675598906
665.670313,1.0000626929651217
665.789316,1.0000683563361878
665.908318,0.9999778252458635
666.027321,0.9999314063526518
666.146323,0.999918666307764
666.265325,0.9999453934909897
666.384328,1.0001575924163804
666.50333,0.9999794072120344
666.622332,0.9998945655586015
666.741335,1.0000946454786008
666.860337,1.0001202972351322
