nu,[0]HCFE-235ca2-HITRAN(x-sec)-X=0.01-T=298.0K-P=0.0atm-L=15cm
1060.418738,0.9998943255839345
1060.53774,0.9998932257007813
1060.656742,0.9998923357962064
1060.775744,0.9998913259054573
1060.894746,0.9998904160047647
1061.013748,0.9998894761082154
1061.13275,0.9998887861847149
1061.251752,0.9998877562997955
1061.370754,0.9998870563786111
1061.489756,0.9998859265068758
1061.608758,0.9998850666053487
1061.72776,0.9998839567335408
1061.846762,0.999882936852425
1061.965764,0.9998816470042684
1062.084766,0.9998805471350617
1062.203768,0.999879287286366
1062.32277,0.999878217416101
1062.441772,0.9998768975777251
1062.560774,0.9998757677174692
1062.679776,0.9998744378835824
1062.798778,0.9998733780172401
1062.91778,0.9998720581852522
1063.036782,0.9998709783240124
1063.155784,0.9998695885043185
1063.274786,0.9998684586523219
1063.393788,0.9998670988321428
1063.51279,0.9998659789816192
1063.631792,0.999864639162105
1063.750794,0.9998634693211615
1063.869796,0.9998620695132844
1063.988798,0.9998609696656128
1064.1078,0.9998595198682579
1064.226802,0.9998584100248068
1064.345804,0.9998569002397476
1064.464806,0.9998558103963203
1064.583808,0.9998544605918873
1064.70281,0.9998534407408577
1064.821812,0.9998521209351869
1064.940814,0.999851181074635
1065.059816,0.9998498312764517
1065.178818,0.9998489114150301
1065.29782,0.9998475516214352
1065.416822,0.9998465917682464
1065.535824,0.9998451519901909
1065.654826,0.9998440421626881
1065.773828,0.9998426123867301
1065.89283,0.9998415625525383
1066.011832,0.9998400527929187
1066.130834,0.9998389929630245
1066.249836,0.9998374732089101
1066.368838,0.9998364533752075
1066.48784,0.9998350636035033
1066.606842,0.9998339837822177
1066.725844,0.9998326240089244
1066.844846,0.9998315841835361
1066.963848,0.9998302344118086
1067.08285,0.999829254578659
1067.201852,0.9998277748324572
1067.320854,0.9998267350121121
1067.439856,0.9998253252574096
1067.558858,0.9998241054712569
1067.67786,0.9998225457468689
1067.796862,0.9998212359801919
1067.915864,0.9998197362494627
1068.034866,0.9998186664429173
1068.153868,0.9998171467196992
1068.27287,0.9998161069104073
1068.391872,0.9998147971521653
1068.510874,0.9998138573266976
1068.629876,0.9998125575695279
1068.748878,0.9998115377612393
1068.86788,0.9998101680203708
1068.986882,0.9998092182011624
1069.105884,0.9998079784385004
1069.224886,0.99980712860208
1069.343888,0.9998059788245433
1069.46289,0.9998052389683926
1069.581892,0.9998041091891109
1069.700894,0.9998035193048606
1069.819896,0.9998023795294981
1069.938898,0.9998016696700607
1070.0579,0.9998004899047865
1070.176902,0.9997996000827465
1070.295904,0.9997984103219303
1070.414906,0.9997974805098411
1070.533908,0.9997962107678471
1070.65291,0.9997954009332444
1070.771912,0.9997941811835993
1070.890914,0.9997935213196575
1071.009916,0.9997924015515407
1071.128918,0.9997916517075207
1071.24792,0.9997905119456874
1071.366922,0.9997897621030847
1071.485924,0.9997888422969267
1071.604926,0.9997882224280366
1071.723928,0.9997872926254221
1071.84293,0.9997868027297687
1071.961932,0.9997861728642814
1072.080934,0.9997859429134881
1072.199936,0.9997854330227872
1072.318938,0.999785123089351
1072.43794,0.9997847131775346
1072.556942,0.9997846032012222
1072.675944,0.9997843032658862
1072.794946,0.9997843432572592
1072.913948,0.999784213285303
1073.03295,0.9997842932680432
1073.151952,0.9997843032658862
1073.270954,0.9997845332163023
1073.389956,0.9997847031796875
1073.508958,0.9997849631237441
1073.62796,0.9997850331086939
1073.746962,0.9997853330442489
1073.865964,0.9997855929884693
1073.984966,0.9997859729070668
1074.103968,0.9997863328300818
1074.22297,0.9997868827127161
1074.341972,0.9997873826062824
1074.460974,0.9997880324682923
1074.579976,0.9997885423603189
1074.698978,0.999789172227299
1074.81798,0.9997897021157007
1074.936982,0.9997902719959934
1075.055984,0.9997907418975316
1075.174986,0.9997913117784168
1075.293988,0.9997918816596271
1075.41299,0.9997925515204121
1075.531992,0.9997931314002602
1075.650994,0.9997938212577588
1075.769996,0.9997944411301202
1075.888998,0.9997950510049153
1076.008,0.9997956708780391
1076.127002,0.9997963507393264
1076.246004,0.9997970206031058
1076.365006,0.9997976804693572
1076.484008,0.99979826035218
1076.60301,0.9997988502333276
1076.722012,0.9997995101007866
1076.841014,0.9998000199986667
1076.960016,0.999800529896807
1077.079018,0.9998009298170989
1077.19802,0.9998014297176888
1077.317022,0.9998018896264522
1077.436024,0.999802509503816
1077.555026,0.9998029994071657
1077.674028,0.9998035992891453
1077.79303,0.9998040392028257
1077.912032,0.9998046990737094
1078.031034,0.9998052689625503
1078.150036,0.9998059788245433
1078.269038,0.9998064687295929
1078.38804,0.9998071485982227
1078.507042,0.9998077484826918
1078.626044,0.9998084983387844
1078.745046,0.9998089782469788
1078.864048,0.9998097880925791
1078.98305,0.9998103479862173
1079.102052,0.9998112678121606
1079.221054,0.999811847702864
1079.340056,0.9998127675301871
1079.459058,0.9998134673993693
1079.57806,0.9998143772300386
1079.697062,0.9998150471058957
1079.816064,0.9998159169453651
1079.935066,0.9998165968204198
1080.054068,0.9998176266320449
1080.17307,0.9998184064900978
1080.292072,0.9998195362855354
1080.411074,0.9998203061468748
1080.530076,0.9998214259462448
1080.649078,0.9998223557806033
1080.76808,0.9998234855805036
1080.887082,0.9998243254325843
1081.006084,0.9998254352382014
1081.125086,0.9998263650762885
1081.244088,0.99982753487382
1081.36309,0.9998284847104294
1081.482092,0.9998296545104408
1081.601094,0.9998305443592292
1081.720096,0.9998317741515552
1081.839098,0.9998326240089244
1081.9581,0.9998338138104549
1082.077102,0.9998347436563341
1082.196104,0.9998359134636685
1082.315106,0.9998369232984511
1082.434108,0.999838123103479
1082.55311,0.9998390429549753
1082.672112,0.9998403027529631
1082.791114,0.9998411526175817
1082.910116,0.9998422324466096
1083.029118,0.9998429623317057
1083.14812,0.9998440421626881
1083.267122,0.9998448220413452
1083.386124,0.9998458618805007
1083.505126,0.9998465717713148
1083.624128,0.9998476716031486
1083.74313,0.9998484314876678
1083.862132,0.9998494913275668
1083.981134,0.9998501312314461
1084.100136,0.9998511110850548
1084.219138,0.9998519009677446
1084.33814,0.9998529308157329
1084.457142,0.9998535807203491
1084.576144,0.9998545805744299
1084.695146,0.9998553304656465
1084.814148,0.9998563603171672
1084.93315,0.999857070215435
1085.052152,0.9998580200801029
1085.171154,0.999858719980962
1085.290156,0.9998596398514075
1085.409158,0.9998601797757588
1085.52816,0.9998610096600524
1085.647162,0.9998615495851434
1085.766164,0.9998622294912283
1085.885166,0.9998626994265866
1086.004168,0.9998634293266235
1086.12317,0.9998638992625458
1086.242172,0.9998646091661663
1086.361174,0.9998650990999448
1086.480176,0.9998658290017336
1086.599178,0.9998661989521588
1086.71818,0.9998668288680626
1086.837182,0.9998672788082368
1086.956184,0.9998679287221792
1087.075186,0.9998682086852384
1087.194188,0.9998687286168422
1087.31319,0.9998690285775057
1087.432192,0.9998695885043185
1087.551194,0.9998697184873735
1087.670196,0.999870168428848
1087.789198,0.9998704283951256
1087.9082,0.9998708983343374
1088.027202,0.9998709683253026
1088.146204,0.9998713582750564
1088.265206,0.9998714682609119
1088.384208,0.9998718582108606
1088.50321,0.9998717382262448
1088.622212,0.9998720581852522
1088.741214,0.9998721781699064
1088.860216,0.9998725581214062
1088.979218,0.9998725181265047
1089.09822,0.9998728680819473
1089.217222,0.9998728980781337
1089.336224,0.9998731780425845
1089.455226,0.9998730580578102
1089.574228,0.9998731580451211
1089.69323,0.9998729680692391
1089.812232,0.9998730880540024
1089.931234,0.999872798090849
1090.050236,0.9998728380857617
1090.169238,0.9998725481226807
1090.28824,0.9998724281379822
1090.407242,0.9998720881814144
1090.526244,0.9998719681967709
1090.645246,0.9998716382390759
1090.764248,0.9998714982570563
1090.88325,0.9998711882969399
1091.002252,0.9998711882969399
1091.121254,0.9998708083459605
1091.240256,0.9998707283562991
1091.359258,0.9998703384067911
1091.47826,0.9998701584301464
1091.597262,0.9998697184873735
1091.716264,0.9998693985291147
1091.835266,0.9998688885958515
1091.954268,0.9998685686378583
1092.07327,0.9998680187102968
1092.192272,0.9998676087644932
1092.311274,0.9998669388534197
1092.430276,0.9998665589040552
1092.549278,0.9998658489990504
1092.66828,0.9998652690770261
1092.787282,0.9998645391756461
1092.906284,0.9998640692394232
1093.025286,0.9998633893320872
1093.144288,0.9998628894005175
1093.26329,0.9998620595146638
1093.382292,0.9998614995920672
1093.501294,0.9998608196864787
1093.620296,0.9998601697771571
1093.739298,0.9998592899005948
1093.8583,0.9998586599894406
1093.977302,0.9998577601170515
1094.096304,0.9998571102097187
1094.215306,0.9998561003545473
1094.334308,0.99985531046854
1094.45331,0.9998543106137295
1094.572312,0.999853510730601
1094.691314,0.9998523808967722
1094.810316,0.9998513510493503
1094.929318,0.9998502912074798
1095.04832,0.9998494113396107
1095.167322,0.9998483814952475
1095.286324,0.9998474316397362
1095.405326,0.9998462718173882
1095.524328,0.9998452919685219
1095.64333,0.9998441121517735
1095.762332,0.9998430723144376
1095.881334,0.999841842508215
1096.000336,0.9998406426987239
1096.119338,0.9998393329083398
1096.23834,0.9998381730953864
1096.357342,0.9998369532935593
1096.476344,0.9998357934833662
1096.595346,0.9998345536877509
1096.714348,0.9998333538870063
1096.83335,0.9998319941145697
1096.952352,0.9998306743372085
1097.071354,0.999829344563296
1097.190356,0.9998280547842734
1097.309358,0.9998267350121121
1097.42836,0.9998253552521698
1097.547362,0.9998240154870914
1097.666364,0.9998227257149434
1097.785366,0.9998212759730422
1097.904368,0.9998199362134299
1098.02337,0.99981855646287
1098.142372,0.9998172167069019
1098.261374,0.9998158069656203
1098.380376,0.9998144072244703
1098.499378,0.9998130274815404
1098.61838,0.9998115477593548
1098.737382,0.999810068039359
1098.856384,0.9998082883790218
1098.975386,0.9998069086445359
1099.094388,0.9998054589255694
1099.21339,0.9998039092283091
1099.332392,0.9998025694919683
1099.451394,0.9998010797872496
1099.570396,0.999799770048693
1099.689398,0.9997984703098367
1099.8084,0.9997967806518497
1099.927402,0.9997953509434756
1100.046404,0.9997937912639446
1100.165406,0.9997923715577691
1100.284408,0.9997908618724278
1100.40341,0.999789442170412
1100.522412,0.9997879224916149
1100.641414,0.9997866527617595
1100.760416,0.9997852130700161
1100.879418,0.9997838033738595
1100.99842,0.9997822937014562
1101.117422,0.9997809539940803
1101.236424,0.999779374341421
1101.355426,0.9997780146423964
1101.474428,0.9997763150212162
1101.59343,0.9997750253106017
1101.712432,0.9997734856582482
1101.831434,0.999772145962675
1101.950436,0.9997705263331105
1102.069438,0.9997691966391947
1102.18844,0.9997675370237058
1102.307442,0.999766497266008
1102.426444,0.9997649176361901
1102.545446,0.9997636979237347
1102.664448,0.9997621982793126
1102.78345,0.9997610485534456
1102.902452,0.9997595689081886
1103.021454,0.9997584491780985
1103.140456,0.9997567795828826
1103.259458,0.9997555898730227
1103.37846,0.9997541502260098
1103.497462,0.9997529505217494
1103.616464,0.9997517208263765
1103.735466,0.999750561115053
1103.854468,0.9997490714878267
1103.97347,0.9997479217770555
1104.092472,0.9997462422019578
1104.211474,0.9997451124893424
1104.330476,0.9997435328933125
1104.449478,0.9997424131811827
1104.56848,0.9997411335117129
1104.687482,0.9997401137762768
1104.806484,0.9997387241384844
1104.925486,0.9997377244002601
1105.044488,0.9997363247684258
1105.16349,0.9997352350564256
1105.282492,0.9997334255372878
1105.401494,0.9997322358552192
1105.520496,0.9997305363118629
1105.639498,0.9997294765980561
1105.7585,0.9997279870022456
1105.877502,0.9997269972720285
1105.996504,0.9997253277293371
1106.115506,0.9997244479714358
1106.234508,0.9997228384163702
1106.35351,0.9997219886523188
1106.472512,0.9997201891543587
1106.591514,0.9997193693841397
1106.710516,0.999717589885246
1106.829518,0.9997167801143261
1106.94852,0.9997151705716059
1107.067522,0.9997146307255594
1107.186524,0.9997132411231885
1107.305526,0.9997127312695656
1107.424528,0.999711311678495
1107.54353,0.9997105718923982
1107.662532,0.9997088923800481
1107.781534,0.999708412519895
1107.900536,0.9997069729408175
1108.019538,0.9997064830845207
1108.13854,0.9997050834964242
1108.257542,0.9997047935819919
1108.376544,0.9997036239280677
1108.495546,0.9997033440110922
1108.614548,0.9997019444273902
1108.73355,0.9997014145855001
1108.852552,0.9996998450555113
1108.971554,0.9996992452357842
1109.090556,0.9996978656517778
1109.209558,0.9996973957938913
1109.32856,0.9996961861607742
1109.447562,0.9996956163341105
1109.566564,0.9996942667459394
1109.685566,0.9996937968897445
1109.804568,0.9996922173747932
1109.92357,0.9996913876305972
1110.042572,0.9996898281132488
1110.161574,0.9996889883741459
1110.280576,0.9996875388261637
1110.399578,0.9996868290482631
1110.51858,0.9996851395789497
1110.637582,0.9996840899101042
1110.756584,0.9996824104422438
1110.875586,0.9996814507475905
1110.994588,0.9996795313610476
1111.11359,0.9996782717656316
1111.232592,0.9996761624467035
1111.351594,0.9996752127548003
1111.470596,0.9996732833835016
1111.589598,0.9996720537861192
1111.7086,0.9996699544770106
1111.827602,0.9996689648042455
1111.946604,0.9996670454416756
1112.065606,0.9996660757651119
1112.184608,0.9996636765694091
1112.30361,0.9996627268893674
1112.422612,0.9996603277017019
1112.541614,0.9996593480350608
1112.660616,0.9996569888417833
1112.779618,0.9996557292747709
1112.89862,0.9996534000796352
1113.017622,0.9996521105275809
1113.136624,0.9996498213268689
1113.255626,0.9996487317091575
1113.374628,0.9996464825020415
1113.49363,0.9996451129872986
1113.612632,0.9996428937776111
1113.731634,0.9996415642534465
1113.850636,0.9996393150624573
1113.969638,0.9996381154959989
1114.08864,0.9996359762727207
1114.207642,0.9996348866701005
1114.326644,0.9996328774059975
1114.445646,0.9996316078730494
1114.564648,0.9996295386377627
1114.68365,0.9996282291239249
1114.802652,0.9996261998806795
1114.921654,0.9996248503862205
1115.040656,0.9996225112668073
1115.159658,0.999620991841745
1115.27866,0.9996191225522381
1115.397662,0.9996181829107045
1115.516664,0.9996165035535678
1115.635666,0.9996153839837109
1115.754668,0.999613394751076
1115.87367,0.9996123251653158
1115.992672,0.9996107657713049
1116.111674,0.9996094262937762
1116.230676,0.9996076569866575
1116.349678,0.9996067773323064
1116.46868,0.9996050680061787
1116.587682,0.9996043982710074
1116.706684,0.9996028988655346
1116.825686,0.9996019692352709
1116.944688,0.9996002799093704
1117.06369,0.9995993202935622
1117.182692,0.999597421056658
1117.301694,0.9995966513669401
1117.420696,0.9995950520135775
1117.539698,0.9995939724515042
1117.6587,0.9995924430738964
1117.777702,0.9995913435228138
1117.896704,0.9995898341410245
1118.015706,0.9995886346339433
1118.134708,0.9995869753181871
1118.25371,0.9995859557399922
1118.372712,0.9995843663995861
1118.491714,0.9995832868490534
1118.610716,0.999581997387445
1118.729718,0.9995810977640522
1118.84872,0.9995794884397803
1118.967722,0.99957818898729
1119.086724,0.9995768895364889
1119.205726,0.9995755101213332
1119.324728,0.9995739207975356
1119.44373,0.9995727213095503
1119.562732,0.999571311913007
1119.681734,0.9995701724023609
1119.800736,0.9995688429749157
1119.919738,0.9995678334108941
1120.03874,0.9995668238478921
1120.157742,0.9995657942945938
1120.276744,0.9995649446640298
1120.395746,0.999564165003677
1120.514748,0.9995636052479013
1120.63375,0.9995629355405101
1120.752752,0.9995621958642115
1120.871754,0.9995615061665343
1120.990756,0.9995613162498662
1121.109758,0.9995607265088635
1121.22876,0.9995601067814053
1121.347762,0.9995592571556756
1121.466764,0.9995587173938224
1121.585766,0.9995580276985454
1121.704768,0.9995575379152318
1121.82377,0.9995565683448903
1121.942772,0.9995561185445357
1122.061774,0.9995548790957172
1122.180776,0.9995542093941725
1122.299778,0.9995533697689893
1122.41878,0.9995528300103154
1122.537782,0.9995521503146221
1122.656784,0.9995516105566066
1122.775786,0.9995509208662333
1122.894788,0.9995508608931798
1123.01379,0.9995501811988255
1123.132792,0.999549571473401
1123.251794,0.9995486318972454
1123.370796,0.9995483220372176
1123.489798,0.9995477223084042
1123.6088,0.9995476323491133
1123.727802,0.9995471225799507
1123.846804,0.999547312493922
1123.965806,0.999547222534668
1124.084808,0.9995477023174499
1124.20381,0.9995474324396068
1124.322812,0.9995478422541381
1124.441814,0.9995476323491133
1124.560816,0.9995483620191512
1124.679818,0.9995485019559317
1124.79882,0.9995499213158122
1124.917822,0.9995500712483116
1125.036824,0.9995513906552764
1125.155826,0.9995522702608873
1125.274828,0.999553649643972
1125.39383,0.9995543893139465
1125.512832,0.999555788691071
1125.631834,0.9995562784735275
1125.750836,0.9995582276101709
1125.869838,0.9995586174379557
1125.98884,0.999560206737421
1126.107842,0.9995610063859062
1126.226844,0.9995626356716745
1126.345846,0.9995631354531173
1126.464848,0.9995650546161797
1126.58385,0.999565534407521
1126.702852,0.999567443579515
1126.821854,0.9995679133763239
1126.940856,0.9995696226389172
1127.059858,0.9995705522390985
1127.17886,0.999572271501927
1127.297862,0.9995729412155732
1127.416864,0.9995749203719562
1127.535866,0.9995755800916213
1127.654868,0.999577079456116
1127.77387,0.9995775592532293
1127.892872,0.999579078612274
1128.011874,0.9995794784439854
1128.130876,0.9995803680701172
1128.249878,0.9995805679862108
1128.36888,0.9995819673999855
1128.487882,0.9995822272913308
1128.606884,0.999583526749071
1128.725886,0.9995832868490534
1128.844888,0.9995846162957089
1128.96389,0.9995847162541756
1129.082892,0.9995857158393916
1129.201894,0.999585425959576
1129.320896,0.9995861056778969
1129.439898,0.9995858857689778
1129.5589,0.9995866054710746
1129.677902,0.9995860357068719
1129.796904,0.9995866154669407
1129.915906,0.9995860157151514
1130.034908,0.9995865754834768
1130.15391,0.9995857658186786
1130.272912,0.9995861156737579
1130.391914,0.9995850261254856
1130.510916,0.9995853859761599
1130.629918,0.9995842764369972
1130.74892,0.9995846862666345
1130.867922,0.9995832968448862
1130.986924,0.9995837566533086
1131.105926,0.9995825571535203
1131.224928,0.9995830369532629
1131.34393,0.9995816275421744
1131.462932,0.9995815875589101
1131.581934,0.9995799582422503
1131.700936,0.9995798882716557
1131.819938,0.9995787487512325
1131.93894,0.9995786687849358
1132.057942,0.9995773093588707
1132.176944,0.9995772693757792
1132.295946,0.9995758799643404
1132.414948,0.9995760698837756
1132.53395,0.9995742806442118
1132.652952,0.9995740507421538
1132.771954,0.9995722115275925
1132.890956,0.9995717217373288
1133.009958,0.9995703623207116
1133.12896,0.9995698925227517
1133.247962,0.9995684431474584
1133.366964,0.9995679733504005
1133.485966,0.9995661641340061
1133.604968,0.9995658142859098
1133.72397,0.9995640150690634
1133.842972,0.9995634053352003
1133.961974,0.9995615261577646
1134.080976,0.9995607564956858
1134.199978,0.9995589872747126
1134.31898,0.9995585974467835
1134.437982,0.9995569081941813
1134.556984,0.9995563684335966
1134.675986,0.9995545092604804
1134.794988,0.9995542193897147
1134.91399,0.9995523002474558
1135.032992,0.9995515905655746
1135.151994,0.9995494215409765
1135.270996,0.9995487118611391
1135.389998,0.9995470526116546
1135.509,0.9995465428427878
1135.628002,0.9995444038154748
1135.747004,0.9995439240342762
1135.866006,0.9995422547973168
1135.985008,0.9995419749255247
1136.10401,0.999539905875778
1136.223012,0.9995390962487821
1136.342014,0.9995370571911056
1136.461016,0.9995363974968656
1136.580018,0.9995344583981354
1136.69902,0.9995337787149348
1136.818022,0.9995318096353303
1136.937024,0.9995312998742373
1137.056026,0.9995294407477485
1137.175028,0.9995290409360522
1137.29403,0.99952715182795
1137.413032,0.9995264421639242
1137.532034,0.9995248629133932
1137.651036,0.9995244930892623
1137.770038,0.9995229638179578
1137.88904,0.9995223141282424
1138.008042,0.9995207048986121
1138.127044,0.9995202451191937
1138.246046,0.9995187058592013
1138.365048,0.9995179362300942
1138.48405,0.999516317012349
1138.603052,0.9995158472397905
1138.722054,0.9995144179331509
1138.841056,0.9995138082295418
1138.960058,0.9995125288526862
1139.07906,0.9995118691746347
1139.198062,0.9995103898981631
1139.317064,0.9995099201283902
1139.436066,0.9995084908302264
1139.555068,0.999507981081026
1139.67407,0.9995068416425771
1139.793072,0.9995062819189025
1139.912074,0.9995052224428052
1140.031076,0.9995048226407962
1140.150078,0.9995035532704775
1140.26908,0.9995031234840419
1140.388082,0.9995018940959561
1140.507084,0.999501664210547
1140.626086,0.999500484799279
1140.745088,0.9995001749541768
1140.86409,0.999499315384396
1140.983092,0.9994989355747282
1141.102094,0.9994979360762924
1141.221096,0.9994976961968165
1141.340098,0.9994967866543268
1141.4591,0.9994964568204416
1141.578102,0.999495817142914
1141.697104,0.9994956472286395
1141.816106,0.9994951374859894
1141.935108,0.9994947077031727
1142.05411,0.9994940580318239
1142.173112,0.9994937182039019
1142.292114,0.999492908614318
1142.411116,0.9994924788324597
1142.530118,0.9994918891320712
1142.64912,0.9994916092743814
1142.768122,0.9994912094778177
1142.887124,0.9994908396661386
1143.006126,0.9994905298240263
1143.125128,0.9994903199310371
1143.24413,0.9994901899973039
1143.363132,0.9994900400737866
1143.482134,0.999489990099286
1143.601136,0.9994898401757987
1143.720138,0.999490020083986
1143.83914,0.9994899701094863
1143.958142,0.9994896902523338
1144.077144,0.9994889606251263
1144.196146,0.9994888306915698
1144.315148,0.9994884408910019
1144.43415,0.9994886807682565
1144.553152,0.9994881610342776
1144.672154,0.9994884708756556
1144.791156,0.9994883609319298
1144.910158,0.9994884908654252
1145.02916,0.9994880810752279
1145.148162,0.999488540839851
1145.267164,0.9994878112134825
1145.386166,0.9994880810752279
1145.505168,0.9994875413518098
1145.62417,0.9994878411981173
1145.743172,0.9994877312544608
1145.862174,0.9994878911725106
1145.981176,0.9994872515004649
1146.100178,0.999487871182753
1146.21918,0.9994876512954455
1146.338182,0.9994879411469064
1146.457184,0.9994876213108164
1146.576186,0.9994877912237264
1146.695188,0.9994875813313123
1146.81419,0.9994876712851987
1146.933192,0.9994870615979051
1147.052194,0.9994873814338161
1147.171196,0.9994868816902502
1147.290198,0.999487171541488
1147.4092,0.9994867417620966
1147.528202,0.9994874513979352
1147.647204,0.9994870715927758
1147.766206,0.9994874913774341
1147.885208,0.9994869116748571
1148.00421,0.9994875313569345
1148.123212,0.9994868716953815
1148.242214,0.999487321464575
1148.361216,0.9994866717980272
1148.480218,0.9994876013210642
1148.59922,0.9994868017313029
1148.718222,0.9994874014235638
1148.837224,0.9994867617518317
1148.956226,0.9994873914286899
1149.075228,0.9994862420188507
1149.19423,0.9994867117774948
1149.313232,0.9994857122912828
1149.432234,0.9994865418647683
1149.551236,0.9994856823067119
1149.670238,0.9994863319726165
1149.78924,0.99948540245076
1149.908242,0.9994861220805088
1150.027244,0.9994851425845892
1150.146246,0.9994858722090095
1150.265248,0.9994846828215294
1150.38425,0.9994853924559061
1150.503252,0.999484173084471
1150.622254,0.9994849027081837
1150.741256,0.9994839332082983
1150.860258,0.9994844729297679
1150.97926,0.9994832035852934
1151.098262,0.999483993177336
1151.217264,0.9994829637093533
1151.336266,0.9994832835439529
1151.455268,0.9994818242994241
1151.57427,0.9994823240404612
1151.693272,0.9994814045171461
1151.812274,0.9994819442372502
1151.931276,0.9994805349687024
1152.050278,0.9994815044652915
1152.16928,0.9994805349687024
1152.288282,0.9994811446520147
1152.407284,0.9994800452233603
1152.526286,0.9994802151349824
1152.645288,0.9994789258063365
1152.76429,0.9994792856188145
1152.883292,0.9994779463174691
1153.002294,0.9994785859835594
1153.121296,0.9994772067040625
1153.240298,0.9994779663070282
1153.3593,0.9994767069655841
1153.478302,0.9994775065472695
1153.597304,0.9994762072273555
1153.716306,0.9994767169603512
1153.835308,0.9994750178513766
1153.95431,0.999475827426469
1154.073312,0.9994744881297576
1154.192314,0.9994748879196328
1154.311316,0.9994732687716258
1154.430318,0.9994741982821981
1154.54932,0.9994727590403888
1154.668322,0.9994734786610343
1154.787324,0.9994718395258734
1154.906326,0.9994724791880554
1155.025328,0.9994709100174949
1155.14433,0.9994715097002208
1155.263332,0.9994702003934007
1155.382334,0.9994709699857512
1155.501336,0.9994697006584254
1155.620338,0.9994704602556865
1155.73934,0.9994690510033312
1155.858342,0.999470130430489
1155.977344,0.99946902101926
1156.096346,0.9994697606266093
1156.215348,0.9994688011360996
1156.33435,0.9994696606796382
1156.453352,0.9994685812529875
1156.572354,0.9994695007645052
1156.691356,0.9994686112370454
1156.810358,0.9994694907698103
1156.92936,0.9994692409024688
1157.048362,0.9994692409024688
1157.167364,0.9994677916731203
1157.286366,0.9994683813592913
1157.405368,0.99946674223249
1157.52437,0.9994671720032815
1157.643372,0.9994657027876185
1157.762374,0.9994663524405365
1157.881376,0.9994661325579631
1158.000378,0.999466932131189
1158.11938,0.9994662025205948
1158.238382,0.9994672219766414
1158.357384,0.9994666822644872
1158.476386,0.9994674118754315
1158.595388,0.9994666822644872
1158.71439,0.9994676617423157
1158.833392,0.9994671919926251
1158.952394,0.9994683813592913
1159.071396,0.9994674218701057
1159.190398,0.9994688710989181
1159.3094,0.9994683913539751
1159.428402,0.9994698006054005
1159.547404,0.9994696306955488
1159.666406,0.9994712098588129
1159.785408,0.9994711099116969
1159.90441,0.9994728290034843
1160.023412,0.9994728389982127
1160.142414,0.9994742282664244
1160.261416,0.9994740783453014
1160.380418,0.9994753776624479
1160.49942,0.999475317693927
1160.618422,0.9994765370545584
1160.737424,0.9994765570440893
1160.856426,0.9994783261191609
1160.975428,0.9994789158115472
1161.09443,0.9994805349687024
1161.213432,0.9994810147194744
1161.332434,0.9994829037403773
1161.451436,0.9994833135284518
1161.570438,0.9994847927648505
1161.68944,0.9994850326412296
1161.808442,0.9994864219263905
1161.927444,0.99948723151072
1162.046446,0.9994888906609015
1162.165448,0.9994900000941859
1162.28445,0.9994919790863452
1162.403452,0.9994933184064946
1162.522454,0.9994955472790799
1162.641456,0.9994971864531215
1162.760458,0.9994993553643693
1162.87946,0.9995007446694388
1162.998462,0.9995029235834373
1163.117464,0.999504382858771
1163.236466,0.9995062219485273
1163.355468,0.9995075512926865
1163.47447,0.9995095603048837
1163.593472,0.9995106897513251
1163.712474,0.9995126587893234
1163.831476,0.9995140581080252
1163.950478,0.9995159971671788
1164.06948,0.9995174464664254
1164.188482,0.9995195454552669
1164.307484,0.9995210747213413
1164.426486,0.9995235935176233
1164.545488,0.9995251927566524
1164.66449,0.9995273917144952
1164.783492,0.9995290709219239
1164.902494,0.9995311899258004
1165.021496,0.9995327591910005
1165.140498,0.9995347482631703
1165.2595,0.9995363375246835
1165.378502,0.999538556497816
1165.497504,0.9995403656642405
1165.616506,0.9995424347149389
1165.735508,0.9995444737835856
1165.85451,0.999546642797447
1165.973512,0.9995484419830233
1166.092514,0.9995504410819064
1166.211516,0.999552320238502
1166.330518,0.9995542393807992
1166.44952,0.9995563084602163
1166.568522,0.9995582875836664
1166.687524,0.9995604066494823
1166.806526,0.9995625657022924
1166.925528,0.9995647547467083
1167.04453,0.9995666139388811
1167.163532,0.9995687830007869
1167.282534,0.9995706521961587
1167.401536,0.9995727213095503
1167.520538,0.9995744005931327
1167.63954,0.9995765896634671
1167.758542,0.9995784588734374
1167.877544,0.9995809378310894
1167.996546,0.9995829969699422
1168.115548,0.9995852560300681
1168.23455,0.9995870752768896
1168.353552,0.9995894043174883
1168.472554,0.9995916034165968
1168.591556,0.9995942223500286
1168.710558,0.9995961415727779
1168.82956,0.999598550602382
1168.948562,0.9996006797495623
1169.067564,0.9996031387702591
1169.186566,0.9996050080298764
1169.305568,0.9996072271554575
1169.42457,0.9996090764305382
1169.543572,0.9996113255534904
1169.662574,0.9996130948671025
1169.781576,0.9996154139721728
1169.900578,0.9996173932126519
1170.01958,0.9996197523124836
1170.138582,0.9996217615502051
1170.257584,0.9996240906716228
1170.376586,0.9996259899591995
1170.495588,0.9996284290495907
1170.61459,0.9996302883601978
1170.733592,0.9996326274978095
1170.852594,0.9996342169149507
1170.971596,0.9996366160399502
1171.090598,0.9996386453043405
1171.2096,0.9996408345153709
1171.328602,0.9996426938490524
1171.447604,0.9996450430121431
1171.566606,0.9996467524066283
