nu,[0]Methylnitrite-PNNL(x-sec)-X=0.01-T=278.04K-P=1.0atm-L=15cm
623.456069,0.30437341273273416
623.575672,0.3060826853404423
623.695274,0.2917085767211244
623.814876,0.2810844840089159
623.934479,0.3161305556270406
624.054081,0.3732338918341751
624.173683,0.40626890948371036
624.293286,0.41711221194048836
624.412888,0.42637757456377157
624.532491,0.43539570270231465
624.652093,0.43131353239140335
624.771695,0.4335448620983147
624.891298,0.4316630378832554
625.0109,0.43088674328979915
625.130503,0.42473917684107926
625.250105,0.4193161956936884
625.369707,0.4118895698108276
625.48931,0.41049152329932487
625.608912,0.4079992266685468
625.728515,0.38652450911104114
625.848117,0.3860957049362723
625.967719,0.3725589494970352
626.087322,0.3548713320980274
626.206924,0.3429742182819502
626.326527,0.3250097815592253
626.446129,0.3057767556454435
626.565731,0.28536106665812666
626.685334,0.2596034511848519
626.804936,0.245735383213615
626.924538,0.21403836592621228
627.044141,0.20107043689433457
627.163743,0.1852961357368029
627.283346,0.15534606086221986
627.402948,0.1516773062592324
627.52255,0.15013806123026716
627.642153,0.1431732276050103
627.761755,0.15657815510738965
627.881358,0.057274487427847236
628.00096,0.20183595812369184
628.120562,0.3257255901794283
628.240165,0.3694462559193784
628.359767,0.398140627770268
628.47937,0.40872202478738084
628.598972,0.4229843915608464
628.718574,0.4267956294002556
628.838177,0.4323585751314904
628.957779,0.43656412817635054
629.077382,0.43330214494268626
629.196984,0.4335535330822662
629.316586,0.44099135804373957
629.436189,0.4376787872895638
629.555791,0.4334971747863341
629.675394,0.4285105159236685
629.794996,0.4290250371937964
629.914598,0.42732945751006574
630.034201,0.4234668687269581
630.153803,0.41570059558360445
630.273405,0.41299904432782175
630.393008,0.42420434249465633
630.51261,0.40888145746439913
630.632213,0.40518156649670756
630.751815,0.4191317371514384
630.871417,0.39756771786041273
630.99102,0.39445113974166424
631.110622,0.4073102902906889
631.230225,0.3951894534811768
631.349827,0.3800281310206524
631.469429,0.39383627568232793
631.589032,0.3793902197560367
631.708634,0.37542370907174344
631.828237,0.3808651132517693
631.947839,0.3791702372296777
632.067441,0.37305851312223876
632.187044,0.36754849862087446
632.306646,0.36615446466811247
632.426249,0.36939453706395403
632.545851,0.36356397508917987
632.665453,0.34500374739337014
632.785056,0.3662277028846236
632.904658,0.3536314534889593
633.02426,0.3209082571412352
633.143863,0.35668579884908763
633.263465,0.34366085312447836
633.383068,0.33307086627707866
633.50267,0.3368559123000814
633.622272,0.3417759067863567
633.741875,0.3174610961398571
633.861477,0.33611564388685067
633.98108,0.32536748902197604
634.100682,0.3359476280723612
634.220284,0.3273582964946434
634.339887,0.3353770022739925
634.459489,0.34774007124584555
634.579092,0.3204913474569612
634.698694,0.3304169292492889
634.818296,0.3382060343933058
634.937899,0.31654179259546933
635.057501,0.3317080713639625
635.177104,0.3388153534778738
635.296706,0.3219690036589282
635.416308,0.32129357819619914
635.535911,0.31866974328035047
635.655513,0.31695356451960294
635.775116,0.3074631611655286
635.894718,0.3199149819161441
636.01432,0.3297237817574635
636.133923,0.31701696157200077
636.253525,0.33577969624478055
636.373127,0.3276858185248597
636.49273,0.29647274120450046
636.612332,0.32778413901775366
636.731935,0.31905237650630647
636.851537,0.32429554598699933
636.971139,0.3229686562312029
637.090742,0.32791527889958855
637.210344,0.3155620324512714
637.329947,0.3228394946027583
