nu,[0]1-Butene-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
620.362907,0.9318774167865921
620.48241,0.9316230489745955
620.601912,0.9294065637538499
620.721414,0.9292420733498956
620.840917,0.9302620112380086
620.960419,0.9300155244659702
621.079922,0.9300285447744547
621.199424,0.9291547287002636
621.318926,0.9292262763689234
621.438429,0.9296677636951377
621.557931,0.9277629691463347
621.677434,0.9266466147117092
621.796936,0.9268653291200663
621.916438,0.9262917770140313
622.035941,0.9274271797330544
622.155443,0.9267188959665891
622.274945,0.926384410823346
622.394448,0.9269570933299026
622.51395,0.9265761922450788
622.633453,0.9258037498539965
622.752955,0.9246869788348134
622.872457,0.9245187011184022
622.99196,0.9240667219914582
623.111462,0.9244484403670595
623.230965,0.9232539009698093
623.350467,0.9242469325722071
623.469969,0.9249866259561682
623.589472,0.9246768073339896
623.708974,0.9238061719151441
623.828477,0.9229308186471745
623.947979,0.922042464080194
624.067481,0.9214083170365039
624.186984,0.9212590609792112
624.306486,0.9212166840370832
624.425989,0.9221780142851097
624.545491,0.9231569643994665
624.664993,0.9236639167186005
624.784496,0.9228449900721309
624.903998,0.9214497813437106
625.0235,0.9198966060343146
625.143003,0.9188521968266067
625.262505,0.9185380031054807
625.382008,0.9188696551842003
625.50151,0.9201974614116611
625.621012,0.9198395742127452
625.740515,0.9211503588235689
625.860017,0.9198248568972966
625.97952,0.9190626380742832
626.099022,0.9181027192624294
626.218524,0.9162188716508777
626.338027,0.9157901815402554
626.457529,0.9160503028872957
626.577032,0.9168109402595347
626.696534,0.9203336607144499
626.816036,0.9199426020145062
626.935539,0.9197880646388708
627.055041,0.9193154150549955
627.174543,0.9179934715392056
627.294046,0.9161639001677395
627.413548,0.9135181817213194
627.533051,0.9127721421655094
627.652553,0.9138096405064932
627.772055,0.9163838058914111
627.891558,0.918107309787502
628.01106,0.9182477909524346
628.130563,0.9176474532289851
628.250065,0.9164369576935402
628.369567,0.9153076872629926
628.48907,0.913463372274716
628.608572,0.9133035301711598
628.728075,0.9137557273281577
628.847577,0.9132907440112408
628.967079,0.9145775630868485
629.086582,0.9152042633378936
629.206084,0.9157828552481082
629.325587,0.9156647268792248
629.445089,0.9148528923683157
629.564591,0.914257516951109
629.684094,0.9131912007453501
629.803596,0.9124217049511691
629.923098,0.9123149578565167
630.042601,0.9129802779404999
