nu,[0]HFC-32-PNNL(x-sec)-X=0.01-T=278.19K-P=1.0atm-L=15cm
522.219844,0.9553514459201212
522.339647,0.9502644164592747
522.459449,0.9581566467744069
522.579252,0.9561131645270635
522.699054,0.9594539101182463
522.818856,0.952004040478189
522.938659,0.9591862598162767
523.058461,0.9507092442877706
523.178264,0.9490488561307816
523.298066,0.9485678103161417
523.417868,0.9534455127902555
523.537671,0.9644502780624403
523.657473,0.9773963779050926
523.777276,0.9750417386780506
523.897078,0.9719431148997205
524.01688,0.9774775051711937
524.136683,0.9730225707444199
524.256485,0.9674708342602749
524.376288,0.964372160753711
524.49609,0.9710454542446426
524.615892,0.9630345407176385
524.735695,0.9670984296815661
524.855497,0.9673412018540493
524.9753,0.964744480260804
525.095102,0.9559793180535016
525.214904,0.9471232939742557
525.334707,0.9604666681293366
525.454509,0.963297485037521
525.574311,0.9702301185520097
525.694114,0.9700516126332444
525.813916,0.9704697949901137
525.933719,0.9800702756907795
526.053521,0.9754884100743069
526.173323,0.9787461160116918
526.293126,0.9756035244983131
526.412928,0.9745991701993372
526.532731,0.9653621143499975
526.652533,0.9815611152608665
526.772335,0.9736308999342046
526.892138,0.9709192265405693
527.01194,0.9745153582746644
527.131743,0.9793717346436884
527.251545,0.9809164414066907
527.371347,0.9738869985363773
527.49115,0.9788694457919223
527.610952,0.9727355714205319
527.730755,0.9811146065418597
527.850557,0.9740934844668022
527.970359,0.9798017732217584
528.090162,0.983358033321318
528.209964,0.9822533598346658
528.329767,0.974729775238486
528.449569,0.9810567224876701
528.569371,0.9870101064862657
528.689174,0.9836924318971837
528.808976,0.9854696001486002
528.928779,0.9820834447014972
529.048581,0.9794735946007173
529.168383,0.977700395450899
529.288186,0.9818094816400497
529.407988,0.9824498301530097
529.527791,0.9772673700979118
529.647593,0.9806428038937463
529.767395,0.9795715468577086
529.887198,0.9759870120338059
530.007,0.9796234655255246
530.126803,0.9741597250759012
530.246605,0.9699652818814954
530.366407,0.9738655732580884
530.48621,0.9731412867395791
530.606012,0.9756396224965285
530.725815,0.9671371143924424
530.845617,0.9763169514004851
530.965419,0.9741655700517866
531.085222,0.9746050178119011
531.205024,0.9741256300821894
531.324826,0.9760738787433881
531.444629,0.9728795469390277
531.564431,0.9722736317434659
531.684234,0.9689299119464053
531.804036,0.964201481986774
531.923838,0.9626792465279231
532.043641,0.9509878429090518
532.163443,0.9551747222500695
532.283246,0.9544051615985397
532.403048,0.9563971723099962
532.52285,0.9638997341489123
532.642653,0.9640096249822637
532.762455,0.9711911219875868
532.882258,0.9633976731856583
533.00206,0.9653109515137641
533.121862,0.9610181342524788
533.241665,0.9616468456785071
533.361467,0.9568199932967116
533.48127,0.9567836348277816
533.601072,0.9552377658621544
533.720874,0.9523153967033937
533.840677,0.9524792090390838
533.960479,0.9565597736500112
534.080282,0.9599587156271784
534.200084,0.9530461028026321
534.319886,0.9540282460054387
534.439689,0.9579966479746672
534.559491,0.9558263735984956
534.679294,0.9463195275448004
534.799096,0.9475107466301581
534.918898,0.9491020043548614
535.038701,0.9523049212916449
535.158503,0.9487613378885874
535.278306,0.9438311456211754
535.398108,0.9444287798676372
535.51791,0.9455646657917174
535.637713,0.9560357224971814
535.757515,0.9482311285080363
535.877318,0.9414152037469806
535.99712,0.9450352978157415
536.116922,0.9551737670758248
536.236725,0.9518079478440852
536.356527,0.9648187684458425
536.47633,0.9592380572728255
536.596132,0.9578108146513754
536.715934,0.9579085163371711
536.835737,0.9542352925985647
536.955539,0.9518136587089049
537.075342,0.9529822508528085
537.195144,0.948786954790537
537.314946,0.9536972556342254
537.434749,0.9494617821881046
537.554551,0.9428293290033076
537.674353,0.9398340141516754
537.794156,0.9264260990598113
537.913958,0.9243476809785459
538.033761,0.9311135905163976
538.153563,0.9377414571552992
538.273365,0.9482737998689176
538.393168,0.9521725601069008
538.51297,0.95546513950682
538.632773,0.9564344725270658
538.752575,0.9585486129945656
538.872377,0.9618642024260178
538.99218,0.9605137321491339
539.111982,0.9566898746258934
539.231785,0.9585083547982479
539.351587,0.957143453116076
539.471389,0.9571099536814603
539.591192,0.9561887004506909
539.710994,0.9533883077756556
539.830797,0.9483041451160347
539.950599,0.9398302548231375
540.070401,0.9389265728587147
540.190204,0.934429590027508
540.310006,0.9322521068157902
540.429809,0.9326474655192022
540.549611,0.932709954992766
540.669413,0.9349997659634051
540.789216,0.938262986377166
540.909018,0.9483989802722251
541.028821,0.9566898746258934
541.148623,0.9599433564106025
541.268425,0.9578673271565423
541.388228,0.9523830134969274
541.50803,0.9596995617613053
541.627833,0.9629497974068157
541.747635,0.9584949357752142
541.867437,0.9516166536722769
541.98724,0.9482273355911081
542.107042,0.9462372013271464
542.226845,0.9553514459201212
542.346647,0.9570295598219405
542.466449,0.9535322802797802
542.586252,0.9417927869440545
542.706054,0.9432942584582001
542.825857,0.9470247982735476
542.945659,0.9472871604781571
543.065461,0.9387481937564229
543.185264,0.934267013423418
543.305066,0.9339363414330616
543.424868,0.9383624475250697
543.544671,0.9467691360939611
543.664473,0.9489273856514734
543.784276,0.958515064380215
543.904078,0.9567979866899428
