nu,[0]trans-1-3-Dichloropropene-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
679.769595,0.8855202088984153
679.887598,0.8852191832046576
680.0056,0.8825675051608676
680.123602,0.8829029445422747
680.241605,0.8827175543905681
680.359607,0.877016037503565
680.47761,0.8793168322468069
680.595612,0.8745638272949575
680.713614,0.8724761155570175
680.831617,0.8709070711126567
680.949619,0.8693147685737156
681.067621,0.8677600869930961
681.185624,0.868272216507773
681.303626,0.8642441232758937
681.421628,0.8621810461804352
681.539631,0.8595382091991335
681.657633,0.8557217620610105
681.775636,0.8557132048861757
681.893638,0.854780985644634
682.01164,0.8501946123485123
682.129643,0.8487505093428628
682.247645,0.8471563573576951
682.365647,0.8424845122589679
682.48365,0.8448298777505879
682.601652,0.8410198638213089
682.719654,0.8359721331547167
682.837657,0.8337847528852587
682.955659,0.8319191652769813
683.073661,0.8286147072326806
683.191664,0.8260334581885325
683.309666,0.8237979380148337
683.427669,0.8186652572376042
683.545671,0.8158620456614238
683.663673,0.8122476480790504
683.781676,0.810170953403305
683.899678,0.8053647488683431
684.01768,0.800819260257299
684.135683,0.7965781800185222
684.253685,0.7940252636835055
684.371687,0.7921694167542163
684.48969,0.7874857529012274
684.607692,0.7831899655224853
684.725695,0.7776334576097675
684.843697,0.7743587588927079
684.961699,0.7692878978655114
685.079702,0.7647471673338684
685.197704,0.7609253656327507
685.315706,0.754054976878717
685.433709,0.7486153341139875
685.551711,0.7444571380296966
685.669713,0.73953771311835
685.787716,0.7340853327297187
685.905718,0.7282142315270181
686.02372,0.7219640020419174
686.141723,0.7155956544231178
686.259725,0.710362411815342
686.377728,0.7038429711835863
686.49573,0.6987795259646369
686.613732,0.6921310241707885
686.731735,0.6847373122745175
686.849737,0.6774158097510887
686.967739,0.670849808100471
687.085742,0.6626422680165933
687.203744,0.6561341591816001
687.321746,0.6471222845139337
687.439749,0.644255430695834
687.557751,0.6341181407673943
687.675754,0.6260844580310551
687.793756,0.6159928023583989
687.911758,0.6077510123822265
688.029761,0.6024322910092951
688.147763,0.5937659861224649
688.265765,0.5868476692922974
688.383768,0.5784113414579696
688.50177,0.5701247970071853
688.619772,0.560716415210786
688.737775,0.5517997887704218
688.855777,0.5427697945748867
688.973779,0.534779909949182
689.091782,0.5285594456785442
689.209784,0.5191927902271588
689.327787,0.5107678996926582
689.445789,0.5009595097628085
689.563791,0.49198354902003727
689.681794,0.48448926730594033
689.799796,0.4749432289929069
689.917798,0.469010557560145
690.035801,0.46104943844005275
690.153803,0.45136904161151287
690.271805,0.4432062684652738
690.389808,0.4336879555119218
690.50781,0.4248878615712836
690.625813,0.41423161710120626
690.743815,0.40784421641622604
690.861817,0.3996804204815365
690.97982,0.39249950614098267
691.097822,0.38441599209762667
691.215824,0.3755100664555484
691.333827,0.36740150862138576
691.451829,0.3614252630407402
691.569831,0.3530307907260362
691.687834,0.34683712140406237
691.805836,0.33861212524035517
691.923838,0.33283779825400966
692.041841,0.32673690623898133
692.159843,0.31988299201747405
692.277846,0.31339214913380803
692.395848,0.3065421538837101
692.51385,0.30110386720101273
692.631853,0.2936402207408863
692.749855,0.2886039344074051
692.867857,0.28373913547342805
692.98586,0.27800949811328896
693.103862,0.2737062029157352
693.221864,0.2666015652765202
693.339867,0.2642129162330863
693.457869,0.2590329513721408
693.575872,0.25413237151933277
693.693874,0.25042394934018714
693.811876,0.24733786563028815
693.929879,0.24338761087286376
694.047881,0.23904582715811223
694.165883,0.2344061463484453
694.283886,0.23272448334632206
694.401888,0.2278882276123479
694.51989,0.22537265553943872
694.637893,0.22208390901187638
694.755895,0.2211088864349293
694.873897,0.21757753700599083
694.9919,0.21476733491540306
695.109902,0.21288567381993817
695.227905,0.210830665686284
695.345907,0.20984208653836486
