nu,[0]Tribromomethane-PNNL(x-sec)-X=0.01-T=278.25K-P=1.0atm-L=15cm
697.823956,0.8399272483522727
697.941959,0.8327598280971719
698.059961,0.8352785641551498
698.177964,0.8293193291557216
698.295966,0.8222342079465924
698.413968,0.8128895772496695
698.531971,0.8153563679693968
698.649973,0.8086573493812782
698.767975,0.8058078213139741
698.885978,0.8077440826693487
699.00398,0.7989475339621309
699.121982,0.7953364868301955
699.239985,0.7917338433686626
699.357987,0.7924150273410842
699.47599,0.7865492022134549
699.593992,0.7850012255427437
699.711994,0.7851896484467179
699.829997,0.7841617234451306
699.947999,0.7847971517548445
700.066001,0.7832604557913968
700.184004,0.7811641281036993
700.302006,0.7799074657421029
700.420008,0.781351629993771
700.538011,0.7805082257536462
700.656013,0.7838637985995272
700.774015,0.7815235462624657
700.892018,0.7835738226429054
701.01002,0.7860538322739757
701.128023,0.788305164104214
701.246025,0.7877929322409366
701.364027,0.7992352068523706
701.48203,0.7938347204863198
701.600032,0.7909820533742505
701.718034,0.8007471897670966
701.836037,0.803394020361811
701.954039,0.8062350126549761
702.072041,0.8061221476539389
702.190044,0.8112654227910135
702.308046,0.8156254799718649
702.426049,0.8244572400508972
702.544051,0.8205421488974115
702.662053,0.8296428267720272
702.780056,0.8314783649417917
702.898058,0.8389283294013901
703.01606,0.8482244471232099
703.134063,0.8486147201247951
703.252065,0.8565693460903189
703.370067,0.8574949407152261
703.48807,0.8648060645671577
703.606072,0.862310383037384
703.724074,0.8738906723458553
703.842077,0.8829647499115554
703.960079,0.8882695808707691
704.078082,0.883477018009892
704.196084,0.8865125471380633
704.314086,0.8938028981358126
704.432089,0.9028489638179301
704.550091,0.906643463876818
704.668093,0.9140216689374376
704.786096,0.9091501653896131
704.904098,0.9145108013615758
705.0221,0.9146845749217999
705.140103,0.9258333760480084
705.258105,0.9294660476773954
705.376108,0.9335451040759514
705.49411,0.9407573844541885
705.612112,0.9407235177979517
705.730115,0.9456062715523322
705.848117,0.9469708193984585
705.966119,0.9514996120220842
706.084122,0.9525954185912251
706.202124,0.9591152826592374
706.320126,0.9613276319181582
706.438129,0.9647869299518218
706.556131,0.9637426312964763
706.674133,0.970177727540178
706.792136,0.9639778131895368
706.910138,0.972666509646683
707.028141,0.9681928367760877
707.146143,0.98224353735018
707.264145,0.9855218314215246
707.382148,0.9749578886941253
707.50015,0.9793031810216681
707.618152,0.9819567641082046
707.736155,0.9814963343650523
707.854157,0.9872035794268659
707.972159,0.9873625319984923
708.090162,0.990575590755754
708.208164,0.992081815297363
708.326167,0.9868512106505795
708.444169,0.9867841070498036
708.562171,0.9934838229615346
708.680174,0.9962995635522761
708.798176,0.9941914353235908
708.916178,0.991665327590833
709.034181,0.9919047444973714
709.152183,0.988477893800382
709.270185,0.9963583469606192
709.388188,0.9941811952045436
709.50619,0.9956639280236887
709.624192,0.9999141256874099
709.742195,1.0019209426509603
709.860197,0.9945742727176599
709.9782,0.999064148182716
710.096202,0.9941766219815641
710.214204,1.0030014954943771
710.332207,1.0082008442000956
710.450209,1.0051102128241811
710.568211,1.0034446191115833
710.686214,0.996063468534079
710.804216,0.9932117450052025
710.922218,0.9965779685416986
711.040221,0.9990336572102081
711.158223,0.999502103991376
711.276226,1.0074498128000529
711.394228,1.0044020607282955
711.51223,1.0001786659588616
711.630233,0.9981968276721652
711.748235,0.9989688320194677
711.866237,0.9997839433436018
711.98424,1.004105404177886
712.102242,0.9994668022004962
712.220244,1.0002127426265035
712.338247,0.9987297075054287
712.456249,1.0023066562476064
712.574251,1.0023725099581926
712.692254,0.9995293008136367
712.810256,1.0009005452475939
712.928259,1.0026006759057589
713.046261,1.0088030206860663
713.164263,0.9984698718416216
713.282266,0.9965491678545797
713.400268,0.9991296090101782
713.51827,1.0037263255518172
713.636273,1.0059796068990892
713.754275,1.0056054520824333
713.872277,1.0039353231286898
713.99028,1.0047184972135548
714.108282,0.996811892840858
714.226285,1.0061477201368718
714.344287,1.0008391018491456
714.462289,1.0075121758735823
714.580292,1.0064438729876626
714.698294,1.0094819717319046
714.816296,0.9979227604544375
714.934299,1.0038544092025208
715.052301,0.9983430742197172
715.170303,1.0039359254900644
715.288306,1.00100400367459
715.406308,1.0046999100932876
715.52431,1.006398181473034
715.642313,0.998866243188446
715.760315,1.008476624842268
