nu,[0]Triethylamine-PNNL(x-sec)-X=0.01-T=278.11K-P=1.0atm-L=15cm
658.913178,1.0006351216043685
659.043681,1.0016291255855851
659.174183,1.000991311024295
659.304686,1.0004733720051824
659.435189,1.0009574180323153
659.565691,0.9991821346343478
659.696194,1.0019124263591421
659.826697,1.0010852884998076
659.957199,1.0009632236021762
660.087702,1.0006675126875018
660.218204,0.9990884856817953
660.348707,1.000502126023087
660.47921,1.0001535017801928
660.609712,1.0009874472052918
660.740215,1.0012094307722434
660.870717,0.998725512849466
661.00122,1.0014173034265068
661.131723,0.9991910573706501
661.262225,1.000699204329463
661.392728,0.9997248678557921
661.52323,1.000603361949637
661.653733,1.001429220363323
661.784236,0.998720219618275
661.914738,1.0001421300995257
662.045241,0.999372227131894
662.175744,1.00000754322845
662.306246,1.001030330426082
662.436749,0.99961835284581
662.567251,0.9999629266872322
662.697754,0.998211900558063
662.828257,1.0004854077722425
662.958759,1.000591214698557
663.089262,0.9992193348776985
663.219764,1.001027027031442
663.350267,0.9990289917339228
663.48077,0.9997058432725763
663.611272,0.9990468245605828
663.741775,1.0000195301907118
663.872277,1.0011141201712905
664.00278,0.9991732519446546
664.133283,1.000877564834891
664.263785,0.9985178993975107
664.394288,0.9988123058676346
664.52479,0.9991740013248746
664.655293,0.9995423547515473
664.785796,1.0012528842044717
664.916298,0.9978268646850235
665.046801,1.0003605649879341
665.177304,0.9991250529895489
665.307806,0.9986468163797351
665.438309,0.9997479217770555
665.568811,0.9992978066532204
665.699314,1.0000612958785156
665.829817,0.9987963249985881
665.960319,0.9993976314967958
666.090822,0.9997246079273603
666.221324,0.9969782746299473
666.351827,1.000735040009604
666.48233,0.9997266073785755
666.612832,1.000121037324426
666.743335,0.9983601460322499
666.873837,0.9982925593381989
667.00434,0.9997751952723705
667.134843,0.9979684663635237
667.265345,1.001096000169702
667.395848,0.9993483823950234
667.526351,0.9976510630800421
667.656853,0.998770955894122
667.787356,0.9983305950092847
667.917858,0.9987482840507497
668.048361,0.9980828401032591
668.178864,1.0000005277601394
668.309366,0.9990009593737106
668.439869,0.9970280250871149
668.570371,0.9988973084116709
668.700874,0.997433100136078
668.831377,0.9984539962968703
668.961879,0.9987720545427778
669.092382,0.999146174716425
669.222884,0.9989679329479235
669.353387,0.9961117787838171
669.48389,0.9992883133691504
669.614392,0.9987906318757609
669.744895,0.9987691581080195
669.875398,0.9988668425083718
670.0059,0.9980494048881586
670.136403,0.9985383692242633
670.266905,0.9962911946710917
670.397408,0.9983251042061119
670.527911,0.9983979845988209
670.658413,0.9980365301338778
670.788916,0.9994705002345058
670.919418,0.9971618352265411
671.049921,0.9982052125607341
671.180424,0.9965248523515343
671.310926,0.9983873017975388
671.441429,0.9992191650104261
671.571931,0.9977718859394576
671.702434,0.9987445886889351
671.832937,0.9973757493816702
671.963439,0.9972719279701577
672.093942,0.9975812299498146
672.224444,0.9987623665008358
672.354947,0.9987870362359583
