nu,[0]Formicacid-dimer-PNNL(x-sec)-X=0.01-T=278.24K-P=1.0atm-L=15cm
654.820696,1.0117970426386902
654.953899,1.0124913735382097
655.087102,1.0164010443882572
655.220304,1.0148014727366828
655.353507,1.0120226985388963
655.48671,1.0126290817289556
655.619912,1.0119032869058935
655.753115,1.0119609670371152
655.886318,1.0109009874699686
656.01952,1.0097883960078569
656.152723,1.0088799952930885
656.285926,1.0119245370980448
656.419128,1.0109343477529968
656.552331,1.008704868927314
656.685534,1.0094128245851577
656.818736,1.0096797486217806
656.951939,1.0055052987671238
657.085142,1.0047282430302449
657.218344,1.0086600834253792
657.351547,1.0110344352076714
657.48475,1.0067372941406938
657.617952,1.0052346531712273
657.751155,1.003424851447299
657.884358,1.0046055732009163
658.01756,1.0050718183473906
658.150763,1.0080605124099022
658.283966,1.0090580783276233
658.417168,1.0091708973272449
658.550371,1.0093835520376988
658.683574,1.009861507334326
658.816776,1.012365832391603
658.949979,1.0094314988951494
659.083182,1.0106816457551244
659.216384,1.0115896455038818
659.349587,1.0113347570305113
659.48279,1.0110394903924855
659.615992,1.0105118655005783
659.749195,1.0073079738521067
659.882398,1.004204915954167
660.0156,1.0042401641653196
660.148803,1.0014575612112806
660.282006,1.0009604209090737
660.415208,1.0107038809959177
660.548411,1.0054965509090779
660.681614,1.0028077343233794
660.814816,0.993090878490712
660.948019,1.0007471189544332
661.081222,0.9976116566413328
661.214424,1.0095276013482484
661.347627,1.0078774652420344
661.48083,1.0027632106484083
661.614032,1.0022311853979042
661.747235,1.0101057213710867
661.880438,1.008073012437756
662.01364,1.0078250569764686
662.146843,1.011436906999458
662.280046,1.0096666228703661
662.413248,1.001702948372477
662.546451,1.004400755006465
662.679654,0.998721218338994
662.812856,0.9989108935074438
662.946059,0.9990134669440192
663.079262,0.9992784304566023
663.212464,0.9998026394781506
663.345667,0.9984397185068097
663.47887,0.9963631294921628
663.612072,0.9937146360615121
663.745275,0.9999351571023916
663.878478,0.9914594792366237
664.01168,0.9907217114315253
664.144883,0.9984561928980784
664.278086,0.9962567235921092
664.411288,0.9878178110595042
664.544491,0.9897964134309131
664.677694,0.9860265477955785
664.810896,0.9904823819782056
664.944099,0.99503237964127
665.077302,0.9884976635559548
665.210504,0.9847672107552691
665.343707,0.989697438738387
665.47691,0.9872193748104995
665.610112,0.9959853802192479
665.743315,0.9944643783323012
665.876518,0.9939885415576544
666.00972,0.9956307729669204
666.142923,0.999064647714915
666.276126,0.9984403175708205
666.409328,0.9970340072732119
666.542531,0.9959107837079437
666.675734,0.9948539863290387
666.808936,0.9936984386449537
666.942139,0.9927190355886465
667.075342,0.9923046618978152
667.208544,0.991161193958592
667.341747,0.987400052487593
667.474949,0.9892531643354608
667.608152,0.9828124210342395
667.741355,0.9774364519780996
667.874557,0.9830591379135921
668.00776,0.981880174467639
668.140963,0.9804074778610652
668.274165,0.9812431409741381
668.407368,0.983547839737479
668.540571,0.9821963907919136
668.673773,0.979041741976001
