nu,[0](E)-HFC-1225ye-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
1310.561846,0.9082260296740752
1310.681448,0.9097167424130682
1310.80105,0.9091974424274057
1310.920652,0.9068873837743563
1311.040254,0.9132642589636996
1311.159856,0.905613196076626
1311.279458,0.9081615479150978
1311.39906,0.908267809032358
1311.518662,0.9153195863402708
1311.638264,0.9103892715546225
1311.757866,0.9085503242498064
1311.877468,0.9150422865186543
1311.99707,0.9098259149723804
1312.116672,0.9130040157363163
1312.236274,0.9096921803926119
1312.355876,0.9123003609339667
1312.475478,0.9165506029221527
1312.59508,0.9173327541265089
1312.714682,0.907432586909136
1312.834284,0.9101225665722449
1312.953886,0.9121936280357337
1313.073488,0.9164516208021678
1313.19309,0.9178970872849559
1313.312692,0.91220366222083
1313.432294,0.9123441524022783
1313.551896,0.9189450055852496
1313.671498,0.9197301198160797
1313.7911,0.9189891160041593
1313.910702,0.9208252501319643
1314.030304,0.9143846075785592
1314.149906,0.9173199115578494
1314.269508,0.917630935723485
1314.38911,0.9264511129021713
1314.508712,0.923653756471398
1314.628314,0.9162014636576927
1314.747916,0.9246832800942956
1314.867518,0.9180503888988609
1314.98712,0.9193439142745978
1315.106722,0.9238440487446623
1315.226324,0.9206484686555036
1315.345926,0.923996495589224
1315.465528,0.9265057751303524
1315.58513,0.9208455085103084
1315.704732,0.9237304229147985
1315.824334,0.9280663972450359
1315.943936,0.9224648562491659
1316.063538,0.9249403777810844
1316.18314,0.9254038890102205
1316.302742,0.9292894659041363
1316.422344,0.9229649677192184
1316.541946,0.9244188584902804
1316.661548,0.9298183820726156
1316.78115,0.9306872381340894
1316.900752,0.9248728595979501
1317.020354,0.9268875741549045
1317.139956,0.9263121556572899
1317.259558,0.9269561663732727
1317.37916,0.9456299120046255
1317.498762,0.9835547245964541
1317.618364,0.938693747940129
1317.737966,0.9145373225593708
1317.857568,0.9292197718077548
1317.97717,0.926250094821922
1318.096772,0.9286029746785833
1318.216374,0.9286754085354919
1318.335976,0.929146366345336
1318.455578,0.9309934846102185
1318.57518,0.956081613313232
1318.694782,0.9728026924906102
1318.814384,0.958186350090856
1318.933986,0.9700293017027304
1319.053588,1.0
1319.17319,0.9692186960868652
1319.292792,1.0
1319.412394,1.0
1319.531996,1.0
1319.651598,1.0
1319.7712,1.0
1319.890802,1.0
1320.010404,0.9694552143027593
1320.130006,1.0
1320.249608,1.0
1320.36921,1.0
1320.488812,1.0
1320.608414,1.0
1320.728016,1.0
1320.847618,1.0
1320.96722,1.0
1321.086822,1.0
1321.206424,1.0
1321.326026,1.0
1321.445628,1.0
1321.56523,1.0
1321.684832,1.0
1321.804434,1.0
1321.924036,1.0
1322.043638,1.0
1322.16324,1.0
1322.282842,1.0
1322.402444,1.0
1322.522046,1.0
1322.641648,1.0
1322.76125,1.0
1322.880852,1.0
1323.000454,1.0
1323.120056,1.0
1323.239658,1.0
1323.35926,1.0
1323.478862,1.0
1323.598464,1.0
1323.718066,1.0
1323.837668,1.0
1323.95727,1.0
1324.076872,1.0
1324.196474,1.0
1324.316076,1.0
1324.435678,1.0
1324.55528,1.0
1324.674882,1.0
1324.794484,1.0
1324.914086,1.0
1325.033688,1.0
1325.15329,1.0
1325.272892,1.0
1325.392494,1.0
1325.512096,1.0
1325.631698,1.0
1325.7513,1.0
1325.870902,1.0
1325.990504,1.0
1326.110106,1.0
1326.229708,1.0
1326.34931,1.0
1326.468912,1.0
1326.588514,1.0
1326.708116,1.0
1326.827718,1.0
1326.94732,1.0
1327.066922,1.0
1327.186524,1.0
1327.306126,1.0
1327.425728,1.0
1327.54533,1.0
1327.664932,1.0
1327.784534,1.0
1327.904136,1.0
1328.023738,1.0
1328.14334,1.0
1328.262942,1.0
1328.382544,1.0
1328.502146,1.0
1328.621748,1.0
1328.74135,1.0
1328.860952,1.0
1328.980554,1.0
1329.100156,1.0
1329.219758,1.0
1329.33936,1.0
1329.458962,1.0
1329.578564,1.0
1329.698166,1.0
1329.817768,1.0
1329.93737,1.0
1330.056972,1.0
1330.176574,1.0
1330.296176,1.0
1330.415778,1.0
1330.53538,1.0
1330.654982,1.0
1330.774584,1.0
1330.894186,1.0
1331.013788,1.0
1331.13339,1.0
1331.252992,1.0
1331.372594,1.0
1331.492196,1.0
1331.611798,1.0
1331.7314,1.0
1331.851002,1.0
1331.970604,1.0
1332.090206,1.0
1332.209808,1.0
1332.32941,1.0
1332.449012,1.0
1332.568614,1.0
1332.688216,1.0
1332.807818,1.0
1332.92742,1.0
1333.047022,1.0
1333.166624,1.0
1333.286226,1.0
1333.405828,1.0
1333.52543,1.0
1333.645032,1.0
1333.764634,1.0
1333.884236,1.0
1334.003838,1.0
1334.12344,1.0
1334.243042,1.0
1334.362644,1.0
1334.482246,1.0
1334.601848,1.0
1334.72145,1.0
1334.841052,1.0
1334.960654,1.0
1335.080256,1.0
1335.199858,1.0
1335.31946,1.0
1335.439062,1.0
1335.558664,1.0
1335.678266,1.0
1335.797868,1.0
1335.91747,1.0
1336.037072,1.0
1336.156674,1.0
1336.276276,1.0
1336.395878,1.0
1336.51548,1.0
1336.635082,1.0
1336.754684,1.0
1336.874286,1.0
1336.993888,1.0
1337.11349,1.0
1337.233092,1.0
1337.352694,1.0
1337.472296,1.0
1337.591898,1.0
1337.7115,1.0
1337.831102,1.0
1337.950704,1.0
1338.070306,1.0
1338.189908,1.0
1338.30951,1.0
1338.429112,1.0
1338.548714,1.0
1338.668316,1.0
1338.787918,1.0
1338.90752,1.0
1339.027122,1.0
1339.146724,1.0
1339.266326,1.0
1339.385928,1.0
1339.50553,1.0
1339.625132,1.0
1339.744734,1.0
1339.864336,1.0
1339.983938,1.0
1340.10354,1.0
1340.223142,1.0
1340.342744,1.0
1340.462346,1.0
1340.581948,1.0
1340.70155,1.0
1340.821152,1.0
1340.940754,1.0
1341.060356,1.0
1341.179958,1.0
1341.29956,1.0
1341.419162,1.0
1341.538764,1.0
1341.658366,1.0
1341.777968,1.0
1341.89757,1.0
1342.017172,1.0
1342.136774,1.0
1342.256376,1.0
1342.375978,1.0
1342.49558,1.0
1342.615182,1.0
1342.734784,1.0
1342.854386,1.0
1342.973988,1.0
1343.09359,1.0
1343.213192,1.0
1343.332794,1.0
1343.452396,1.0
1343.571998,1.0
1343.6916,1.0
1343.811202,1.0
1343.930804,1.0
1344.050406,1.0
1344.170008,1.0
1344.28961,1.0
1344.409212,1.0
1344.528814,1.0
1344.648416,1.0
1344.768018,1.0
1344.88762,1.0
1345.007222,1.0
1345.126824,1.0
1345.246426,1.0
1345.366028,1.0
1345.48563,1.0
1345.605232,1.0
1345.724834,1.0
1345.844436,1.0
1345.964038,1.0
1346.08364,1.0
1346.203242,1.0
1346.322844,1.0
1346.442446,1.0
1346.562048,1.0
1346.68165,1.0
1346.801252,1.0
1346.920854,1.0
1347.040456,1.0
1347.160058,1.0
1347.27966,1.0
1347.399262,1.0
1347.518864,1.0
1347.638466,1.0
1347.758068,1.0
1347.87767,1.0
1347.997272,1.0
1348.116874,1.0
1348.236476,1.0
1348.356078,1.0
1348.47568,1.0
1348.595282,1.0
1348.714884,1.0
1348.834486,1.0
1348.954088,1.0
1349.07369,1.0
1349.193292,1.0
1349.312894,1.0
1349.432496,1.0
1349.552098,1.0
1349.6717,1.0
1349.791302,1.0
1349.910904,1.0
1350.030506,1.0
1350.150108,1.0
1350.26971,1.0
1350.389312,1.0
1350.508914,1.0
1350.628516,1.0
1350.748118,1.0
1350.86772,1.0
1350.987322,1.0
1351.106924,1.0
1351.226526,1.0
1351.346128,1.0
1351.46573,1.0
1351.585332,1.0
1351.704934,1.0
1351.824536,1.0
1351.944138,1.0
1352.06374,1.0
1352.183342,1.0
1352.302944,1.0
1352.422546,1.0
1352.542148,1.0
1352.66175,1.0
1352.781352,1.0
1352.900954,1.0
1353.020556,1.0
1353.140158,1.0
1353.25976,1.0
1353.379362,1.0
1353.498964,1.0
1353.618566,1.0
1353.738168,1.0
1353.85777,1.0
1353.977372,1.0
1354.096974,1.0
1354.216576,1.0
1354.336178,1.0
1354.45578,1.0
1354.575382,1.0
1354.694984,1.0
1354.814586,1.0
1354.934188,1.0
1355.05379,1.0
1355.173392,1.0
1355.292994,1.0
1355.412596,1.0
1355.532198,1.0
1355.6518,1.0
1355.771402,1.0
1355.891004,1.0
1356.010606,1.0
1356.130208,1.0
1356.24981,1.0
1356.369412,1.0
1356.489014,1.0
1356.608616,1.0
1356.728218,1.0
1356.84782,1.0
1356.967422,1.0
1357.087024,1.0
1357.206626,1.0
1357.326228,1.0
1357.44583,1.0
1357.565432,1.0
1357.685034,1.0
1357.804636,1.0
1357.924238,1.0
1358.04384,1.0
1358.163442,1.0
1358.283044,1.0
1358.402646,1.0
1358.522248,1.0
1358.64185,1.0
1358.761452,1.0
1358.881054,1.0
1359.000656,1.0
1359.120258,1.0
1359.23986,1.0
1359.359462,1.0
1359.479064,1.0
1359.598666,1.0
1359.718268,1.0
1359.83787,1.0
1359.957472,1.0
1360.077074,1.0
1360.196676,1.0
1360.316278,1.0
1360.43588,1.0
1360.555482,1.0
1360.675084,1.0
1360.794686,1.0
1360.914288,1.0
1361.03389,1.0
1361.153492,1.0
1361.273094,1.0
1361.392696,1.0
1361.512298,1.0
1361.6319,1.0
1361.751502,1.0
1361.871104,1.0
1361.990706,1.0
1362.110308,1.0
1362.22991,1.0
1362.349512,1.0
1362.469114,1.0
1362.588716,1.0
1362.708318,1.0
1362.82792,1.0
1362.947522,1.0
1363.067124,1.0
1363.186726,1.0
1363.306328,1.0
1363.42593,1.0
1363.545532,1.0
1363.665134,1.0
1363.784736,1.0
1363.904338,1.0
1364.02394,1.0
1364.143542,1.0
1364.263144,1.0
1364.382746,1.0
1364.502348,1.0
1364.62195,1.0
1364.741552,1.0
1364.861154,1.0
1364.980756,1.0
1365.100358,1.0
1365.21996,1.0
1365.339562,1.0
1365.459164,1.0
1365.578766,1.0
1365.698368,1.0
1365.81797,1.0
1365.937572,1.0
1366.057174,1.0
1366.176776,1.0
1366.296378,1.0
1366.41598,1.0
1366.535582,1.0
1366.655184,1.0
1366.774786,1.0
1366.894388,1.0
1367.01399,1.0
1367.133592,1.0
1367.253194,1.0
1367.372796,1.0
1367.492398,1.0
1367.612,1.0
1367.731602,1.0
1367.851204,1.0
1367.970806,1.0
1368.090408,1.0
1368.21001,1.0
1368.329612,1.0
1368.449214,1.0
1368.568816,1.0
1368.688418,1.0
1368.80802,1.0
1368.927622,1.0
1369.047224,1.0
1369.166826,1.0
1369.286428,1.0
1369.40603,1.0
1369.525632,1.0
1369.645234,1.0
1369.764836,1.0
1369.884438,1.0
1370.00404,1.0
1370.123642,1.0
1370.243244,1.0
1370.362846,1.0
1370.482448,1.0
1370.60205,1.0
1370.721652,1.0
1370.841254,1.0
1370.960856,1.0
1371.080458,1.0
1371.20006,1.0
1371.319662,1.0
1371.439264,1.0
1371.558866,1.0
1371.678468,1.0
1371.79807,1.0
1371.917672,1.0
1372.037274,1.0
1372.156876,1.0
1372.276478,1.0
1372.39608,1.0
1372.515682,1.0
1372.635284,1.0
1372.754886,1.0
1372.874488,1.0
1372.99409,1.0
1373.113692,1.0
1373.233294,1.0
1373.352896,1.0
1373.472498,1.0
1373.5921,1.0
1373.711702,1.0
1373.831304,1.0
1373.950906,1.0
1374.070508,1.0
1374.19011,1.0
1374.309712,1.0
1374.429314,1.0
1374.548916,1.0
1374.668518,1.0
1374.78812,1.0
1374.907722,1.0
1375.027324,1.0
1375.146926,1.0
1375.266528,1.0
1375.38613,1.0
1375.505732,1.0
1375.625334,1.0
1375.744936,1.0
1375.864538,1.0
1375.98414,1.0
1376.103742,1.0
1376.223344,1.0
1376.342946,1.0
1376.462548,1.0
1376.58215,1.0
1376.701752,1.0
1376.821354,1.0
1376.940956,1.0
1377.060558,1.0
1377.18016,1.0
1377.299762,1.0
1377.419364,1.0
1377.538966,1.0
1377.658568,1.0
1377.77817,1.0
1377.897772,1.0
1378.017374,1.0
1378.136976,1.0
1378.256578,1.0
1378.37618,1.0
1378.495782,1.0
1378.615384,1.0
1378.734986,1.0
1378.854588,1.0
1378.97419,1.0
1379.093792,1.0
1379.213394,1.0
1379.332996,1.0
1379.452598,1.0
1379.5722,1.0
1379.691802,1.0
1379.811404,1.0
1379.931006,1.0
1380.050608,1.0
1380.17021,1.0
1380.289812,1.0
1380.409414,1.0
1380.529016,1.0
1380.648618,1.0
1380.76822,1.0
1380.887822,1.0
1381.007424,1.0
1381.127026,1.0
1381.246628,1.0
1381.36623,1.0
1381.485832,1.0
1381.605434,1.0
1381.725036,1.0
1381.844638,1.0
1381.96424,1.0
1382.083842,1.0
1382.203444,1.0
1382.323046,1.0
1382.442648,1.0
1382.56225,1.0
1382.681852,1.0
1382.801454,1.0
1382.921056,1.0
1383.040658,1.0
1383.16026,1.0
1383.279862,1.0
1383.399464,1.0
1383.519066,1.0
1383.638668,1.0
1383.75827,1.0
1383.877872,1.0
1383.997474,0.931653793042486
1384.117076,0.9426907432782444
1384.236678,1.0
1384.35628,0.930866878105749
1384.475882,0.9899330147612415
1384.595484,0.9371499289426123
1384.715086,1.0
1384.834688,0.9281406455267072
1384.95429,1.0
1385.073892,0.9251189085016566
1385.193494,0.929636155528514
1385.313096,0.9223864500686946
1385.432698,0.9984827521860464
1385.5523,0.9237415077463823
1385.671902,0.9310484148462366
1385.791504,0.9124171428540496
1385.911106,0.9247517091888678
1386.030708,0.9183800281551818
1386.15031,0.9217622057725348
1386.269912,0.9156317635424008
1386.389514,0.9160090815511528
1386.509116,0.9100415692682535
1386.628718,0.9154889361281161
1386.74832,0.9119391615132423
1386.867922,0.9087302350245867
1386.987524,0.9071068770788483
1387.107126,0.9005766487486053
1387.226728,0.9017301249262692
1387.34633,0.9085539584583718
1387.465932,0.9005316210418699
1387.585534,0.8977442956032528
1387.705136,0.8924542742269286
1387.824738,0.8924810482567638
1387.94434,0.8840426242761175
1388.063942,0.8949566478829986
1388.183544,0.8836007134508922
1388.303146,0.8840337838940767
1388.422748,0.8749837186979339
1388.54235,0.875570154223425
1388.661952,0.8699496000400678
1388.781554,0.8713339201469749
1388.901156,0.8689149757395732
1389.020758,0.8775862832377285
1389.14036,0.8637170951206251
1389.259962,0.8622586459665295
1389.379564,0.8586619272055408
1389.499166,0.8594178822729269
1389.618768,0.8581125593885823
1389.73837,0.8540291092514007
1389.857972,0.8480378582703691
1389.977574,0.8486741252343584
1390.097176,0.8381987791551844
1390.216778,0.8422991860529011
1390.33638,0.8304313619523669
1390.455982,0.8223986712339623
1390.575584,0.8243995300639667
1390.695186,0.8222835434791204
1390.814788,0.8170949279422366
1390.93439,0.8184196944966857
1391.053992,0.8108193494898811
1391.173594,0.8035707864898517
1391.293196,0.7970243887261098
1391.412798,0.7960685330877242
1391.5324,0.78757238109851
1391.652002,0.7924071032304313
1391.771604,0.7790188778225051
1391.891206,0.7792993751050027
1392.010808,0.7692648195747516
1392.13041,0.7692955907829546
1392.250012,0.7606666949849376
1392.369614,0.7572665302473044
1392.489216,0.7506693528500659
1392.608818,0.7546056379786861
1392.72842,0.7409441704846637
1392.848022,0.7440031576535904
1392.967624,0.723337037616538
1393.087226,0.7270500203738625
1393.206828,0.7210909539000916
1393.32643,0.7120978124279288
1393.446032,0.6977530746879954
1393.565634,0.6997375099844253
1393.685236,0.6945507814655507
1393.804838,0.6910037695634786
1393.92444,0.6795054668651344
1394.044042,0.6859709493769218
1394.163644,0.6718030914990033
1394.283246,0.6609084176102422
1394.402848,0.6632986086969599
1394.52245,0.6552358708515271
1394.642052,0.6452031826059443
1394.761654,0.6396654331618717
1394.881256,0.633801160948569
1395.000858,0.6239032317263907
1395.12046,0.6119406367187947
1395.240062,0.6156602560407121
1395.359664,0.5977575751207718
1395.479266,0.5959431514137872
1395.598868,0.5912833114761684
1395.71847,0.58950622456614
1395.838072,0.5750030119641409
1395.957674,0.5749052697604298
1396.077276,0.5614065207293841
1396.196878,0.5585953220077226
1396.31648,0.5512262153000033
1396.436082,0.5478191854714569
1396.555684,0.5356415990778167
1396.675286,0.5334019561063214
1396.794888,0.5228869474222837
1396.91449,0.5183471953261546
1397.034092,0.5061561806036884
1397.153694,0.5062928612235048
1397.273296,0.49685850083079375
1397.392898,0.49215577339970257
1397.5125,0.48211625551481385
1397.632102,0.4787388636803102
1397.751704,0.4671616199136378
1397.871306,0.4646364533168721
1397.990908,0.4551856141639162
1398.11051,0.45226816033072875
1398.230112,0.4417681862421859
1398.349714,0.44537885476230854
1398.469316,0.4313566659012821
1398.588918,0.42803513313724956
1398.70852,0.41680366308081057
1398.828122,0.41933296867697356
1398.947724,0.40927007941518934
1399.067326,0.4094583869591349
1399.186928,0.3983477147346529
1399.30653,0.39649176791567636
1399.426132,0.3883687515893336
1399.545734,0.38737192536810466
1399.665336,0.37443389760581147
1399.784938,0.3775131033630387
1399.90454,0.3654228875597436
1400.024142,0.36611785105235695
1400.143744,0.35980250330486874
1400.263346,0.3582586741521189
1400.382948,0.3463518891759109
1400.50255,0.34562531338024355
1400.622152,0.3352428782996661
1400.741754,0.3398673107650079
1400.861356,0.32775136224271795
1400.980958,0.3293612850072946
1401.10056,0.32267811520366874
1401.220162,0.3211329715621056
1401.339764,0.3122659657433071
1401.459366,0.3106463972489532
1401.578968,0.3040387860571412
1401.69857,0.3024014015294998
1401.818172,0.2950530819546632
1401.937774,0.293963402701192
1402.057376,0.2872506785580538
1402.176978,0.2888349099328225
1402.29658,0.27745403476556457
1402.416182,0.27904003858049786
1402.535784,0.2709827806928397
1402.655386,0.2690925248420062
1402.774988,0.2614793411333599
1402.89459,0.26265864962247815
1403.014192,0.25431032645635776
1403.133794,0.2556617492936411
1403.253396,0.24600584085958407
1403.372998,0.2480313821240468
1403.4926,0.23969212299819861
1403.612202,0.2394525506813232
1403.731804,0.23212018561709066
1403.851406,0.23232918782103013
1403.971008,0.2253951939318935
1404.09061,0.22553047162750298
1404.210212,0.21521882021236638
1404.329814,0.21696917201083235
1404.449416,0.2097581664888783
1404.569018,0.2089208096530699
1404.68862,0.20292882036997079
1404.808222,0.20288823866420264
1404.927824,0.19510839559761992
1405.047426,0.19409646523965837
1405.167028,0.1886239365152772
1405.28663,0.18734564486426675
1405.406232,0.180486372982679
1405.525834,0.18293946009983855
1405.645436,0.17396519996003587
1405.765038,0.1754502064965101
1405.88464,0.17116966866219785
1406.004242,0.16980577416498535
1406.123844,0.16611084043220795
1406.243446,0.16335982431716053
1406.363048,0.15970929860535615
1406.48265,0.15975721858257494
1406.602252,0.1556259355834548
1406.721854,0.15631219837098428
1406.841456,0.1509509997193917
1406.961058,0.15163180989215086
1407.08066,0.14572995401294303
1407.200262,0.1497032915734029
1407.319864,0.14451094938640457
1407.439466,0.1468270375888754
1407.559068,0.14376144285546297
1407.67867,0.1469445462161303
1407.798272,0.14561341667088482
1407.917874,0.14762204818859978
1408.037476,0.14325915731790928
1408.157078,0.14510466055509447
1408.27668,0.14098525056465255
1408.396282,0.14313028207887982
1408.515884,0.13993181650112346
1408.635486,0.14389088639488817
1408.755088,0.14147956348462778
1408.87469,0.14781408164594753
1408.994292,0.14622627913116157
1409.113894,0.15204176897457086
1409.233496,0.14976318486789256
1409.353098,0.15464857411053964
1409.4727,0.15176833995036423
1409.592302,0.15466403974121934
1409.711904,0.15271222668334686
1409.831506,0.1556259355834548
1409.951108,0.15274277218313168
1410.07071,0.15796212340163218
1410.190312,0.15413907495195694
1410.309914,0.15789895118755662
1410.429516,0.1562340618075675
1410.549118,0.15999703422721687
1410.66872,0.15585954965357995
1410.788322,0.15799371898576559
1410.907924,0.15415448963017322
1411.027526,0.15610912453969192
1411.147128,0.1535851719058281
1411.26673,0.1527580472240893
1411.386332,0.14986805579784335
1411.505934,0.15178351754322628
1411.625536,0.14811000563458673
1411.745138,0.1486292988873884
1411.86474,0.14587575685622736
1411.984342,0.14536608415474894
1412.103944,0.14223139576673066
1412.223546,0.14383334155006647
1412.343148,0.13984788259391295
1412.46275,0.14150786222710462
1412.582352,0.13841484223031678
1412.701954,0.14174863018767225
1412.821556,0.14008582618907373
1412.941158,0.14391966745017679
1413.06076,0.14011384615621486
1413.180362,0.14121100752296117
1413.299964,0.13945685621505094
1413.419566,0.1422740715865136
1413.539168,0.13721585625450233
1413.65877,0.13874743680551438
1413.778372,0.13749056258176984
1413.897974,0.14018392059644313
1414.017576,0.13598645415610752
1414.137178,0.14015588661581535
1414.25678,0.13742183448393525
1414.376382,0.1399178240191091
1414.495984,0.13855332630304312
1414.615586,0.14118276814548847
1414.735188,0.13947080259797998
1414.85479,0.14491614705669578
1414.974392,0.14495962842269158
1415.093994,0.15114736362791287
1415.213596,0.1495088037388403
1415.333198,0.15415448963017322
1415.4528,0.1534930484424873
1415.572402,0.15596868953283863
1415.692004,0.15450945300772712
1415.811606,0.15832585441577746
1415.931208,0.16084726964221238
1416.05081,0.17094729266865075
1416.170412,0.16742831323725296
1416.290014,0.1695343021618379
1416.409616,0.16207436595104888
1416.529218,0.16205815932479858
1416.64882,0.16033338103963962
1416.768422,0.17045226365890853
1416.888024,0.17431347852242549
1417.007626,0.18325072167938875
1417.127228,0.18097434465504716
1417.24683,0.1828114472874802
1417.366432,0.1805585819727073
1417.486034,0.18919065798198204
1417.605636,0.1901199671541736
1417.725238,0.20272599298019794
1417.84484,0.21250282427502207
1417.964442,0.22467508210473022
1418.084044,0.2253050538835323
1418.203646,0.23344704864225005
1418.323248,0.23082394543764329
1418.44285,0.23358715890030954
1418.562452,0.23191137143051416
1418.682054,0.23654897737408348
1418.801656,0.2340782073544167
1418.921258,0.23923714033490612
1419.04086,0.23619441989261297
1419.160462,0.2445831368126461
1419.280064,0.2406287475085154
1419.399666,0.2505241389565106
1419.519268,0.24495028681152356
1419.63887,0.24882635382318666
1419.758472,0.24969877190261355
1419.878074,0.2539799378311006
1419.997676,0.25352318514374644
1420.117278,0.2604876051288504
1420.23688,0.2601491912588583
1420.356482,0.26718873436930574
1420.476084,0.2640016304256913
1420.595686,0.2718241307317668
1420.715288,0.2720416770432743
1420.83489,0.2794868600040436
1420.954492,0.2785103658556267
1421.074094,0.28673409240366654
1421.193696,0.2876818778945434
1421.313298,0.29372832602223997
1421.4329,0.29531874926077756
1421.552502,0.3036741583342617
1421.672104,0.3030371117348038
1421.791706,0.31210987178717636
1421.911308,0.313266817342184
1422.03091,0.32290406895889917
1422.150512,0.32592108417587007
1422.270114,0.33427208228718125
1422.389716,0.33457306258205627
1422.509318,0.34300851741870664
1422.62892,0.3457981692472993
1422.748522,0.35739988429420244
1422.868124,0.3582945018108872
1422.987726,0.3702673376710455
1423.107328,0.3733533457911758
1423.22693,0.380693762507615
1423.346532,0.38463901804431566
1423.466134,0.3955136417320489
1423.585736,0.3924131657474232
1423.705338,0.40902459102142297
1423.82494,0.41589602078485355
1423.944542,0.4293383398124905
1424.064144,0.4290765232873635
1424.183746,0.4460474243462832
1424.303348,0.44534767933362795
1424.42295,0.45669477482982485
1424.542552,0.46183388907952255
1424.662154,0.47647977580977685
1424.781756,0.47664657291910173
1424.901358,0.4908483786483621
1425.02096,0.4949690715909252
1425.140562,0.5073571933897066
1425.260164,0.513990755036006
1425.379766,0.531809466216367
1425.499368,0.528691602058823
1425.61897,0.5416420067081574
1425.738572,0.5502073895061351
1425.858174,0.5620637507632338
1425.977776,0.5694638356743458
1426.097378,0.5780817409384106
1426.21698,0.5825734541193267
1426.336582,0.5997214389431675
1426.456184,0.5987626518750542
1426.575786,0.6127856977554709
1426.695388,0.6138590116022402
1426.81499,0.6301609601043583
1426.934592,0.6265416665462219
1427.054194,0.636220549380072
1427.173796,0.6480548118621838
1427.293398,0.6509906496067437
1427.413,0.6537501723304868
1427.532602,0.6640884038762386
1427.652204,0.66006959668391
1427.771806,0.6702597199462108
1427.891408,0.6695697078518976
1428.01101,0.6814311909506996
1428.130612,0.6834102095945281
1428.250214,0.6916121205158546
1428.369816,0.6909899496262872
1428.489418,0.7057882610491977
1428.60902,0.711528361988533
1428.728622,0.7187009016152783
1428.848224,0.7256699368296942
1428.967826,0.7274572824079982
1429.087428,0.7348638757373086
1429.20703,0.7412109584049825
1429.326632,0.7451721600378554
1429.446234,0.7526988987567861
1429.565836,0.7516458575993336
1429.685438,0.7612374089971787
1429.80504,0.7574179986996942
1429.924642,0.7689725544771986
1430.044244,0.763425298480624
1430.163846,0.7699651691713011
1430.283448,0.7651143340871598
1430.40305,0.7774390735443857
1430.522652,0.7655276074013192
1430.642254,0.7687188354001714
1430.761856,0.7703656551766073
1430.881458,0.7756219929257494
1431.00106,0.7723325943789555
1431.120662,0.7758236808622057
1431.240264,0.7790656203574365
1431.359866,0.78644695746322
1431.479468,0.780110268046353
1431.59907,0.790547132859
1431.718672,0.7885416911307253
1431.838274,0.7967853172720031
1431.957876,0.7896701123779416
1432.077478,0.7995309785933038
1432.19708,0.7957819999948639
1432.316682,0.8046161078239396
1432.436284,0.7909266865683752
1432.555886,0.8030406047499881
1432.675488,0.8034582944543693
1432.79509,0.8047529041896312
1432.914692,0.7971439513513914
1433.034294,0.8141179677127117
1433.153896,0.8030486351961877
1433.273498,0.810365417766912
1433.3931,0.8041656489438165
1433.512702,0.8112735354858049
1433.632304,0.8079298851748318
1433.751906,0.8103086941730172
1433.871508,0.8126294942004568
1433.99111,0.809765969181096
1434.110712,0.8130033897571741
1434.230314,0.8117360932174617
1434.349916,0.8148021141068481
1434.469518,0.8169887125057571
1434.58912,0.816319056358046
1434.708722,0.8218478486703996
1434.828324,0.8200991757505208
1434.947926,0.8258104592610315
1435.067528,0.8225960706020351
1435.18713,0.8319191652769813
1435.306732,0.8203944646025952
1435.426334,0.8286478524838705
1435.545936,0.8330513450494966
1435.665538,0.8257856853188646
1435.78514,0.8275630345080288
1435.904742,0.8358968990483184
1436.024344,0.8359052580591039
1436.143946,0.838567667767556
1436.263548,0.8370930866842768
1436.38315,0.8452185888910612
1436.502752,0.8429985845875656
1436.622354,0.8486826120180445
1436.741956,0.8487929479292857
1436.861558,0.8573834736184515
1436.98116,0.8613709767892875
1437.100762,0.859297572191311
1437.220364,0.8530816628701524
1437.339966,0.8687759604649734
1437.459568,0.8619138114796381
1437.57917,0.8701410100064009
1437.698772,0.8714907743690578
1437.818374,0.870550072403237
1437.937976,0.8677427319649071
1438.057578,0.8745725729769588
1438.17718,0.8678121541603152
1438.296782,0.8809891224006413
1438.416384,0.8705413669460403
1438.535986,0.8814209128506385
1438.655588,0.8731656440161877
1438.77519,0.8817735517388545
1438.894792,0.8758241063894341
1439.014394,0.8878344353954905
1439.133996,0.8839188669719322
1439.253598,0.888971591097186
1439.3732,0.8839453849357088
1439.492802,0.8902081207978616
1439.612404,0.8782710675698249
1439.732006,0.8935258621801823
1439.851608,0.8892383225822376
1439.97121,0.8963000901846538
1440.090812,0.8963449063095569
1440.210414,0.8976994095106342
1440.330016,0.903318567365456
1440.449618,0.9091092545526713
1440.56922,0.8981842980999063
1440.688822,0.9043489377317724
1440.808424,0.9064902540780155
1440.928026,0.9063361638328642
1441.047628,0.9048781366359329
1441.16723,0.9114313528381244
1441.286832,0.9200842840844559
1441.406434,0.919884647456167
1441.526036,0.9100625004650544
1441.645638,0.9106624293077031
1441.76524,0.9140043026907076
1441.884842,0.9193439142745978
1442.004444,0.9178970872849559
1442.124046,0.9208252501319643
1442.243648,0.9253909334464635
1442.36325,0.9311024172203513
1442.482852,0.9281406455267072
1442.602454,0.9223108174807674
1442.722056,0.923136655169652
1442.841658,0.9253576199725055
1442.96126,0.9211485165246935
1443.080862,0.9225810941438868
1443.200464,0.9236251236487584
1443.320066,0.9601814518856109
1443.439668,0.9230831147963381
1443.55927,0.9325700589919794
