nu,[0]Ethylformate-PNNL(x-sec)-X=0.01-T=278.19K-P=1.0atm-L=15cm
611.36219,0.9959061029382601
611.481792,0.996093251277038
611.601394,0.9954459014982275
611.720996,0.9963284566585672
611.840598,0.9965626213591566
611.9602,0.9963140100006842
612.079802,0.9959059037570595
612.199404,0.9973304695505081
612.319006,0.9971525616645956
612.438608,0.9971342142262579
612.55821,0.9958327073631337
612.677812,0.9964637672503627
612.797414,0.9962507460697002
612.917016,0.9960831907860057
613.036618,0.9961693557085878
613.15622,0.9963205856948499
613.275822,0.9956679106873662
613.395424,0.9960700425746657
613.515026,0.9961078939554552
613.634628,0.9957379086018854
613.75423,0.9960501213730268
613.873832,0.9960999251241789
613.993434,0.9959063021195006
614.113036,0.9959813962856949
614.232638,0.9960322922354256
614.35224,0.9959585885728692
614.471842,0.9955337036987598
614.591444,0.9965997938381957
614.711046,0.9946018228065812
614.830648,0.9961481375272857
614.95025,0.9962956779915552
615.069852,0.996169056857826
615.189454,0.9959327935794718
615.309056,0.9965440854667836
615.428658,0.996320784958987
615.54826,0.9959485294419234
615.667862,0.9967105222261392
615.787464,0.996489874943074
615.907066,0.9963800678093394
616.026668,0.9955217573659936
616.14627,0.995642322350873
616.265872,0.9942544690587386
616.385474,0.9969166632763855
616.505076,0.9975577870663658
616.624678,0.9964357670119082
616.74428,0.996430186987237
616.863882,0.9953163028789056
616.983484,0.9956683089546101
617.103086,0.9960657594826913
617.222688,0.9952046346544272
617.34229,0.9964916686264631
617.461892,0.9960749233298322
617.581494,0.9959662574835265
617.701096,0.9966406552673966
617.820698,0.9960875735616872
617.9403,0.9969511571896762
618.059902,0.9972879841774501
618.179504,0.9955530172399523
618.299106,0.9956591488483043
618.418708,0.9967646450769182
618.53831,0.9956182280982138
618.657912,0.995404790431445
618.777514,0.9950635246421695
618.897116,0.9962137858526373
619.016718,0.9957769422929579
619.13632,0.99563654764215
619.255922,0.9958997291595973
619.375524,0.9957200850528426
619.495126,0.9963291540887309
619.614728,0.9954773580857263
619.73433,0.9969257352592988
619.853932,0.9957572261046914
619.973534,0.9959601821078858
620.093136,0.9958267323848145
620.212738,0.9967767060020921
620.33234,0.996054603608658
620.451942,0.9960355791474134
620.571544,0.9958677612913784
620.691146,0.996238691508603
620.810748,0.9963918251635078
620.93035,0.995845254934296
621.049952,0.996123831809261
621.169554,0.9961475398385825
621.289156,0.9959959377202329
621.408758,0.9966424492221907
621.52836,0.9966977644131049
621.647962,0.9961149663466092
621.767564,0.9967562722890653
621.887166,0.9965338211155649
622.006768,0.9958624832062305
622.12637,0.9963213827516373
622.245972,0.996580858621998
622.365574,0.9958481428897229
622.485176,0.9962795381323049
622.604778,0.9960261168543574
622.72438,0.9957907836886533
622.843982,0.9958209566065164
622.963584,0.996160788688967
623.083186,0.995615639494186
623.202788,0.9964472260891183
623.32239,0.9957794317384254
623.441992,0.9959029160438297
623.561594,0.9961373791854955
623.681196,0.9967400252942403
623.800798,0.9955060282464875
623.9204,0.9966992594608728
624.040002,0.9959971329160753
624.159604,0.9958465495339689
