nu,[0]Pentadecane-HITRAN(x-sec)-X=0.01-T=298.1K-P=1.0atm-L=15cm
637.01034,0.7582137052711734
637.128943,0.840549024544871
637.247545,0.8750974739752975
637.366147,0.8229745518385225
637.48475,0.8333929661285026
637.603352,0.8577350729155656
637.721954,0.8628538097401351
637.840557,0.806033479094557
637.959159,0.8731831075037023
638.077762,0.8244242624208522
638.196364,0.7796345458928529
638.314966,0.8203534459048412
638.433569,0.8760781322122511
638.552171,0.8729910283495331
638.670773,0.7756995590032812
638.789376,0.8065656367834795
638.907978,0.8840956684248826
639.026581,0.9132587793945844
639.145183,0.7698034934623187
639.263785,0.8146799029557975
639.382388,0.8573320321532937
639.50099,0.9165423540038466
639.619592,0.8096768998233906
639.738195,0.8203124292579707
639.856797,0.8330596756045998
639.9754,0.8249190654043557
640.094002,0.841785540227313
640.212604,0.8735499214343871
640.331207,0.8600024851753326
640.449809,0.779174697179486
640.568411,0.8049219200455547
640.687014,0.8650741960053991
640.805616,0.8935705395902171
640.924218,0.7307601392198544
641.042821,0.8376206214849019
641.161423,0.8917227616831944
641.280026,0.8999284669349606
641.398628,0.7860459717749556
641.51723,0.8206816529202301
641.635833,0.8943572277570824
641.754435,0.8616466596087587
641.873037,0.8404733785367834
641.99164,0.839633325254892
642.110242,0.8792201127149315
642.228845,0.7768096028648562
642.347447,0.8630868117226171
642.466049,0.889994496484813
642.584652,0.8533290924279365
642.703254,0.7667534319713081
642.821856,0.8385173552168815
642.940459,0.9138050714697132
643.059061,0.8818617335030432
643.177664,0.7611765124403537
643.296266,0.8215191752699939
643.414868,0.869132231639364
643.533471,0.8738382404784862
643.652073,0.8311292173546418
643.770675,0.8375284882839575
643.889278,0.8669967940147105
644.00788,0.8441036363842706
644.126483,0.8275299326486901
644.245085,0.8763585220745442
644.363687,0.8383999710042378
644.48229,0.7715992268190418
644.600892,0.8890160407879739
644.719494,0.9062917544488752
644.838097,0.8517433754899351
644.956699,0.7312791631503924
645.075302,0.870384683601914
645.193904,0.90704610295404
645.312506,0.8426361731202426
645.431109,0.8200991757505208
645.549711,0.8663814447657933
645.668313,0.875981768917786
645.786916,0.846826030796192
645.905518,0.8304562752669232
646.02412,0.824869571745256
646.142723,0.8811653378460786
646.261325,0.8198039931833008
646.379928,0.9050283588747152
646.49853,0.8837332634989149
646.617132,0.8287887345934328
646.735735,0.8045436956328328
646.854337,0.9233656214507795
646.972939,0.9370880790883698
647.091542,0.8168661733895447
647.210144,0.7978856400579396
647.328747,0.8652904915902221
647.447349,0.9333434801096432
647.565951,0.824762345670775
647.684554,0.8384670456848695
647.803156,0.8377127648210558
647.921758,0.9236011097077261
648.040361,0.8473173323577339
648.158963,0.8880653023600981
648.277566,0.864235480877873
648.396168,0.8371265710774276
648.51477,0.7914646996189474
648.633373,0.903264369877355
648.751975,0.9101753552119619
648.870577,0.8000828453406658
648.98918,0.8234520155296744
649.107782,0.8798709763881986
649.226385,0.9451184645812333
649.344987,0.7883130471952704
649.463589,0.8327431730671607
649.582192,0.8332846320847713
649.700794,0.940916385887404
649.819396,0.7948037898574325
649.937999,0.8466820826068995
