nu,[0]Propylenecarbonate-HITRAN(x-sec)-X=0.01-T=298.1K-P=1.0atm-L=15cm
646.610932,0.9967183962703673
646.728935,0.9962788407368723
646.846937,0.9941675750154678
646.964939,0.9957403979497685
647.082942,0.9953245640385033
647.200944,0.9923793852521551
647.318946,0.9939947043057166
647.436949,0.9930418210130442
647.554951,0.998757872080299
647.672953,0.9900727041644799
647.790956,0.991391467449179
647.908958,0.9981870453911872
648.026961,0.9923488204377899
648.144963,0.9943014984073604
648.262965,0.9960776127357558
648.380968,0.9964694471100236
648.49897,0.9958140854656213
648.616972,0.9929668491857798
648.734975,0.9994980660110325
648.852977,0.9978299579530985
648.970979,0.995797555089005
649.088982,0.997083162261431
649.206984,0.9939190641868619
649.324986,0.9979581873412572
649.442989,0.9968614356230602
649.560991,0.9979274507024337
649.678994,0.9982985491115243
649.796996,0.9964450339076323
649.914998,0.9979918190988626
650.033001,0.994849608981129
650.151003,1.0
650.269005,0.9979988050660471
650.387008,0.9984303332175667
650.50501,0.9961745358027058
650.623012,0.9996569988383532
650.741015,0.9960866770832745
650.859017,0.9948134965957668
650.97702,0.9970517546364924
651.095022,0.9980626790335165
651.213024,0.9965277422777965
651.331027,0.9997596888793442
651.449029,0.9981269563397532
651.567031,1.0
651.685034,0.9978096024295833
651.803036,0.9982478368333322
651.921038,0.9977216992758
652.039041,0.9983147216790174
652.157043,0.99690948550225
652.275046,0.9956164359870161
652.393048,0.9994795154990767
652.51105,0.9957907836886533
652.629053,0.9957091321921478
652.747055,0.9961136713979947
652.865057,0.9984282365160684
652.98306,0.9985243897849505
653.101062,0.9991277006744474
653.219064,0.9964944588070416
653.337067,0.999239679190461
653.455069,0.9987581717077055
653.573071,0.9993552979097573
653.691074,0.9993758048908713
653.809076,0.999872878080676
653.927079,0.9971237443719754
654.045081,0.9957536413851299
654.163083,1.0
654.281086,1.0
654.399088,0.9964652619471346
654.51709,0.999262232284531
654.635093,1.0
654.753095,0.9990587132885328
654.871097,0.9969072923037944
654.9891,0.999979446211232
655.107102,0.9981102877587654
655.225105,0.9976985524008817
655.343107,1.0
655.461109,0.9986706843238673
655.579112,0.9970587340232028
655.697114,0.9981455216737982
655.815116,0.9979719592592685
655.933119,0.9995330090742215
656.051121,1.0
656.169123,0.9989526488554731
656.287126,0.9999533700872082
656.405128,0.9999908410419435
656.52313,0.9999714954062636
656.641133,0.9983153206680301
656.759135,0.9954447069638624
656.877138,0.996543387886168
656.99514,0.9972583651641647
657.113142,0.998168778735397
657.231145,0.99791158378211
657.349147,0.9987754503735361
657.467149,0.9994526598453025
657.585152,0.9978245696858739
657.703154,0.9980164698012292
657.821156,0.999015405032025
657.939159,1.0
658.057161,0.99914029975419
658.175164,1.0
658.293166,0.997807606812374
658.411168,0.9967769053574532
658.529171,0.9977735821531055
658.647173,0.9968589434725863
658.765175,0.9980169688095889
658.883178,0.9960751225448368
659.00118,0.9975244691926893
659.119182,0.9934805444703283
659.237185,0.9980463109397991
659.355187,0.9958519271198558
659.473189,0.999897645238606
659.591192,0.9997900020526563
659.709194,0.9997453324332913
659.827197,0.999969572462927
659.945199,0.9994552884092545
