nu,[0]Methylsalicylate-PNNL(x-sec)-X=0.01-T=298.15K-P=1.0atm-L=15cm
609.263185,0.986207993372854
609.382188,0.9813402888538353
609.50119,0.9817711918169222
609.620192,0.9797067370590843
609.739195,0.9842847930239955
609.858197,0.9802888557330275
609.9772,0.9829962241420278
610.096202,0.9811322667637189
610.215204,0.9803917914669109
610.334207,0.9827770404239371
610.453209,0.9806996828258452
610.572211,0.9816396432911667
610.691214,0.9788400801490353
610.810216,0.9794481286183169
610.929219,0.9819508723852952
611.048221,0.9799360152600595
611.167223,0.9818281361974186
611.286226,0.9806820303904267
611.405228,0.9810763438183324
611.52423,0.9813167369695265
611.643233,0.980076156130075
611.762235,0.977807948409703
611.881238,0.9771510822001372
612.00024,0.9785797433140497
612.119242,0.9764145879773727
612.238245,0.9801026185435315
612.357247,0.9767739746688439
612.47625,0.9769644641660266
612.595252,0.9757830520628502
612.714254,0.9776055631119831
612.833257,0.9770357851750959
612.952259,0.9767476021275586
613.071261,0.9710619621576816
