nu,[0]1-2-Dibromoethane-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
676.447386,1.0
676.566588,0.9991808157148006
676.68579,1.0
676.804992,0.9969504593241104
676.924194,1.0
677.043396,0.9979845337851746
677.162598,1.0
677.2818,0.9980349332767071
677.401002,0.9957065433517697
677.520204,1.0
677.639406,0.9968453862831441
677.758608,1.0
677.87781,0.9983177166276748
677.997012,1.0
678.116214,1.0
678.235416,0.9994764570964386
678.354618,0.9942896662899305
678.47382,1.0
678.593022,1.0
678.712224,1.0
678.831426,1.0
678.950628,0.9996248203974755
679.06983,1.0
679.189032,0.9999316243377222
679.308234,0.9972235614545486
679.427436,0.9999592608298625
679.546638,1.0
679.66584,1.0
679.785042,0.9963762815722755
679.904244,1.0
680.023446,1.0
680.142648,0.9958026336694864
680.26185,1.0
680.381052,1.0
680.500254,0.9994529396920865
680.619456,0.9994773966047499
680.738658,0.9987819424350628
680.85786,0.9963300507853732
680.977062,0.9990707520185611
681.096264,0.9995426646097253
681.215466,1.0
681.334668,0.999871698231376
681.45387,0.9979501039126777
681.573072,1.0
681.692274,1.0
681.811476,1.0
681.930678,0.9974976361453741
682.04988,0.9993714076470037
682.169082,1.0
682.288284,1.0
682.407486,0.999148382831911
682.526688,0.9979130806506082
682.64589,1.0
682.765092,1.0
682.884294,0.9999691884746847
683.003496,0.9949862112099706
683.122698,1.0
683.2419,0.9971704108551992
683.361102,1.0
683.480304,0.999822975670656
683.599506,0.9997003648995659
683.718708,0.9988136043244762
683.83791,0.9997821637297665
683.957112,0.9955216578138227
684.076314,0.9995438740570812
684.195516,0.9999471673956912
684.314718,1.0
684.43392,1.0
684.553122,0.9981600947047976
684.672324,1.0
684.791526,1.0
684.910728,0.9999487353140789
685.02993,0.9943718974455442
685.149132,0.9997910618306202
685.268334,0.9999901941480777
685.387536,1.0
685.506738,1.0
685.62594,0.9998075585192377
685.745142,0.9951007407139273
685.864344,0.9967708250368755
685.983546,0.9998291945889055
686.102748,0.9985374705401354
686.22195,1.0
686.341152,0.9982597160532717
686.460354,0.9963675134995773
686.579556,0.9977728837118425
686.698758,0.9990298109380319
686.81796,0.9997948110541318
686.937162,0.9998490313969066
687.056364,0.9994787658897212
687.175566,1.0
687.294768,0.9977181074841479
687.41397,0.9993193417529936
687.533172,0.9989799206350449
687.652374,0.9978457237909839
687.771576,1.0
687.890778,0.9995765796677012
688.00998,1.0
688.129182,0.9991571853679388
688.248384,0.9994266844082255
688.367586,1.0
688.486788,1.0
688.60599,0.996830334031456
688.725192,0.9999287945352294
688.844394,1.0
688.963596,1.0
689.082798,0.9948435404170234
689.202,1.0
689.321202,0.9978169862479613
689.440404,1.0
689.559606,1.0
689.678808,0.9994805849427304
689.79801,1.0
689.917212,0.9987389957348987
690.036414,0.9997547900688707
690.155616,0.9999850671114967
690.274818,1.0
690.39402,0.9994085449785193
690.513222,1.0
690.632424,0.9992031876237171
690.751626,0.9982529279102823
690.870828,0.9936824402288791
690.99003,1.0
691.109232,0.9992732542077389
691.228434,0.9966577976340912
691.347636,0.9977775732554163
691.466838,1.0
691.58604,0.9988592511492159
691.705242,0.9979830368094966
691.824444,1.0
691.943646,1.0
692.062848,0.9991525892554572
692.18205,0.9976191387568155
692.301252,0.998327999353112
692.420454,0.9966574986367968
692.539656,0.9968930366314427
692.658858,1.0
692.77806,1.0
692.897262,0.9986321363794326
693.016464,0.9997186495864528
693.135666,0.9992132296662138
693.254868,0.9978653815453709
693.37407,1.0
693.493272,0.9993093286233551
693.612474,0.9995047126952717
693.731676,0.9996172532662266
693.850878,1.0
693.97008,0.9965302336002664
694.089282,0.9980138749617811
694.208484,0.9967488963199415
694.327686,0.9991697448526952
694.446888,0.997670816766652
694.56609,0.9998988051205473
694.685292,1.0
694.804494,0.9994795254938719
694.923696,1.0
695.042898,0.997006489514358
695.1621,1.0
695.281302,0.999768756740845
695.400504,1.0
695.519706,0.9938613191667417
695.638908,0.9954917926120687
695.75811,0.9914526381898185
695.877312,1.0
695.996514,0.9999630436829016
696.115716,0.9997147406941749
696.234918,0.9999273946358971
696.35412,1.0
696.473322,0.999452549905516
696.592524,0.997276615159234
696.711726,0.9992061452695298
696.830928,0.9980099827152585
