nu,[0]Hexadecane-HITRAN(x-sec)-X=0.01-T=323.1K-P=1.0atm-L=15cm
651.1517,0.8756139338256171
651.270702,0.8427120137886023
651.389704,0.8102762824734886
651.508706,0.7973512357245436
651.627708,0.852842833442229
651.74671,0.8427457229433325
651.865712,0.8498206090058483
651.984714,0.8243912861098859
652.103716,0.8319607622751614
652.222718,0.8120446115476545
652.34172,0.8630609195066506
652.460722,0.862965988026832
652.579724,0.8365156916786498
652.698726,0.7952092431720669
652.817728,0.8263887289532937
652.93673,0.8699061036474847
653.055732,0.8210756746712868
653.174734,0.7758702316795679
653.293736,0.8210346219138808
653.412738,0.8637343696352721
653.53174,0.8208540141646405
653.650742,0.8209114759567714
653.769744,0.8054372349575664
653.888746,0.8392303979690544
654.007748,0.8127107612131598
654.12675,0.8350280181696802
654.245752,0.8269922129702962
654.364754,0.8160415550567788
654.483756,0.8295681622775704
654.602758,0.8403809315498219
654.72176,0.8805399325013775
654.840762,0.8109734198025004
654.959764,0.8088918940199276
655.078766,0.84576815956496
655.197768,0.9057626345823163
655.31677,0.8214698855981827
655.435772,0.8114520352978711
655.554774,0.8432852528371663
655.673776,0.860071288126228
655.792778,0.8287390087611471
655.91178,0.8206980667174258
656.030782,0.8254802011333561
656.149784,0.8249768117600328
656.268786,0.831777751039435
656.387788,0.8470123530176601
656.50679,0.8352535061740967
656.625792,0.7873755126128215
656.744794,0.809838851397973
656.863796,0.8493873109956397
656.982798,0.8589625114792421
657.1018,0.8052922693025744
657.220802,0.7956626416469645
657.339804,0.8467413524271014
657.458806,0.8671702107146054
657.577808,0.8296013456677248
657.69681,0.8221026609973575
657.815812,0.8402716891296316
657.934814,0.8480717804631392
658.053816,0.8450242109699341
658.172818,0.8248448260292912
658.29182,0.8305808530513136
658.410822,0.8165313269066746
658.529824,0.8444160125157534
658.648826,0.8432009285281683
658.767828,0.8358801812775156
658.88683,0.785967371107877
659.005832,0.8216341960057953
659.124834,0.865472221674447
659.243836,0.8478343536059207
659.362838,0.7970801823860759
659.48184,0.8091588723939631
659.600842,0.8611212154231672
659.719844,0.8126213679461461
659.838846,0.8291120252375022
659.957848,0.8011716982624874
660.07685,0.8421307430605512
660.195852,0.82779478460119
660.314854,0.8659830009503044
660.433856,0.8355793185707923
660.552858,0.8423244554075212
660.67186,0.8226372014338273
660.790862,0.842551913715971
660.909864,0.8638466624021963
661.028866,0.8628451812451803
661.147868,0.8105923518531761
661.26687,0.8301905717736641
661.385872,0.8708722355265287
661.504874,0.8557987804853731
661.623876,0.8232791087622592
661.742878,0.8182969407492724
661.86188,0.8610178870771412
661.980882,0.8365909814788911
662.099884,0.8459880878758883
662.218886,0.8186570706259649
662.337888,0.8212234815949517
662.45689,0.8095230758261667
662.575892,0.8484365297442137
662.694894,0.8399944452199798
662.813896,0.8338848130590952
662.932898,0.8088433619622627
663.0519,0.8459373301133639
663.170902,0.8693669290246279
663.289904,0.8305310196951461
663.408906,0.8096768998233906
663.527908,0.8298170700605543
663.64691,0.8765864049137689
663.765912,0.8500160902253981
663.884914,0.8396585146324884
664.003916,0.8165803202560749
664.122918,0.8481057040128243
664.24192,0.8420970585045244
664.360922,0.8489372549961869
664.479924,0.8231473946422678
664.598926,0.8311541516051745
664.717928,0.8339265083421216
664.83693,0.8469784732011402
664.955932,0.8697930232043986
665.074934,0.8023663338754126
665.193936,0.8106328824840261
665.312938,0.8621206956194969
665.43194,0.8814209128506385
665.550942,0.8299249532919202
665.669944,0.8272403478525586
665.788946,0.8216341960057953
665.907948,0.8711161138938541
666.02695,0.8503221511055322
666.145952,0.8384754303972499
666.264954,0.8334429712066076
666.383956,0.8418023761064758
666.502958,0.84086008522663
666.62196,0.839557761656032
666.740962,0.8368252597511326
666.859964,0.8203944646025952
