nu,[0]Vinyl2-2-2-trifluoroacetate-HITRAN(x-sec)-X=0.01-T=298.0K-P=0.0atm-L=15cm
1276.29383,0.9999810781790199
1276.354095,0.999981127178094
1276.41436,0.9999811751771892
1276.474625,0.999981224176268
1276.53489,0.9999812721753679
1276.595155,0.9999813191744888
1276.65542,0.9999813661736119
1276.715685,0.9999814111727744
1276.77595,0.9999814561719389
1276.836215,0.999981500171124
1276.89648,0.9999815431703294
1276.956745,0.999981585169555
1277.01701,0.9999816261688009
1277.077275,0.9999816651680851
1277.13754,0.9999817041673708
1277.197805,0.9999817411666945
1277.25807,0.9999817781660196
1277.318335,0.9999818141653642
1277.3786,0.9999818501647103
1277.438865,0.9999818841640937
1277.49913,0.9999819191634602
1277.559395,0.9999819531628461
1277.61966,0.9999819861622511
1277.679925,0.9999820201616393
1277.74019,0.9999820541610285
1277.800455,0.9999820881604189
1277.86072,0.9999821221598105
1277.920985,0.9999821561592033
1277.98125,0.9999821911585793
1278.041515,0.9999822261579566
1278.10178,0.9999822611573351
1278.162045,0.9999822961567149
1278.22231,0.9999823311560959
1278.282575,0.9999823661554781
1278.34284,0.9999824021548439
1278.403105,0.9999824381542111
1278.46337,0.999982473153597
1278.523635,0.9999825091529666
1278.5839,0.9999825461523202
1278.644165,0.9999825811517099
1278.70443,0.9999826161511008
1278.764695,0.9999826531504583
1278.82496,0.9999826901498172
1278.885225,0.9999827281491601
1278.94549,0.9999827651485218
1279.005755,0.999982801147902
1279.06602,0.9999828391472492
1279.126285,0.9999828761466149
1279.18655,0.9999829141459649
1279.246815,0.9999829521453163
1279.30708,0.9999829891446862
1279.367345,0.9999830271440405
1279.42761,0.9999830641434132
1279.487875,0.9999831011427873
1279.54814,0.9999831391421459
1279.608405,0.9999831751415396
1279.66867,0.9999832121409177
1279.728935,0.9999832471403307
1279.7892,0.999983282139745
1279.849465,0.9999833181391438
1279.90973,0.9999833531385606
1279.969995,0.9999833871379952
1280.03026,0.9999834201374475
1280.090525,0.9999834541368843
1280.15079,0.9999834871363389
1280.211055,0.999983519135811
1280.27132,0.9999835521352676
1280.331585,0.9999835831347582
1280.39185,0.9999836131342662
1280.452115,0.9999836441337586
1280.51238,0.9999836731332847
1280.572645,0.9999837021328117
1280.63291,0.9999837301323558
1280.693175,0.9999837581319005
1280.75344,0.9999837861314462
1280.813705,0.9999838121310249
1280.87397,0.9999838371306206
1280.934235,0.9999838631302007
1280.9945,0.9999838871298137
1281.054765,0.9999839121294112
1281.11503,0.9999839351290414
1281.175295,0.9999839571286883
1281.23556,0.9999839791283356
1281.295825,0.9999840001279993
1281.35609,0.9999840221276476
1281.416355,0.9999840431273123
1281.47662,0.9999840631269933
1281.536885,0.9999840821266907
1281.59715,0.9999841021263726
1281.657415,0.9999841211260706
1281.71768,0.999984139125785
1281.777945,0.9999841561255155
1281.83821,0.9999841741252304
1281.898475,0.9999841931249299
1281.95874,0.9999842091246772
1282.019005,0.9999842251244246
1282.07927,0.9999842421241566
1282.139535,0.9999842581239047
1282.1998,0.9999842721236843
1282.260065,0.9999842871234486
1282.32033,0.9999843011232287
1282.380595,0.9999843171229776
1282.44086,0.9999843331227268
1282.501125,0.9999843471225076
1282.56139,0.9999843621222729
1282.621655,0.9999843771220385
1282.68192,0.9999843911218198
1282.742185,0.9999844061215858
1282.80245,0.999984421121352
1282.862715,0.9999844371211029
1282.92298,0.9999844531208539
1282.983245,0.9999844701205898
1283.04351,0.9999844861203415
1283.103775,0.9999845031200779
1283.16404,0.9999845211197991
1283.224305,0.9999845391195207
1283.28457,0.9999845571192425
1283.344835,0.9999845751189647
1283.4051,0.9999845951186564
1283.465365,0.9999846141183639
1283.52563,0.9999846341180564
1283.585895,0.9999846531177646
1283.64616,0.9999846741174425
1283.706425,0.999984695117121
1283.76669,0.999984715116815
1283.826955,0.9999847361164943
1283.88722,0.9999847551162044
1283.947485,0.9999847761158845
1284.00775,0.999984797115565
1284.068015,0.9999848161152763
1284.12828,0.999984835114988
1284.188545,0.9999848531147152
1284.24881,0.9999848711144428
1284.309075,0.9999848881141857
1284.36934,0.999984904113944
1284.429605,0.9999849201137027
1284.48987,0.9999849361134615
1284.550135,0.9999849491132657
1284.6104,0.9999849621130702
1284.670665,0.9999849751128748
1284.73093,0.9999849861127096
1284.791195,0.9999849971125444
1284.85146,0.9999850061124095
1284.911725,0.9999850161122595
1284.97199,0.9999850261121098
1285.032255,0.999985035111975
1285.09252,0.9999850421118703
1285.152785,0.9999850491117657
1285.21305,0.999985056111661
1285.273315,0.9999850611115864
1285.33358,0.9999850681114818
1285.393845,0.9999850741113921
1285.45411,0.9999850801113026
1285.514375,0.9999850851112281
1285.57464,0.9999850901111536
1285.634905,0.9999850931111087
1285.69517,0.9999850971110491
1285.755435,0.9999851011109896
1285.8157,0.9999851031109598
1285.875965,0.9999851071109002
1285.93623,0.9999851101108554
1285.996495,0.9999851121108257
1286.05676,0.9999851131108108
1286.117025,0.9999851141107959
1286.17729,0.9999851141107959
1286.237555,0.9999851141107959
1286.29782,0.9999851131108108
1286.358085,0.9999851121108257
1286.41835,0.9999851111108407
1286.478615,0.9999851071109002
1286.53888,0.9999851041109449
1286.599145,0.9999851001110045
1286.65941,0.9999850951110789
1286.719675,0.9999850901111536
1286.77994,0.999985084111243
1286.840205,0.9999850771113474
1286.90047,0.9999850701114519
1286.960735,0.9999850621115713
1287.021,0.9999850531117058
1287.081265,0.9999850451118255
1287.14153,0.99998503411199
1287.201795,0.9999850221121697
1287.26206,0.9999850101123495
1287.322325,0.9999849971125444
1287.38259,0.9999849841127396
1287.442855,0.9999849701129498
1287.50312,0.9999849551131754
1287.563385,0.9999849391134162
1287.62365,0.9999849231136574
1287.683915,0.9999849081138836
1287.74418,0.9999848911141404
1287.804445,0.9999848741143974
1287.86471,0.9999848561146698
1287.924975,0.9999848371149577
1287.98524,0.9999848201152156
1288.045505,0.999984802115489
1288.10577,0.9999847841157627
1288.166035,0.9999847671160216
1288.2263,0.9999847501162806
1288.286565,0.9999847341165248
1288.34683,0.9999847191167539
1288.407095,0.9999847051169679
1288.46736,0.9999846911171821
1288.527625,0.9999846791173659
1288.58789,0.9999846681175345
1288.648155,0.9999846581176879
1288.70842,0.9999846481178414
1288.768685,0.9999846401179642
1288.82895,0.9999846321180871
1288.889215,0.9999846261181793
1288.94948,0.9999846211182563
1289.009745,0.9999846161183331
1289.07001,0.9999846131183793
1289.130275,0.9999846091184408
1289.19054,0.9999846051185024
1289.250805,0.9999846031185332
1289.31107,0.9999846001185794
1289.371335,0.9999845981186102
1289.4316,0.999984596118641
1289.491865,0.9999845921187026
1289.55213,0.9999845871187797
1289.612395,0.9999845821188568
1289.67266,0.9999845781189184
1289.732925,0.9999845731189956
1289.79319,0.9999845671190881
1289.853455,0.9999845591192116
1289.91372,0.9999845501193506
1289.973985,0.9999845411194898
1290.03425,0.9999845311196444
1290.094515,0.9999845201198145
1290.15478,0.9999845091199849
1290.215045,0.9999844961201864
1290.27531,0.999984481120419
1290.335575,0.9999844671206364
1290.39584,0.9999844511208851
1290.456105,0.9999844331211651
1290.51637,0.9999844151214455
1290.576635,0.9999843951217574
1290.6369,0.9999843741220853
1290.697165,0.9999843521224293
1290.75743,0.9999843291227895
1290.817695,0.9999843051231658
1290.87796,0.9999842791235742
1290.938225,0.9999842521239991
1290.99849,0.9999842251244246
1291.058755,0.9999841961248825
1291.11902,0.9999841661253571
1291.179285,0.9999841361258326
1291.23955,0.9999841051263249
1291.299815,0.9999840721268499
1291.36008,0.9999840391273761
1291.420345,0.9999840051279193
1291.48061,0.9999839701284797
1291.540875,0.9999839361290254
1291.60114,0.9999839011295882
1291.661405,0.9999838641301846
1291.72167,0.9999838281307661
1291.781935,0.9999837901313814
1291.8422,0.9999837521319981
1291.902465,0.9999837131326325
1291.96273,0.9999836731332847
1292.022995,0.999983632133955
1292.08326,0.9999835901346433
1292.143525,0.9999835481353334
1292.20379,0.9999835041360583
1292.264055,0.9999834601367851
1292.32432,0.9999834161375137
1292.384585,0.9999833691382943
1292.44485,0.9999833231390604
1292.505115,0.9999832761398453
1292.56538,0.999983227140666
1292.625645,0.9999831791414723
1292.68591,0.9999831311422808
1292.746175,0.9999830841430747
1292.80644,0.9999830351439049
1292.866705,0.9999829861447372
1292.92697,0.9999829361455892
1292.987235,0.9999828871464266
1293.0475,0.9999828391472492
1293.107765,0.9999827901480912
1293.16803,0.9999827411489357
1293.228295,0.9999826941497479
1293.28856,0.9999826471505624
1293.348825,0.9999825981514139
1293.40909,0.9999825501522503
1293.469355,0.9999825031530716
1293.52962,0.999982456153895
1293.589885,0.9999824081547384
1293.65015,0.9999823611555663
1293.710415,0.9999823151563787
1293.77068,0.999982268157211
1293.830945,0.9999822221580277
1293.89121,0.9999821771588288
1293.951475,0.9999821321596317
1294.01174,0.9999820871604368
1294.072005,0.999982044161208
1294.13227,0.9999820031619451
1294.192535,0.9999819621626838
1294.2528,0.9999819221634061
1294.313065,0.99998188216413
1294.37333,0.9999818421648555
1294.433595,0.9999818061655098
1294.49386,0.9999817691661836
1294.554125,0.9999817341668223
1294.61439,0.999981700167444
1294.674655,0.9999816661680667
1294.73492,0.9999816331686723
1294.795185,0.9999816011692606
1294.85545,0.999981571169813
1294.915715,0.9999815421703478
1294.97598,0.999981512170902
1295.036245,0.9999814841714201
1295.09651,0.9999814581719019
1295.156775,0.9999814311724028
1295.21704,0.9999814051728859
1295.277305,0.9999813811733325
1295.33757,0.999981358173761
1295.397835,0.9999813361741714
1295.4581,0.9999813151745636
1295.518365,0.9999812951749374
1295.57863,0.9999812771752743
1295.638895,0.9999812601755927
1295.69916,0.9999812441758926
1295.759425,0.9999812291761742
1295.81969,0.999981215176437
1295.879955,0.9999812021766813
1295.94022,0.9999811921768693
1296.000485,0.9999811831770387
1296.06075,0.9999811731772269
1296.121015,0.9999811641773964
1296.18128,0.9999811571775282
1296.241545,0.9999811501776601
1296.30181,0.9999811431777921
1296.362075,0.9999811401778487
1296.42234,0.9999811361779242
1296.482605,0.9999811321779996
1296.54287,0.9999811301780374
1296.603135,0.999981127178094
1296.6634,0.9999811261781129
1296.723665,0.9999811261781129
1296.78393,0.9999811261781129
1296.844195,0.999981127178094
1296.90446,0.9999811291780561
1296.964725,0.9999811301780374
1297.02499,0.9999811331779808
1297.085255,0.9999811371779053
1297.14552,0.9999811391778676
1297.205785,0.9999811431777921
1297.26605,0.9999811471777167
1297.326315,0.9999811501776601
1297.38658,0.9999811541775847
1297.446845,0.9999811571775282
1297.50711,0.999981162177434
1297.567375,0.9999811671773399
1297.62764,0.9999811711772645
1297.687905,0.999981174177208
1297.74817,0.9999811791771139
1297.808435,0.9999811831770387
1297.8687,0.9999811861769822
1297.928965,0.9999811911768881
1297.98923,0.9999811951768129
1298.049495,0.9999811991767377
1298.10976,0.9999812031766625
1298.170025,0.9999812071765873
1298.23029,0.9999812111765122
1298.290555,0.999981215176437
1298.35082,0.9999812181763806
1298.411085,0.9999812221763056
1298.47135,0.999981224176268
1298.531615,0.9999812271762116
1298.59188,0.9999812291761742
1298.652145,0.9999812321761178
1298.71241,0.999981233176099
1298.772675,0.999981233176099
1298.83294,0.999981233176099
1298.893205,0.999981233176099
1298.95347,0.999981233176099
1299.013735,0.999981233176099
1299.074,0.9999812321761178
1299.134265,0.9999812301761554
1299.19453,0.9999812281761928
1299.254795,0.9999812271762116
1299.31506,0.9999812261762304
1299.375325,0.9999812251762492
1299.43559,0.9999812231762868
1299.495855,0.9999812231762868
1299.55612,0.9999812231762868
1299.616385,0.9999812231762868
1299.67665,0.999981224176268
1299.736915,0.9999812271762116
1299.79718,0.9999812291761742
1299.857445,0.999981233176099
1299.91771,0.9999812361760427
1299.977975,0.9999812411759489
1300.03824,0.9999812471758364
1300.098505,0.999981253175724
1300.15877,0.999981261175574
1300.219035,0.9999812701754054
1300.2793,0.9999812791752368
1300.339565,0.9999812911750122
1300.39983,0.9999813011748252
1300.460095,0.9999813131746009
1300.52036,0.9999813271743394
1300.580625,0.9999813411740781
1300.64089,0.9999813561737982
1300.701155,0.9999813711735187
1300.76142,0.9999813881732021
1300.821685,0.9999814051728859
1300.88195,0.99998142217257
1300.942215,0.9999814401722358
1301.00248,0.9999814601718647
1301.062745,0.9999814801714941
1301.12301,0.9999815021710869
1301.183275,0.9999815241706802
1301.24354,0.999981546170274
1301.303805,0.9999815681698683
1301.36407,0.9999815911694446
1301.424335,0.9999816141690214
1301.4846,0.9999816371685989
1301.544865,0.9999816611681585
1301.60513,0.9999816861677002
1301.665395,0.9999817111672428
1301.72566,0.9999817371667675
1301.785925,0.9999817611663295
1301.84619,0.9999817851658921
1301.906455,0.9999818091654552
1301.96672,0.9999818341650007
1302.026985,0.9999818581645651
1302.08725,0.99998188216413
1302.147515,0.9999819071636773
1302.20778,0.9999819311632434
1302.268045,0.9999819541628281
1302.32831,0.9999819771624133
1302.388575,0.999982000161999
1302.44884,0.9999820221616033
1302.509105,0.999982044161208
1302.56937,0.9999820661608132
1302.629635,0.9999820881604189
1302.6899,0.9999821101600251
1302.750165,0.9999821311596496
1302.81043,0.9999821511592925
1302.870695,0.9999821721589178
1302.93096,0.9999821921585615
1302.991225,0.9999822131581877
1303.05149,0.9999822331578322
1303.111755,0.9999822511575126
1303.17202,0.9999822691571932
1303.232285,0.9999822881568565
1303.29255,0.9999823051565556
1303.352815,0.9999823221562549
1303.41308,0.9999823381559722
1303.473345,0.9999823521557251
1303.53361,0.9999823681554428
1303.593875,0.9999823831551784
1303.65414,0.9999823961549495
1303.714405,0.9999824101547031
1303.77467,0.9999824231544746
1303.834935,0.9999824361542461
1303.8952,0.9999824491540179
1303.955465,0.9999824631537723
1304.01573,0.9999824751535619
1304.075995,0.9999824881533341
1304.13626,0.9999825031530716
1304.196525,0.9999825181528093
1304.25679,0.9999825321525646
1304.317055,0.9999825481522853
1304.37732,0.9999825641520061
1304.437585,0.9999825791517447
1304.49785,0.9999825971514313
1304.558115,0.9999826161511008
1304.61838,0.9999826341507881
1304.678645,0.9999826531504583
1304.73891,0.9999826731501116
1304.799175,0.9999826921497825
1304.85944,0.9999827121494366
1304.919705,0.9999827311491083
1304.97997,0.9999827501487804
1305.040235,0.9999827701484356
1305.1005,0.9999827891481085
1305.160765,0.9999828091477644
1305.22103,0.9999828271474551
1305.281295,0.9999828451471462
1305.34156,0.9999828651468032
1305.401825,0.999982883146495
1305.46209,0.999982901146187
1305.522355,0.9999829201458623
1305.58262,0.9999829381455551
1305.642885,0.9999829571452311
1305.70315,0.9999829771448905
1305.763415,0.9999829991445162
1305.82368,0.9999830211441424
1305.883945,0.9999830431437691
1305.94421,0.9999830661433794
1306.004475,0.9999830911429564
1306.06474,0.9999831191424833
1306.125005,0.9999831481419942
1306.18527,0.9999831771415059
1306.245535,0.999983209140968
1306.3058,0.9999832431403978
1306.366065,0.9999832781398119
1306.42633,0.9999833141392105
1306.486595,0.9999833531385606
1306.54686,0.9999833941378788
1306.607125,0.9999834361371823
1306.66739,0.9999834801364544
1306.727655,0.9999835251357121
1306.78792,0.9999835721349388
1306.848185,0.9999836211341351
1306.90845,0.9999836701333338
1306.968715,0.9999837221324859
1307.02898,0.9999837761316084
1307.089245,0.9999838291307499
1307.14951,0.999983884129862
1307.209775,0.9999839401289611
1307.27004,0.9999839971280473
1307.330305,0.9999840551271209
1307.39057,0.9999841131261977
1307.450835,0.9999841731252463
1307.5111,0.9999842331242985
1307.571365,0.9999842941233386
1307.63163,0.9999843561223667
1307.691895,0.9999844181213987
1307.75216,0.9999844801204346
1307.812425,0.9999845421194743
1307.87269,0.9999846041185178
1307.932955,0.9999846661175652
1307.99322,0.9999847281166164
1308.053485,0.9999847901156714
1308.11375,0.9999848511147456
1308.174015,0.9999849111138384
1308.23428,0.9999849721129198
1308.294545,0.999985033112005
1308.35481,0.9999850931111087
1308.415075,0.999985152110231
1308.47534,0.9999852121093419
1308.535605,0.9999852701084859
1308.59587,0.999985327107648
1308.656135,0.9999853841068133
1308.7164,0.9999854431059526
1308.776665,0.9999855001051245
1308.83693,0.9999855571042996
1308.897195,0.999985614103478
1308.95746,0.9999856711026597
1309.017725,0.9999857291018303
1309.07799,0.99998578810099
1309.138255,0.9999858461001674
1309.19852,0.999985905099334
1309.258785,0.9999859650984901
1309.31905,0.9999860250976499
1309.379315,0.9999860860967993
1309.43958,0.9999861500959109
1309.499845,0.9999862130950402
1309.56011,0.9999862760941737
1309.620375,0.9999863400932973
1309.68064,0.999986406092398
1309.740905,0.9999864710915165
1309.80117,0.9999865370906258
1309.861435,0.9999866040897261
1309.9217,0.9999866710888308
1309.981965,0.9999867370879532
1310.04223,0.9999868040870669
1310.102495,0.999986870086198
1310.16276,0.9999869360853336
1310.223025,0.9999870010844867
1310.28329,0.9999870670836308
1310.343555,0.9999871310828052
1310.40382,0.9999871950819836
1310.464085,0.9999872570811916
1310.52435,0.9999873180804162
1310.584615,0.9999873770796698
1310.64488,0.9999874360789267
1310.705145,0.9999874930782122
1310.76541,0.9999875490775134
1310.825675,0.9999876040768301
1310.88594,0.9999876560761869
1310.946205,0.9999877070755586
1311.00647,0.9999877570749452
1311.066735,0.9999878050743587
1311.127,0.9999878510737988
1311.187265,0.9999878960732531
1311.24753,0.9999879400727215
1311.307795,0.9999879830722038
1311.36806,0.999988023071724
1311.428325,0.9999880610712696
1311.48859,0.9999880970708405
1311.548855,0.9999881330704126
1311.60912,0.9999881660700215
1311.669385,0.9999881970696551
1311.72965,0.9999882270693015
1311.789915,0.9999882530689957
1311.85018,0.9999882790686907
1311.910445,0.9999883030684097
1311.97071,0.9999883260681409
1312.030975,0.9999883450679192
1312.09124,0.999988364067698
1312.151505,0.9999883790675236
1312.21177,0.9999883940673494
1312.272035,0.9999884080671869
1312.3323,0.9999884200670479
1312.392565,0.9999884310669206
1312.45283,0.9999884400668165
1312.513095,0.9999884470667356
1312.57336,0.9999884540666548
1312.633625,0.9999884600665856
1312.69389,0.9999884660665164
1312.754155,0.9999884720664471
1312.81442,0.9999884750664125
1312.874685,0.999988480066355
1312.93495,0.9999884840663089
1312.995215,0.9999884870662743
1313.05548,0.9999884910662283
1313.115745,0.9999884940661937
1313.17601,0.9999884980661478
1313.236275,0.9999885020661018
1313.29654,0.9999885070660443
1313.356805,0.9999885110659983
1313.41707,0.9999885170659294
1313.477335,0.9999885250658376
1313.5376,0.9999885330657458
1313.597865,0.9999885430656311
1313.65813,0.9999885530655167
1313.718395,0.9999885660653679
1313.77866,0.9999885780652308
1313.838925,0.999988592065071
1313.89919,0.9999886090648772
1313.959455,0.9999886270646723
1314.01972,0.9999886460644564
1314.079985,0.9999886670642182
1314.14025,0.9999886900639579
1314.200515,0.9999887140636866
1314.26078,0.999988738063416
1314.321045,0.9999887640631236
1314.38131,0.9999887910628206
1314.441575,0.9999888180625184
1314.50184,0.9999888470621945
1314.562105,0.9999888770618603
1314.62237,0.9999889060615382
1314.682635,0.9999889360612059
1314.7429,0.9999889680608522
1314.803165,0.9999889990605108
1314.86343,0.9999890310601592
1314.923695,0.9999890620598197
1314.98396,0.9999890950594593
1315.044225,0.9999891280591
1315.10449,0.9999891610587417
1315.164755,0.9999891950583738
1315.22502,0.9999892280580178
1315.285285,0.9999892600576736
1315.34555,0.999989294057309
1315.405815,0.9999893270569563
1315.46608,0.9999893590566152
1315.526345,0.9999893890562964
1315.58661,0.9999894190559786
1315.646875,0.9999894480556721
1315.70714,0.9999894760553771
1315.767405,0.9999895020551038
1315.82767,0.9999895250548626
1315.887935,0.9999895460546429
1315.9482,0.9999895650544445
1316.008465,0.9999895830542568
1316.06873,0.9999895960541214
1316.128995,0.9999896070540071
1316.18926,0.9999896160539136
1316.249525,0.9999896220538512
1316.30979,0.9999896250538202
1316.370055,0.9999896250538202
1316.43032,0.9999896240538305
1316.490585,0.999989620053872
1316.55085,0.9999896150539239
1316.611115,0.9999896060540174
1316.67138,0.9999895960541214
1316.731645,0.9999895860542255
1316.79191,0.999989573054361
1316.852175,0.9999895580545175
1316.91244,0.9999895430546742
1316.972705,0.9999895280548312
1317.03297,0.9999895110550093
1317.093235,0.9999894940551878
1317.1535,0.9999894780553561
1317.213765,0.9999894620555245
1317.27403,0.9999894450557039
1317.334295,0.9999894290558728
1317.39456,0.9999894150560209
1317.454825,0.9999893990561904
1317.51509,0.9999893830563601
1317.575355,0.9999893690565089
1317.63562,0.9999893560566472
1317.695885,0.9999893430567857
1317.75615,0.9999893310569136
1317.816415,0.9999893180570524
1317.87668,0.9999893060571806
1317.936945,0.9999892950572983
1317.99721,0.9999892840574162
1318.057475,0.999989273057534
1318.11774,0.9999892630576414
1318.178005,0.9999892510577703
1318.23827,0.9999892420578671
1318.298535,0.9999892310579854
1318.3588,0.9999892190581148
1318.419065,0.9999892080582334
1318.47933,0.9999891970583522
1318.539595,0.9999891850584819
1318.59986,0.9999891720586226
1318.660125,0.9999891580587743
1318.72039,0.9999891450589153
1318.780655,0.9999891300590782
1318.84092,0.9999891160592305
1318.901185,0.9999891000594048
1318.96145,0.9999890830595902
1319.021715,0.999989066059776
1319.08198,0.9999890480599729
1319.142245,0.9999890270602031
1319.20251,0.9999890060604338
1319.262775,0.999988983060687
1319.32304,0.9999889580609627
1319.383305,0.999988933061239
1319.44357,0.9999889060615382
1319.503835,0.9999888790618381
1319.5641,0.9999888480621834
1319.624365,0.9999888170625295
1319.68463,0.999988784062899
1319.744895,0.9999887510632698
1319.80516,0.9999887190636303
1319.865425,0.9999886840640256
1319.92569,0.999988650064411
1319.985955,0.9999886160647975
1320.04622,0.9999885820651851
1320.106485,0.9999885490655624
1320.16675,0.9999885180659179
1320.227015,0.9999884870662743
1320.28728,0.9999884590665971
1320.347545,0.9999884330668974
1320.40781,0.9999884090671753
1320.468075,0.9999883870674307
1320.52834,0.999988367067663
1320.588605,0.9999883490678726
1320.64887,0.9999883340680475
1320.709135,0.9999883220681876
1320.7694,0.9999883100683278
1320.829665,0.9999883000684447
1320.88993,0.9999882920685383
1320.950195,0.9999882850686204
1321.01046,0.9999882790686907
1321.070725,0.9999882740687492
1321.13099,0.9999882690688079
1321.191255,0.9999882650688549
1321.25152,0.99998826206889
1321.311785,0.9999882570689488
1321.37205,0.9999882520690074
1321.432315,0.9999882470690662
1321.49258,0.9999882420691251
1321.552845,0.999988238069172
1321.61311,0.9999882320692426
1321.673375,0.999988225069325
1321.73364,0.9999882200693839
1321.793905,0.9999882120694782
1321.85417,0.999988206069549
1321.914435,0.9999882000696197
1321.9747,0.9999881930697023
1322.034965,0.9999881850697968
1322.09523,0.9999881780698796
1322.155495,0.9999881710699623
1322.21576,0.9999881640700452
1322.276025,0.9999881560701399
1322.33629,0.9999881480702347
1322.396555,0.9999881380703532
1322.45682,0.9999881280704719
1322.517085,0.9999881150706263
1322.57735,0.999988103070769
1322.637615,0.9999880900709238
1322.69788,0.9999880740711145
1322.758145,0.9999880560713292
1322.81841,0.9999880370715564
1322.878675,0.9999880160718079
1322.93894,0.9999879940720717
1322.999205,0.9999879690723722
1323.05947,0.9999879440726733
1323.119735,0.9999879160730112
1323.18,0.9999878860733742
1323.240265,0.9999878540737623
1323.30053,0.9999878230741394
1323.360795,0.9999877900745417
1323.42106,0.9999877560749575
1323.481325,0.9999877220753743
1323.54159,0.9999876870758047
1323.601855,0.9999876510762485
1323.66212,0.9999876150766938
1323.722385,0.9999875790771403
1323.78265,0.999987541077613
1323.842915,0.9999875050780622
1323.90318,0.9999874680785252
1323.963445,0.9999874310789896
1324.02371,0.9999873930794679
1324.083975,0.9999873550799476
1324.14424,0.9999873170804289
1324.204505,0.9999872780809242
1324.26477,0.999987238081434
1324.325035,0.999987197081958
1324.3853,0.9999871580824581
1324.445565,0.9999871160829984
1324.50583,0.9999870750835275
1324.566095,0.9999870340840582
1324.62636,0.9999869920846036
1324.686625,0.9999869510851378
1324.74689,0.9999869100856736
1324.807155,0.9999868680862244
1324.86742,0.9999868280867504
1324.927685,0.9999867890872649
1324.98795,0.9999867510877676
1325.048215,0.9999867150882452
1325.10848,0.9999866780887374
1325.168745,0.9999866430892044
1325.22901,0.9999866100896456
1325.289275,0.9999865780900746
1325.34954,0.9999865480904777
1325.409805,0.9999865190908682
1325.47007,0.9999864890912732
1325.530335,0.9999864610916519
1325.5906,0.9999864350920042
1325.650865,0.9999864090923573
1325.71113,0.9999863840926974
1325.771395,0.9999863580930517
1325.83166,0.999986333093393
1325.891925,0.9999863070937487
1325.95219,0.9999862820940913
1326.012455,0.999986255094462
1326.07272,0.9999862280948335
1326.132985,0.999986202095192
1326.19325,0.9999861770955373
1326.253515,0.9999861490959246
1326.31378,0.9999861210963129
1326.374045,0.9999860940966879
1326.43431,0.9999860680970498
1326.494575,0.9999860410974264
1326.55484,0.9999860140978036
1326.615105,0.9999859870981817
1326.67537,0.9999859610985463
1326.735635,0.9999859340989257
1326.7959,0.9999859070993059
1326.856165,0.9999858810996726
1326.91643,0.9999858531000684
1326.976695,0.9999858251004649
1327.03696,0.999985798100848
1327.097225,0.999985770101246
1327.15749,0.9999857421016448
1327.217755,0.9999857141020444
1327.27802,0.9999856861024448
1327.338285,0.999985658102846
1327.39855,0.9999856291032623
1327.458815,0.9999855991036939
1327.51908,0.9999855681041409
1327.579345,0.9999855391045598
1327.63961,0.9999855091049941
1327.699875,0.9999854781054437
1327.76014,0.9999854491058653
1327.820405,0.9999854201062877
1327.88067,0.9999853911067109
1327.940935,0.9999853631071204
1328.0012,0.9999853361075159
1328.061465,0.9999853091079122
1328.12173,0.9999852831082945
1328.181995,0.9999852571086775
1328.24226,0.9999852321090463
1328.302525,0.9999852061094306
1328.36279,0.999985182109786
1328.423055,0.9999851571101568
1328.48332,0.9999851331105133
1328.543585,0.9999851091108704
1328.60385,0.999985084111243
1328.664115,0.9999850601116013
1328.72438,0.999985035111975
1328.784645,0.9999850081123794
1328.84491,0.9999849821127696
1328.905175,0.9999849561131604
1328.96544,0.999984928113582
1329.025705,0.9999849001140044
1329.08597,0.9999848711144428
1329.146235,0.9999848421148819
1329.2065,0.9999848111153523
1329.266765,0.9999847801158236
1329.32703,0.9999847481163111
1329.387295,0.9999847161167997
1329.44756,0.9999846831173046
1329.507825,0.9999846501178107
1329.56809,0.9999846161183331
1329.628355,0.9999845821188568
1329.68862,0.9999845481193815
1329.748885,0.9999845141199075
1329.80915,0.9999844801204346
1329.869415,0.9999844451209784
1329.92968,0.999984409121539
1329.989945,0.9999843741220853
1330.05021,0.9999843391226328
1330.110475,0.9999843051231658
1330.17074,0.9999842701237158
1330.231005,0.9999842341242827
1330.29127,0.9999842001248194
1330.351535,0.9999841661253571
1330.4118,0.9999841321258961
1330.472065,0.9999840991264203
1330.53233,0.9999840671269296
1330.592595,0.9999840341274558
1330.65286,0.9999840031279513
1330.713125,0.9999839741284157
1330.77339,0.9999839451288808
1330.833655,0.9999839161293468
1330.89392,0.9999838881297975
1330.954185,0.9999838601302491
1331.01445,0.9999838321307014
1331.074715,0.9999838051311383
1331.13498,0.9999837781315759
1331.195245,0.9999837531319818
1331.25551,0.9999837271324046
1331.315775,0.9999837001328443
1331.37604,0.9999836731332847
1331.436305,0.9999836451337423
1331.49657,0.9999836171342006
1331.556835,0.9999835881346761
1331.6171,0.9999835571351854
1331.677365,0.9999835261356956
1331.73763,0.9999834941362232
1331.797895,0.9999834621367519
1331.85816,0.9999834281373148
1331.918425,0.9999833921379121
1331.97869,0.9999833551385272
1332.038955,0.9999833171391604
1332.09922,0.9999832801397784
1332.159485,0.999983240140448
1332.21975,0.9999831981411528
1332.280015,0.9999831571418425
1332.34028,0.9999831161425339
1332.400545,0.9999830731432608
1332.46081,0.9999830301439896
1332.521075,0.9999829861447372
1332.58134,0.9999829411455039
1332.641605,0.9999828961462726
