nu,[0]Formicacid-PNNL(x-sec)-X=0.01-T=298.15K-P=1.0atm-L=15cm
665.743315,0.4803405247700651
665.876518,0.5303436957832784
666.00972,0.48823423428382146
666.142923,0.4211357713594391
666.276126,0.33763157256574017
666.409328,0.3004121241159416
666.542531,0.2860467557158447
666.675734,0.2794868600040436
666.808936,0.2804106901233781
666.942139,0.3281120871034852
667.075342,0.32791527889958855
667.208544,0.3427342203382331
667.341747,0.3882988515052438
667.474949,0.40632172787506426
667.608152,0.4458021657151988
667.741355,0.5222964188831584
667.874557,0.5133948714394686
668.00776,0.5566213904879813
668.140963,0.5926981686714611
668.274165,0.5132049504745811
668.407368,0.4346778921494152
668.540571,0.46472009540603126
668.673773,0.5285858743115384
668.806976,0.5991160260747986
668.940179,0.6033245509094478
669.073381,0.5700278840295305
669.206584,0.5694296688692198
669.339787,0.5379605761698797
669.472989,0.5215239919201575
669.606192,0.5424116846997254
669.739395,0.5539393914136942
669.872597,0.53930716013892
670.0058,0.4563752003515606
670.139003,0.3988140543163501
670.272205,0.3850354003347374
670.405408,0.41785951143337274
