nu,[0]HFE-263fb1-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
1027.667206,0.9401000248164141
1027.90826,0.9418982736433371
1028.149314,0.9426869725228129
1028.390368,0.9411798793628176
1028.631422,0.9439453560993902
1028.872476,0.9435612485106543
1029.11353,0.9455533190838084
1029.354584,0.9440010505183692
1029.595638,0.9415987976115313
1029.836692,0.9443806152280727
1030.077746,0.9426021345130535
1030.3188,0.9414754562480799
1030.559854,0.9408373522304495
1030.800908,0.9453755717685917
1031.041962,0.9464472893047438
1031.283016,0.9436159766501686
1031.52407,0.9389340843013434
1031.765124,0.9431980473506872
1032.006178,0.9481382064106996
1032.247232,0.9391519422794495
1032.488286,0.9405353919076083
1032.72934,0.9444061138489137
1032.970394,0.9399120236121978
1033.211448,0.9417221551337597
1033.452502,0.9458625655781949
1033.693556,0.9399458610541181
1033.93461,0.944168153492488
1034.175664,0.9457169139585585
1034.416718,0.9482368179118755
1034.657772,0.9481220881981959
1034.898826,0.9462211154314544
1035.13988,0.9450986173018743
1035.380934,0.9446705845849666
1035.621988,0.9473866308521105
1035.863042,0.9444344464573161
1036.104096,0.9480377090872724
1036.34515,0.9462968161486772
1036.586204,0.9488894293151792
1036.827258,0.9496564418053822
1037.068312,0.946506917362234
1037.309366,0.9479144721956625
1037.55042,0.9482899206605416
1037.791474,0.9496336503242778
1038.032528,0.9504259751421718
1038.273582,0.9490725826487652
1038.514636,0.9505371814867077
1038.75569,0.9415470111018047
1038.996744,0.9487565940937575
1039.237798,0.9427689898571247
1039.478852,0.9482007855974132
1039.719906,0.9510401486788073
1039.96096,0.9482017337986729
1040.202014,0.9493639926607864
1040.443068,0.9546332916926221
1040.684122,0.9499812798526196
1040.925176,0.9480443453744629
1041.16623,0.9499860297708936
1041.407284,0.9477732434611074
1041.648338,0.9474842167006733
1041.889392,0.9473771570331712
1042.130446,0.9534836513735336
1042.3715,0.9508822891168327
1042.612554,0.9495567331137906
1042.853608,0.9481675991506835
1043.094662,0.952637333711769
1043.335716,0.9542858684093195
1043.57677,0.9537869073898214
1043.817824,0.9535151168532064
1044.058878,0.9486351610215958
1044.299932,0.9501437405414674
1044.540986,0.9491836306371156
1044.78204,0.9540664078985116
1045.023094,0.9519716728910648
1045.264148,0.9484207936996248
1045.505202,0.9484900309446935
1045.746256,0.9455968155368969
1045.98731,0.9479997883373289
1046.228364,0.9472720040048416
1046.469418,0.9505904130593411
1046.710472,0.9535151168532064
1046.951526,0.9516128472132751
1047.19258,0.9506541047506639
1047.433634,0.9484207936996248
1047.674688,0.9468060608102961
1047.915742,0.95388038308698
1048.156796,0.9509583627428665
1048.39785,0.9570104194221487
1048.638904,0.9521754166288658
1048.879958,0.9529002979032626
1049.121012,0.9468477211934934
1049.362066,0.938779172957971
1049.60312,0.9421940761398226
1049.844174,0.953314899702204
1050.085228,0.9440237068154562
1050.326282,0.949282350868065
1050.567336,0.9410801195829668
1050.80839,0.9457197511135561
1051.049444,0.9446668059101856
1051.290498,0.9490222831348336
1051.531552,0.9464823085022992
1051.772606,0.9397221805582222
1052.01366,0.9438283141319858
1052.254714,0.9465343664608475
1052.495768,0.9509374418890164
1052.736822,0.9437877303870349
1052.977876,0.9384731808270139
1053.21893,0.9438613487010821
1053.459984,0.9452290499107049
1053.701038,0.9422911271277051
1053.942092,0.9410772963468429
1054.183146,0.9501760459778351
1054.4242,0.9406934151270274
1054.665254,0.9438670118861637
1054.906308,0.941611980086975
1055.147362,0.9420753671650516
1055.388416,0.936996248956369
1055.62947,0.9460356742666576
1055.870524,0.9383521255949177
1056.111578,0.9354673827408392
1056.352632,0.9369419047499268
1056.593686,0.9412288219890417
1056.83474,0.9337915925184702
1057.075794,0.9391932658740223
1057.316848,0.9418379940827905
1057.557902,0.9358014042157633
1057.798956,0.9392815541905003
1058.04001,0.939507008816979
1058.281064,0.9357536795611373
1058.522118,0.9366468145290804
1058.763172,0.9370571556919987
1059.004226,0.9363124912965413
1059.24528,0.9333929486249931
1059.486334,0.9342128275080462
1059.727388,0.935067088370132
1059.968442,0.9333322800550823
1060.209496,0.9338831085787507
1060.45055,0.9314907678938201
1060.691604,0.9321616827470673
1060.932658,0.9339251342642075
1061.173712,0.9082332955113759
1061.414766,0.9239697000793887
1061.65582,0.925321531729052
1061.896874,0.9261213550063663
1062.137928,0.9301615483658876
1062.378982,0.9320740636670504
1062.620036,0.9288072898068527
1062.86109,0.9276572101962267
1063.102144,0.9266651478293341
1063.343198,0.9271332319102705
1063.584252,0.925513093112039
1063.825306,0.9256861802435934
1064.06636,0.9298035050975185
1064.307414,0.9283235072451638
1064.548468,0.9292374271511444
1064.789522,0.9260982022619016
1065.030576,0.923136655169652
1065.27163,0.9247174940086126
1065.512684,0.9250800543234429
1065.753738,0.9257852339641589
1065.994792,0.9249810760530622
1066.235846,0.9242358416755618
1066.4769,0.9282176843973547
1066.717954,0.9225045230908155
1066.959008,0.9205333947891883
1067.200062,0.926659587855127
1067.441116,0.9191903966599916
1067.68217,0.9252271537461746
1067.923224,0.9237036351209589
1068.164278,0.9276136113319288
1068.405332,0.9239281223783904
1068.646386,0.9247239670537263
1068.88744,0.9244327248771553
1069.128494,0.9225275859921779
1069.369548,0.9221328286694664
1069.610602,0.9202039028164359
1069.851656,0.9246805060486163
1070.09271,0.9204790849210526
1070.333764,0.9217253360217038
1070.574818,0.9170585126341714
1070.815872,0.9215824796662739
1071.056926,0.921978845345044
1071.29798,0.915845130599603
1071.539034,0.913184808429318
1071.780088,0.9190782622719358
1072.021142,0.918823712850009
1072.262196,0.9221595709092584
1072.50325,0.9198754486556866
1072.744304,0.9175602808616813
1072.985358,0.9196767770160864
1073.226412,0.9186656887618599
1073.467466,0.9183616607382935
1073.70852,0.9179475730131014
1073.949574,0.9205674551549083
1074.190628,0.9209606213932775
1074.431682,0.9182220803742377
1074.672736,0.9170979469980474
1074.91379,0.9196776966933233
1075.154844,0.9184130904313128
1075.395898,0.9205085407230603
1075.636952,0.9179576704919405
1075.878006,0.9195664224242525
1076.11906,0.9224630113212983
1076.360114,0.9185324918939958
1076.601168,0.9171135377956677
1076.842222,0.919801861563317
1077.083276,0.9228828274923857
1077.32433,0.9172171774809706
1077.565384,0.916785269912594
1077.806438,0.9173318367942135
1078.047492,0.9198423337356071
1078.288546,0.9167981049962182
1078.5296,0.9189900349937348
1078.770654,0.9196896525810934
1079.011708,0.9179227887632189
1079.252762,0.9176584650644947
1079.493816,0.9195710202678592
1079.73487,0.9144184404349436
1079.975924,0.9157205841311933
1080.216978,0.9172474461472577
1080.458032,0.9178796474059768
1080.699086,0.9166340128221115
1080.94014,0.9147980028414759
1081.181194,0.9181945341250223
1081.422248,0.916986067873279
1081.663302,0.9163352388367372
1081.904356,0.9172511151443803
1082.14541,0.916597348194896
1082.386464,0.9112709550354455
1082.627518,0.9114523160003151
1082.868572,0.9123815592793626
1083.109626,0.9164974445287916
1083.35068,0.9159367196920413
1083.591734,0.9135921796909161
1083.832788,0.9179631782544868
1084.073842,0.9156894501606133
1084.314896,0.917829165413637
1084.55595,0.9159174852228904
1084.797004,0.9181568889208551
1085.038058,0.9120257998488418
1085.279112,0.9118087635368234
1085.520166,0.9156610642276426
1085.76122,0.915010260599083
1086.002274,0.9131555869829939
1086.243328,0.914336146478588
1086.484382,0.907236602637427
1086.725436,0.907763860257066
1086.96649,0.9104748521683744
1087.207544,0.9142291754073797
1087.448598,0.9087193303271948
1087.689652,0.91048395696242
1087.930706,0.9126261103056232
1088.17176,0.9032101756410057
1088.412814,0.9097185618483725
1088.653868,0.9075678044380412
1088.894922,0.9093793001010524
1089.135976,0.9043760686068654
1089.37703,0.9084095098629446
1089.618084,0.9060117535591158
1089.859138,0.909072890909767
1090.100192,0.9032282400251618
1090.341246,0.900864879390648
1090.5823,0.9011802372828466
1090.823354,0.9010991347111615
1091.064408,0.8988941440476367
1091.305462,0.902812850581647
1091.546516,0.8972237548832042
1091.78757,0.8968470000302107
1092.028624,0.895269937532248
1092.269678,0.891794102357718
1092.510732,0.8914463704699241
1092.751786,0.8977263408968883
1092.99284,0.8948582080660206
1093.233894,0.9080698282306805
1093.474948,0.8844493774293374
1093.716002,0.8909116630759016
1093.957056,0.8832473438441448
1094.19811,0.8822145487547906
1094.439164,0.8888382553589519
1094.680218,0.8859276418969138
1094.921272,0.8765513421588322
1095.162326,0.8785960879898955
1095.40338,0.8801789851283197
1095.644434,0.8740829494434766
1095.885488,0.8763147052438705
1096.126542,0.8738819334828262
1096.367596,0.8772353189219761
1096.60865,0.8629573584100999
1096.849704,0.8626036184148062
1097.090758,0.8634234812254747
1097.331812,0.8611987198202008
1097.572866,0.8603809695292615
1097.81392,0.8532011026635447
1098.054974,0.8527234438030169
1098.296028,0.8515815596215863
1098.537082,0.8487080728783161
1098.778136,0.8417939581248046
1099.01919,0.8368252597511326
1099.260244,0.8352952698934897
1099.501298,0.8326765562780225
1099.742352,0.8365156916786498
1099.983406,0.8202304021164702
1100.22446,0.819599067801745
1100.465514,0.8155439215018592
1100.706568,0.8082854525433933
1100.947622,0.8116386907305416
1101.188676,0.8000188412732353
1101.42973,0.7972316420089378
1101.670784,0.7971997533810343
1101.911838,0.7883209303651582
1102.152892,0.7850169257242557
1102.393946,0.7746375782303788
1102.635,0.7718461780817186
1102.876054,0.7659564229186024
1103.117108,0.7578574285612811
1103.358162,0.7489972253083628
1103.599216,0.7457088771880704
1103.84027,0.7403886706952603
1104.081324,0.732845776237666
1104.322378,0.7220723047647248
1104.563432,0.7170426185868418
1104.804486,0.7120835706140989
1105.04554,0.7029848063457345
1105.286594,0.6926988043686751
1105.527648,0.6858131942011058
1105.768702,0.674671077140953
1106.009756,0.6703401559386675
1106.25081,0.662052778759689
1106.491864,0.6485150941594858
1106.732918,0.6382278038767032
1106.973972,0.6307725127907616
1107.215026,0.6183565785333076
1107.45608,0.6109928634459192
1107.697134,0.6009581384705656
1107.938188,0.5890465889921558
1108.179242,0.5798823736853257
1108.420296,0.5669183438496306
1108.66135,0.5583942638844334
1108.902404,0.5492343837907948
1109.143458,0.5363222960597378
1109.384512,0.5273135161618498
1109.625566,0.5130766652732809
1109.86662,0.5035561770293304
1110.107674,0.49168353057006536
1110.348728,0.48063842823595415
1110.589782,0.4698179498774922
1110.830836,0.4626011700023673
1111.07189,0.4495851546341294
1111.312944,0.43826566998812255
1111.553998,0.4268425795016979
1111.795052,0.4145465527906062
1112.036106,0.4052626109141785
1112.27716,0.3930493902786621
1112.518214,0.38271679575142
1112.759268,0.3752885808610149
1113.000322,0.36400051373008685
1113.241376,0.3517269903185224
1113.48243,0.3454180003923312
1113.723484,0.33227245467517347
1113.964538,0.3269657021425724
1114.205592,0.31638356126030187
1114.446646,0.3051047862204187
1114.6877,0.2981078336635942
1114.928754,0.29092202588543514
1115.169808,0.2833421786184
1115.410862,0.2730227920279987
1115.651916,0.2672956312410026
1115.89297,0.25882580787948783
1116.134024,0.2512768398602101
1116.375078,0.24593205017648212
1116.616132,0.2376396092000572
1116.857186,0.23119355936263256
1117.09824,0.22544027747888432
1117.339294,0.21882127023923378
1117.580348,0.21367480981438924
1117.821402,0.2092344260210224
1118.062456,0.20484534483444386
1118.30351,0.1981759512935942
1118.544564,0.19497186751110676
1118.785618,0.18667241308704458
1119.026672,0.18446417643833968
1119.267726,0.1805585819727073
1119.50878,0.17469739032331139
1119.749834,0.17082767143609862
1119.990888,0.16544772418712406
1120.231942,0.1653815583315025
1120.472996,0.16217163974984095
1120.71405,0.1606865027694038
1120.955104,0.15876978802515815
1121.196158,0.15598428718166135
1121.437212,0.15314042010910325
1121.678266,0.15395421899776982
1121.91932,0.15129858659042011
1122.160374,0.14935936966459143
1122.401428,0.14834717132555952
1122.642482,0.14533701384504585
1122.883536,0.14459768197321046
1123.12459,0.14268726523532538
1123.365644,0.1404645689924826
1123.606698,0.13721585625450233
1123.847752,0.12956144909511616
1124.088806,0.12488025010678751
1124.32986,0.1246556678412715
1124.570914,0.126716876506574
1124.811968,0.12525545338061622
1125.053022,0.12371187571852596
1125.294076,0.12560666011004806
1125.53513,0.1165307607565816
1125.776184,0.11804374533964677
1126.017238,0.11455502542819772
1126.258292,0.11546359425061897
1126.499346,0.11660070019276822
1126.7404,0.11589160087331411
1126.981454,0.11295113357958302
1127.222508,0.11266910842396667
1127.463562,0.1151637788345043
1127.704616,0.11470404380221073
1127.94567,0.11621655207514053
1128.186724,0.11928973466215034
1128.427778,0.12187004584101013
1128.668832,0.12213845508376903
1128.909886,0.12282434914313546
1129.15094,0.12543093382299692
1129.391994,0.12659022296739147
1129.633048,0.1262236431184783
1129.874102,0.12570718564298797
1130.115156,0.12588329895344028
1130.35621,0.12631203060067087
1130.597264,0.12672954882783016
1130.838318,0.12571975699010912
1131.079372,0.12575747857516104
1131.320426,0.12588329895344028
1131.56148,0.12661554354395818
1131.802534,0.12784969025114096
1132.043588,0.12717387937359534
1132.284642,0.1281440829605563
1132.525696,0.1285805143555649
1132.76675,0.1303020580853828
1133.007804,0.13249637399576714
1133.248858,0.13463336632939316
1133.489912,0.13609528684670424
1133.730966,0.13891403366780677
1133.97202,0.14095705633405667
1134.213074,0.14387649802567914
1134.454128,0.14657764366986786
1134.695182,0.1491056744382023
1134.936236,0.15301795676488505
1135.17729,0.1556103737680002
1135.418344,0.15970929860535615
1135.659398,0.16124989088317057
1135.900452,0.16485318319593867
1136.141506,0.16577895075165397
1136.38256,0.16880686976305115
1136.623614,0.17166678116605583
1136.864668,0.1755906228207481
1137.105722,0.17999971705676918
1137.346776,0.18800250345327946
1137.58783,0.19736509328807836
1137.828884,0.20713179448157418
1138.069938,0.21746877543014764
1138.310992,0.22095416437346418
1138.552046,0.23251512553645642
1138.7931,0.2380677457038739
1139.034154,0.2442898130779106
1139.275208,0.25100058730312574
1139.516262,0.2534724855768434
1139.757316,0.25815373485253723
1139.99837,0.26171477847129
1140.239424,0.2620814357613655
1140.480478,0.2640544360321611
1140.721532,0.2655638440436572
1140.962586,0.26928095555244996
1141.20364,0.2699280059957236
1141.444694,0.2697930757281037
1141.685748,0.2720960908198793
1141.926802,0.2728044611383765
1142.167856,0.274144483371265
1142.40891,0.2753533767131033
1142.649964,0.2748581864399669
1142.891018,0.2780651055734723
1143.132072,0.2778149595610466
1143.373126,0.2799623917535136
1143.61418,0.28060704632311656
1143.855234,0.28091588390360006
1144.096288,0.28616119730492295
1144.337342,0.2869922692489833
1144.578396,0.286447501630532
1144.81945,0.2908638472983106
1145.060504,0.2899345706226198
1145.301558,0.2934347445114383
1145.542612,0.2939928005113281
1145.783666,0.2960875770518777
1146.02472,0.29647274120450046
1146.265774,0.2986449109887705
1146.506828,0.3004421668304639
1146.747882,0.2966803447761165
1146.988936,0.30032201399590064
1147.22999,0.2996919995132463
1147.471044,0.30173684972115994
1147.712098,0.2992427984989624
1147.953152,0.2977205452718293
1148.194206,0.2965616963694694
1148.43526,0.2936989546582304
1148.676314,0.29235104204263684
1148.917368,0.2903697988180951
1149.158422,0.2881425373284478
1149.399476,0.28490485401891036
1149.64053,0.28150642711314305
1149.881584,0.2780929134744015
1150.122638,0.2747757413514165
1150.363692,0.2712267749764213
1150.604746,0.26758981820853595
1150.8458,0.262842575043601
1151.086854,0.25637860532175677
1151.327908,0.25334578101283567
1151.568962,0.24979867138994005
1151.810016,0.24304710662623008
1152.05107,0.2383297643079602
1152.292124,0.23309714056595168
1152.533178,0.22731921860094012
1152.774232,0.22155154672053132
1153.015286,0.21705597703948498
1153.25634,0.2109572020428066
1153.497394,0.20511181695207692
1153.738448,0.19922907214051538
1153.979502,0.19289678999139936
1154.220556,0.1883223795267757
1154.46161,0.18188148233264706
1154.702664,0.17588938075183397
1154.943718,0.16900955959634398
1155.184772,0.16482021585614334
1155.425826,0.1566251356006435
1155.66688,0.15087554308526255
1155.907934,0.14818407915424073
1156.148988,0.142359461643921
1156.390042,0.13841484223031678
1156.631096,0.1325493831464888
1156.87215,0.12707218095488781
1157.113204,0.12155359528581236
1157.354258,0.11615845832375109
1157.595312,0.11088074772629666
1157.836366,0.1043087529077889
1158.07742,0.09731520818499534
1158.318474,0.09234719004806195
1158.559528,0.08478810646256288
1158.800582,0.07922209831116304
1159.041636,0.07439251106038133
1159.28269,0.07115462165894954
1159.523744,0.07056648245328905
1159.764798,0.06934924632364231
1160.005852,0.06674339085581218
1160.246906,0.06348827727300047
1160.48796,0.060998866313873294
1160.729014,0.05709721143657589
1160.970068,0.05451387622976686
1161.211122,0.051411160486643674
1161.452176,0.04854325610851242
1161.69323,0.04545647519361237
1161.934284,0.04273658218002004
1162.175338,0.04020354914762093
1162.416392,0.03720545085786678
1162.657446,0.03496526985483816
1162.8985,0.0321706735738643
1163.139554,0.030188325566038177
1163.380608,0.027956655110890658
1163.621662,0.026118797843535543
1163.862716,0.023964061701639068
1164.10377,0.02226810262589686
1164.344824,0.02042899630187372
1164.585878,0.01889231600814957
1164.826932,0.017325082015118523
1165.067986,0.015865632295468456
1165.30904,0.014641431429347542
1165.550094,0.013440268048516033
1165.791148,0.012295769731839025
1166.032202,0.011257733097827802
1166.273256,0.010726907226513326
1166.51431,0.009933921147171142
1166.755364,0.009074382002936743
1166.996418,0.008398518145039459
1167.237472,0.007687189783727338
1167.478526,0.007108955156816766
1167.71958,0.006502945830854193
1167.960634,0.006060275608406675
1168.201688,0.005588189087637628
1168.442742,0.005094468172465058
1168.683796,0.004780548452710598
1168.92485,0.004468511158496656
1169.165904,0.004101920501270024
1169.406958,0.003838014896829171
1169.648012,0.003615590823763536
1169.889066,0.0034347882501392832
1170.13012,0.0032869342090527066
1170.371174,0.0031608952011487764
1170.612228,0.0030393852633977454
1170.853282,0.0029097154095113374
1171.094336,0.002797301714012055
1171.33539,0.0026870804751052625
1171.576444,0.002532622378020177
1171.817498,0.0024321004798594646
1172.058552,0.00229252832133859
1172.299606,0.002160533709663612
1172.54066,0.0020404192041627647
1172.781714,0.001900572732642925
1173.022768,0.0018089657606013153
1173.263822,0.0016876808003645515
1173.504876,0.0016064957900250483
1173.74593,0.001543967309820099
1173.986984,0.0014695486002623932
1174.228038,0.0014103745099027605
1174.469092,0.0013363677229642947
1174.710146,0.0013002483425868041
1174.9512,0.001236958172259494
1175.192254,0.001226733908818744
1175.433308,0.001206296930444404
1175.674362,0.001165389398701946
1175.915416,0.0011482686417126214
1176.15647,0.0011226088185697395
1176.397524,0.0011198058017542387
1176.638578,0.0011336644691978847
1176.879632,0.0011434560269829024
1177.120686,0.0011732237233539518
1177.36174,0.0011542551901858736
1177.602794,0.001174632436881047
1177.843848,0.0011989609167581778
1178.084902,0.0012764148874550407
1178.325956,0.0013344981171815613
1178.56701,0.0013675971283153429
1178.808064,0.001387016835021946
1179.049118,0.0014198557457916405
1179.290172,0.0014434777108883487
1179.531226,0.0014977369651388303
1179.77228,0.001470577644406008
1180.013334,0.0014815002828934207
1180.254388,0.0015067504001945418
1180.495442,0.001525397877001828
1180.736496,0.001530593056584236
1180.97755,0.0015459757725407746
1181.218604,0.0016093900865324904
1181.459658,0.0016866684956061305
1181.700712,0.0017477954990202523
1181.941766,0.0018579157204126667
1182.18282,0.0019453760085587253
1182.423874,0.0020596895735239488
1182.664928,0.002204399814731637
1182.905982,0.0023851339325812035
1183.147036,0.0025879221084371164
1183.38809,0.0028920201708611533
1183.629144,0.0032141253859428896
1183.870198,0.0035649687176753553
1184.111252,0.004032777235698086
1184.352306,0.004565624374624517
1184.59336,0.005087340907273364
1184.834414,0.0057566475286121325
1185.075468,0.006773752920055537
1185.316522,0.007700269120646112
1185.557576,0.008609405590789983
1185.79863,0.00959512617049768
1186.039684,0.010719401018933922
1186.280738,0.011913298283392822
1186.521792,0.0128720111895322
1186.762846,0.01385928325168786
1187.0039,0.01464875397554622
1187.244954,0.015412136430991154
1187.486008,0.015881505863225013
1187.727062,0.015435271982963706
1187.968116,0.013519800018605178
1188.20917,0.017345884592586833
1188.450224,0.022597861524288755
1188.691278,0.027220089329621576
1188.932332,0.03329992947053279
1189.173386,0.03968031730498632
1189.41444,0.04467684144926975
1189.655494,0.050423396265531786
1189.896548,0.05257576536052743
1190.137602,0.05831476259073678
1190.378656,0.0631526795230689
1190.61971,0.06760319728069417
1190.860764,0.07153274228829277
1191.101818,0.074922577397689
1191.342872,0.0781910568893093
1191.583926,0.08209320753419988
1191.82498,0.08524720067623924
1192.066034,0.08881497551639791
1192.307088,0.09233795579077773
1192.548142,0.09572268172353018
1192.789196,0.09945997271768262
1193.03025,0.10280718864013158
1193.271304,0.10620331032410193
1193.512358,0.11012931640376757
1193.753412,0.114726986905205
1193.994466,0.11930166423208509
1194.23552,0.12366240086386915
1194.476574,0.12928965553513852
1194.717628,0.1345660664725947
1194.958682,0.14021196018442778
1195.199736,0.14673896778990386
1195.44079,0.15307917619065992
1195.681844,0.1598211342522897
1195.922898,0.16709379124427876
1196.163952,0.1740522043092906
1196.405006,0.18208166204186824
1196.64606,0.1905577463316947
1196.887114,0.2004280398796749
1197.128168,0.2089834952983425
1197.369222,0.21716453216452447
1197.610276,0.22679698519679062
1197.85133,0.23692775868212176
1198.092384,0.24662162487102657
1198.333438,0.25622482429748444
1198.574492,0.2663617318090205
1198.815546,0.27659525904788984
1199.0566,0.2862756846797935
1199.297654,0.29671001429404525
1199.538708,0.3094062935208847
1199.779762,0.31816027937091507
1200.020816,0.32690031554102195
1200.26187,0.33668752644390343
1200.502924,0.34683712140406237
1200.743978,0.3563292913337051
1200.985032,0.3666674399175364
1201.226086,0.37326375173990217
1201.46714,0.38105559342447004
1201.708194,0.38824837593553124
1201.949248,0.3955334179085358
1202.190302,0.40240348487820476
1202.431356,0.40886919120466997
1202.67241,0.41280085235642283
1202.913464,0.4198616612238651
1203.154518,0.4219493482473186
1203.395572,0.4289606882645077
1203.636626,0.4344606075290224
1203.87768,0.4358008090510819
1204.118734,0.4401718764718965
1204.359788,0.44051534447065027
1204.600842,0.44696722911407377
1204.841896,0.44916274315327287
1205.08295,0.4515496253424958
1205.324004,0.4520240014529802
1205.565058,0.4566445411674956
1205.806112,0.45517195880032274
1206.047166,0.46184774430402226
1206.28822,0.460745246205162
1206.529274,0.4624670351135655
1206.770328,0.4612661826070089
1207.011382,0.4606531063702116
1207.252436,0.4595029119463754
1207.49349,0.45961780203502467
1207.734544,0.45979708793629664
1207.975598,0.45675871657411865
1208.216652,0.45821810336434854
1208.457706,0.46192164585507733
1208.69876,0.45958562991491964
1208.939814,0.4560148063176698
1209.180868,0.45616987771246104
1209.421922,0.4563569457086419
1209.662976,0.45570937872710526
1209.90403,0.4536542204918447
1210.145084,0.4540853967776196
1210.386138,0.452838377374043
1210.627192,0.44947726714403385
1210.868246,0.44741441990131553
1211.1093,0.4472310175891992
1211.350354,0.4440313992583716
1211.591408,0.44305560394841487
1211.832462,0.44238267098902445
1212.073516,0.4391913868396272
1212.31457,0.43777946498813186
1212.555624,0.43664271679218547
1212.796678,0.43499967283377505
1213.037732,0.4338310961541477
1213.278786,0.43262239431899224
1213.51984,0.43097292925676656
1213.760894,0.42612182475164945
1214.001948,0.4276415219036935
1214.243002,0.42382696858613517
1214.484056,0.4226630455502116
1214.72511,0.42075691967404655
1214.966164,0.4191526942622194
1215.207218,0.41737507542731495
1215.448272,0.40699271213584376
1215.689326,0.41279259642193533
1215.93038,0.41127631134282605
1216.171434,0.406679448369527
1216.412488,0.40503977776290956
1216.653542,0.3992010916317879
1216.894596,0.3980251837284098
1217.13565,0.3970154826249898
1217.376704,0.39576685148123425
1217.617758,0.3936551526570037
1217.858812,0.39033107098839354
1218.099866,0.3843275865864677
1218.34092,0.384862173383574
1218.581974,0.38038172157662514
1218.823028,0.3787382294504565
1219.064082,0.3771621793818552
1219.305136,0.3733309452624509
1219.54619,0.3744563643136623
1219.787244,0.3757166537984105
1220.028298,0.37345789936481455
1220.269352,0.3748947346565528
1220.510406,0.3731517894095694
1220.75146,0.3738165910926866
1220.992514,0.37404842924156373
1221.233568,0.3735101871307839
1221.474622,0.3735624822175528
1221.715676,0.3728459303616016
1221.95673,0.3698935564512883
1222.197784,0.37261483753095753
1222.438838,0.3696125441465872
1222.679892,0.3701451696084531
1222.920946,0.370119260353415
1223.162,0.36867860633939253
1223.403054,0.3695608020124405
1223.644108,0.36692419697996637
1223.885162,0.3682475046136629
1224.126216,0.36950906712168563
1224.36727,0.3689552190109327
1224.608324,0.36940931314095615
1224.849378,0.3669608912343465
1225.090432,0.3727862797849171
1225.331486,0.37202285069353586
1225.57254,0.3737605228092491
1225.813594,0.3750184703342534
1226.054648,0.37635215178787707
1226.295702,0.3764311940388984
1226.536756,0.37622045158363154
1226.77781,0.38154365687802666
1227.018864,0.3871279579129404
1227.259918,0.38917350754017443
1227.500972,0.3904872346474385
1227.742026,0.39440775250263455
1227.98308,0.3966305643224012
1228.224134,0.396951965229297
1228.465188,0.3997363796574548
1228.706242,0.4049182840545481
1228.947296,0.4094870500494185
1229.18835,0.4082890089800288
1229.429404,0.41386725362160176
1229.670458,0.41768404728862046
1229.911512,0.421742643713424
1230.152566,0.4246712240091562
1230.39362,0.4309427622075776
1230.634674,0.43229804916788833
1230.875728,0.434860495208076
1231.116782,0.4404933192540617
1231.357836,0.443370285125817
1231.59889,0.445467939441432
1231.839944,0.4505618137115353
1232.080998,0.4524853011573167
1232.322052,0.4570328540370779
1232.563106,0.4650548143590869
1232.80416,0.46943755142026494
1233.045214,0.4743214607100695
1233.286268,0.476503600394177
1233.527322,0.4818463459934452
1233.768376,0.4860032343804412
1234.00943,0.4912657771394411
1234.250484,0.4968684381001828
1234.491538,0.5006289855713463
1234.732592,0.5071289340148925
1234.973646,0.5137286865840732
1235.2147,0.5172236014525573
1235.455754,0.5242901639115994
1235.696808,0.5279361133710322
1235.937862,0.5337220933115426
1236.178916,0.5395660897139132
1236.41997,0.5451032787383384
1236.661024,0.5516177248823213
1236.902078,0.5588802782796194
1237.143132,0.5639949395237227
1237.384186,0.5718091483550892
1237.62524,0.576401968326803
1237.866294,0.5817933284917101
1238.107348,0.5846394187468134
1238.348402,0.5936947384790743
1238.589456,0.5994096648632032
1238.83051,0.6026492056763558
1239.071564,0.6100831619752828
1239.312618,0.61526020690434
1239.553672,0.6212759076413602
1239.794726,0.6283801256565502
1240.03578,0.6329967443868013
1240.276834,0.6366787931235772
1240.517888,0.6421521561654907
1240.758942,0.6460166509934901
1240.999996,0.6533841747228766
1241.24105,0.6582898125626458
1241.482104,0.6641016857771346
1241.723158,0.6681517236655714
1241.964212,0.673161505279844
1242.205266,0.6766169305270212
1242.44632,0.6848126375216803
1242.687374,0.6882934540075402
1242.928428,0.6924356288295344
1243.169482,0.699926464619849
1243.410536,0.7021698167557231
1243.65159,0.705082825564677
1243.892644,0.7075690903695705
1244.133698,0.7110020257690811
1244.374752,0.7159965002159413
1244.615806,0.7184494003150079
1244.85686,0.7211847018175812
1245.097914,0.7234961892708538
1245.338968,0.7308186023694868
1245.580022,0.7313230412165104
1245.821076,0.7334396217913992
1246.06213,0.7400925744501791
1246.303184,0.7411442524205404
1246.544238,0.7444645826382998
1246.785292,0.74606690336853
1247.026346,0.7496866198285004
1247.2674,0.7507219015439482
1247.508454,0.7528343967530161
1247.749508,0.7569788236335291
1247.990562,0.7600128028411739
1248.231616,0.7597088585129557
1248.47267,0.7606286626010059
1248.713724,0.761762844063638
1248.954778,0.7665311057149017
1249.195832,0.7646630497720124
1249.436886,0.7686496538182033
1249.67794,0.7678890672134134
1249.918994,0.7707278121347587
1250.160048,0.7665617675723634
1250.401102,0.7696649413035639
1250.642156,0.770604505549607
1250.88321,0.7732444847498319
1251.124264,0.7756297491844599
1251.365318,0.7767474605823514
1251.606372,0.778629465744726
1251.847426,0.7773302396926368
