nu,[0]Perfluorodecalin(cis)-HITRAN(x-sec)-X=0.01-T=300.0K-P=0.0atm-L=15cm
1412.810015,0.9999950990120099
1412.87028,0.9999950506122482
1412.930545,0.9999950222123892
1412.99081,0.9999950576122136
1413.051075,0.9999950735121352
1413.11134,0.9999949762126192
1413.171605,0.9999950633121855
1413.23187,0.9999950797121047
1413.292135,0.9999950861120732
1413.3524,0.99999507661212
1413.412665,0.9999950704121504
1413.47293,0.9999949799126007
1413.533195,0.9999950300123505
1413.59346,0.9999949756126223
1413.653725,0.9999949842125792
1413.71399,0.9999949985125075
1413.774255,0.9999950728121386
1413.83452,0.9999950499122517
1413.894785,0.9999949585127084
1413.95505,0.9999950708121484
1414.015315,0.9999950286123573
1414.07558,0.9999950472122651
1414.135845,0.9999950001124995
1414.19611,0.9999949893125535
1414.256375,0.9999949633126841
1414.31664,0.9999949745126278
1414.376905,0.9999950317123419
1414.43717,0.9999950451122755
1414.497435,0.9999950513122448
1414.5577,0.9999949231128874
1414.617965,0.9999950097124515
1414.67823,0.999994994212529
1414.738495,0.9999950617121934
1414.79876,0.9999950851120781
1414.859025,0.9999950469122666
1414.91929,0.999995055312225
1414.979555,0.9999950121124396
1415.03982,0.9999950367123172
1415.100085,0.999994987812561
1415.16035,0.9999950148124261
1415.220615,0.999994997412513
1415.28088,0.9999949626126877
1415.341145,0.999994872813144
1415.40141,0.9999949647126771
1415.461675,0.9999949001130045
1415.52194,0.99999487751312
1415.582205,0.9999949367128185
1415.64247,0.9999949533127346
1415.702735,0.9999950129124355
1415.763,0.9999949249128783
1415.823265,0.9999948199134167
1415.88353,0.9999949303128509
1415.943795,0.9999950107124466
1416.00406,0.9999948595132123
1416.064325,0.9999949583127093
1416.12459,0.9999948457132833
1416.184855,0.9999949516127431
1416.24512,0.9999949487127578
1416.305385,0.9999949087129606
1416.36565,0.9999949457127729
1416.425915,0.9999948524132489
1416.48618,0.9999948650131841
1416.546445,0.9999948811131015
1416.60671,0.9999948914130489
1416.666975,0.9999948872130704
1416.72724,0.9999948781131169
1416.787505,0.9999948869130719
1416.84777,0.9999948889130617
1416.908035,0.9999949072129682
1416.9683,0.9999947974135335
1417.028565,0.9999948346133407
1417.08883,0.9999948165134344
1417.149095,0.9999948005135174
1417.20936,0.9999947846136001
1417.269625,0.9999947767136415
1417.32989,0.9999947926135585
1417.390155,0.9999947413138269
1417.45042,0.9999948189134219
1417.510685,0.9999947961135403
1417.57095,0.9999948764131256
1417.631215,0.9999947717136676
1417.69148,0.9999947665136948
1417.751745,0.9999948761131272
1417.81201,0.9999948039134997
1417.872275,0.9999948836130887
1417.93254,0.9999947629137136
1417.992805,0.9999948619132
1418.05307,0.9999948869130719
1418.113335,0.9999948003135184
1418.1736,0.9999948065134862
1418.233865,0.999994776413643
1418.29413,0.9999947720136659
1418.354395,0.9999947686136837
1418.41466,0.999994895313029
1418.474925,0.9999948305133618
1418.53519,0.9999947551137545
1418.595455,0.9999947692136806
1418.65572,0.9999948176134286
1418.715985,0.999994848113271
1418.77625,0.9999947684136848
1418.836515,0.9999948375133256
1418.89678,0.9999948413133061
1418.957045,0.999994815213441
1419.01731,0.9999948955130279
1419.077575,0.9999947270139022
1419.13784,0.9999947993135236
1419.198105,0.9999947530137655
1419.25837,0.9999948150134421
1419.318635,0.9999947132139752
1419.3789,0.9999948189134219
1419.439165,0.9999949034129877
1419.49943,0.999994677414165
1419.559695,0.9999947523137691
1419.61996,0.9999948637131908
1419.680225,0.9999947893135757
1419.74049,0.999994873013143
1419.800755,0.9999948603132083
1419.86102,0.9999949160129235
1419.921285,0.9999949411127962
1419.98155,0.9999947976135325
1420.041815,0.9999949225128905
1420.10208,0.9999947944135491
1420.162345,0.9999948852130806
1420.22261,0.99999489511303
1420.282875,0.9999949516127431
1420.34314,0.9999949320128423
1420.403405,0.9999949183129118
1420.46367,0.9999950143124285
1420.523935,0.9999949506127482
1420.5842,0.999994862313198
1420.644465,0.9999950103124485
1420.70473,0.9999948950130305
1420.764995,0.999995005212474
1420.82526,0.9999950830120884
1420.885525,0.9999950350123256
1420.94579,0.99999503411233
1421.006055,0.9999951151119311
1421.06632,0.999995089812055
1421.126585,0.9999950712121465
1421.18685,0.9999950584122097
1421.247115,0.9999950935120369
1421.30738,0.9999950765121204
1421.367645,0.9999950435122834
1421.42791,0.9999951438117913
1421.488175,0.9999951911115628
1421.54844,0.9999951619117036
1421.608705,0.9999951733116484
1421.66897,0.9999951800116161
1421.729235,0.999995219211428
1421.7895,0.9999952402113278
1421.849765,0.9999951380118195
1421.91003,0.9999952300113765
1421.970295,0.9999952577112446
1422.03056,0.9999953011110398
1422.090825,0.9999953228109381
1422.15109,0.9999953312108988
1422.211355,0.9999953123109873
1422.27162,0.9999953486108177
1422.331885,0.9999953281109133
1422.39215,0.999995378110681
1422.452415,0.9999954737102437
1422.51268,0.9999954032105652
1422.572945,0.9999954208104845
1422.63321,0.9999954333104274
1422.693475,0.9999954600103058
1422.75374,0.9999955465099168
1422.814005,0.9999954772102279
1422.87427,0.9999954773102274
1422.934535,0.9999955349099685
1422.9948,0.9999955816097611
1423.055065,0.9999955191100393
1423.11533,0.9999955289099953
1423.175595,0.9999955447099248
1423.23586,0.9999955924097135
1423.296125,0.9999955738097956
1423.35639,0.9999956096096377
1423.416655,0.9999956365095201
1423.47692,0.9999957171091716
1423.537185,0.9999956952092657
1423.59745,0.9999957777089139
1423.657715,0.9999958042088024
1423.71798,0.9999957401090733
1423.778245,0.9999958211087316
1423.83851,0.9999959045083866
1423.898775,0.9999958693085313
1423.95904,0.9999959498082021
1424.019305,0.999995888308453
1424.07957,0.999995951808194
1424.139835,0.9999959313082771
1424.2001,0.9999959541081846
1424.260365,0.9999960459078174
1424.32063,0.9999960643077449
1424.380895,0.9999960938076292
1424.44116,0.9999960613077566
1424.501425,0.9999961170075389
1424.56169,0.9999961306074862
1424.621955,0.9999962540070162
1424.68222,0.9999961952072383
1424.742485,0.9999962382070756
1424.80275,0.9999962155071612
1424.863015,0.9999962967068572
1424.92328,0.9999962242071283
1424.983545,0.9999962997068461
1425.04381,0.9999963172067815
1425.104075,0.9999963254067513
1425.16434,0.9999963175067804
1425.224605,0.9999963412066935
1425.28487,0.9999963966064922
1425.345135,0.9999964582062721
1425.4054,0.999996510606088
1425.465665,0.9999964538062878
1425.52593,0.9999965720058756
1425.586195,0.9999964904061587
1425.64646,0.9999965191060584
1425.706725,0.9999964786062001
1425.76699,0.9999965788058522
1425.827255,0.9999965633059055
1425.88752,0.9999966265056902
1425.947785,0.9999966897054791
1426.00805,0.9999967144053976
1426.068315,0.9999966694055464
1426.12858,0.9999966231057017
1426.188845,0.999996822605048
1426.24911,0.9999967693052187
1426.309375,0.9999967374053222
1426.36964,0.999996802505112
1426.429905,0.9999969017047997
1426.49017,0.9999968111050845
1426.550435,0.9999968489049648
1426.6107,0.9999968035051088
1426.670965,0.9999969193047453
1426.73123,0.9999969490046543
1426.791495,0.9999968980048112
1426.85176,0.9999969955045135
1426.912025,0.9999969693045926
1426.97229,0.9999970594043236
1427.032555,0.9999969896045312
1427.09282,0.9999971006042032
1427.153085,0.99999698670454
1427.21335,0.9999970715042881
1427.273615,0.9999971357041021
1427.33388,0.999997184003965
1427.394145,0.9999971563040433
1427.45441,0.9999971889039512
1427.514675,0.9999972349038229
1427.57494,0.9999972166038736
1427.635205,0.999997250803779
1427.69547,0.9999972844036873
1427.755735,0.9999972422038027
1427.816,0.999997280803697
1427.876265,0.9999973747034461
1427.93653,0.9999974237033187
1427.996795,0.999997358803488
1428.05706,0.999997440703275
1428.117325,0.9999974230033205
1428.17759,0.9999974933031418
1428.237855,0.9999974768031833
1428.29812,0.999997540703024
1428.358385,0.9999974909031478
1428.41865,0.9999974998031255
1428.478915,0.9999975569029844
1428.53918,0.999997460303225
1428.599445,0.9999975733029445
1428.65971,0.9999976432027773
1428.719975,0.9999976128028494
1428.78024,0.9999976555027483
1428.840505,0.9999975660029622
1428.90077,0.9999976410027824
1428.961035,0.9999975919028995
1429.0213,0.9999976480027659
1429.081565,0.9999976515027578
1429.14183,0.9999977143026122
1429.202095,0.9999977447025432
1429.26236,0.9999978127023922
1429.322625,0.9999977817024605
1429.38289,0.9999977086026253
1429.443155,0.9999978168023832
1429.50342,0.9999977476025367
1429.563685,0.9999977335025685
1429.62395,0.9999978110023958
1429.684215,0.999997810502397
1429.74448,0.99999779090244
1429.804745,0.9999979218021594
1429.86501,0.9999979019022011
1429.925275,0.9999978859022347
1429.98554,0.9999977661024951
1430.045805,0.9999978990022071
1430.10607,0.999997845002322
1430.166335,0.9999978636022822
1430.2266,0.9999979220021591
1430.286865,0.9999978937022183
1430.34713,0.9999980248019507
1430.407395,0.9999979740020524
1430.46766,0.9999979752020499
1430.527925,0.9999979691020623
1430.58819,0.9999980034019932
1430.648455,0.9999980252019499
1430.70872,0.9999980182019638
1430.768985,0.9999980371019265
1430.82925,0.9999980116019769
1430.889515,0.9999979656020694
1430.94978,0.999998053201895
1431.010045,0.9999979893020214
1431.07031,0.9999980865018308
1431.130575,0.9999981115017832
1431.19084,0.9999980534018946
1431.251105,0.9999981247017584
1431.31137,0.9999980798018436
1431.371635,0.9999980614018791
1431.4319,0.9999980261019481
1431.492165,0.9999980557018902
1431.55243,0.9999980091019819
1431.612695,0.9999980696018632
1431.67296,0.9999979852020298
1431.733225,0.9999980663018696
1431.79349,0.9999980746018535
1431.853755,0.9999981104017853
1431.91402,0.999998126501755
1431.974285,0.9999980049019902
1432.03455,0.9999979979020042
1432.094815,0.9999980301019402
1432.15508,0.999998046501908
1432.215345,0.9999981264017552
1432.27561,0.9999980290019425
1432.335875,0.9999981571016981
1432.39614,0.9999980887018265
1432.456405,0.999998018601963
1432.51667,0.9999980155019691
1432.576935,0.9999980634018752
1432.6372,0.9999980586018845
1432.697465,0.9999980208019587
1432.75773,0.9999980857018322
1432.817995,0.9999981578016969
1432.87826,0.9999980031019938
1432.938525,0.9999980119019762
1432.99879,0.9999980859018319
1433.059055,0.9999979787020429
1433.11932,0.9999980518018977
1433.179585,0.9999981050017955
1433.23985,0.9999980466019078
1433.300115,0.9999980264019476
1433.36038,0.9999979316021391
1433.420645,0.9999981072017914
1433.48091,0.999998033801933
1433.541175,0.9999980199019604
1433.60144,0.9999980289019427
1433.661705,0.9999980113019774
1433.72197,0.9999980382019243
1433.782235,0.9999980733018561
1433.8425,0.9999980511018991
1433.902765,0.9999979954020092
1433.96303,0.9999980101019799
1434.023295,0.9999980274019455
1434.08356,0.9999979671020663
1434.143825,0.9999979744020515
1434.20409,0.9999980024019952
1434.264355,0.999997979602041
1434.32462,0.999997925902151
1434.384885,0.9999979879020243
1434.44515,0.9999980061019879
1434.505415,0.9999979362021296
1434.56568,0.9999979522020968
1434.625945,0.999997867402274
1434.68621,0.9999979696020612
1434.746475,0.9999978762022552
1434.80674,0.9999978911022237
1434.867005,0.9999978525023059
1434.92727,0.9999979597020814
1434.987535,0.9999978969022115
1435.0478,0.9999978332023475
1435.108065,0.9999979380021259
1435.16833,0.9999978699022687
1435.228595,0.9999979080021882
1435.28886,0.9999977517025275
1435.349125,0.999997844102324
1435.40939,0.9999978248023658
1435.469655,0.9999978084024016
1435.52992,0.9999978205023751
1435.590185,0.9999978340023458
1435.65045,0.9999977754024745
1435.710715,0.9999977804024633
1435.77098,0.9999977593025103
1435.831245,0.9999977643024992
1435.89151,0.9999977362025624
1435.951775,0.9999977817024605
1436.01204,0.9999977573025148
1436.072305,0.9999978605022888
1436.13257,0.9999977040026358
1436.192835,0.9999978653022785
1436.2531,0.999997687402674
1436.313365,0.9999977875024476
1436.37363,0.999997700902643
1436.433895,0.9999977467025387
1436.49416,0.9999975564029856
1436.554425,0.9999976603027371
1436.61469,0.9999976855026784
1436.674955,0.9999976923026628
1436.73522,0.9999976931026608
1436.795485,0.9999976426027787
1436.85575,0.9999975759029381
1436.916015,0.9999977265025844
1436.97628,0.9999976842026814
1437.036545,0.999997595402891
1437.09681,0.9999976444027744
1437.157075,0.9999976525027554
1437.21734,0.9999977155026095
1437.277605,0.9999976079028611
1437.33787,0.9999977354025642
1437.398135,0.9999975916029001
1437.4584,0.9999976258028184
1437.518665,0.9999976062028652
1437.57893,0.9999976221028272
1437.639195,0.9999975525029952
1437.69946,0.9999976547027503
1437.759725,0.9999976256028189
1437.81999,0.9999976254028193
1437.880255,0.9999975549029892
1437.94052,0.9999975530029939
1438.000785,0.9999975339030408
1438.06105,0.9999974476032574
1438.121315,0.9999975324030446
1438.18158,0.9999975193030769
1438.241845,0.9999975555029877
1438.30211,0.9999975079031053
1438.362375,0.9999975424030199
1438.42264,0.999997509203102
1438.482905,0.9999975639029672
1438.54317,0.9999974871031573
1438.603435,0.9999974937031407
1438.6637,0.9999974587032291
1438.723965,0.9999974782031797
1438.78423,0.9999975087031033
1438.844495,0.9999975129030928
1438.90476,0.9999974943031392
1438.965025,0.9999975051031122
1439.02529,0.9999975273030571
1439.085555,0.9999975282030549
1439.14582,0.9999974396032778
1439.206085,0.9999974306033009
1439.26635,0.9999974806031737
1439.326615,0.9999975126030936
1439.38688,0.9999975361030354
1439.447145,0.9999974490032538
1439.50741,0.9999974555032373
1439.567675,0.9999975246030638
1439.62794,0.999997501203122
1439.688205,0.9999974341032919
1439.74847,0.9999974934031415
1439.808735,0.9999974772031822
1439.869,0.9999974396032778
1439.929265,0.9999975451030133
1439.98953,0.9999975257030611
1440.049795,0.9999974596032268
1440.11006,0.9999975252030623
1440.170325,0.9999974575032321
1440.23059,0.999997498803128
1440.290855,0.9999974963031343
1440.35112,0.9999974295033037
1440.411385,0.9999974236033189
1440.47165,0.9999974045033683
1440.531915,0.9999974344032911
1440.59218,0.9999974346032906
1440.652445,0.9999974482032559
1440.71271,0.999997454803239
1440.772975,0.9999973810034296
1440.83324,0.9999975125030939
1440.893505,0.9999974884031541
1440.95377,0.9999974389032796
1441.014035,0.999997457203233
1441.0743,0.9999974889031528
1441.134565,0.9999974037033704
1441.19483,0.9999974377032826
1441.255095,0.9999975211030725
1441.31536,0.9999974476032574
1441.375625,0.9999974265033115
1441.43589,0.9999974585032296
1441.496155,0.9999974515032474
1441.55642,0.9999975163030844
1441.616685,0.9999974949031377
1441.67695,0.9999974683032048
1441.737215,0.9999974322032968
1441.79748,0.9999973983033844
1441.857745,0.9999974498032518
1441.91801,0.9999974909031478
1441.978275,0.999997559502978
1442.03854,0.9999974473032581
1442.098805,0.999997550902999
1442.15907,0.9999975049031128
1442.219335,0.9999975600029768
1442.2796,0.99999752210307
1442.339865,0.9999975611029741
1442.40013,0.9999974775031815
1442.460395,0.9999975841029183
1442.52066,0.9999974930031426
1442.580925,0.9999975559029868
1442.64119,0.9999975905029028
1442.701455,0.9999976041028702
1442.76172,0.9999975891029063
1442.821985,0.9999975616029729
1442.88225,0.999997649702762
1442.942515,0.999997600402879
1443.00278,0.9999975708029505
1443.063045,0.9999976545027507
1443.12331,0.9999976471027681
1443.183575,0.9999976733027067
1443.24384,0.9999976764026995
1443.304105,0.999997774702476
1443.36437,0.9999977683024902
1443.424635,0.9999976407027832
1443.4849,0.9999976826026852
1443.545165,0.9999977051026333
1443.60543,0.9999977001026448
1443.665695,0.9999976748027033
1443.72596,0.9999977405025526
1443.786225,0.9999977228025928
1443.84649,0.9999977767024715
1443.906755,0.9999978629022837
1443.96702,0.9999977596025097
1444.027285,0.9999977823024591
1444.08755,0.9999977436025457
1444.147815,0.9999978424023276
1444.20808,0.9999978939022178
1444.268345,0.9999978211023738
1444.32861,0.9999978396023337
1444.388875,0.9999979731020542
1444.44914,0.9999979460021095
1444.509405,0.9999980042019916
1444.56967,0.9999979313021398
1444.629935,0.9999979281021464
1444.6902,0.9999979652020702
1444.750465,0.9999979593020822
1444.81073,0.9999979085021872
1444.870995,0.9999980444019122
1444.93126,0.9999980545018925
1444.991525,0.9999981375017345
1445.05179,0.9999980252019499
1445.112055,0.9999981295017494
1445.17232,0.9999980534018946
1445.232585,0.9999981218017638
1445.29285,0.9999981122017819
1445.353115,0.9999981554017012
1445.41338,0.9999982087016044
1445.473645,0.9999981781016597
1445.53391,0.9999981877016422
1445.594175,0.9999982755014869
1445.65444,0.9999981902016377
1445.714705,0.9999982044016121
1445.77497,0.9999982164015906
1445.835235,0.9999983056014355
1445.8955,0.9999983350013861
1445.955765,0.9999982523015273
1446.01603,0.9999983009014435
1446.076295,0.9999984374012209
1446.13656,0.9999983392013791
1446.196825,0.9999983625013407
1446.25709,0.9999982891014636
1446.317355,0.9999983365013836
1446.37762,0.9999983093014292
1446.437885,0.999998362301341
1446.49815,0.9999983489013631
1446.558415,0.9999984469012061
1446.61868,0.9999984270012372
1446.678945,0.999998518101098
1446.73921,0.9999984295012332
1446.799475,0.999998480101155
1446.85974,0.9999984999011251
1446.920005,0.999998495401132
1446.98027,0.9999984869011448
1447.040535,0.9999984626011817
1447.1008,0.9999984981011278
1447.161065,0.9999985761010137
1447.22133,0.9999986078009692
1447.281595,0.999998635400931
1447.34186,0.9999985976009833
1447.402125,0.9999985814010062
1447.46239,0.9999986149009592
1447.522655,0.9999985951009869
1447.58292,0.999998562601033
1447.643185,0.9999986622008948
1447.70345,0.9999985878009972
1447.763715,0.9999985349010733
1447.82398,0.999998624500946
1447.884245,0.9999986760008764
1447.94451,0.9999985718010199
1448.004775,0.9999986014009781
1448.06504,0.9999986918008557
1448.125305,0.9999986629008939
1448.18557,0.9999987617007667
1448.245835,0.9999988069007117
1448.3061,0.9999987715007546
1448.366365,0.9999988091007092
1448.42663,0.999998849400662
1448.486895,0.9999988500006612
1448.54716,0.9999987922007294
1448.607425,0.9999987799007444
1448.66769,0.9999987804007437
1448.727955,0.9999988487006627
1448.78822,0.9999989282005743
1448.848485,0.9999988877006186
1448.90875,0.9999988844006222
1448.969015,0.9999988637006456
1449.02928,0.9999988565006538
1449.089545,0.9999988122007054
1449.14981,0.9999988411006715
1449.210075,0.9999988108007071
1449.27034,0.9999988667006422
1449.330605,0.9999988286006861
1449.39087,0.9999989559005451
1449.451135,0.9999989663005343
1449.5114,0.9999989609005399
1449.571665,0.9999988888006174
1449.63193,0.9999989242005787
1449.692195,0.9999990045404955
1449.75246,0.9999989340005682
1449.812725,0.9999989315005708
1449.87299,0.9999989789005214
1449.933255,0.9999989952005048
1449.99352,0.999998987000513
1450.053785,0.9999989959005041
1450.11405,0.9999989975005025
1450.174315,0.9999990034904965
1450.23458,0.9999989695005309
1450.294845,0.9999991006704044
1450.35511,0.9999989821005181
1450.415375,0.9999989866005135
1450.47564,0.9999989566005444
1450.535905,0.9999990327004679
1450.59617,0.9999989383005636
1450.656435,0.9999990287904716
1450.7167,0.9999990742004286
1450.776965,0.9999990847204189
1450.83723,0.9999990361004646
1450.897495,0.9999990300804704
1450.95776,0.999999024300476
1451.018025,0.9999989828005174
1451.07829,0.9999991063603993
1451.138555,0.9999989884005117
1451.19882,0.9999989982005018
1451.259085,0.9999990730204297
1451.31935,0.9999990568604448
1451.379615,0.9999989957005043
1451.43988,0.9999989894005107
1451.500145,0.9999990203104799
1451.56041,0.9999990132404869
1451.620675,0.999999079170424
1451.68094,0.9999991186903884
1451.741205,0.9999989009006041
1451.80147,0.9999990063104937
1451.861735,0.9999990409304599
1451.922,0.9999990903604137
1451.982265,0.9999990135304866
1452.04253,0.9999990384704622
1452.102795,0.9999990123404877
1452.16306,0.9999989958005042
1452.223325,0.9999990998304051
1452.28359,0.9999990712104313
1452.343855,0.9999990175904826
1452.40412,0.9999989909005091
1452.464385,0.9999990035304964
1452.52465,0.9999990406504602
1452.584915,0.9999990570704446
1452.64518,0.9999990739304288
1452.705445,0.9999990812104221
1452.76571,0.9999990512404501
1452.825975,0.9999990961904084
1452.88624,0.9999990756504272
1452.946505,0.9999989183005851
1453.00677,0.9999990777604253
1453.067035,0.9999990016904983
1453.1273,0.9999989850005151
1453.187565,0.9999990167604834
1453.24783,0.9999990517804496
1453.308095,0.9999989959005041
1453.36836,0.9999989609005399
1453.428625,0.9999990639604381
1453.48889,0.9999990660804361
1453.549155,0.9999989855005146
1453.60942,0.999999090020414
1453.669685,0.9999990096904904
1453.72995,0.9999990136704864
1453.790215,0.9999989947005054
1453.85048,0.9999989760005243
1453.910745,0.9999989969005031
1453.97101,0.9999990393904614
1454.031275,0.9999990703804321
1454.09154,0.9999990134104867
1454.151805,0.9999990590604427
1454.21207,0.9999990667804355
1454.272335,0.9999990062804938
1454.3326,0.9999990230604772
1454.392865,0.9999989364005656
1454.45313,0.9999990094004907
1454.513395,0.9999989968005032
1454.57366,0.9999989530005481
1454.633925,0.999998968600532
1454.69419,0.9999989890005111
1454.754455,0.9999989720005283
1454.81472,0.9999989799005203
1454.874985,0.9999989705005299
1454.93525,0.9999988993006058
1454.995515,0.9999989692005313
1455.05578,0.9999989575005434
1455.116045,0.9999989816005186
1455.17631,0.9999989120005919
1455.236575,0.9999989918005082
1455.29684,0.999998850200661
1455.357105,0.9999988273006876
1455.41737,0.9999988926006131
1455.477635,0.9999989263005764
1455.5379,0.9999989800005202
1455.598165,0.9999989341005681
1455.65843,0.9999988659006431
1455.718695,0.9999989356005665
1455.77896,0.9999988361006773
1455.839225,0.9999989534005477
1455.89949,0.9999988680006408
1455.959755,0.9999989357005664
1456.02002,0.9999988774006301
1456.080285,0.9999988834006234
1456.14055,0.9999989172005862
1456.200815,0.9999988333006806
1456.26108,0.9999988690006396
1456.321345,0.9999989014006034
1456.38161,0.9999988322006819
1456.441875,0.9999988083007101
1456.50214,0.9999987993007209
1456.562405,0.9999987400007938
1456.62267,0.9999987837007397
1456.682935,0.9999988001007198
1456.7432,0.9999988242006913
1456.803465,0.9999987468007853
1456.86373,0.9999987311008051
1456.923995,0.9999986081009687
1456.98426,0.9999987841007392
1457.044525,0.9999987269008104
1457.10479,0.9999987174008226
1457.165055,0.999998757400772
1457.22532,0.9999987346008006
1457.285585,0.9999988095007086
1457.34585,0.9999988215006944
1457.406115,0.9999987890007332
1457.46638,0.99999868850086
1457.526645,0.9999987296008069
1457.58691,0.9999987888007335
1457.647175,0.9999988118007059
1457.70744,0.9999987897007324
1457.767705,0.999998699200846
1457.82797,0.9999987943007268
1457.888235,0.9999987877007348
1457.9485,0.999998693100854
1458.008765,0.9999987203008188
1458.06903,0.9999987348008004
1458.129295,0.9999986710008831
1458.18956,0.9999986649008913
1458.249825,0.9999986584009
1458.31009,0.9999985827010044
1458.370355,0.9999987563007734
1458.43062,0.9999986823008682
1458.490885,0.9999986525009079
1458.55115,0.9999986820008686
1458.611415,0.9999986072009699
1458.67168,0.9999985880009968
1458.731945,0.9999985772010122
1458.79221,0.9999986041009743
1458.852475,0.9999985758010141
1458.91274,0.999998615100959
1458.973005,0.9999985984009823
1459.03327,0.9999985518010487
1459.093535,0.999998542601062
1459.1538,0.9999985754010148
1459.214065,0.9999985280010834
1459.27433,0.999998475501162
1459.334595,0.9999985089011116
1459.39486,0.9999985598010371
1459.455125,0.9999984846011483
1459.51539,0.9999985598010371
1459.575655,0.9999985506010504
1459.63592,0.9999985605010361
1459.696185,0.9999985203010947
1459.75645,0.9999984869011448
1459.816715,0.9999984037012741
1459.87698,0.9999984711011688
1459.937245,0.9999984811011535
1459.99751,0.99999842520124
1460.057775,0.9999983256014018
1460.11804,0.999998434801225
1460.178305,0.9999984292012337
1460.23857,0.9999984895011408
1460.298835,0.999998404401273
1460.3591,0.999998391901293
1460.419365,0.9999984232012431
1460.47963,0.999998441201215
1460.539895,0.999998486701145
1460.60016,0.9999983158014183
1460.660425,0.9999984154012554
1460.72069,0.9999983764013181
1460.780955,0.9999983787013144
1460.84122,0.9999983978012835
1460.901485,0.999998445001209
1460.96175,0.9999983965012856
1461.022015,0.9999984166012535
1461.08228,0.9999983730013235
1461.142545,0.9999983495013621
1461.20281,0.9999983400013778
1461.263075,0.999998401201278
1461.32334,0.9999983027014404
1461.383605,0.9999983360013844
1461.44387,0.9999983403013774
1461.504135,0.9999982534015253
1461.5644,0.9999983531013561
1461.624665,0.9999982991014466
1461.68493,0.9999982935014561
1461.745195,0.9999983313013923
1461.80546,0.9999983309013929
1461.865725,0.9999982874014665
1461.92599,0.9999982607015125
1461.986255,0.9999981881016415
1462.04652,0.9999982070016075
1462.106785,0.9999982556015214
1462.16705,0.999998284201472
1462.227315,0.9999983907012949
1462.28758,0.9999982898014624
1462.347845,0.9999982783014821
1462.40811,0.9999982320015629
1462.468375,0.9999982584015166
1462.52864,0.9999983575013489
1462.588905,0.9999981392017313
1462.64917,0.9999982715014939
1462.709435,0.9999982313015642
1462.7697,0.9999982557015213
1462.829965,0.9999982974014494
1462.89023,0.9999982522015274
1462.950495,0.999998217301589
1463.01076,0.9999981273017535
1463.071025,0.9999981899016382
1463.13129,0.999998230801565
1463.191555,0.9999982489015332
1463.25182,0.9999982562015204
1463.312085,0.9999982148015935
1463.37235,0.9999982379015525
1463.432615,0.99999826220151
1463.49288,0.9999982551015223
1463.553145,0.999998213401596
1463.61341,0.9999981847016477
1463.673675,0.9999981890016398
1463.73394,0.999998222901579
1463.794205,0.9999981964016265
1463.85447,0.9999982444015411
1463.914735,0.9999981704016737
1463.975,0.9999982499015314
1464.035265,0.9999981718016712
1464.09553,0.9999981836016496
1464.155795,0.9999983272013991
1464.21606,0.9999981710016727
1464.276325,0.9999982638015072
1464.33659,0.9999982637015074
1464.396855,0.999998238201552
1464.45712,0.9999982729014915
1464.517385,0.9999981293017498
1464.57765,0.9999981955016282
1464.637915,0.9999982128015971
1464.69818,0.999998234201559
1464.758445,0.9999981922016341
1464.81871,0.999998207201607
1464.878975,0.9999982151015929
1464.93924,0.9999980187019628
1464.999505,0.9999983329013896
1465.05977,0.9999982051016109
1465.120035,0.9999982276015708
1465.1803,0.9999982014016174
1465.240565,0.9999982042016125
1465.30083,0.9999982420015453
1465.361095,0.9999983045014373
1465.42136,0.9999981938016311
1465.481625,0.9999982317015634
1465.54189,0.999998255301522
1465.602155,0.9999982480015348
1465.66242,0.9999982375015533
1465.722685,0.9999983485013637
1465.78295,0.9999982964014511
1465.843215,0.9999983031014398
1465.90348,0.9999982624015096
1465.963745,0.9999983032014396
1466.02401,0.9999983511013595
1466.084275,0.9999983616013421
1466.14454,0.9999982567015195
1466.204805,0.9999982966014508
1466.26507,0.9999983138014217
1466.325335,0.9999983093014292
1466.3856,0.9999982315015638
1466.445865,0.9999983754013196
1466.50613,0.9999982582015169
1466.566395,0.9999981951016288
1466.62666,0.9999983117014252
1466.686925,0.9999983791013136
1466.74719,0.9999983595013456
1466.807455,0.9999983455013687
1466.86772,0.9999984080012673
1466.927985,0.9999983069014333
1466.98825,0.9999982618015106
1467.048515,0.9999983468013666
1467.10878,0.9999983131014228
1467.169045,0.9999983296013951
1467.22931,0.9999983496013619
1467.289575,0.9999983469013664
1467.34984,0.9999983642013379
1467.410105,0.9999983898012964
1467.47037,0.9999983634013392
1467.530635,0.9999983239014046
1467.5909,0.999998323701405
1467.651165,0.9999983738013223
1467.71143,0.9999983350013861
1467.771695,0.9999983674013327
1467.83196,0.9999984773011593
1467.892225,0.9999983853013036
1467.95249,0.9999984021012767
1468.012755,0.9999983360013844
1468.07302,0.9999983726013242
1468.133285,0.9999983737013224
1468.19355,0.9999983296013951
1468.253815,0.9999983043014377
1468.31408,0.9999984533011962
1468.374345,0.9999983625013407
1468.43461,0.999998471601168
1468.494875,0.9999983428013731
1468.55514,0.9999984305012317
1468.615405,0.9999983837013062
1468.67567,0.9999984458012078
1468.735935,0.9999984308012312
1468.7962,0.9999984133012588
1468.856465,0.9999983889012978
1468.91673,0.9999984216012456
1468.976995,0.9999984474012052
1469.03726,0.9999984248012407
1469.097525,0.9999984763011608
1469.15779,0.9999984371012214
