nu,[0]Ethylvinylether-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
597.041341,0.9747707147487698
597.159943,0.9749354649205597
597.278546,0.9748340769044762
597.397148,0.974861372640768
597.51575,0.9760846156151071
597.634353,0.9761373256075072
597.752955,0.9758689247497746
597.871557,0.9764087295074203
597.99016,0.9760104360031813
598.108762,0.9768208609448895
598.227365,0.9768384438786325
598.345967,0.9771276308555817
598.464569,0.9770455555817996
598.583172,0.9773201439607785
598.701774,0.9770523949246264
598.820376,0.9779516967433628
598.938979,0.9779741898910581
599.057581,0.9780631895917632
599.176184,0.9783243673290606
599.294786,0.9785660432935437
599.413388,0.9779663661288341
599.531991,0.9775214926486372
599.650593,0.9780270019232243
599.769195,0.9788978334174688
599.887798,0.97897419042636
600.0064,0.9788625937297839
600.125003,0.9791141937455897
600.243605,0.9791122355191604
600.362207,0.978340020644164
600.48081,0.978433945794481
600.599412,0.9798674221397785
600.718014,0.9796058324618432
600.836617,0.9796616715856934
600.955219,0.97908873710749
601.073821,0.9800428341072442
601.192424,0.9795176719042062
601.311026,0.9792904501630656
601.429629,0.9799889332336559
601.548231,0.980059494977041
601.666833,0.980192792132359
601.785436,0.9796146489540095
601.904038,0.9799281758032953
602.02264,0.9793658584309092
602.141243,0.97952158998273
602.259845,0.979138671906409
602.378448,0.9797900156710252
602.49705,0.9796166081852666
602.615652,0.9790750299611208
602.734255,0.9789409058697262
602.852857,0.978671734133422
602.971459,0.9791220266904714
603.090062,0.9786159514343985
603.208664,0.9786188872866566
603.327267,0.978969295567645
603.445869,0.9788332282924558
603.564471,0.9777179942164056
603.683074,0.9782011062243897
603.801676,0.978741222293346
603.920278,0.9779859256517512
604.038881,0.9785122236412166
604.157483,0.9783674145482549
604.276086,0.9780367822421451
604.394688,0.9782304526977714
604.51329,0.9782421915336367
604.631893,0.9781257876390133
604.750495,0.978198171625473
604.869097,0.9781512192401012
604.9877,0.9789418848111215
605.106302,0.9781394814958969
605.224904,0.9782236051085691
605.343507,0.9777414597298518
605.462109,0.9785826790576834
605.580712,0.9781336126766145
605.699314,0.9791073399702217
605.817916,0.9786482462936581
605.936519,0.9792914294540054
