nu,[0]CFC-10-HITRAN(x-sec)-X=0.01-T=207.9K-P=0.2624atm-L=15cm
828.499756,0.9949592474490073
828.618958,0.9996755926314533
828.73816,0.9949634262866222
828.857362,1.0
828.976564,1.0
829.095766,0.9929336846468679
829.214968,1.0
829.33417,0.9984319307073778
829.453372,0.9919762634076754
829.572574,0.9983011446911262
829.691776,0.9917141187252027
829.810978,0.9999992217203029
829.93018,0.9927395850853697
830.049382,1.0
830.168584,0.9906425559290865
830.287786,1.0
830.406988,0.9885599408704737
830.52619,0.9991856417697954
830.645392,1.0
830.764594,1.0
830.883796,1.0
831.002998,1.0
831.1222,0.9906231395252716
831.241402,1.0
831.360604,0.9969809664749227
831.479806,1.0
831.599008,0.9998592699034092
831.71821,1.0
831.837412,0.9981179732375702
831.956614,0.9914003900125375
832.075816,0.9921785479899966
832.195018,0.999624640465024
832.31422,0.999866368929427
832.433422,0.9933701749129801
832.552624,1.0
832.671826,1.0
832.791028,1.0
832.91023,0.9964520090472826
833.029432,1.0
833.148634,1.0
833.267836,1.0
833.387038,0.9989513502178736
833.50624,1.0
833.625442,1.0
833.744644,0.9878118841704184
833.863846,0.9967671369916458
833.983048,0.9897360376911725
834.10225,1.0
834.221452,0.9997745854096873
834.340654,1.0
834.459856,0.9996484718005211
834.579058,1.0
834.69826,0.9977087289780165
834.817462,1.0
834.936664,0.9851030736355032
835.055866,1.0
835.175068,1.0
835.29427,1.0
835.413472,1.0
835.532674,0.9996383853983265
835.651876,0.9950277030000758
835.771078,1.0
835.89028,1.0
836.009482,1.0
836.128684,1.0
836.247886,1.0
836.367088,0.9963740895468673
836.48629,0.9993278160169425
836.605492,1.0
836.724694,0.9866074885024732
836.843896,1.0
836.963098,1.0
837.0823,1.0
837.201502,1.0
837.320704,1.0
837.439906,0.9914234899107376
837.559108,1.0
837.67831,1.0
837.797512,0.9898518435820949
837.916714,0.9880450352858322
838.035916,0.9964748280595666
838.155118,0.9950699925761004
838.27432,0.9889554439421628
838.393522,0.9995603966538782
838.512724,1.0
838.631926,0.9989906097773825
838.751128,0.9977051372330574
838.87033,1.0
838.989532,0.9935361809386253
839.108734,1.0
839.227936,0.9979781467045971
839.347138,0.9974381870578602
839.46634,0.9964216177244767
839.585542,1.0
839.704744,1.0
839.823946,1.0
839.943148,0.994807428251946
840.06235,0.9991354239614242
840.181552,1.0
840.300754,1.0
840.419956,1.0
840.539158,1.0
840.65836,1.0
840.777562,1.0
840.896764,1.0
841.015966,1.0
841.135168,1.0
841.25437,0.993103490824957
841.373572,1.0
841.492774,1.0
841.611976,1.0
841.731178,1.0
841.85038,0.9880885102238264
841.969582,0.9994980160361305
842.088784,0.9865561862469413
842.207986,1.0
842.327188,1.0
842.44639,1.0
842.565592,1.0
842.684794,0.9986879614761531
842.803996,1.0
842.923198,0.9928482960217517
843.0424,0.9956098649402231
843.161602,1.0
843.280804,0.9889346760959032
843.400006,0.9996271095409353
843.519208,0.9968522645400395
843.63841,1.0
843.757612,1.0
843.876814,0.9956654215207009
843.996016,0.9979200660666218
844.115218,1.0
844.23442,0.9999264377058382
844.353622,1.0
844.472824,0.9954464987659476
844.592026,1.0
844.711228,1.0
844.83043,1.0
844.949632,0.9997935513134636
845.068834,0.9980620801960887
845.188036,1.0
845.307238,0.9971720063291329
845.42644,1.0
845.545642,0.9998993750630286
845.664844,1.0
845.784046,1.0
845.903248,0.9883078902233751
846.02245,1.0
846.141652,1.0
846.260854,1.0
846.380056,0.995706344210481
846.499258,1.0
846.61846,1.0
846.737662,1.0
846.856864,1.0
846.976066,0.991798418007963
847.095268,1.0
847.21447,1.0
847.333672,0.9967130140055596
847.452874,1.0
847.572076,0.9998790973093195
847.691278,0.9889603887317445
847.81048,1.0
847.929682,1.0
848.048884,1.0
848.168086,1.0
848.287288,0.9942096291933306
848.40649,0.9882802179898619
848.525692,0.9939470930996778
848.644894,0.9964965514476023
848.764096,1.0
848.883298,1.0
849.0025,0.998286869086828
849.121702,0.9978012208641255
849.240904,0.998739594978476
849.360106,1.0
849.479308,1.0
849.59851,1.0
849.717712,1.0
849.836914,0.9921616810980498
849.956116,1.0
850.075318,0.9957565290748771
850.19452,0.9950364592823898
850.313722,0.9877684214037028
850.432924,0.9979196668986752
850.552126,0.9986674885827906
850.671328,1.0
850.79053,1.0
850.909732,0.996126919797926
851.028934,0.9936026507325199
851.148136,0.9986193539698945
851.267338,0.9953070464803312
851.38654,1.0
851.505742,0.9940177652503623
851.624944,1.0
851.744146,0.9898251179431159
851.863348,0.997642283789316
851.98255,0.9971685162332184
852.101752,0.9877773113595002
852.220954,1.0
852.340156,1.0
852.459358,0.9995272817664882
852.57856,0.9938576418866638
852.697762,1.0
852.816964,1.0
852.936166,0.9990586133826664
853.055368,0.9957992479462876
853.17457,0.9950809384062207
853.293772,1.0
853.412974,1.0
853.532176,1.0
853.651378,0.9958652716250873
853.77058,1.0
853.889782,1.0
854.008984,1.0
854.128186,1.0
854.247388,1.0
854.36659,0.9968993170773569
854.485792,1.0
854.604994,1.0
854.724196,1.0
854.843398,0.9901748849399871
854.9626,1.0
855.081802,1.0
855.201004,1.0
855.320206,1.0
855.439408,0.9998287946573077
855.55861,0.999985878099715
855.677812,0.9935866538586182
855.797014,1.0
855.916216,0.9978759589744756
856.035418,0.9957012661210746
856.15462,0.9986051736757484
856.273822,1.0
856.393024,1.0
856.512226,1.0
856.631428,1.0
856.75063,0.997129228567651
856.869832,0.9970456726393393
856.989034,0.9967551758577688
857.108236,0.9990421690132277
857.227438,1.0
857.34664,1.0
857.465842,1.0
857.585044,1.0
857.704246,1.0
857.823448,0.9974604301774416
857.94265,1.0
858.061852,1.0
858.181054,0.9942806182951358
858.300256,1.0
858.419458,1.0
858.53866,0.9990226179492879
858.657862,1.0
858.777064,1.0
858.896266,0.999988169069986
859.015468,1.0
859.13467,1.0
859.253872,1.0
859.373074,0.9991562061943771
859.492276,1.0
859.611478,0.9998909159500977
859.73068,1.0
859.849882,1.0
859.969084,1.0
