nu,[0]Pentane-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
623.48967,0.9948630395415063
623.608272,0.9949110925867879
623.726875,0.9950044196242421
623.845477,0.9951868206509027
623.964079,0.9951191502479182
624.082682,0.9951709973062502
624.201284,0.9951114878599615
624.319886,0.9952501165454841
624.438489,0.9949698935699117
624.557091,0.9952946052200082
624.675694,0.9953386977476617
624.794296,0.9950160612440551
624.912898,0.9951434314514137
625.031501,0.99525947194055
625.150103,0.9953539265462373
625.268705,0.9951520892369287
625.387308,0.9951988624842855
625.50591,0.9955503292504345
625.624512,0.9954779553723203
625.743115,0.9951828399115815
625.861717,0.9951851288347456
625.98032,0.9948537873582614
626.098922,0.9955376858415389
626.217524,0.9949452186225217
626.336127,0.995880010540175
626.454729,0.9954076771095229
626.573331,0.9955073224051655
626.691934,0.9951301961317904
626.810536,0.9953871719225786
626.929139,0.9955428626509649
627.047741,0.9958088076649545
627.166343,0.9956098649402231
627.284946,0.9955039376860233
627.403548,0.9955247439357455
627.52215,0.9955146891866083
627.640753,0.9953465609544335
627.759355,0.9952405621902263
627.877958,0.9957251632382258
627.99656,0.9953990171004031
628.115162,0.995551225246134
628.233765,0.9955461479478324
628.352367,0.9953332233998786
628.470969,0.9951255190308599
628.589572,0.9956117566007635
628.708174,0.995507720608174
628.826777,0.9957473681569499
628.945379,0.995874632802638
629.063981,0.9955247439357455
629.182584,0.9952684293161056
629.301186,0.9953343182670266
629.419788,0.9955889573525898
629.538391,0.9953733361370478
629.656993,0.9956161373021302
629.775596,0.9953611926564223
629.894198,0.9959185518423523
630.0128,0.9952098097319826
630.131403,0.9956020992135629
630.250005,0.9950801423417884
630.368607,0.995630673403848
630.48721,0.9960374716168116
630.605812,0.9956748803871349
630.724414,0.9955815900215645
630.843017,0.9955531167952589
630.961619,0.9955870657353678
631.080222,0.9951696040678293
631.198824,0.9954917926120687
631.317426,0.995780427518355
631.436029,0.9958741348654461
631.554631,0.9950811374224283
631.673233,0.9953025676086995
631.791836,0.9953643778173351
631.910438,0.995524644383276
632.029041,0.9950372553118756
632.147643,0.995667313286799
632.266245,0.995576213895494
