nu,[0]Isobutene-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
630.854912,0.9999960053079788
631.095966,0.9998074785346363
631.33702,0.9999874260790524
631.578074,0.9998961353943017
631.819128,0.9998008498330277
632.060182,0.9999185673158211
632.301236,0.9998516710018338
632.54229,0.9997487615656626
632.783344,0.9998680787023797
633.024398,0.9996620071324632
633.265452,0.9998411526175817
633.506506,0.9998700384457345
633.74756,1.0
633.988614,1.0
634.229668,0.9998407626796082
634.470722,1.0
634.711776,0.9999999188450033
634.95283,0.9999834281373148
635.193884,0.9998131674553741
635.434938,0.9999009099097473
635.675992,0.9999292575023685
635.917046,0.9998449720180796
636.1581,0.9998412526017019
636.399154,0.9998869763876498
636.640208,0.9998355135293832
636.881262,0.9999917027344225
637.122316,0.9999929625247631
637.36337,0.9998633493375524
637.604424,0.9999517061661848
637.845478,0.9998539506662425
638.086532,0.9998735080007877
638.327586,0.9998373132349272
638.56864,0.9997788244629162
638.809694,0.9998050290093144
639.050748,0.9998476416077189
639.291802,0.9999795782085277
639.532856,0.9999239028955316
639.77391,0.9998271749359723
640.014964,0.9998455819236987
640.256018,0.9998062487721939
640.497072,0.9998250153116068
640.738126,0.9996931370920562
640.97918,0.99999081634217
641.220234,0.99982735490488
641.461288,0.999875197788444
641.702342,0.9996608075387744
641.943396,0.9998967553300978
642.18445,0.9999631536788424
642.425504,0.9999309443844487
642.666558,0.9999847671160216
642.907612,0.9999092831150255
643.148666,0.9997470919866248
643.38972,0.9997890522526055
643.630774,0.999979152217318
643.871828,0.9998318941313753
644.112882,1.0
644.353936,0.9995985905863248
644.59499,0.9999423036644975
644.836044,0.9998756977261679
645.077098,0.9998826168899364
645.318152,1.0
645.559206,0.9999968553049445
645.80026,0.9999941159173112
646.041314,0.9999963314067293
646.282368,0.9999822581573884
646.523422,0.999826355078025
646.764476,0.9999698214553815
647.00553,0.9998748978259296
647.246584,0.9998830868348768
647.487638,0.999858849962604
647.728692,1.0
647.969746,0.9997102319908615
648.2108,0.9998505011760631
648.451854,0.999771916015108
648.692908,0.9999879170729992
648.933962,0.9999977328025701
649.175016,0.9999496722664829
649.41607,0.9999878720735439
649.657124,0.9999986242009464
649.898178,0.9999531790961327
650.139232,0.9996978456578206
650.380286,0.9999908495418657
650.62134,0.9998218458713318
650.862394,0.9998982351783908
651.103448,0.9998093181820892
651.344502,0.9999913435374674
651.585556,1.0
651.82661,0.9997818338017069
652.067664,0.9998127475339319
652.308718,0.9999883160682577
652.549772,0.9999962336070929
652.790826,0.9998986851326979
653.03188,0.9999586458551062
653.272934,0.99995880784842
653.513988,0.9999228869733623
653.755042,0.9999876650760758
653.996096,0.999761158527167
654.23715,0.9999564449485489
654.478204,0.9997162602617357
654.719258,0.9998076984923057
654.960312,0.9998622294912283
655.201366,0.9997993501328777
655.44242,0.9997226084801438
655.683474,0.9996535800172635
655.924528,0.9997536403515233
656.165582,0.9998468617268625
656.406636,0.9998997450258659
656.64769,0.9998838367474732
656.888744,0.9998603997450225
657.129798,0.999758539156363
657.370852,0.9998640492421419
657.611906,0.9998653090716377
657.85296,0.9999469364079222
658.094014,0.9995982007429505
658.335068,0.9999930639240547
658.576122,0.9995614561884603
658.817176,0.9998755377460691
659.05823,0.9996248303937236
659.299284,0.999831594181852
659.540338,0.9997463421765871
659.781392,0.9998073285635257
660.022446,0.9997639178717724
660.2635,0.9998771775432956
660.504554,0.9999933204223085
660.745608,0.9997934013444421
660.986662,0.9999913622373057
661.227716,0.9998758077125007
661.46877,0.9998654890474095
661.709824,0.9999718383965454
661.950878,0.9999388778680336
662.191932,0.999959801807969
662.432986,0.9999964097064451
662.67404,0.9998874963290126
662.915094,0.9999270026644351
663.156148,0.9997098720952428
663.397202,0.9997064930815857
663.638256,0.9998219758481802
663.87931,0.9999813391741154
664.120364,0.9996815607125561
664.361418,0.9998267750051822
664.602472,0.9998173866758433
664.843526,0.999827864816961
665.08458,0.9999888810618158
665.325634,0.99999313562356
665.566688,0.9999888560620941
665.807742,0.9999936454201904
666.048796,0.999942197670619
666.28985,0.9999434955964339
666.530904,0.9999748593160322
666.771958,0.9999633606712366
667.013012,0.9998228356954492
667.254066,0.9997812839218495
667.49512,0.999881696998352
667.736174,1.0
667.977228,0.999993260722709
668.218282,0.9999855951037515
668.459336,0.9999487863114658
668.70039,0.9999981434017234
668.941444,0.9998277648341795
669.182498,0.9998515710166717
669.423552,0.9997138209570365
669.664606,0.99993292124988
669.90566,0.9999998655000091
670.146714,1.0
670.387768,0.9999268776735677
670.628822,0.9999562879553993
670.869876,0.9999598008080092
671.11093,1.0
671.351984,1.0
671.593038,0.9998634493238924
671.834092,0.9999807321856268
672.075146,0.9999708664243908
672.3162,0.9999637486570958
672.557254,0.9999862240948887
672.798308,0.9999429996245831
673.039362,0.9999649916128079
673.280416,1.0
673.52147,0.9998524108923441
673.762524,0.9999057604408262
674.003578,1.0
674.244632,0.9999925875274726
674.485686,1.0
674.72674,1.0
674.967794,0.9999464384344718
675.208848,1.0
675.449902,0.999994797713532
675.690956,0.9999940502177
675.93201,0.9999664645623254
676.173064,1.0
676.414118,0.9999993782201934
676.655172,0.999999090120414
676.896226,1.0
677.13728,0.9999919217326294
677.378334,0.9999771742605111
677.619388,0.9999501162442359
677.860442,0.9999382849044549
678.101496,0.9999708974234882
678.34255,0.9999958616085631
678.583604,0.9999827751483494
678.824658,1.0
679.065712,1.0
679.306766,0.9999653466004429
679.54782,0.999946732418768
679.788874,1.0
680.029928,0.9999209491246851
680.270982,1.0
