nu,[0]Trifluoromethylsulfurpentafluoride-PNNL(x-sec)-X=0.01-T=278.15K-P=1.0atm-L=15cm
628.957779,0.9764204464824761
629.077382,0.9770826840183475
629.196984,0.9789291586493392
629.316586,0.9773895361543934
629.436189,0.9791210475689343
629.555791,0.9793325605577896
629.675394,0.9812804289219617
629.794996,0.9799173966526469
629.914598,0.9816602579401289
630.034201,0.9804133603235797
630.153803,0.9821423714759648
630.273405,0.9800065731932133
630.393008,0.9821846045059419
630.51261,0.9825579055783659
630.632213,0.9820981760636527
630.751815,0.9834927626006279
630.871417,0.9828448543792808
630.99102,0.9830345617423477
631.110622,0.9838380291510356
631.230225,0.9828586143035615
631.349827,0.983855738394943
631.469429,0.9833737671757216
631.589032,0.9836668562264396
631.708634,0.9837416177484146
631.828237,0.982067731492088
631.947839,0.9845751998708414
632.067441,0.9850991332310894
632.187044,0.9862691401639742
632.306646,0.9846716929685133
632.426249,0.9846470764838965
632.545851,0.9851365677094028
632.665453,0.9852951874653517
632.785056,0.9856795275299043
632.904658,0.9863105643377625
633.02426,0.985998939438759
633.143863,0.9876864400270006
633.263465,0.9862997149812264
633.383068,0.9855661809017944
633.50267,0.9869706268716039
633.622272,0.9867258885049516
633.741875,0.9858264047215853
633.861477,0.9876439704231824
633.98108,0.9878365797762165
634.100682,0.9865699981302317
634.220284,0.9877160710646646
634.339887,0.9861389612294712
634.459489,0.9866883936335954
634.579092,0.9881804067283985
634.698694,0.9865265900052997
634.818296,0.986842329029651
634.937899,0.987411901359316
635.057501,0.9879393201229186
635.177104,0.9884502168068352
635.296706,0.9877921281302962
635.416308,0.9881349514751677
635.535911,0.9874020272896727
635.655513,0.988792279755328
635.775116,0.9873378482437406
635.894718,0.9883286449069931
636.01432,0.98831283177518
636.133923,0.9880865340487821
636.253525,0.9885638951181457
636.373127,0.9883039369997205
636.49273,0.9886469379730867
636.612332,0.9888624864995005
636.731935,0.9890879728508897
636.851537,0.9878593002788362
636.971139,0.9884808592385115
