nu,[0]PFC-1114-HITRAN(x-sec)-X=0.01-T=293.0K-P=0.9737atm-L=15cm
264.956685,1.0
265.077229,1.0
265.197773,1.0
265.318318,1.0
265.438862,1.0
265.559407,1.0
265.679951,1.0
265.800496,1.0
265.92104,1.0
266.041585,1.0
266.162129,1.0
266.282673,1.0
266.403218,1.0
266.523762,1.0
266.644307,1.0
266.764851,1.0
266.885396,1.0
267.00594,1.0
267.126484,1.0
267.247029,1.0
267.367573,1.0
267.488118,1.0
267.608662,1.0
267.729207,1.0
267.849751,1.0
267.970295,1.0
268.09084,1.0
268.211384,1.0
268.331929,1.0
268.452473,1.0
268.573018,1.0
268.693562,1.0
268.814106,1.0
268.934651,1.0
269.055195,1.0
269.17574,1.0
269.296284,1.0
269.416829,1.0
269.537373,1.0
269.657918,1.0
269.778462,1.0
269.899006,1.0
270.019551,1.0
270.140095,1.0
270.26064,1.0
270.381184,1.0
270.501729,1.0
270.622273,1.0
270.742817,1.0
270.863362,1.0
270.983906,1.0
271.104451,1.0
271.224995,1.0
271.34554,1.0
271.466084,1.0
271.586628,1.0
271.707173,1.0
271.827717,1.0
271.948262,1.0
272.068806,1.0
272.189351,1.0
272.309895,1.0
272.430439,1.0
272.550984,1.0
272.671528,1.0
272.792073,1.0
272.912617,1.0
273.033162,1.0
273.153706,1.0
273.27425,1.0
273.394795,1.0
273.515339,1.0
273.635884,1.0
273.756428,1.0
273.876973,1.0
273.997517,1.0
274.118062,1.0
274.238606,1.0
274.35915,1.0
274.479695,1.0
274.600239,1.0
274.720784,1.0
274.841328,1.0
274.961873,1.0
275.082417,1.0
275.202961,1.0
275.323506,1.0
275.44405,1.0
275.564595,1.0
275.685139,1.0
275.805684,1.0
275.926228,1.0
276.046772,1.0
276.167317,1.0
276.287861,1.0
276.408406,1.0
276.52895,1.0
276.649495,1.0
276.770039,1.0
276.890583,1.0
277.011128,1.0
277.131672,1.0
277.252217,1.0
277.372761,1.0
277.493306,1.0
277.61385,1.0
277.734395,1.0
277.854939,1.0
277.975483,1.0
278.096028,1.0
278.216572,1.0
278.337117,1.0
278.457661,1.0
278.578206,1.0
278.69875,1.0
278.819294,1.0
278.939839,1.0
279.060383,1.0
279.180928,1.0
279.301472,1.0
279.422017,1.0
279.542561,1.0
279.663105,1.0
279.78365,1.0
279.904194,1.0
280.024739,1.0
280.145283,1.0
280.265828,1.0
280.386372,1.0
280.506916,1.0
280.627461,1.0
280.748005,1.0
280.86855,1.0
280.989094,1.0
281.109639,1.0
281.230183,1.0
281.350728,1.0
281.471272,1.0
281.591816,1.0
281.712361,1.0
281.832905,1.0
281.95345,1.0
282.073994,1.0
282.194539,1.0
282.315083,1.0
