nu,[0]Nonafluoropentanal-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
662.43261,0.822711242113737
662.492875,0.8910720416088902
662.55314,0.9515119815974425
662.613405,0.9478357985594713
662.67367,0.9181164909065054
662.733935,0.8987952711299015
662.7942,0.8817470989290965
662.854465,0.8629832475191869
662.91473,0.8637170951206251
662.974995,0.8897275381816153
663.035259,0.9001444756870385
663.095524,0.8678121541603152
663.155789,0.834835983810299
663.216054,0.849141024388735
663.276319,0.898022639475961
