nu,[0]HFC-43-10-mee-PNNL(x-sec)-X=0.01-T=278.08K-P=1.0atm-L=15cm
668.496746,0.1232796410054984
668.7378,0.13951265011557315
668.978854,0.1596933284740155
669.219908,0.17795937234406978
669.460962,0.19829489254317698
669.702016,0.2180785412751548
669.94307,0.24034016619492313
670.184124,0.2632371347519677
670.425178,0.28516138380861705
670.666232,0.30810951223506516
670.907286,0.3280792775352806
671.14834,0.3519732854049686
671.389394,0.37249189492121865
671.630448,0.39166828858988667
671.871502,0.41135034774194373
672.112556,0.4273807401218621
672.35361,0.4460920313190293
672.594664,0.4611001566677325
672.835718,0.4756133712850771
673.076772,0.4883123580110384
673.317826,0.5004688099254336
673.55888,0.5131228442511783
673.799934,0.5229706160271812
674.040988,0.5331619792249215
674.282042,0.5435628172406448
674.523096,0.5523021551202246
674.76415,0.5611202764023199
675.005204,0.5714490220433248
675.246258,0.5801027708601372
675.487312,0.5891526269213017
675.728366,0.5960325495911949
675.96942,0.605458049984583
676.210474,0.611494083065904
676.451528,0.6199230013663377
676.692582,0.6297200017857025
676.933636,0.6388663509008797
677.17469,0.6478021197637197
677.415744,0.6585992814940523
677.656798,0.6715612859136805
677.897852,0.6825974351418241
678.138906,0.6947591779579012
678.37996,0.7075478636152623
678.621014,0.7200461296975452
678.862068,0.7331829628417085
679.103122,0.7480989677003484
679.344176,0.7603244719781459
679.58523,0.7723557647043401
679.826284,0.7853074357278101
680.067338,0.7963631329425789
680.308392,0.8075583228935279
680.549446,0.8187798783969114
680.7905,0.8284987092937133
681.031554,0.8366997453759835
681.272608,0.8453115680495992
681.513662,0.8537217141065162
681.754716,0.8597703158486049
681.99577,0.8669447757676327
682.236824,0.8723714247047274
682.477878,0.8775862832377285
682.718932,0.8822498380425218
682.959986,0.8867519378420813
683.20104,0.8904128922134552
683.442094,0.8941068427888418
683.683148,0.8968111268676774
683.924202,0.899523590228931
684.165256,0.901748159709115
684.40631,0.904168086029999
684.647364,0.9051786060524591
684.888418,0.9064666856378005
685.129472,0.90739719772834
685.370526,0.9076349669405516
685.61158,0.9082469191129854
685.852634,0.9075487457142654
686.093688,0.9074344017761247
686.334742,0.9056747798677844
686.575796,0.9049939684505002
686.81685,0.9023796044007695
687.057904,0.9007117453779114
687.298958,0.8970532985636395
687.540012,0.8931595916672743
687.781066,0.8890427116692589
688.02212,0.884201766270837
688.263174,0.8782798503244144
688.504228,0.8715953595369667
688.745282,0.8652212711197507
688.986336,0.858009592059619
689.22739,0.8515900754797617
689.468444,0.8436310706786427
689.709498,0.8361477057371551
689.950552,0.8284241477651959
690.191606,0.8223493287939763
690.43266,0.8150628925056808
690.673714,0.8090132369045194
690.914768,0.8054050181125093
691.155822,0.8003469162489316
691.396876,0.7968809372471595
691.63793,0.795551256674264
691.878984,0.7940887882455488
692.120038,0.7915755124336101
692.361092,0.7908238727821622
692.602146,0.788297281091988
692.8432,0.7854330949699979
693.084254,0.7806565364056052
693.325308,0.7763048406884733
693.566362,0.7725411523334947
693.807416,0.768657340353174
694.04847,0.7671752623516133
694.289524,0.7685343650170068
694.530578,0.7704118785026037
694.771632,0.7736234673905233
695.012686,0.7764678818237378
695.25374,0.7793851027511983
695.494794,0.7807580283521715
695.735848,0.7829550437728529
695.976902,0.7842323011761909
696.217956,0.785676616973399
696.45901,0.7874542541010916
696.700064,0.7892990546305252
696.941118,0.7910611555346301
697.182172,0.7946368985857594
697.423226,0.7978297900179097
697.66428,0.8032413899982859
697.905334,0.8103897290941131
698.146388,0.816939694653557
698.387442,0.8261408495183822
698.628496,0.8356294548339794
698.86955,0.8450157607700755
699.110604,0.8543109853644544
699.351658,0.8633630436971271
699.592712,0.8721882459399829
699.833766,0.8810860365342851
700.07482,0.8885627582040558
700.315874,0.8948313627224608
700.556928,0.9004956004974439
700.797982,0.9062373785749007
701.039036,0.9103373808450431
701.28009,0.9137822266284882
701.521144,0.9159385515673126
701.762198,0.918129344627354
702.003252,0.919220730443586
702.244306,0.9193356402166026
702.48536,0.9196409103211879
702.726414,0.9191628213617233
702.967468,0.9188439271940487
703.208522,0.9172740467089022
703.449576,0.9162298663433055
703.69063,0.9147641559415423
703.931684,0.9140746837316501
704.172738,0.9127246792481634
704.413792,0.9122164331614975
704.654846,0.9119920555185214
704.8959,0.9120823472013823
705.136954,0.9124189676901602
705.378008,0.9129072424397235
705.619062,0.9133756840000821
705.860116,0.9141158180179326
706.10117,0.9145684173569464
706.342224,0.9137045584401695
706.583278,0.9128981134129444
706.824332,0.9111579644425827
707.065386,0.9091174365727813
707.30644,0.9067323192901221
707.547494,0.9068012335650975
707.788548,0.908922906256841
708.029602,0.9118735042573028
708.270656,0.9143900939026636
708.51171,0.9161455770729677
708.752764,0.9171043667061454
708.993818,0.9178814831671075
709.234872,0.917637359162517
709.475926,0.9177979597525122
709.71698,0.9174685294212437
709.958034,0.9177034314309499
710.199088,0.91814862554604
710.440142,0.9197512738521059
710.681196,0.921658974186565
710.92225,0.9238237243991586
711.163304,0.9268681097202245
711.404358,0.9303048042747578
711.645412,0.933267882349505
711.886466,0.9371180663866948
712.12752,0.9404808424368275
712.368574,0.9441851486722069
712.609628,0.9472236943645436
712.850682,0.950532428812682
713.091736,0.95333873287261
713.33279,0.9559812300140496
713.573844,0.9580704165566153
713.814898,0.9599721551432736
714.055952,0.9618863255570886
714.297006,0.9629353532681859
714.53806,0.9640317974586209
714.779114,0.9651951211495433
715.020168,0.9655301019723938
715.261222,0.9661173227714263
715.502276,0.9667957752409666
715.74333,0.9667426029355802
715.984384,0.967538559589032
716.225438,0.9674176248276635
716.466492,0.9670732854492708
716.707546,0.9671506544068238
716.9486,0.96726091586621
717.189654,0.967231898473997
717.430708,0.9667832069775824
717.671762,0.9667174679546601
717.912816,0.966552173400727
718.15387,0.9666797667085889
718.394924,0.9662129731209949
718.635978,0.9661859195364993
718.877032,0.9660854414258199
719.118086,0.9658507111844328
719.35914,0.9657666858277157
719.600194,0.9655030675080227
719.841248,0.9655127225869732
720.082302,0.9655156191294857
720.323356,0.9650677238019615
720.56441,0.9651584444318017
720.805464,0.9649828015788995
721.046518,0.9653148127652926
721.287572,0.9651198388661408
721.528626,0.9647869299518218
721.76968,0.9646142485468072
722.010734,0.9647415860317045
722.251788,0.9646190716301076
722.492842,0.9647300092021333
722.733896,0.9646962442427014
722.97495,0.9643490160995899
723.216004,0.9643326223056637
723.457058,0.9641696638628704
723.698112,0.9640192651267142
723.939166,0.963913228839653
724.18022,0.964158093896324
724.421274,0.9637821455543962
724.662328,0.9636925179826064
724.903382,0.9637262478110044
725.144436,0.9634275389764444
725.38549,0.9633138612339639
725.626544,0.9628727645043803
725.867598,0.9622981010180899
726.108652,0.961962317578453
726.349706,0.9615420318847837
726.59076,0.9604945220665924
726.831814,0.9597465881919698
727.072868,0.9588256735770468
727.313922,0.9575828828024543
727.554976,0.9559104900204406
727.79603,0.9541694526348803
728.037084,0.9521668470886793
728.278138,0.9499537307949671
728.519192,0.9479012014859469
728.760246,0.9451713926972233
729.0013,0.9419510214235852
729.242354,0.9384103052302546
729.483408,0.9343249397739486
729.724462,0.9304853009143951
729.965516,0.92557325341828
730.20657,0.9206917401504027
730.447624,0.9158359721940892
730.688678,0.9096985482601622
730.929732,0.9037161149891603
731.170786,0.8968470000302107
731.41184,0.8891760780782398
731.652894,0.8814032846086645
731.893948,0.872921191860762
732.135002,0.8628451812451803
732.376056,0.8522630974480655
732.61711,0.8406835231483996
732.858164,0.8283081765026866
733.099218,0.8144192470940138
733.340272,0.7983964503094214
733.581326,0.7812813115114506
733.82238,0.7618618796705413
734.063434,0.7395672952185128
734.304488,0.7168060335613844
734.545542,0.6910797841588567
734.786596,0.6637099813466958
735.02765,0.6345875618559436
735.268704,0.6022636335809544
735.509758,0.5705696678259152
735.750812,0.5393395195393006
735.991866,0.5084695231998018
736.23292,0.47915075619146885
736.473974,0.4531554752094991
736.715028,0.42884059608548325
736.956082,0.40890190204838267
737.197136,0.3924877313324215
737.43819,0.37996733138378974
